ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep
81,81,15631,13209,292,805,1259,69,30,0,0,15675,12546,194,1035,1489,130,31,0,0,17170,13189,784,1262,1625,270,36,15455,12430,152,895,1622,96,27,660,1482,26,0,266,438,16869,14112,109,1001,1263,198,47,14154,12180,249,607,1048,58,27,0,0,12245,10826,102,638,557,105,0,485,394,30,61,0,15358,12124,638,986,1328,223,30,15358,12124,638,716,1104,22,10,66,678,12196,10933,116,530,507,78,0,0,0,0,0,0,13759,12156,129,490,780,92,0,313,671,4,0,12723,10966,472,486,636,106,2,276,560,18,2,4008,2342,1599,3132,1539,1593,4117,2085,1639,4116,1930,1453,4020,1958,1428,3458,2321,913,4410,2596,1625,4766,2943,1691,4711,2588,1966,4703,2726,1731,4619,2863,1756,4474,2629,1701,4455,2630,1654,4386,2550,1665,4348,2543,1522,4246,2507,1739,4199,2555,1644,4270,2548,1722
82,82,14866,13463,218,558,567,66,17,0,0,17948,15878,209,937,841,58,0,0,0,18796,15765,581,1006,934,390,23,18236,16447,186,788,722,76,8,476,647,0,0,21,462,19459,17117,170,926,1004,103,7,11847,10904,154,356,393,54,10,0,0,13907,12696,147,641,380,47,0,511,372,0,0,0,14735,12595,407,693,660,295,15,14735,12595,407,532,574,21,0,41,565,14045,13049,123,510,307,56,0,0,0,0,0,0,15394,14032,85,591,560,76,0,384,489,4,0,16104,14750,146,549,578,70,0,365,521,21,0,6013,2712,3213,6384,2570,3814,7156,2878,3771,7195,3157,3096,7054,2836,3170,6288,3576,2344,7998,3707,3979,8739,4138,4378,8617,3547,4769,8569,3891,4258,8447,4136,4311,8685,3872,4556,8857,4055,4573,8777,3790,4627,8705,3912,4308,8516,3835,4681,8446,3954,4492,8581,3809,4772
83,83,15592,14995,146,343,34,66,15,0,0,16427,13598,778,1755,107,288,1,0,0,17126,14084,545,2055,58,322,12,16416,14005,483,1621,71,290,2,1461,28,208,2,14,214,16496,13620,579,2086,51,196,0,12695,12175,127,307,19,56,14,0,0,13316,10984,434,1634,40,218,0,1535,40,170,0,0,14213,11384,501,2008,45,240,9,14213,11384,501,1930,27,52,3,4,312,13411,11383,242,1539,30,231,0,0,0,0,0,0,13796,11224,360,1999,18,179,0,1910,18,65,0,14172,11409,328,2109,45,269,0,2097,45,83,0,5079,1833,3101,4799,1334,3465,5594,1150,4167,5530,1772,2933,5336,1573,2943,4564,1670,2598,6062,1515,4310,6700,1534,5064,6561,1306,4566,6460,1578,4564,6446,1755,4691,6577,1449,4857,6832,1453,5231,6718,1273,4750,6631,1507,4669,6435,1525,4910,6383,1572,4811,6466,1391,5075
84,84,17928,17562,83,102,43,141,12,0,0,17256,16911,71,197,43,33,7,0,0,17090,16264,150,161,48,355,7,17194,16625,19,183,51,81,12,143,51,24,12,0,321,17710,16702,218,161,96,306,2,14273,13998,58,65,35,113,6,0,0,13539,13391,24,104,0,27,4,104,0,14,0,0,13565,13012,85,84,32,262,4,13565,13012,85,51,15,14,1,18,369,13539,13352,16,108,0,63,10,0,0,0,0,0,13784,13356,94,82,15,234,0,74,0,19,0,13490,12936,36,51,17,436,0,19,4,18,0,6835,2372,4224,5966,1522,4444,7065,1320,5371,6990,2192,3642,6700,1936,3912,5801,2016,3345,7223,1648,5243,7872,1629,6126,7716,1358,5387,7548,1662,5459,7522,1960,5562,7363,1495,5530,7594,1500,5945,7434,1204,5238,7331,1548,5205,7065,1646,5419,6968,1719,5249,7094,1475,5619
85,85,19078,18642,161,142,42,94,11,0,0,18598,18006,110,297,79,76,22,0,0,17738,16895,147,206,71,330,5,18508,17913,122,287,73,84,29,204,46,0,29,31,163,17781,17102,57,293,66,170,34,15151,14859,99,82,32,78,10,0,0,15290,14825,100,197,80,55,20,187,60,0,0,0,14412,13799,107,126,62,246,4,14412,13799,107,65,30,16,1,20,374,15290,14795,110,224,70,76,30,0,0,0,0,0,14705,14240,29,212,69,120,25,102,40,0,25,14486,14116,55,143,29,126,0,86,24,0,0,7771,2277,5274,7554,1577,5977,8431,1263,6911,8231,2794,4812,7825,2067,5262,7022,2404,4322,8521,1648,6664,9353,1545,7712,9022,1388,7250,8908,1553,6930,8756,1977,6779,8887,1485,7223,9204,1442,7618,9004,1396,7191,8868,1623,6816,8374,1534,6840,8288,1624,6664,8429,1527,6902
86,86,17442,16139,531,520,181,105,7,0,0,16718,15142,256,978,227,94,1,0,0,17069,15289,694,641,94,312,22,16704,15073,168,915,381,116,0,838,381,111,0,54,82,16974,15317,747,740,8,91,2,13781,12840,336,387,152,86,6,0,0,13149,12329,138,476,110,93,0,476,110,89,0,0,13587,12352,449,460,65,229,15,13587,12352,449,339,44,20,0,24,359,13175,12297,99,443,220,114,0,0,0,0,0,0,13507,12526,389,488,7,90,4,489,3,20,4,13442,12477,421,404,11,110,6,390,3,9,6,6966,2543,4213,6499,1996,4503,7077,1504,5322,6966,2849,3703,6664,2150,4166,5671,2343,3098,7344,1824,5336,7973,1789,6061,7847,1533,6114,7726,1855,5527,7687,1891,5796,7749,1645,5939,7941,1620,6178,7806,1584,5979,7724,1681,5591,7425,1690,5735,7399,1788,5611,7479,1607,5872
87,87,18223,17168,130,730,123,100,6,0,0,17516,16444,160,751,123,6,0,0,0,17367,15720,206,831,137,377,10,17274,16423,117,566,9,26,0,509,2,4,0,88,130,17294,16253,76,540,107,49,29,14518,13772,84,522,74,81,1,0,0,14066,13374,43,565,87,8,0,525,21,4,0,0,13895,12747,139,571,98,283,10,13895,12747,139,417,66,32,4,18,472,13934,13281,28,601,21,32,0,0,0,0,0,0,14148,13552,34,452,30,62,30,379,10,4,30,13875,13116,134,370,36,222,13,347,0,96,13,6801,2306,4366,6316,1831,4485,7237,1370,5564,7148,2221,4330,7032,1668,4978,5619,2040,3394,7426,1677,5538,8080,1819,6144,7913,1565,6048,7909,1615,5878,7823,1687,6136,7891,1607,6123,8034,1674,6243,7938,1462,6222,7874,1532,5985,7705,1666,6039,7643,1742,5901,7681,1606,6075
88,88,17627,16986,136,358,46,103,18,0,0,16528,15732,297,378,108,23,0,0,0,17069,15973,182,417,77,283,8,17255,16110,288,582,189,40,0,431,67,0,0,0,362,16596,15225,250,579,112,140,0,13770,13333,87,232,35,84,8,0,0,13218,12693,206,228,72,25,0,218,64,0,0,0,13523,12739,121,261,50,229,6,13523,12739,121,215,34,15,1,27,371,13775,13118,192,349,53,41,0,0,0,0,0,0,13035,12334,170,446,28,71,0,377,14,11,0,13642,13121,113,212,52,143,0,159,33,6,0,7707,2459,5060,6997,1798,5199,7187,1187,5752,7094,2181,4375,6954,1610,4955,5582,1868,3515,7355,1398,5768,8035,1393,6550,7825,1261,6294,7761,1367,5996,7703,1375,6328,7964,1323,6506,8236,1347,6786,8088,1252,6607,8026,1299,6306,7836,1370,6466,7798,1454,6344,7833,1331,6502
89,89,19678,18951,224,323,89,122,9,0,0,19837,18801,133,646,187,83,0,0,0,18753,17492,316,351,139,333,19,19484,18432,280,577,111,115,0,310,56,40,0,7,357,19579,18506,431,218,219,181,0,15371,14874,132,202,72,99,5,0,0,15849,15188,54,412,104,79,0,379,85,79,0,0,15221,14343,203,195,109,269,13,15221,14343,203,118,54,21,1,32,449,15644,15058,152,275,54,107,0,0,0,0,0,0,15794,15376,232,58,29,124,0,48,0,9,0,15666,14952,308,261,24,107,0,120,0,2,0,6864,2482,4226,6472,2007,4465,7221,1391,5544,7058,1974,4490,6895,1637,4888,5786,1954,3626,7636,1681,5756,8445,1796,6548,8236,1610,6412,7942,1639,5834,8078,1667,6411,8406,1696,6549,8790,1733,6933,8564,1643,6629,8508,1625,6369,8241,1759,6482,8167,1794,6373,8254,1665,6589
90,90,18350,17739,183,187,84,191,14,0,0,18193,17557,69,342,37,162,9,0,0,18774,17413,263,327,187,439,13,17936,17255,211,231,46,273,0,66,0,108,0,37,256,18366,17370,268,171,124,446,7,14485,14076,117,103,57,145,11,0,0,14975,14655,19,203,26,80,0,88,0,58,9,0,15320,14384,160,177,128,336,6,15320,14384,160,115,79,32,2,56,492,14957,14510,162,154,45,124,0,0,0,0,0,0,15150,14595,207,103,49,199,0,49,20,38,0,16216,15504,221,252,75,103,11,68,63,0,11,7712,2899,4660,8132,2753,5379,8225,1777,6069,8026,2232,5055,7831,1847,5557,6787,2398,4086,8784,2127,6366,9645,2278,7176,9491,2070,7166,9185,2091,6465,9324,2129,7195,9779,2165,7333,10204,2241,7801,9927,2109,7427,9965,1983,7074,9651,2264,7387,9558,2280,7278,9670,2156,7514
91,91,15393,14186,394,566,159,126,16,0,0,17810,15811,554,1028,178,296,20,0,0,18125,15558,767,1047,293,428,23,16960,15006,597,991,169,197,27,866,47,0,0,92,353,17293,14771,738,1456,376,118,25,11441,10705,225,338,109,86,8,0,0,13130,12032,265,586,130,80,0,576,55,0,21,0,13838,12122,478,654,197,320,17,13838,12122,478,500,129,24,9,27,549,12807,11831,357,395,113,90,0,0,0,0,0,0,13161,11819,406,627,205,99,20,548,180,0,20,13645,12363,389,604,186,108,17,540,175,0,17,5079,1828,3183,4219,1316,2903,6190,1315,4529,6017,1918,3576,5910,1284,4305,4703,1668,2857,6625,1718,4667,7474,1976,5334,7359,1753,5382,6709,1760,4435,7278,1841,5437,8153,2037,5783,8707,2199,6369,8528,2136,6038,8549,1898,5445,8307,2225,6082,8247,2236,6011,8336,2117,6219
92,92,15750,13385,767,1323,257,115,16,0,0,16592,13838,1033,1497,351,75,15,0,0,18426,14673,1109,1742,403,490,34,16860,13749,1103,1645,338,90,0,1386,257,42,0,63,260,18369,14509,1127,2078,361,196,0,11545,10075,446,810,162,84,12,0,0,12054,10630,445,812,87,36,0,755,73,34,55,0,13762,11314,713,1106,245,332,24,13762,11314,713,888,179,27,7,38,596,12351,10362,560,1208,135,48,0,0,0,0,0,0,13355,10874,664,1463,165,155,0,1370,84,0,0,14343,11776,751,1300,162,155,25,1231,46,31,25,6289,2697,3502,6939,2775,4164,6890,1960,4574,6766,2424,3766,6669,1842,4511,5765,2495,3043,7492,2397,4835,8316,2734,5418,8209,2351,5634,7721,2416,4692,8130,2487,5643,8471,2515,5627,8795,2617,5998,8614,2502,5742,8656,2260,5216,8392,2594,5798,8359,2614,5745,8424,2474,5950
93,93,16042,12876,829,2037,226,172,23,0,0,15749,12589,734,2224,291,72,26,0,0,17159,12466,1211,2733,383,448,16,16169,12538,1025,2385,351,112,0,1906,293,26,0,14,369,17649,13119,1241,2639,274,244,0,12182,10138,448,1360,159,132,15,0,0,11984,9882,372,1471,163,50,0,1406,153,25,45,0,13169,10069,697,1784,278,352,11,13169,10069,697,1529,227,41,2,46,558,12297,10000,605,1477,146,45,0,0,0,0,0,0,13197,10455,547,1893,197,164,0,1437,150,44,0,13045,9675,953,2157,124,190,0,1781,36,29,0,5565,2712,2756,6191,2845,3346,5754,2186,3253,5631,2408,2646,5576,1943,3329,4540,2266,2050,6025,2453,3347,6642,2797,3696,6553,2462,3902,6242,2444,3256,6496,2565,3931,6544,2533,3792,6716,2633,3956,6561,2460,3825,6567,2246,3572,6387,2580,3807,6349,2577,3772,6422,2456,3966
94,94,13311,11245,452,1410,150,138,5,0,0,14830,12287,857,1635,152,59,10,0,0,17079,12933,995,2357,376,440,22,16219,13366,725,1701,248,149,5,1049,164,28,0,82,802,17023,13988,802,1998,313,72,0,10202,8840,278,927,106,99,3,0,0,11335,9817,516,867,63,59,0,774,18,18,0,0,13197,10421,592,1589,256,314,10,13197,10421,592,1362,169,26,0,45,582,12335,10614,382,1100,50,141,0,0,0,0,0,0,13258,11142,454,1360,164,71,0,1274,110,0,0,14420,12042,491,1553,197,59,0,1361,137,4,0,5175,2221,2885,4943,2247,2696,5759,1740,3734,5603,1988,3093,5507,1628,3576,4513,1965,2367,6275,2086,3978,7023,2403,4499,6921,2100,4628,6624,2128,3987,6857,2196,4661,7532,2416,4881,8031,2595,5315,7857,2503,5039,7849,2270,4806,7656,2606,5050,7585,2594,4991,7676,2525,5151
95,95,14087,12086,479,1285,188,109,13,0,0,16378,13346,1041,1720,362,108,37,0,0,17300,13507,1023,1956,381,478,24,16625,13845,905,1269,478,199,59,792,322,15,0,248,501,17696,14182,1174,1760,541,58,51,10484,9238,293,791,116,74,11,0,0,11449,10099,536,676,58,38,0,651,45,12,35,0,13047,10545,604,1269,258,355,14,13047,10545,604,1007,191,33,8,51,608,11685,10686,407,410,63,102,0,0,0,0,0,0,12837,11078,626,884,130,46,0,791,55,0,0,13299,10945,806,1109,343,55,4,978,179,8,4,4480,1926,2482,4527,1700,2827,5726,1607,3786,5573,1837,3234,5507,1502,3695,4419,1850,2405,6190,2017,3959,6922,2299,4474,6803,2088,4520,6534,2106,3962,6759,2134,4625,7158,2213,4712,7508,2341,5031,7340,2234,4816,7342,1999,4624,7125,2341,4784,7087,2363,4724,7141,2266,4875
96,96,15194,13250,548,1152,166,107,15,0,0,17054,14152,480,2059,153,110,0,0,0,17455,14112,1000,1604,278,468,23,19123,15865,622,2349,173,84,0,1892,118,0,0,131,495,19122,16254,987,1389,184,180,0,11120,9981,308,682,104,67,8,0,0,13280,11205,285,1565,110,110,0,1480,110,0,0,0,13312,11072,626,1044,202,348,11,13312,11072,626,818,121,31,8,52,584,14630,12590,385,1523,100,89,0,0,0,0,0,0,14480,12950,620,838,30,63,0,794,30,0,0,14434,12530,784,864,141,71,0,826,110,0,0,5319,2202,3040,4863,1631,3232,6220,1571,4332,6043,2106,3361,5958,1536,4110,4735,1887,2639,6600,1978,4384,7401,2279,4958,7279,2028,5048,6787,2030,4184,7198,2068,5130,7637,2248,5116,8011,2398,5436,7823,2306,5155,7829,2048,4897,7622,2404,5218,7559,2443,5116,7636,2329,5307
97,97,15218,12612,600,1678,281,143,31,0,0,18017,15079,473,1474,421,320,0,0,0,17074,13309,967,1811,427,454,28,17368,14281,666,1602,376,239,1,1282,243,0,0,257,642,17237,14695,721,1261,276,155,1,11655,9905,340,1152,192,101,16,0,0,13799,12019,253,1002,262,221,0,903,222,0,31,0,13279,10681,615,1274,296,329,18,13279,10681,615,1085,200,42,3,76,577,12991,11219,285,1133,182,145,0,0,0,0,0,0,13200,11594,432,833,210,93,0,635,199,0,0,14096,12453,405,915,205,93,0,714,139,0,0,5824,2945,2790,4200,1988,2212,6745,2650,3715,6663,2670,3234,6579,2343,3895,5866,3076,2548,7393,3134,3998,8080,3532,4392,7993,3161,4623,7705,3102,3985,7924,3268,4656,8331,3380,4730,8633,3520,4960,8509,3381,4841,8536,3205,4728,8306,3458,4848,8300,3491,4809,8354,3405,4949
98,98,16055,13326,896,1571,186,147,20,0,0,16339,13105,1123,1565,323,135,25,0,0,17155,13260,1357,1595,401,422,29,16330,13323,958,1482,349,211,0,991,255,71,0,111,621,16781,13808,1234,1077,466,196,8,12069,10290,549,1035,127,102,14,0,0,12245,10417,485,1015,158,112,0,927,136,75,50,0,13232,10631,838,1070,280,310,21,13232,10631,838,877,224,25,4,69,564,12432,10551,501,976,187,136,0,0,0,0,0,0,12547,10927,526,742,184,98,0,632,155,0,0,13305,10921,840,1152,293,102,0,903,224,6,0,6359,3097,3154,6391,2888,3503,6596,2197,4054,6482,2512,3356,6440,1907,4282,5504,2543,2756,6961,2531,4200,7605,2855,4620,7476,2573,4706,7333,2453,4233,7420,2586,4834,7759,2629,4946,8037,2726,5141,7862,2526,5071,7884,2381,5118,7658,2666,4992,7595,2684,4911,7659,2583,5076
99,99,15415,12499,970,1531,339,152,35,0,0,16945,13557,1361,1436,472,189,36,0,0,17514,13075,1716,1863,531,449,41,16878,13461,1358,1563,382,159,16,1242,238,0,0,191,387,18168,13981,1358,2027,501,328,17,11373,9412,604,1064,221,110,20,0,0,12302,10227,832,931,206,59,0,921,153,0,47,0,13307,10272,1104,1310,352,321,22,13307,10272,1104,1110,252,26,4,44,495,12535,10410,827,1064,178,46,0,0,0,0,0,0,14023,11387,849,1408,266,114,0,1340,205,0,0,14100,11465,825,1344,288,153,4,1272,202,16,4,6472,3261,3121,5730,2662,3068,7260,2878,3917,7186,2951,3545,7136,2363,4497,6145,3138,2775,7735,3263,4201,8416,3721,4514,8289,3329,4759,8128,3180,4257,8213,3332,4881,8844,3640,5016,9251,3890,5164,9106,3641,5221,9136,3456,5299,8874,3774,5100,8836,3785,5051,8914,3703,5211
100,100,17041,15472,469,708,282,158,26,0,0,18232,16196,664,961,267,169,25,0,0,17621,15006,800,944,327,418,28,18207,15837,814,1080,279,180,38,777,171,59,0,42,505,17622,15128,760,1199,256,275,52,13392,12297,300,494,195,117,15,0,0,14339,12957,467,594,151,122,0,551,134,59,53,0,14176,12273,507,724,224,320,23,14176,12273,507,580,149,24,2,61,580,14157,12585,573,658,194,118,0,0,0,0,0,0,13825,12212,451,760,175,149,0,636,148,4,0,13690,12219,545,657,135,116,0,491,115,9,0,7700,4100,3482,7397,3675,3722,7813,3213,4119,7704,2996,3691,7655,2675,4607,6869,3602,3031,8234,3665,4288,8807,4028,4599,8703,3748,4763,8564,3582,4281,8639,3766,4873,8654,3763,4702,8806,3873,4740,8648,3674,4685,8658,3470,4795,8405,3769,4636,8394,3777,4617,8459,3688,4771
