ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
50,50,160292,105969,21626,29332,3481,1631,300,176390,108710,30983,32316,4800,1453,318,0,0,180902,102758,38189,33586,4722,4213,343,178423,107523,33334,33352,4783,1820,280,29499,3158,626,51,3562,180044,106089,34258,35101,4859,2332,230,123355,87249,14154,19277,2467,1199,202,131561,89990,17272,20920,2367,772,71,20531,2026,531,71,179,0,142687,87228,26770,23250,3477,3061,247,142687,87228,26770,20550,2770,386,67,4343,132872,89227,18381,21885,2407,776,48,0,0,0,0,135319,88571,20086,23051,2481,961,67,22380,2151,373,67,142040,88650,25192,23948,3034,1123,70,22601,2440,218,70,68348,31857,35743,75561,34269,41292,74859,30272,40924,73268,28350,41095,63507,27768,35514,63344,27130,35114,62790,24792,36922,61933,26023,35842,70365,28987,39670,85623,35727,48578,65480,25424,39112,56655,20121,35813,56778,19688,36671,56090,18712,37378,55596,19667,35929,54731,11234,36727,69746,26350,42625,82573,31933,49540,81103,31641,47872
51,51,129142,81973,27626,17509,2295,1248,277,165452,92502,45294,24307,3530,1674,88,0,0,182359,91662,59651,25841,4227,4180,373,173190,95073,48384,26906,3478,1980,127,22451,2627,407,27,3672,195573,95371,65065,30852,5221,1844,104,99659,68098,17871,11989,1628,881,192,117810,75554,26054,13362,1929,786,49,12981,1741,376,49,119,0,143072,78305,41999,18223,3217,3254,288,143072,78305,41999,14942,2466,358,65,4234,125260,78563,29642,14476,1873,831,25,0,0,0,0,138723,80771,38453,16155,2680,693,0,15273,2325,137,0,154034,83721,47002,18740,3339,782,92,16938,2936,99,92,48272,23428,24192,49594,24166,25428,63317,27946,32799,61776,26060,32383,55132,25436,29499,55025,25410,28640,54534,23590,29902,53862,24701,29105,62161,27919,32914,85038,39362,44707,61696,26129,34854,55968,22001,33250,56064,21338,34310,55396,20700,34696,54880,21380,33500,52738,7167,34402,73000,30465,41844,93900,40012,52786,92047,39215,51134
52,52,140874,116548,8935,13479,1281,1232,146,175423,147181,11201,13921,1793,1584,382,0,0,182726,149361,13491,14088,2446,3084,251,181615,152148,12136,14486,1878,1366,267,12205,1452,453,86,2506,185429,153031,13866,14582,2191,1562,278,122694,103880,6624,10644,991,1021,117,153710,133720,7128,10559,1107,1041,34,10300,904,459,34,174,0,163421,137460,10029,11003,1929,2508,151,163421,137460,10029,9997,1510,445,40,3533,160105,138990,8206,10727,1109,994,15,0,0,0,0,162590,139865,9224,10801,1495,1067,73,10224,1307,364,73,175580,148971,11531,11818,1949,1121,35,10718,1500,325,35,71428,27043,43480,81204,27727,53477,101859,30027,68897,100095,28810,66755,95820,29002,66613,95670,28740,65693,94965,25742,67976,93919,27795,66081,101367,29981,69717,121346,38004,82484,107992,30507,76765,110315,30475,79045,110505,29038,81086,109349,26872,82477,108178,28880,79298,109204,27688,80088,119722,34080,84955,134829,40500,93067,133366,39812,91804
53,53,156169,130742,16135,6673,2410,1410,217,166807,130766,23222,9153,3560,1339,401,0,0,175358,132217,26119,9866,3672,4152,363,169595,131107,24549,9803,3752,1492,424,6669,2222,479,97,3488,172599,129718,27158,10191,3849,1744,380,126572,108999,11230,4285,1624,1039,150,134082,110216,15989,5078,1705,845,0,4514,1340,374,0,277,0,144801,113431,18878,6708,2713,3121,225,144801,113431,18878,4795,1992,412,63,4678,135177,109909,16571,5449,1918,943,95,0,0,0,0,138175,110183,18528,5995,2119,989,78,5332,1687,227,78,143651,113456,20103,6064,2567,1116,149,5077,1980,240,149,80591,39337,40140,74319,35204,39115,86135,29199,53539,84226,30309,48261,73348,28316,44653,73338,27079,44805,72840,24006,47252,72023,26353,45585,81205,28893,50398,99597,34592,63949,79816,26293,52650,73772,22680,50106,73947,22142,51384,73203,20813,52390,72508,22078,50430,73214,21935,51210,86396,27547,58101,100414,31483,67917,98727,33541,62922
54,54,140788,101910,21930,12421,4719,1215,250,165568,109769,31724,16963,7408,1533,423,0,0,176277,107916,36656,21139,8751,3749,362,171104,112435,32975,17303,8306,1555,424,14199,6717,378,77,3799,188459,117861,39253,21053,9317,2105,344,109562,83823,14174,8161,3221,867,159,121608,88577,18499,10023,3525,833,69,9642,3067,405,69,122,0,138511,90099,25341,14796,6252,2798,245,138511,90099,25341,12148,5247,331,82,4586,127999,91703,20488,10869,3845,821,119,0,0,0,0,140726,95965,25495,13129,4721,975,123,12100,4113,250,123,150732,98992,29530,14731,5721,1219,62,13502,5007,264,62,61936,28332,32806,63020,28201,34819,72217,28727,40161,70864,27010,39800,64536,28365,35884,64360,27922,35305,64084,24802,38069,63316,26698,36556,71234,29389,40176,93097,39831,52113,72483,28609,42956,68813,25715,42125,68902,24983,43409,68293,23920,44373,67634,24955,42679,68055,25392,42628,84613,33310,50334,105636,42558,61378,103947,42613,58562
55,55,133589,107702,15471,6208,4063,1128,194,161351,120627,23305,10803,6444,1962,219,0,0,175430,125380,27319,11276,8468,3639,358,168777,125176,25955,12146,6544,1731,166,7593,4938,496,69,4353,181290,129512,30965,13684,8429,2207,295,102750,85281,10447,4060,2680,814,108,120735,95026,15051,6293,3178,1067,63,5975,2871,420,63,135,0,136606,101215,19105,7768,5916,2658,230,136606,101215,19105,5829,4833,255,56,4661,125171,98108,16226,6447,3331,959,62,0,0,0,0,135024,102860,19455,7082,4433,926,42,6022,3867,178,42,147950,110131,22040,9001,5346,909,28,7727,4445,95,28,65878,29247,35924,65754,28345,37409,80932,28669,48744,79290,27813,47123,72949,29461,43168,72887,28526,43195,72456,24770,46363,71557,27075,44403,80387,29887,48610,104732,40096,63247,83988,29629,53318,82025,27494,53508,82190,26671,55043,81432,25256,56176,80664,26320,54344,81516,25894,55470,96020,33561,61424,114015,40881,71617,112115,40956,68735
56,56,159475,134522,15443,5579,3405,1638,255,166843,133512,22752,7882,3318,1220,274,0,0,176367,130774,26200,11666,4515,4167,373,169432,131473,24598,10154,3401,1569,331,6819,2378,331,184,3442,169887,127458,26705,12031,3241,1798,305,128074,111520,10227,3282,2360,1226,173,129705,109606,13521,4074,1451,711,123,3806,1214,359,123,222,0,144047,111881,18415,7355,3402,3191,260,144047,111881,18415,5209,2549,424,85,4989,131728,109320,14676,4915,1546,893,183,0,0,0,0,132630,107857,15945,5997,1704,812,94,5310,1437,216,94,137509,109995,17370,6856,2110,969,92,5972,1731,144,92,72670,37996,33640,69032,35998,33034,74011,27953,42460,72163,28676,38394,60314,26741,33224,60138,25389,33231,59995,22734,35847,59250,24714,34447,68483,27507,39028,85623,33410,51001,66106,24626,40534,59157,20608,37604,59315,19926,38904,58698,18766,39932,58147,20005,38142,58866,18916,39849,70527,25346,44329,81430,29010,51380,79641,30240,47119
57,57,168979,146048,10891,6517,5034,1083,221,178595,149214,13853,8277,7198,927,209,0,0,177343,144414,15397,7488,6518,2941,312,178677,147957,14217,8852,6713,1098,219,6372,4670,379,86,4196,178881,146080,15814,9515,6243,1421,273,137928,122103,7510,4268,3525,806,150,141005,122496,8441,5134,4049,621,49,4663,3450,276,49,259,0,148415,124349,11062,5270,4776,2325,232,148415,124349,11062,3881,3746,272,66,4534,142550,123463,9086,5491,3631,658,65,0,0,0,0,144207,123338,10473,6106,3529,607,35,5189,2821,156,35,145390,123582,11056,6396,3541,673,83,5124,2729,111,83,96477,45612,49841,94772,42725,52047,103296,41706,56716,100708,39427,56160,91438,41618,49505,91429,40115,49937,90231,34834,53815,89280,38094,51091,98541,41273,55063,115458,49989,64068,96727,39533,55982,90526,35705,53660,90767,34791,55515,89671,33213,56458,89065,34430,54635,89826,38250,49907,100510,40564,58998,109270,44849,63016,107686,44600,61298
58,58,165748,126027,19687,15391,4306,1490,355,176572,128041,25009,18244,5522,2110,592,0,0,175888,123067,26094,17434,6409,3718,456,176356,127177,23963,19902,6015,1875,414,15381,4664,414,195,4092,175251,124699,24379,19825,6199,2335,587,137242,109854,13478,10245,3214,1118,241,136242,109059,12211,10976,2826,1054,163,10396,2410,482,163,146,0,149163,110042,18867,12490,5068,2897,291,149163,110042,18867,10417,4003,288,136,4767,136470,108323,12325,11515,3342,1039,69,0,0,0,0,136284,106515,13297,12214,3443,926,69,11201,3069,138,69,138005,107299,14707,11464,3673,833,48,10236,3168,85,48,82630,42500,38989,80920,40478,40442,89006,39406,45276,86742,37468,44633,77311,37741,39249,77213,36495,39472,76371,31919,42844,75526,34827,40577,84320,38294,44027,100685,47039,52291,82275,36153,45010,76032,31641,43192,76266,31138,44658,75317,29828,45489,74744,30843,43901,75593,33543,40694,85702,36819,47961,93670,40517,51817,92387,40305,50460
59,59,174106,141767,14046,11567,5888,1470,443,182181,142460,18210,14341,6523,1687,424,0,0,178235,132377,20058,14432,7528,3627,392,184478,142417,18677,15918,6677,1658,474,12241,5432,455,242,4477,180903,135502,19907,16262,7245,1859,567,144120,121653,9533,7757,4371,1089,284,144124,120385,10190,8618,3708,972,141,7976,3255,479,141,239,0,150127,116416,14447,10012,5751,2888,285,150127,116416,14447,8190,4788,354,140,5153,146130,120781,10361,9511,4051,1003,221,0,0,0,0,145415,117192,12158,10062,4401,1353,110,9022,4018,211,110,145087,114309,13739,10647,4910,1213,109,9617,4344,135,109,82848,42022,39768,79276,39538,39738,87927,36986,46597,85509,35802,44542,74638,35708,38587,74485,33837,39100,73820,28957,43056,72923,32693,40120,82038,35723,44194,97573,43049,53268,79534,33553,44872,72844,29178,42435,73089,28828,43744,72206,27225,44981,71456,28614,42842,72368,31381,39484,82313,33955,47474,90024,37205,51612,88579,37886,48893
60,60,164161,128020,13437,12737,9540,1522,310,178724,131843,17185,18170,11885,1287,430,0,0,175492,123998,19404,15881,12695,3427,329,182082,131666,19816,18306,12765,1543,416,12751,10546,211,80,6488,178744,127338,20133,18160,12506,1949,557,135362,109251,9756,8589,7117,1169,223,140423,111273,11365,10034,6529,736,78,8935,5883,224,78,430,0,149167,109586,14959,11411,10000,2784,230,149167,109586,14959,9360,8593,368,70,5484,144480,112479,12525,10410,7506,918,79,0,0,0,0,144745,110721,13186,11401,7856,934,104,10336,7004,217,104,144296,108873,13755,11121,9160,1160,128,9323,8232,145,128,76608,42227,33329,75704,42266,33438,85273,43762,36356,83143,41063,37228,75179,43258,31610,75047,42110,31570,74129,36591,35842,73177,39796,33271,81659,43510,35951,99065,54322,43194,79188,42167,35734,72364,37870,33270,72584,37545,34537,71667,36002,35665,71006,36727,34279,71738,39509,31890,82820,43645,38205,91636,48102,42000,90302,47634,40753
61,61,170344,142403,12031,8124,6979,1396,344,173462,138006,15576,10675,8746,1400,209,0,0,175321,135474,16595,10423,9123,3331,404,174355,139296,15399,10036,8541,1439,385,7421,7004,434,201,3958,173047,135378,15951,10258,9543,1607,396,143695,123893,8690,5155,5139,1078,220,142212,119801,10204,6213,4740,1069,64,5592,4328,369,64,226,0,151627,121527,12565,7132,7031,2660,295,151627,121527,12565,5618,6007,295,145,4834,144113,120966,10922,6218,4885,976,45,0,0,0,0,143069,119151,11051,6113,5540,990,36,5105,5069,238,36,144569,119025,11743,6323,6143,1147,84,5029,5701,271,84,90028,45436,43440,87237,44147,43090,96329,42940,48756,94260,41669,47654,85777,43563,41886,85669,41325,42872,84716,35824,47026,83708,39710,43885,92137,42589,47424,108236,50611,56247,89867,40840,47860,83614,36760,45599,83835,36474,46861,82879,34710,48169,82128,35837,46291,83100,38899,42659,92367,41327,50157,98943,44602,52985,97565,44622,51124
62,62,144078,49811,23195,69224,3356,1397,345,166476,56162,35977,71813,4722,1445,348,0,0,176028,56923,39302,74421,6543,3064,423,167759,57885,35087,72339,4949,1494,81,65341,4073,298,57,4030,167352,57580,35307,71194,5292,1923,57,107288,41755,15767,47990,2426,979,237,118554,47466,19487,48213,2207,855,100,47515,1852,335,100,258,0,136589,48916,28312,54456,4939,2313,293,136589,48916,28312,49888,3832,267,84,4482,119994,48317,19717,48778,2377,746,19,0,0,0,0,120476,48248,20670,48135,2288,878,0,47165,1794,231,0,128744,51232,24231,48640,3079,1036,91,47446,2569,97,91,56913,44655,11695,56712,45341,11371,64818,46708,15461,63555,43970,16856,56889,43090,13578,56957,43528,12745,56370,40536,14870,55681,41800,13794,62957,45810,15840,80069,57260,21593,58364,41133,16429,49720,33797,15185,49823,33278,16069,49348,32581,16767,48896,33098,15798,49257,34304,14843,62207,42111,19364,72971,48272,23516,72080,47385,23164
63,63,157516,43058,31571,83081,3262,1677,500,177838,43049,48697,89238,4513,1705,267,0,0,175559,43928,44415,84592,5435,3213,481,180367,44314,49248,89839,4886,1498,281,77802,3462,277,91,4882,176115,42595,48857,86720,4882,2173,212,115562,37266,21902,55722,2446,1223,363,119806,36481,26348,54359,1758,949,82,53274,1473,236,82,219,0,133480,38485,32121,59670,4303,2436,335,133480,38485,32121,54194,3217,334,99,4209,121987,37619,26784,54994,1912,749,147,0,0,0,0,119040,36541,25967,53679,2036,827,149,52012,1649,173,149,118114,37481,26421,50721,2426,1090,141,48346,1927,128,141,60759,48159,11938,61734,50358,11376,62375,47870,11878,61086,44427,13977,52168,41204,10747,52476,41930,9965,51998,39348,11837,51193,40074,11032,57834,44445,12176,68763,52245,15453,49910,37253,11913,39202,27905,10656,39256,27361,11299,38927,26892,12035,38546,27502,11044,38537,28232,10305,49840,35573,13571,57304,39771,16229,56467,39122,15951
64,64,164004,53497,85739,22666,6342,1574,327,180223,50142,100990,28374,6215,2004,507,0,0,175706,45840,102095,21882,8617,2847,347,182717,49627,106401,27131,6452,1460,313,16428,5025,372,202,4416,178104,47774,104923,23560,6552,1735,373,127500,45295,64095,15997,4824,1135,241,114001,42773,52615,14658,3090,646,115,13664,2781,280,115,226,0,142335,39791,80651,16693,6781,2217,232,142335,39791,80651,11512,5820,180,37,3464,118215,42032,59141,13343,3039,480,100,0,0,0,0,117650,41387,59378,12589,3480,537,105,11774,3011,187,105,115776,40115,58524,11481,4576,627,107,10428,3904,168,107,57017,35354,21041,59408,38851,20557,65413,40895,21397,63787,36559,24229,52076,32600,19295,52147,32810,18445,51633,30072,20571,50902,31406,19422,59483,35745,22352,72658,41488,30160,53173,29793,22547,43432,21587,21039,43519,21203,21801,43052,21079,21973,42663,21464,21199,42858,23703,19155,54529,27579,26254,63061,30227,31903,61881,29760,30739
65,65,148982,105300,24402,12091,7700,1241,357,173799,118713,31463,13484,11350,1323,566,0,0,176912,114654,33300,14229,12857,2803,462,178257,121002,32838,13563,12617,1220,534,9790,8327,165,41,5743,178931,118882,34252,13863,12464,1426,978,119845,87068,18317,8740,5740,929,257,128834,94183,19496,8778,5431,657,35,8264,4461,170,35,356,0,144407,96374,25693,10684,9689,2260,329,144407,96374,25693,7939,7802,255,112,5448,132644,96588,20712,8373,5909,696,40,0,0,0,0,134248,96822,22008,8509,5589,846,175,7176,4349,89,175,141856,101813,22801,9723,6503,757,157,8094,5198,44,157,75773,37282,37757,78818,37008,41810,88956,42920,41038,87106,37764,45972,78623,40487,37927,78695,40254,37542,77848,34393,42255,76519,36995,39433,85697,41564,42304,104343,53577,49152,82128,39264,41727,74263,33848,39522,74451,32983,41016,73610,31726,41884,72846,32001,40845,73527,36602,36925,86799,40122,45769,98057,45133,51335,96791,43454,51895
66,66,159808,108391,31325,12745,7947,1275,320,174173,107571,42765,14806,10164,1275,251,0,0,175639,100537,45356,15538,13052,2936,389,176978,105706,45164,16326,11945,1331,368,10023,10101,260,85,4435,182131,103783,50524,17951,12394,1493,396,123152,86429,22481,8716,5594,916,218,128611,85749,27745,8632,5439,508,80,7839,5024,180,80,414,0,138501,82994,33590,11372,9202,2247,280,138501,82994,33590,8637,7912,150,59,4441,129013,84245,29161,8559,5838,664,85,0,0,0,0,131928,83273,32319,9171,6034,582,4,8026,5406,178,4,133627,83000,32493,10222,6820,812,18,9110,6174,171,18,81706,36326,44682,83738,36565,47173,91993,39827,47782,90208,36214,50291,80768,37647,42882,80807,37154,42626,80078,32373,46500,78828,34814,43937,88045,38704,47480,105155,49078,54715,84679,36587,46924,77017,31771,44232,77194,31160,45498,76518,30000,46518,75716,30743,44973,75873,32030,43843,88732,37707,50090,99079,42436,55158,97842,41727,54403
67,67,147063,80163,28060,27760,12198,1562,336,173680,84041,35931,35386,19552,2218,364,0,0,177964,76310,40885,38535,22129,3302,517,176608,82882,38501,37306,20129,2206,276,30340,17392,430,14,5984,177449,77775,42750,37616,21412,2344,357,113967,65755,19904,19801,8938,1104,249,119905,66815,21744,22368,7853,797,30,21204,7184,178,30,552,0,139746,64514,29845,28035,16577,2489,359,139746,64514,29845,23757,14975,331,103,4987,122911,66736,23871,22892,8288,757,24,0,0,0,0,125781,64438,26503,23605,9937,614,119,22028,8928,106,119,128766,63350,27733,26157,9789,776,311,24660,8802,93,311,55862,32247,23106,58442,34213,24229,65839,37246,25240,64409,33893,27546,56698,34541,21971,56786,34726,21351,56148,31660,23545,55324,32918,22347,62556,36156,24917,75893,44962,29743,57003,31941,24105,48062,25403,21838,48156,24892,22709,47777,24627,23150,47363,24984,22379,47324,25077,22247,59473,32315,26160,69241,37172,30044,68247,36787,29588
68,68,164170,103930,39051,16831,4836,1628,261,174347,102207,46785,18883,5879,1572,517,0,0,175705,96260,51073,19996,6691,4634,319,177818,102145,47797,21910,5742,1782,453,18868,4164,350,247,3741,176723,97199,51617,21794,6071,2599,386,120754,81600,24647,11283,3303,1139,175,122920,83249,23017,12291,2975,1047,177,11982,2725,277,177,269,0,133952,78663,34487,14112,4851,3584,227,133952,78663,34487,11821,3929,316,49,4200,126720,83910,24321,13906,3172,1104,129,0,0,0,0,126465,80798,26680,14193,3409,830,120,13684,2888,209,120,127693,79800,28361,14538,3723,782,98,13856,3046,65,98,67613,27130,39818,67848,26848,41000,76189,27335,45389,74843,25780,45254,65418,25602,39587,65400,25047,39326,64940,21697,42126,63919,23875,39987,72106,26402,44059,86781,32931,52617,68096,23641,43548,60362,19197,40415,60472,18868,41192,60139,17801,42338,59525,19059,40466,59561,18967,40578,72136,24618,46731,83234,29136,52938,82221,29495,50971
69,69,141868,89387,26716,20985,5851,1428,338,172393,95390,40138,30339,8298,1787,362,0,0,175349,91968,41632,30892,10429,3858,454,174870,94573,42297,31330,8193,1687,328,25480,5963,398,27,4965,177560,93321,43844,32396,8183,2112,335,103178,68463,17501,13604,3931,965,203,119237,72546,23472,18024,3602,995,47,17323,2995,180,47,615,0,131279,72739,29099,21183,7253,2789,332,131279,72739,29099,17296,5859,345,97,5047,122116,73029,24996,19249,3548,920,45,0,0,0,0,122698,73456,25641,19158,3310,896,25,18049,2669,248,25,128618,74781,26764,21413,4336,996,9,19711,3493,144,9,61477,28353,32562,65820,30521,35299,75168,33213,38120,73744,30394,40014,65153,31415,33508,65105,31512,32771,64559,27961,35444,63616,29694,33854,72340,33061,37627,91002,43842,45831,69784,30995,37782,62745,26558,35375,62854,25871,36479,62362,25097,37265,61781,25923,35858,62130,25819,36235,76092,33544,41691,89647,40237,48026,88551,39566,47301
70,70,106625,73720,22365,8158,2462,769,184,146096,94179,33053,15127,3932,662,381,0,0,175478,102160,39683,26889,5850,3560,348,154626,97602,33253,19442,4409,838,494,16087,2821,283,89,3771,176107,104718,36580,27754,6074,1410,473,84895,64024,13896,5147,1713,536,123,109191,80223,16476,9459,2296,472,40,9011,1979,212,40,254,0,138876,88555,26715,18031,4228,2647,249,138876,88555,26715,15472,3334,278,97,3756,116176,83226,17757,11689,2486,517,55,0,0,0,0,130950,89574,19818,16820,3475,647,110,16000,2672,134,110,148664,96218,22924,23961,4054,686,145,22276,3205,103,145,48556,20436,27566,52010,21917,30093,70645,28172,39685,69373,26630,39415,67617,29291,38089,67597,29028,37539,67100,25673,40225,66299,27840,38391,73278,30458,41345,98329,44044,53121,78508,31836,45830,78434,30804,46729,78547,29885,48174,77899,28656,49243,77181,29892,47289,77731,30067,47599,93391,38405,54117,114531,48843,64363,113217,48134,63163
71,71,161274,110015,28006,20714,2252,1340,286,178276,115068,34383,25593,3044,1198,126,0,0,175460,109450,37498,22518,3369,3242,312,183178,118356,36188,25340,3183,1289,203,22415,2414,328,24,3234,179317,111530,38712,24623,3546,1628,156,127884,95020,17215,13596,1682,951,184,131451,98829,13522,16543,1564,792,2,15775,1386,314,2,156,0,142952,97383,24884,15586,2637,2503,227,142952,97383,24884,13987,2004,313,116,3813,134909,101803,14392,16257,1672,805,10,0,0,0,0,133268,97815,16470,16224,1908,733,20,15227,1701,119,20,133831,98329,17703,14670,2025,825,62,13456,1788,69,62,73164,36098,36212,72578,34854,37724,77265,33104,40777,75781,31029,40898,66458,30443,35769,66340,29773,35377,65712,27350,36931,64998,28451,36504,72501,31599,39292,84956,37979,45994,68899,28555,39512,61913,24003,37171,62017,23428,38212,61442,22276,39166,60948,23249,37699,61652,23004,38558,70914,28705,41580,78432,32365,45103,77346,32069,43934
72,72,129875,100764,17309,8188,3470,888,186,164284,124963,24340,9225,5374,914,163,0,0,176500,127995,28012,11020,6322,2948,260,167064,125867,23765,11063,5775,1062,203,8118,5106,370,143,3568,176932,133055,24189,12070,6201,1937,191,102850,83860,11238,5085,2482,620,127,124089,104546,10501,5458,2655,771,123,5264,2370,307,123,85,0,145169,110890,19157,7673,4794,2248,162,145169,110890,19157,6183,4074,263,50,4050,126947,105620,11197,6080,3046,700,160,0,0,0,0,137436,112986,13196,6776,3367,807,115,5976,2990,149,115,147535,118724,15597,7309,4926,898,16,6325,4003,112,16,63426,27448,35386,64020,25617,38403,81640,30731,47547,80268,28506,48340,76720,30826,45695,76600,30395,45099,75909,27781,46673,75115,28734,46337,82295,31611,49068,103735,41567,61147,86384,31600,53960,85786,29832,55158,85908,29008,56565,85170,27574,57596,84467,28397,56070,85352,28445,56815,98049,35106,62236,114959,41714,71930,113577,40907,71203
73,73,171479,143661,14427,10224,2746,1209,167,184022,152120,16405,11361,3912,1264,164,0,0,183473,146732,18240,10130,5112,2508,262,186813,152899,16978,12308,4374,1280,183,10282,3240,322,46,2619,186546,150150,17762,12052,4536,1319,148,149376,129553,10191,7113,2023,915,126,152263,134986,7259,7201,1965,705,49,6911,1644,271,49,113,0,162815,135016,13615,7313,4040,1986,174,162815,135016,13615,6100,3347,222,57,3862,153601,135371,7741,7528,2079,752,44,0,0,0,0,155649,134669,9636,7779,2574,755,65,7499,2054,186,65,157145,134780,10879,7878,2731,657,98,7432,2264,99,98,98602,50787,46860,97433,47035,50398,103888,48755,51150,101765,45201,52940,95293,47271,47744,95129,46602,47426,94266,43732,49056,93051,44300,48676,100898,48109,51021,116561,57570,57874,99400,46073,52352,94211,42040,51360,94359,41304,52654,93357,39595,53762,92257,40274,51983,93372,40989,51848,104007,47254,56021,113710,52054,60254,112463,51045,60209
74,74,154708,128306,13877,9346,2867,1000,195,173830,139414,19993,10412,3748,864,150,0,0,183447,142231,21966,10289,5009,2986,228,176448,140986,20498,9856,4161,892,158,7583,3448,91,0,3131,185717,146688,22796,10478,4064,1608,204,123203,105636,9433,5798,1958,746,132,132583,113230,10802,5970,1889,489,0,5715,1616,63,0,188,0,150727,121031,15645,7122,3610,2302,170,150727,121031,15645,5724,2921,283,46,4458,137471,115966,12425,6148,2288,529,0,0,0,0,0,146306,123242,13481,6590,2216,634,69,5874,1908,165,69,157517,130588,14998,6872,3709,906,87,5925,3153,167,87,77480,37035,39477,76915,34340,42575,90999,35561,51648,88649,33853,50746,81187,35206,45659,81132,34461,45468,80365,31796,46996,79157,32601,46494,88157,35741,50637,109071,44564,63352,89437,34210,54282,85421,30894,53709,85618,30015,55221,84773,28713,56060,83607,29528,54079,84706,29801,54359,99423,36702,61936,117141,43019,72797,115364,42980,70738
