ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
26,26,16736,14380,874,674,691,179,15,0,0,19771,16303,1284,858,1182,180,0,0,0,23543,18875,1446,1168,1266,646,24,21937,18695,1351,656,946,250,0,549,780,162,0,21,387,23849,20156,1580,843,934,279,0,11192,9837,469,361,438,112,11,0,0,13177,11336,604,462,658,103,0,443,585,54,15,0,16498,13556,864,718,803,455,15,16498,13556,864,598,690,48,2,60,680,14442,12937,490,348,531,132,0,0,0,0,0,0,16136,14379,690,369,528,173,0,370,425,2,0,17629,15545,855,298,714,199,0,294,588,5,0,7900,3080,4672,7918,2637,5108,9499,3161,5411,8529,2580,5284,8784,3964,4066,8698,3693,5005,8733,3344,5035,8666,3690,4976,10183,3986,5646,12857,5368,7204,12836,5201,6941,10794,4543,5870,9922,3844,5808,9940,4820,4878,9851,4877,4974,9831,3883,5674,9799,3901,5288,9932,4621,5097,11687,5057,6351,14841,6277,8302
27,27,19294,17075,564,449,1083,147,22,0,0,20508,17944,615,441,1433,162,19,0,0,23335,18888,950,729,2173,507,31,21703,19033,562,705,1480,132,16,244,1171,44,16,47,583,22639,19375,635,742,1740,74,0,12979,11706,277,261,643,92,9,0,0,14752,13387,259,200,756,124,20,200,743,35,9,0,16988,14150,575,475,1367,365,10,16988,14150,575,364,1225,33,7,35,599,15273,13887,235,165,755,109,15,0,0,0,0,0,16183,14615,287,237,888,64,0,234,745,21,0,16982,14890,602,154,1099,146,0,150,939,43,0,10819,3746,6957,10823,3217,7443,11816,4199,6699,11619,3383,7685,11165,4968,5446,11064,4374,6690,11132,4154,6210,11037,4366,6671,12549,4971,7082,14843,6527,8044,14843,6367,7954,12762,5526,6881,11721,4555,6889,11731,5688,5856,11630,5810,5820,11634,4613,6818,11592,4574,6267,11731,5391,6110,13412,5994,7173,15708,6953,8475
28,28,20984,17060,677,844,2330,141,34,0,0,24057,18160,1134,851,3842,151,49,0,0,23453,16828,996,963,4190,367,19,23138,17169,1340,758,3769,140,87,708,3559,21,15,29,298,22957,17184,754,570,4270,86,75,14926,12309,432,558,1578,78,17,0,0,15793,13393,661,521,1123,102,4,506,1069,9,0,0,18211,13535,657,663,2986,261,15,18211,13535,657,568,2831,13,1,65,541,15703,13038,774,540,1223,97,15,0,0,0,0,0,16068,13840,531,374,1243,65,10,375,1215,6,10,16783,13941,437,905,1431,50,4,901,1372,0,4,10899,4317,6493,10866,3631,7087,11770,4970,5930,11588,3916,7309,10881,5607,4609,10773,4921,5852,10818,4851,5682,10739,4917,5822,12037,5522,6099,13561,6929,6420,13590,6730,6456,11661,5856,5505,10365,4734,5436,10379,5789,4459,10301,5973,4328,10302,4820,5360,10248,4798,4880,10370,5539,4693,11881,6153,5549,13137,6793,6145
29,29,22196,17108,1618,1351,2013,204,29,0,0,22889,16632,1745,1688,2883,116,47,0,0,24071,16784,1889,1679,3155,463,42,24735,17089,1892,1951,3440,363,126,1564,3195,24,18,154,799,25346,17389,1999,2183,3440,312,105,17631,14132,1060,917,1432,130,22,0,0,16168,13657,730,880,828,59,4,835,779,18,25,0,19417,14070,1318,1216,2377,361,27,19417,14070,1318,1031,2203,51,18,74,652,17353,14326,645,965,1082,92,20,0,0,0,0,0,17991,14453,785,1166,1239,98,8,1082,1174,8,8,18830,14778,980,1508,1240,141,4,1390,1135,5,4,11942,5821,5968,11431,5037,6151,11913,5765,5111,11671,5049,6080,10889,6420,3726,10782,5892,4890,10849,5791,4715,10784,5958,4826,11996,6421,5044,13378,7806,5300,13388,7628,5157,11399,6566,4425,9907,5381,4257,9922,6354,3369,9842,6468,3374,9847,5502,4179,9830,5446,3714,9917,6193,3540,11520,6881,4388,12709,7610,4904
30,30,19833,14837,2525,1557,810,246,50,0,0,20535,14499,2968,1885,1244,126,4,0,0,23578,16253,3470,2009,1343,615,74,21297,14862,3067,2252,1119,140,3,2024,798,0,3,0,544,21342,15516,2714,2160,891,250,15,14082,11030,1465,943,544,164,29,0,0,13696,11138,974,983,539,44,4,916,490,0,25,0,17579,12772,2140,1287,939,460,49,17579,12772,2140,1077,789,53,15,48,685,14334,11438,976,1202,573,61,4,0,0,0,0,0,15511,12313,1374,1136,530,82,8,1051,367,2,8,15919,12640,1270,1348,518,84,14,1293,374,12,14,8849,3698,5032,8666,3216,5281,9837,4027,4921,9668,3454,5677,9180,4661,3759,9101,4282,4819,9134,4081,4796,9065,4260,4805,10417,4776,5133,12323,6179,5857,12360,6007,5756,10227,5083,4788,8975,4110,4644,8998,5050,3749,8922,5131,3791,8923,4150,4609,8892,4170,4205,8982,4785,4001,10611,5437,4923,12056,6108,5722
31,31,24414,10893,8954,3684,872,489,59,0,0,23583,10967,8510,2859,1240,301,114,0,0,23924,10087,9250,3382,856,1003,62,23363,11189,7884,2689,1496,425,89,2263,1343,75,17,29,563,23656,11093,8190,3364,926,739,101,17857,9252,5695,2153,663,328,26,0,0,15089,9358,3269,1927,298,165,10,1794,228,28,60,0,18508,8891,6306,2224,699,757,39,18508,8891,6306,1852,553,76,22,60,748,14938,9494,3248,1559,293,267,15,0,0,0,0,0,15439,9666,3518,1845,172,176,10,1630,119,126,10,15718,8477,4532,2179,211,234,22,1794,151,110,22,7255,5074,2037,6321,4345,1814,6299,4021,1753,6080,3826,1786,5720,4108,1131,5641,4201,1440,5642,4017,1372,5620,4179,1441,6549,4483,1717,7811,5452,2183,7771,5302,1948,5866,4095,1551,4521,3074,1272,4544,3375,1044,4503,3395,1108,4477,3089,1242,4487,3058,1138,4537,3357,1065,5924,4168,1611,6549,4392,2044
32,32,24004,5872,14449,2648,1096,500,40,0,0,22770,4798,13222,2282,2630,331,43,0,0,23900,4469,14764,2657,1753,816,80,23311,4739,12906,3112,2772,421,77,2605,2542,44,5,7,464,23069,4647,13482,3083,1998,738,85,16185,4911,8747,1796,708,357,29,0,0,9348,3989,3198,1541,479,166,0,1442,444,54,7,0,16430,3876,9399,1786,1110,593,44,16430,3876,9399,1553,1054,45,26,44,433,9854,4049,3483,1661,508,125,0,0,0,0,0,0,10136,3869,3735,1688,594,247,0,1514,549,24,0,10283,3593,4252,1589,590,243,0,1418,442,4,0,4276,3068,1110,3552,2548,916,3691,2534,894,3517,2314,969,3172,2356,571,3094,2365,729,3091,2271,713,3057,2350,707,3681,2650,874,4427,3239,1111,4370,3129,941,3229,2343,784,2347,1596,668,2350,1754,534,2323,1772,551,2296,1587,652,2306,1594,559,2315,1688,627,3237,2354,817,3746,2600,1084
33,33,21676,16509,2932,1636,334,435,49,0,0,22663,16209,3168,2891,234,404,5,0,0,24314,15923,4312,2699,565,914,56,23652,15469,3951,3672,317,451,6,2735,169,132,0,10,1188,23485,15430,3744,2855,1053,326,142,16029,12894,1692,1010,205,294,27,0,0,15679,12292,1314,1708,151,230,0,1522,136,73,5,0,18369,12876,2689,1747,373,674,30,18369,12876,2689,1500,318,139,12,46,789,16413,12107,1733,2176,145,263,0,0,0,0,0,0,16750,12672,1697,1725,388,216,0,1413,349,105,0,16495,11950,2212,1779,359,199,0,1518,301,61,0,8750,4561,4007,8047,3872,3960,8472,3549,4250,8196,3533,4063,7122,3775,2723,6981,3720,3261,7013,3507,3203,6925,3687,3238,8447,4030,3956,10040,4864,4944,9953,4771,4438,7978,3890,3773,6538,3000,3301,6595,3579,2809,6520,3620,2900,6458,3042,3219,6443,3001,3016,6555,3438,2939,8172,4054,3886,9546,4480,4913
34,34,20698,3992,4797,11117,800,334,66,0,0,24072,3941,8639,9972,1203,439,360,0,0,24230,4050,9704,8874,1340,819,168,22931,4265,8100,8882,935,337,257,7860,774,10,229,664,1028,22294,4508,7386,8781,1306,444,212,14293,3292,2821,7665,494,234,38,0,0,12565,3403,1850,6516,548,217,50,6213,448,64,91,0,16872,3469,5813,6433,894,593,103,16872,3469,5813,6032,823,83,81,56,515,12504,3944,1925,6067,431,131,35,0,0,0,0,0,13054,3892,2243,5945,836,204,45,5569,820,35,45,12542,3326,2763,5520,890,175,0,5100,825,25,0,7642,6669,885,6501,5689,748,5603,4571,784,5354,4218,894,4621,3794,515,4554,3911,643,4531,3782,623,4537,3897,640,5354,4381,789,6089,4990,1018,6001,4752,881,4566,3725,728,3321,2605,627,3340,2728,514,3294,2728,566,3249,2565,610,3263,2544,547,3237,2573,664,4474,3613,770,4978,3805,1087
35,35,22735,5339,3399,13460,584,396,25,0,0,23007,4853,5357,11801,997,416,17,0,0,24209,4695,7443,10657,1226,786,79,23928,4789,6333,11452,1217,446,7,10623,1180,92,7,170,736,24285,4114,8340,10440,1306,1236,29,16230,4455,1890,9493,345,265,12,0,0,14045,4107,1150,8191,353,198,4,8059,353,52,111,0,17355,3976,4510,7904,748,532,50,17355,3976,4510,7405,694,69,22,66,613,14633,4059,1529,8137,515,209,170,0,0,0,0,0,14487,3477,2301,7584,690,363,120,7129,672,62,120,14564,3585,3077,6790,752,297,151,6388,744,22,151,9834,8471,1237,8268,7077,1088,7073,5652,1100,6715,5204,1161,5737,4530,758,5648,4686,962,5612,4527,922,5592,4629,963,6632,5302,1074,7436,5968,1362,7330,5705,1176,5728,4606,954,4227,3272,813,4250,3481,634,4180,3491,689,4133,3226,788,4140,3237,689,4126,3303,823,5552,4425,999,6132,4653,1379
36,36,20348,12843,1537,5445,409,322,41,0,0,23635,13814,2560,6132,1360,288,150,0,0,23783,12739,2904,5833,1838,701,30,23774,13653,2350,6297,1721,522,155,5054,1330,20,0,22,1346,26660,14153,2916,7231,2088,857,138,15288,10220,879,3812,257,235,24,0,0,16785,10810,956,4259,463,219,0,4055,392,73,75,0,17750,10179,1771,4290,1066,508,23,17750,10179,1771,3965,984,84,16,62,689,16826,10366,1083,4452,597,179,0,0,0,0,0,0,18681,10732,1406,5400,804,295,0,4969,790,32,0,18397,10267,2086,4662,984,312,0,4184,981,41,0,10449,6270,4045,9966,5757,4060,10016,5394,3951,9675,5148,4012,9004,5589,2789,8831,5437,3394,8834,5192,3338,8724,5447,3277,10194,5885,3863,11925,6954,4753,11828,6849,4319,9682,5691,3667,8148,4467,3412,8191,5266,2728,8101,5283,2818,8027,4502,3302,7997,4679,2931,8040,4852,3188,9893,5850,3807,11299,6328,4828
37,37,22386,11663,5501,4643,435,519,75,0,0,23800,11718,6089,4788,1050,774,145,0,0,23201,9891,7233,4653,906,887,81,22977,10917,6689,4278,917,727,138,3554,619,111,0,70,1014,22745,10323,6528,4155,1295,742,10,16244,9428,3263,3083,292,329,47,0,0,15060,9283,1741,3096,484,319,0,3017,469,118,155,0,17035,8201,4553,3212,569,648,54,17035,8201,4553,2890,518,86,44,51,692,14384,8859,1803,2909,368,339,0,0,0,0,0,0,14174,8535,1763,2872,562,391,0,2745,521,73,0,14631,8408,2485,2837,588,336,0,2519,561,87,0,8272,5416,2698,7255,4691,2414,7199,4081,2592,6912,3961,2475,5958,3748,1672,5847,3868,1979,5848,3638,1965,5790,3816,1974,6968,4204,2395,8041,4884,3002,7964,4733,2595,6328,3824,2246,4974,2824,1978,4998,3205,1612,4945,3227,1718,4885,2818,1906,4877,2789,1733,4933,3045,1791,6334,3838,2309,7309,4200,2983
38,38,19601,17463,721,960,248,261,46,0,0,21742,19072,717,1133,520,490,51,0,0,23097,19293,1409,1133,520,694,55,22563,19593,1013,1231,313,500,50,776,235,135,3,10,795,23439,20049,1341,1315,369,483,45,14808,13457,408,629,155,173,21,0,0,16196,14525,449,657,267,310,0,530,244,104,39,0,17364,14935,823,712,324,481,36,17364,14935,823,549,214,76,9,44,714,17002,15237,505,793,187,327,0,0,0,0,0,0,17365,15427,673,799,254,292,0,693,180,54,0,18227,16218,1070,580,133,199,0,477,101,39,0,10365,4216,5974,10176,3696,6281,11034,3536,6756,10966,3513,6903,9835,4230,4888,9730,3824,5906,9760,3642,5791,9679,3814,5865,11380,4133,6747,13405,4825,8288,13324,4874,7733,11376,4315,6694,10181,3370,6520,10197,4556,5323,10139,4629,5510,10088,3496,6311,10075,3602,5894,10138,3878,6260,11810,4563,6971,13821,5050,8515
39,39,20556,17453,919,1258,807,208,41,0,0,21936,17345,833,2139,1408,314,6,0,0,22663,17945,1326,1671,1128,517,42,22314,18403,985,1312,1441,297,8,1002,1100,5,0,10,804,23004,19044,1153,1722,1043,212,5,13768,11948,521,703,491,129,19,0,0,15449,12669,386,1174,978,237,0,1116,851,0,4,0,16239,13143,855,1040,795,322,30,16239,13143,855,894,624,36,2,48,637,15801,13411,522,601,971,237,0,0,0,0,0,0,15967,13906,605,680,615,88,0,675,470,14,0,16526,14088,1047,823,385,82,0,811,320,6,0,10583,4358,6098,10227,3720,6321,11070,4398,5650,10902,3869,6434,10115,5123,4251,9993,4575,5418,10031,4369,5337,9945,4578,5367,11489,5090,5860,13428,6391,6745,13395,6182,6643,11301,5425,5489,10007,4483,5276,10026,5465,4351,9929,5608,4321,9921,4487,5219,9862,4498,4785,10024,5212,4518,11715,5796,5666,13568,6656,6682
40,40,23205,17195,1357,3805,652,378,80,0,0,23803,16714,2143,4122,953,516,28,0,0,23973,16872,1812,3826,749,901,122,24407,17400,2249,4022,974,441,85,2942,510,154,3,40,1108,23226,17782,1588,3135,497,665,14,17799,13360,923,2869,446,252,39,0,0,18550,13527,1388,2879,424,345,4,2455,349,85,88,0,18632,13530,1180,2839,503,619,84,18632,13530,1180,2512,339,102,38,66,865,18710,13943,1341,2769,445,274,4,0,0,0,0,0,17665,14030,974,2156,189,376,4,1794,124,86,4,16925,12543,1238,2330,308,336,119,2021,229,36,119,8836,3899,4781,8391,3440,4775,8523,3229,4542,8548,3098,4936,7331,3461,3262,7308,3242,4066,7318,3105,3917,7279,3285,3994,8629,3600,4545,10078,4346,5412,10081,4294,5072,8383,3671,4354,7257,2828,4208,7276,3638,3369,7226,3667,3559,7226,2905,4078,7199,2992,3760,7235,3222,4013,8611,3847,4497,9896,4260,5413
41,41,22387,16117,1948,3438,650,522,131,0,0,23260,16720,2317,3627,546,518,242,0,0,23430,16108,2037,3649,702,968,138,22820,16349,1998,3628,765,755,213,2801,447,94,63,79,989,23535,16275,2056,3850,797,679,104,16365,11964,1323,2449,393,397,69,0,0,16990,12429,1470,2519,237,255,65,2460,182,123,43,0,17523,12337,1381,2610,405,713,87,17523,12337,1381,2323,269,267,45,61,840,17067,12379,1368,2507,403,305,55,0,0,0,0,0,17665,12613,1308,2924,417,339,10,2525,264,78,10,17665,12693,1289,2871,398,422,21,2432,286,123,21,6514,3153,3196,5771,2546,3065,5759,2076,3128,5754,2065,3269,4767,2263,2047,4761,2171,2590,4754,2036,2453,4743,2176,2567,5716,2347,3049,6828,2840,3762,6774,2819,3423,5434,2335,2866,4569,1807,2587,4578,2295,2066,4557,2315,2242,4529,1843,2480,4527,1913,2284,4553,2059,2494,5592,2443,2962,6501,2624,3718
42,42,21451,19763,702,361,174,530,25,0,0,23182,20525,1192,816,243,489,0,0,0,23075,19795,1183,682,320,1036,46,22880,19860,1627,760,375,537,0,271,286,221,0,0,618,22858,19150,1839,838,464,931,4,15621,14624,391,204,98,338,13,0,0,16785,15327,551,458,92,333,0,360,92,211,0,0,17279,15181,671,384,196,719,34,17279,15181,671,277,122,145,13,30,840,16520,14893,800,391,111,288,0,0,0,0,0,0,16796,14837,1202,260,109,323,0,166,57,112,0,17886,16246,918,238,109,289,4,136,52,69,4,9973,4302,5413,9259,3628,5377,9972,3367,5739,9939,3539,5781,8823,4221,3847,8744,3800,4944,8779,3774,4664,8728,4002,4726,10234,3989,5693,11999,4467,7191,11974,4510,6626,10184,4081,5682,9099,3272,5515,9114,4331,4428,9060,4389,4671,9031,3364,5321,9017,3465,5001,8111,3293,4818,10557,4260,5993,12188,4400,7548
43,43,19855,17101,1159,929,439,273,20,0,0,22343,18785,1383,1284,558,434,12,0,0,23744,18506,2119,1554,602,865,76,22959,18770,1469,1825,679,378,14,1361,452,80,0,0,825,24451,19363,1538,2184,949,530,25,13821,12135,662,593,272,175,7,0,0,15166,13188,775,639,240,307,0,493,195,78,13,0,16540,13336,1261,906,352,550,46,16540,13336,1261,764,259,79,19,80,742,15991,13654,725,1096,247,259,0,0,0,0,0,0,16710,14241,882,865,376,309,0,827,345,54,0,17181,14320,1495,968,144,243,15,879,68,32,15,7602,3014,4456,7871,2748,4911,8634,2706,5014,8459,2283,4856,7286,3219,3410,7207,2994,4213,7231,2756,4150,7172,2989,4183,8869,3239,4947,10875,4193,6333,10808,4061,5853,8659,3373,4856,7280,2646,4361,7313,3358,3735,7238,3382,3856,7251,2660,4337,7219,2672,4025,7303,3218,3870,9102,3630,5156,11162,4169,6763
44,44,23585,19263,1206,1328,1265,746,39,0,0,26005,19985,1269,1622,2383,940,90,0,0,24346,18079,1694,1830,1747,1227,49,26680,20938,1634,1066,1816,935,125,569,1695,432,0,177,1233,25922,19660,1875,1406,2045,773,124,19049,15972,824,874,987,498,25,0,0,19565,16034,877,1105,899,543,0,1089,776,392,121,0,19733,15006,1252,1256,1446,902,39,19733,15006,1252,908,1217,325,14,84,927,20404,17301,918,592,797,613,0,0,0,0,0,0,19785,16282,1004,933,931,474,0,663,758,187,0,18962,15178,1104,1080,870,664,4,790,533,252,4,12778,8277,4276,11438,7115,4020,11712,7869,2953,11783,7418,3927,11656,9092,2001,11425,7852,3573,11564,8697,2605,11525,8810,2715,12283,8689,3141,13566,10021,3232,13582,9881,3181,11771,8771,2656,10642,7581,2805,10688,8586,1954,10565,8702,1863,10533,7511,2774,10508,7717,2387,10474,7731,2743,11932,9046,2663,12742,9582,2984
45,45,17294,14532,769,871,837,372,32,0,0,22328,18010,1317,842,1682,486,23,0,0,23558,18322,1423,1512,1470,949,34,22652,18137,966,1291,1571,740,0,851,1417,89,0,259,937,22373,17499,944,1769,1411,718,0,13134,11257,505,577,588,249,26,0,0,16192,14269,484,609,507,321,0,550,471,138,9,0,18484,14795,974,1024,1059,673,21,18484,14795,974,748,883,197,5,67,815,16256,14197,392,677,538,393,0,0,0,0,0,0,16690,14086,467,1072,579,416,0,754,395,14,0,17781,14383,742,1137,1019,470,5,778,504,35,5,9447,5644,3651,9198,5222,3761,10618,6513,3258,10689,6094,4207,11023,8096,2374,10819,6751,4068,10918,7583,3080,10881,7705,3176,11766,7712,3641,13707,9470,3942,13706,9343,3923,12086,8470,3289,11466,7641,3565,11539,8840,2512,11437,8961,2476,11346,7593,3486,11341,7841,3117,11310,7840,3470,12612,8973,3411,13891,9607,4066
46,46,24125,19447,1250,1439,1447,794,56,0,0,24550,19148,1945,1902,1278,754,21,0,0,23753,17736,1838,1877,1305,1108,57,24214,18581,1914,2116,1256,696,30,1437,1036,283,0,135,829,23784,18118,1774,1879,1315,1083,37,21706,17927,1009,1080,1278,563,48,0,0,20931,17186,1530,1285,475,511,1,1030,365,303,8,0,20942,16029,1431,1442,1170,840,42,20942,16029,1431,1066,873,306,22,104,1111,20997,16917,1587,1393,591,508,0,0,0,0,0,0,20593,16532,1372,1333,672,612,8,1047,405,212,8,21241,17116,1317,1213,743,718,15,969,516,306,15,10021,7924,1841,7651,5967,1369,7569,5919,972,7611,6034,1220,7646,6715,605,7505,6389,1116,7608,6633,777,7574,6703,871,7881,6538,1041,8465,7120,1165,8480,7042,1089,7207,6132,864,6282,5334,820,6325,5679,554,6274,5715,559,6234,5296,779,6232,5352,698,6253,5451,802,7247,6236,886,7752,6554,1082
47,47,23433,21987,487,239,136,645,18,0,0,23213,21300,655,303,150,857,18,0,0,22746,20236,745,330,175,1105,54,23612,21442,687,355,230,910,19,157,30,339,5,101,853,22725,20575,756,398,184,793,0,17744,16879,274,113,81,419,13,0,0,17969,16749,413,152,64,600,7,135,44,277,4,0,17473,15819,432,189,117,771,32,17473,15819,432,114,67,237,24,36,744,18451,17149,403,158,175,571,4,0,0,0,0,0,17835,16617,384,174,174,560,0,129,51,196,0,17402,16206,373,195,199,440,4,123,48,162,4,11085,4410,6366,10331,3917,6151,10783,3474,6546,10854,3375,6957,9984,4538,4460,9852,3488,6364,9867,4311,5210,9843,3925,5918,11089,3993,6595,12548,4420,7826,12546,4576,7302,11008,4167,6492,9953,3017,6644,9987,4592,4982,9886,4419,5467,9844,3233,6253,9843,3602,5735,10765,3687,7078,11300,4271,6750,12788,4214,8329
48,48,21673,17667,814,852,2230,145,38,0,0,23612,17128,1383,1116,3880,128,27,0,0,23506,16626,1308,1152,3877,416,50,24672,17339,1569,1434,4148,157,10,1067,3980,101,10,32,576,24588,17754,1251,1059,4311,204,38,15096,12536,501,553,1430,94,19,0,0,15445,12671,614,634,1408,66,20,578,1364,29,10,0,17567,12966,828,752,2638,289,31,17567,12966,828,608,2495,32,14,58,566,16211,12868,774,753,1668,135,10,0,0,0,0,0,16651,13341,617,589,1918,150,4,544,1887,67,4,16541,13374,874,408,1723,123,0,388,1695,57,0,11144,4346,6704,11013,3855,7000,11464,4875,5625,11268,4099,6684,10657,5635,4319,10554,4984,5570,10604,4933,5326,10534,5013,5521,11860,5606,5780,13610,7157,6249,13629,6889,6236,11517,5952,5230,10150,4811,5108,10191,5953,4107,10104,6036,4068,10100,4999,4977,10058,4936,4501,10169,5658,4362,11746,6295,5244,12839,6905,5735
49,49,22456,17980,1345,1219,1804,191,44,0,0,22950,18121,1338,1348,2082,121,37,0,0,23860,17484,1715,1599,2416,547,49,22667,17177,1225,1636,2497,178,23,1461,2203,1,9,0,588,22255,17061,1167,1679,1895,395,51,15177,12420,798,710,1142,123,30,0,0,15708,13020,645,717,1245,40,4,664,1096,0,11,0,17638,13370,1117,1026,1658,368,35,17638,13370,1117,845,1507,33,19,66,681,16145,12798,628,1048,1595,83,8,0,0,0,0,0,16249,13162,714,942,1180,215,4,837,1171,19,4,17168,13657,955,1154,1150,231,5,948,1140,36,5,10897,4385,6385,10655,3754,6714,11224,4531,5682,10967,3919,6463,9986,5134,4144,9874,4734,5140,9940,4344,5342,9849,4639,5210,11362,5225,5607,13061,6617,6173,13075,6451,6044,11002,5482,5141,9555,4444,4867,9595,5377,4034,9485,5446,4039,9500,4454,4885,9449,4500,4375,9576,5165,4220,11268,5816,5198,12854,6566,6029
50,50,22490,20571,955,448,185,447,23,0,0,22885,21184,998,322,84,247,3,0,0,23076,20092,1108,541,282,1028,39,22922,20648,1160,425,326,416,0,238,68,102,0,16,691,22476,20126,890,489,374,580,0,16399,15316,525,210,103,287,15,0,0,17026,15982,597,224,32,201,0,215,3,86,0,0,17361,15478,676,283,178,692,22,17361,15478,676,164,104,160,9,36,734,17188,15676,689,309,176,323,0,0,0,0,0,0,16740,15246,596,312,209,394,0,201,134,101,0,17474,15574,727,447,199,492,0,259,127,140,0,12052,4583,7230,11369,4220,6901,11865,3732,7084,11724,3364,7870,10982,5397,4671,10849,3319,7530,10831,4731,5781,10748,3566,7182,12070,4275,7223,13448,4798,8291,13421,5034,7741,11830,4547,6859,10762,3199,7252,10824,5341,5166,10705,5107,5598,10627,3559,6733,10641,4140,6074,10272,4098,6174,12097,4696,7102,13342,4641,8425
