ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
70,70,67325,61151,1183,3888,348,772,45,0,0,68971,61948,1586,4215,405,757,25,0,0,70318,61278,1845,4532,555,1876,93,68216,60800,1723,4346,387,853,12,3583,268,116,0,55,1674,70755,62099,2437,4468,452,1153,25,51568,47301,718,2758,235,578,27,0,0,52761,48358,611,2935,175,630,10,2823,145,175,54,0,54537,48245,1167,3121,357,1442,51,54537,48245,1167,2779,246,164,18,114,1804,52269,47856,638,2927,151,699,0,0,0,0,0,0,54345,49346,1169,2956,213,774,0,2479,216,48,0,54757,49621,1157,2971,258,901,0,2549,230,27,0,26577,8842,17125,26039,7619,18420,26235,5490,20069,21828,5925,15612,21781,5257,16234,25262,5575,19292,31160,6219,24505,29411,5442,23305,32366,5672,26426,31393,5465,25258,29288,4901,23576
71,71,67216,60221,1601,4497,335,664,44,0,0,71095,62555,2511,4814,562,431,132,0,0,71660,61901,2473,4898,576,1650,79,71304,63185,2240,4478,661,504,130,3995,518,109,80,180,1002,71670,62744,2302,4587,565,1031,100,51411,46406,971,3355,217,501,32,0,0,54053,48892,972,3446,301,322,65,3333,251,78,41,0,55790,48866,1563,3521,398,1266,51,55790,48866,1563,3161,270,140,12,141,1637,54793,49474,1070,3257,462,413,80,0,0,0,0,0,54800,49602,1055,3159,317,626,65,2863,164,46,65,57209,50927,1207,3870,251,892,46,3549,131,56,46,24516,7664,16270,24450,6942,17508,24761,4767,19313,21164,5985,14915,21203,5261,15779,24569,5466,18785,30554,6115,24084,29116,5528,23026,33384,6093,27005,32664,6019,25945,31278,5682,24521
72,72,65430,60133,1269,3242,258,582,43,0,0,64658,58714,1305,3777,461,362,47,0,0,66452,59494,1611,3365,392,1431,50,64828,58819,1577,3459,504,585,28,2986,331,140,0,49,917,67353,60560,1577,3683,508,660,30,50825,47311,761,2152,178,452,33,0,0,50527,46894,462,2524,282,284,0,2419,202,62,68,0,52489,47583,1023,2314,273,1106,41,52489,47583,1023,2074,196,168,6,88,1351,50911,47059,736,2314,327,421,0,0,0,0,0,0,53235,48760,866,2536,429,575,0,2224,251,107,0,53833,49232,911,2477,264,889,13,2252,41,165,13,25964,7614,17624,24444,6330,18114,25334,4455,20169,21245,5221,15575,21187,4410,16396,24350,4573,19306,29446,4792,24091,28315,4301,23451,30502,4426,25826,29671,4136,25019,28867,4026,24344
73,73,65223,47782,2225,13956,994,355,47,0,0,65574,45217,2873,16253,1007,309,12,0,0,67335,45577,3358,15735,1415,1207,36,65576,45005,3094,16200,1093,322,19,15052,770,41,0,114,1499,66656,44867,3285,16782,1224,468,127,50109,38271,1343,9611,655,276,27,0,0,49891,36808,904,11282,629,221,0,11015,528,33,55,0,53382,37839,2057,11450,1004,942,26,53382,37839,2057,10973,825,104,10,146,1428,50134,37602,905,10908,644,210,0,0,0,0,0,0,51381,37740,901,11730,741,261,65,11359,564,14,65,52750,37092,1375,12584,718,931,58,12193,548,64,58,30763,10286,20110,27705,9370,18335,28527,8743,18741,25070,9535,15191,25055,8342,16498,27965,9404,18147,32724,11268,21003,31838,10230,21133,31137,10465,20345,30619,9646,20445,29611,8963,20086
74,74,67551,63339,1108,2020,451,694,49,0,0,67805,62235,1659,2793,432,880,160,0,0,68223,61199,1648,2647,639,1748,97,67568,62345,1585,2288,452,599,150,1562,254,314,140,158,1209,68592,62289,1781,2502,634,879,283,52659,49807,651,1321,331,558,29,0,0,53520,49775,916,1905,279,588,39,1832,186,280,15,0,53748,48993,979,1686,431,1354,70,53748,48993,979,1382,303,185,13,125,1768,53268,50228,812,1404,315,449,65,0,0,0,0,0,53968,50362,899,1738,336,554,75,1112,273,137,75,54352,50744,809,1652,430,591,49,1061,274,49,49,28017,12215,15010,25346,10082,15264,26507,6571,19073,22301,7798,14176,22350,7010,15132,25501,6916,18165,30813,6912,23446,29188,6035,22252,31304,6232,24741,30436,6097,23696,29973,6105,23035
75,75,60681,37401,6325,14667,2240,1224,630,0,0,68232,38915,9135,17328,2785,1319,538,0,0,73353,39550,9537,19942,3000,2313,862,69750,38267,9406,19073,2716,1374,476,15754,1676,320,106,679,3542,71799,37690,10467,20739,2818,1616,598,42702,27688,3761,9332,1543,784,370,0,0,47402,28848,5208,10939,1320,813,115,10235,957,373,321,0,52640,30029,6034,13124,2095,1607,544,52640,30029,6034,11482,1333,239,348,282,2893,48886,28463,5276,12663,1467,743,87,0,0,0,0,0,50056,28767,5587,13244,1614,843,46,11920,1190,152,46,52268,30393,5385,13610,1789,902,88,12290,1446,159,88,16597,8217,8166,15461,7734,7727,15656,6454,8171,13445,6794,6255,13376,6328,6638,15946,7272,8057,20469,9362,10445,19337,8351,10120,21510,9235,11932,20639,8512,11418,20223,8439,11137
76,76,70561,61371,1447,6745,567,546,40,0,0,68552,59362,1586,6661,310,721,43,0,0,67446,56689,1950,6431,603,1542,99,68629,58698,1991,7085,226,677,46,6341,186,165,23,46,1184,67260,56970,2024,6777,693,725,86,55669,49036,904,4918,441,430,34,0,0,54123,47619,783,5004,179,479,20,4910,169,191,29,0,53974,46194,1277,4628,416,1239,80,53974,46194,1277,4242,256,125,13,124,1743,54264,47298,1046,5277,123,461,20,0,0,0,0,0,53447,46298,1168,4909,481,462,35,4705,405,217,35,53790,46613,1173,4900,516,518,31,4454,371,173,31,27883,9878,17333,24722,7961,16761,25123,5864,18484,20689,6486,13887,20678,5577,14850,23751,5881,17412,28678,6445,21689,27392,5669,20875,28340,5820,22247,27565,5390,21665,26915,4906,21070
77,77,69514,55885,1823,11155,327,458,32,0,0,67211,53181,2541,10773,490,573,83,0,0,66446,51019,2591,11020,439,1240,79,66901,52622,2519,10925,476,608,95,9323,373,256,70,48,1693,66107,51026,2656,10898,483,811,66,53316,43996,1060,7763,232,356,24,0,0,49057,41072,1036,6312,245,372,55,6010,241,211,49,0,51618,40895,1561,7747,314,972,60,51618,40895,1561,7355,212,95,16,68,1416,51534,42177,1047,7563,308,384,64,0,0,0,0,0,50902,41318,1135,7671,263,503,45,7231,178,111,45,50119,40537,1028,7624,300,578,55,7079,226,88,55,26510,8650,17342,24196,7012,17184,24258,5201,18457,19489,5074,14095,19506,4275,14821,22488,4890,17205,26973,5603,21097,25592,4912,20033,25786,4792,20826,24924,4466,20038,24201,4023,19716
78,78,61921,57724,1582,1732,399,560,55,0,0,65007,59950,2006,2096,419,510,72,0,0,66445,58431,2853,2482,601,1817,90,65430,60065,2269,2006,474,574,67,1384,188,242,21,141,1113,67404,60053,2674,3204,327,933,52,46561,43796,982,1134,254,421,36,0,0,49513,46543,761,1439,270,383,15,1318,140,169,104,0,52033,46562,1795,1617,404,1384,55,52033,46562,1795,1337,255,154,23,136,1771,49793,46905,831,1290,224,414,20,0,0,0,0,0,51736,47699,1187,1913,116,584,15,1603,50,127,15,52224,47663,1603,1938,158,500,87,1547,120,89,87,26109,9113,16524,23375,7603,15772,24844,6152,17570,22473,8136,14060,22483,7010,15356,25662,7383,17849,31843,8544,22733,30667,7699,22231,32793,8441,23910,32339,8567,23064,32006,8611,22599
79,79,66770,55064,1321,9788,211,489,31,0,0,65591,53007,1795,10226,285,579,268,0,0,66512,52496,1766,10423,373,1329,77,64749,52146,1680,10280,238,527,268,8473,113,139,57,86,2065,65389,51808,1651,10965,228,467,56,50892,42995,774,6688,136,348,20,0,0,50232,42149,625,6844,128,333,55,6585,109,132,113,0,51565,41652,1075,7409,259,1037,55,51565,41652,1075,6970,195,118,10,77,1468,49446,41211,572,7354,89,287,49,0,0,0,0,0,49449,40730,611,7825,101,331,24,7190,52,84,24,49564,40760,1000,6893,143,700,0,6175,66,175,0,28269,9231,18434,26114,8298,17816,25314,6035,18549,21208,6437,14332,21152,5408,15491,24099,5938,17744,29055,6818,21857,27622,5839,21032,28254,5990,22023,27506,5271,21724,26951,4931,21415
80,80,70611,27165,1922,41087,376,382,29,0,0,66910,25587,1805,38652,694,483,13,0,0,66655,23332,2455,39938,452,788,84,66664,25044,1826,38987,660,541,22,37978,425,120,14,294,985,67186,25049,1918,38860,395,1246,15,53518,22363,1200,29610,254,280,18,0,0,51763,21452,536,29053,332,313,4,28871,281,147,123,0,51920,19639,1689,29836,330,630,63,51920,19639,1689,29048,239,102,13,123,1067,51401,19810,607,30157,289,376,14,0,0,0,0,0,51374,19711,806,29680,154,971,4,29285,150,201,4,49743,19496,990,27634,264,1322,15,27145,200,118,15,28900,19088,9443,26369,17011,9358,22403,13334,8538,18466,11584,6616,18386,10899,7161,20607,12167,8050,24066,13957,9768,22552,12476,9410,21419,11363,9803,20798,10408,9873,20214,10087,9678
81,81,66857,50378,1495,13873,566,656,101,0,0,66799,49539,1940,14036,781,592,2,0,0,66450,48686,1879,13177,817,1701,138,66927,49554,1875,13903,748,639,1,13157,379,140,0,349,1462,66631,48959,2074,13698,726,809,1,48863,37577,975,9541,371,478,59,0,0,50044,37995,1087,10113,322,505,4,9947,249,173,25,0,50475,37743,1134,9605,534,1279,89,50475,37743,1134,9157,313,159,30,102,1837,50336,38816,1042,9681,327,470,0,0,0,0,0,0,50347,38701,1054,9603,398,471,0,9442,284,42,0,51014,38720,1264,9919,532,511,4,9603,191,73,4,27900,9115,18446,26598,8678,17920,25634,6761,18068,21250,6564,14289,21169,5786,15036,24455,6565,17435,29690,7900,21382,28245,6766,20845,28951,7044,21644,28173,6663,20941,26304,6055,19588
82,82,68904,49417,2514,16430,228,477,36,0,0,66482,46815,2996,15975,244,542,52,0,0,66447,46625,3112,14767,493,1412,92,66819,46929,3219,15567,296,525,45,14462,242,269,30,46,1609,67299,47401,3782,14438,341,850,21,51855,38187,1511,11769,147,370,22,0,0,49584,36318,1029,11724,106,370,10,11470,67,263,63,0,50811,36744,1875,10781,313,1054,52,50811,36744,1875,10375,170,150,6,84,1407,49970,37147,1137,11029,131,378,4,0,0,0,0,0,50515,37994,1169,10390,170,635,4,10043,97,155,4,50402,37487,1148,10394,271,931,8,9992,205,161,8,26860,10083,16248,24294,8675,15619,24302,6951,16854,20028,6835,12827,20005,5876,13902,22772,6447,16020,27427,7370,19758,25928,6199,19093,26383,6237,19945,25476,5559,19479,24661,5043,19152
83,83,67691,49818,2080,12041,3552,333,67,0,0,69614,47838,1597,15244,4672,149,59,0,0,70768,46708,2811,15303,4797,1007,74,70585,47057,2018,15231,5063,108,51,14929,4579,0,6,990,1006,72167,47209,2134,17578,4738,200,191,52038,39621,1348,8402,2494,228,33,0,0,50974,37743,707,10673,1673,113,4,10633,1454,4,58,0,55592,37730,1966,11443,3497,757,54,55592,37730,1966,11032,3135,89,12,202,1426,51680,37945,772,10974,1796,86,4,0,0,0,0,0,53101,37283,1045,12463,1879,123,0,12220,1625,1,0,52756,36580,1444,12236,1981,194,68,11680,1816,15,68,36255,12207,23787,34834,11208,23626,33987,12831,19553,31306,14201,16811,31327,12352,18608,34326,14257,19471,39386,17948,20867,38778,15824,22334,34979,15737,18543,34675,15158,18862,34166,14231,19306
84,84,68869,5715,7015,55564,712,373,99,0,0,69906,3914,6593,59342,411,127,53,0,0,69797,3671,8570,57036,578,794,57,69871,4374,6324,59004,567,154,0,58503,442,0,0,0,226,65644,3189,6512,56058,443,207,23,47512,5182,4491,37346,520,248,61,0,0,46459,3593,1115,41449,229,10,40,41287,204,0,25,0,50137,3387,5501,40803,464,575,43,50137,3387,5501,40005,338,67,10,134,695,47769,4053,1424,41862,329,19,0,0,0,0,0,0,45029,3092,1704,39813,235,92,25,39732,205,15,25,45120,3656,2132,38904,187,70,80,38759,152,14,80,25427,23091,2240,22341,20682,1659,18549,16892,1358,14436,13166,1066,14404,12525,1213,16663,14963,1335,19705,17726,1700,19139,16956,1609,15665,13635,1773,15077,12404,1972,14743,12670,1585
85,85,66202,7107,2351,55092,1744,334,47,0,0,70636,6330,3303,58599,1986,134,130,0,0,70309,5852,3883,57811,2565,649,67,69997,6535,3016,58093,1340,132,138,57355,1200,42,104,637,1108,71600,5655,3199,60585,1865,148,5,47590,6065,1467,38826,1228,233,40,0,0,50398,5615,738,43363,548,46,65,43290,468,35,42,0,53818,5073,2504,43965,2057,493,48,53818,5073,2504,43208,1915,65,21,212,820,50789,6474,794,43059,547,65,70,0,0,0,0,0,50988,5272,1022,44249,821,78,0,44168,612,4,0,50943,5077,1254,43756,992,204,38,43489,841,49,38,31901,28217,3538,28407,26123,2284,28345,25495,2421,24588,22325,1991,24364,21212,2318,27430,24381,2539,32222,28662,3151,31371,27400,3128,26659,22969,3252,25830,21325,3513,25427,21539,3161
86,86,72971,18929,1710,50891,1339,548,53,0,0,69086,17384,2798,47485,1353,634,25,0,0,70005,18463,2820,46252,1714,1051,76,70224,17779,3136,48170,1332,574,35,46858,905,75,0,55,1415,71086,17838,2744,49115,1335,625,8,54997,16347,1092,36362,1056,412,38,0,0,52367,15512,868,34876,625,405,0,34602,531,109,141,0,55272,16594,2103,34516,1438,841,56,55272,16594,2103,33466,1200,125,3,217,1564,53104,15815,944,34993,682,363,0,0,0,0,0,0,53429,15647,830,35740,698,491,0,35187,637,70,0,52395,15456,919,34354,901,494,0,33824,825,35,0,31739,24988,6490,28813,22965,5848,24055,18146,5247,19944,15398,4258,19678,14161,4653,22376,16582,5248,26321,19532,6381,25447,18152,6526,21769,15578,5840,21040,14361,6017,20717,14699,5354
