ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC3_Total,E_22_SC3_Dem,E_22_SC3_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC6_Total,E_24_SC6_Dem,E_24_SC6_Rep
18,18,83240,54520,5471,21605,1336,1042,166,0,0,95166,63719,6336,22942,1972,985,326,0,0,89413,57228,8068,20482,2082,1907,278,95814,64513,6896,22134,1919,901,330,20587,1137,147,202,2168,91923,61635,7361,20123,1861,1288,40,68264,47801,3760,15304,1034,785,121,0,0,76097,55754,2498,15839,1191,764,69,15335,733,184,69,94,0,75047,50886,5671,15445,1665,1515,214,75047,50886,5671,14052,1167,229,82,2642,77707,57221,2815,15867,1129,682,70,0,0,0,0,74326,54397,3159,14831,1059,926,25,14049,658,135,25,76970,55993,3957,15078,1121,956,25,13854,767,182,25,38840,23744,14636,38974,24011,14963,23121,13856,8111,41264,23967,15185,40501,23045,15556,40727,25469,13984,39307,24852,14455,38520,23702,14818,39606,22341,15499,38714,24626,14088,38276,22596,15680,44228,26910,15998,46489,28822,16781,45869,26934,16248,46234,29590,15632,45253,28772,16481,44630,28372,16258,45306,27927,17379,44979,28936,16043,44432,26426,18006,42569,26165,15277,30722,18936,11000,30558,18795,11763,30475,18831,11644,30431,18853,11578,44788,28061,15535,49349,29525,19035,48325,32976,12603,48221,30873,17348,47599,28053,17567,48225,29888,16848,47857,30256,17601,47523,28153,19370,48025,28306,19719,47673,29764,17909
19,19,74746,66701,1968,4462,934,828,82,0,0,87057,76201,3644,4821,1428,1649,135,0,0,91288,79037,3180,4804,1498,2193,85,90265,80461,2528,4671,1393,1322,85,3549,746,376,5,2470,90645,79940,2756,5171,1407,1475,59,61047,55411,1296,3169,615,619,56,0,0,71398,64430,1864,3359,681,825,4,3241,520,396,4,289,0,77211,68285,2163,3497,1069,1687,59,77211,68285,2163,3025,792,295,24,2436,74292,68196,1311,3339,673,610,4,0,0,0,0,75991,69546,1477,3647,698,597,10,3488,474,144,10,79708,72919,2164,3098,831,624,28,2892,550,108,28,39910,15357,24002,41474,15507,25967,30163,11469,17014,49090,16941,30129,48457,16311,29884,48664,19041,28331,47209,19107,28102,46374,17697,28677,47618,16011,30078,46556,18697,27859,45965,15853,30112,57071,21717,34032,61788,23828,37135,61157,22609,35535,61589,25988,34725,60261,24133,36128,59405,23961,35444,60441,22939,37502,59915,24338,35577,59106,22093,37013,57248,22195,33895,49309,19099,29128,49196,18746,30450,49061,18865,30196,48977,18822,30155,62703,25933,35266,69394,27017,41533,67721,33857,29455,67999,29209,38790,67143,25136,39742,67953,28127,37917,67580,28140,39440,67101,24807,42294,67932,24784,43148,67287,27524,39763
20,20,81018,66564,4238,8292,1405,807,136,0,0,90398,75664,4525,8047,1675,580,14,0,0,91180,71498,7362,8080,2246,1890,154,93131,76340,4885,9406,1893,831,10,7540,1464,234,0,2370,91994,74749,5020,9319,2053,795,62,63450,53398,2719,6010,927,562,87,0,0,70748,61285,1800,6117,1076,443,0,5698,865,155,0,160,0,72601,58733,4642,6022,1594,1393,114,72601,58733,4642,5468,1094,211,27,2193,73138,62506,2065,6712,1207,650,0,0,0,0,0,71799,61721,1956,6166,1176,475,0,5146,884,125,0,72507,61918,2577,5982,1230,609,0,5105,900,93,0,41499,17092,23973,42486,16571,25915,29008,11767,15847,47114,18266,26461,46514,17472,27061,46670,20778,24636,45062,19776,25286,44091,18478,25613,45450,16976,26812,44362,19585,24777,43749,16745,27004,52505,22539,28496,56020,24797,30216,55466,23064,29446,55833,26584,28300,54577,25016,29561,53645,24565,29080,54616,23754,30862,54109,25266,28843,53441,22584,30857,51700,22696,27690,41407,18409,22067,41247,18057,23190,41104,18182,22922,41071,18242,22829,54444,25343,27620,58868,26024,32061,57435,31817,22035,57722,27884,29838,56860,24321,30473,57598,26761,29258,57194,27112,30082,56770,24007,32763,57613,24139,33474,56975,26398,30577
21,21,49760,35221,2811,4228,7354,451,70,0,0,74659,46088,4791,6335,17082,500,104,0,0,87764,47318,6044,8043,25167,1301,133,78968,46528,5198,5333,19134,484,119,4711,17792,194,38,2168,88538,48780,5483,7703,25430,862,110,32943,23791,1682,2808,4534,259,34,0,0,43749,31152,2125,3681,6505,263,30,3369,6280,138,30,80,0,60593,34270,3874,5453,16149,829,93,60593,34270,3874,4706,15540,82,31,1808,46647,34102,2233,3100,6819,241,40,0,0,0,0,51710,35464,2688,4425,8653,252,42,4082,8387,99,42,57065,36913,3050,6002,10476,317,15,5615,9851,101,15,22024,11084,10646,25983,12749,13234,18084,8965,8580,31911,17387,12473,31623,16184,14392,31779,17981,12964,30663,17226,13437,30133,16047,14086,30950,15705,14179,30303,17135,13168,29990,15238,14752,40861,24432,15398,45899,28686,16329,45507,26326,17260,45702,30061,14950,44820,27939,16881,44309,28017,16292,44898,27237,17661,44434,27998,16436,44172,26024,18148,41281,25327,14945,34003,21444,11685,33836,22050,11786,33786,21484,12302,33700,21317,12383,45772,29196,15379,50388,31227,17956,49695,35012,12069,49531,32592,16939,49013,29769,17426,49494,31658,16576,49046,32106,16940,48811,29320,19491,49294,30385,17773,48945,31407,17538
22,22,98667,53032,12947,30276,442,2808,126,0,0,96799,50613,14944,28909,480,3045,44,0,0,88642,45559,14795,25142,534,3748,108,96493,50277,15179,28764,504,3110,48,27323,423,1939,0,1339,89124,45786,14873,25882,562,2911,36,74260,42358,7712,22372,311,1903,74,0,0,68642,41517,3420,21748,161,1889,0,21374,129,1368,0,117,0,68362,37360,9096,19462,389,2664,73,68362,37360,9096,18613,220,1325,21,1591,68910,41360,3768,21764,231,1910,0,0,0,0,0,63900,37735,4390,19918,260,1585,0,19805,208,1250,0,63174,37143,4490,19508,267,1855,22,19161,192,1334,22,41613,19580,21500,41647,19553,22094,28663,13033,14327,41822,17585,23405,41248,17247,23078,41526,17809,23263,40163,18846,21317,39481,19346,20135,40515,17516,22338,39842,20739,19103,39547,18089,21458,44028,18302,25126,45747,18293,27090,45245,18099,25491,45576,19676,25503,44680,19036,25644,44591,19344,25247,44950,18141,26809,44763,20035,24728,44334,18222,26112,42298,17391,24383,29662,10844,18319,29508,10615,18893,29446,10915,18531,29377,10738,18639,41701,16468,24661,43943,15905,27709,43051,18105,23386,42671,17005,25666,42107,15661,25603,42826,16384,25367,42651,17536,25115,42049,15856,26193,38597,7170,27896,41952,16122,25830
23,23,102334,41539,3140,57056,399,737,75,0,0,94890,37664,3739,52835,517,552,204,0,0,88865,35166,3931,48588,489,1307,82,93794,36965,3859,52101,511,761,125,50971,365,305,28,1251,88877,34724,3869,49049,577,909,134,78585,33900,1885,42318,271,548,49,0,0,73700,31237,1215,40607,255,356,69,40385,197,197,69,57,0,70700,29461,2527,37759,347,985,47,70700,29461,2527,36672,214,209,4,1431,72760,30863,1055,40054,250,536,29,0,0,0,0,69050,29088,1290,37768,322,562,68,37325,234,156,68,67790,28537,1400,36552,365,617,98,36041,303,152,98,48424,30232,17754,49429,31536,17893,31709,19781,11043,46197,27848,17614,45646,27115,17624,45916,27449,18104,44718,28410,16308,44068,29287,14781,45012,27362,17031,44294,30017,14277,44098,27893,16205,46855,28097,18216,47832,27939,19555,47436,27750,18213,47750,29143,18295,47007,28892,18115,46879,30023,16856,47164,27739,19425,47030,29485,17545,46737,27405,19332,44617,26453,17677,30600,16540,13540,30457,17293,13164,30414,16417,13997,30440,16631,13809,43612,25334,17735,45592,25469,19754,44836,27106,16494,44884,26616,18268,44496,25495,18230,44863,26030,17889,44873,27237,17636,44658,25664,18994,45102,25878,18074,44532,25861,18671
24,24,85650,43239,7885,33500,922,566,87,0,0,85529,40349,8603,35492,1059,887,108,0,0,83322,38990,9273,33029,1280,1760,101,86015,40707,8679,35306,1098,816,123,33770,516,219,10,2005,83182,38824,8926,33604,1133,820,106,64596,35046,4747,24072,612,407,67,0,0,62571,33416,2479,25835,517,287,10,25506,398,122,10,83,0,64630,32343,5785,24882,912,1326,76,64630,32343,5785,23864,695,193,10,1547,63056,33876,2689,25770,565,316,11,0,0,0,0,61386,32507,3206,24788,521,466,4,24318,438,136,4,61721,32009,3650,25131,612,474,4,24534,555,160,4,39798,20465,18984,41178,21668,19510,27400,13829,12867,40506,20409,19100,40225,20177,19198,40388,21286,18673,39854,21015,18839,39108,22137,16971,39862,20047,19166,39319,23027,16292,39177,20570,18607,42099,21496,19991,43287,21608,21249,42947,21316,20223,43231,22965,19879,42705,22611,20094,42510,23351,19159,42814,21537,21277,42667,23222,19445,42360,20981,21379,40184,20374,19267,27991,12999,14522,27857,13668,14189,27851,13214,14637,27826,13212,14614,40086,20322,19192,42605,20744,21457,41804,23135,17210,41930,21693,20237,41624,20550,20266,42037,22069,19063,41871,22613,19258,41722,20711,21011,42105,21277,19778,41621,21157,20464
25,25,91419,48684,5854,35507,896,1217,71,0,0,89923,44797,6396,37350,990,1375,184,0,0,90432,43433,7073,37359,1191,2063,114,89851,43708,6590,37882,1041,1288,140,36477,858,503,17,1631,90500,42321,6987,38743,1112,1681,209,69487,39027,3512,25898,620,804,42,0,0,67959,36559,2031,28112,521,882,20,27438,437,462,20,134,0,70999,36126,4527,28376,868,1511,97,70999,36126,4527,27315,680,468,26,1628,67819,35513,2015,28894,507,838,19,0,0,0,0,68569,35258,2123,29632,567,940,20,28922,340,336,20,69522,35066,3138,29745,510,853,25,28898,410,351,25,44850,22286,22119,45669,23438,22231,32505,15821,15752,45294,22489,21750,45121,22351,21893,45273,23831,20974,44733,23363,21370,44231,24653,19578,44738,22223,21870,44343,25294,19049,44207,22814,21393,48043,24623,22730,49719,25093,24159,49359,24603,23138,49648,26741,22488,49143,26338,22805,48945,29558,19387,49208,24845,24363,49062,26736,22326,48730,24200,24530,46270,23580,22073,34017,15915,17584,33808,16495,17313,33851,16166,17685,33839,16029,17810,46836,24000,22179,49911,24673,24724,48993,27476,19899,49243,25912,23331,48859,24404,23503,49197,25329,22826,49105,26641,22464,48925,24628,24297,49317,25013,23110,48859,25141,23718
26,26,62458,45126,6339,10068,762,633,58,0,0,74645,51497,8850,13574,1089,743,100,0,0,89947,57631,12083,16778,1660,2341,186,79185,54195,9026,14317,1126,661,80,12577,523,242,70,2099,88115,59502,9887,16237,1300,1240,74,44141,33036,3691,6814,447,396,39,0,0,50425,38008,2876,8583,509,350,10,8293,330,316,10,67,0,65902,44219,7489,11716,1089,1574,110,65902,44219,7489,10677,759,256,25,2200,55483,41140,3512,9896,552,343,4,0,0,0,0,62944,45854,3856,11994,658,495,17,11465,382,166,17,68679,45817,6338,14929,997,512,6,14397,627,166,6,28107,11319,16485,30440,11535,18905,20072,7417,11874,35775,12930,21318,35518,12788,21393,35669,14124,20823,34766,14073,20693,34196,14472,19724,35034,12350,21674,34416,15167,19249,34171,12822,21349,44018,18049,24846,48766,20310,27585,48243,19364,26251,48601,22007,25859,47403,20854,26549,47149,21439,25710,47632,19863,27769,47270,21504,25766,46786,19174,27612,43794,18327,24427,34119,14404,18927,33841,14926,18915,33907,14701,19206,33869,14431,19438,49494,22164,25984,56117,24388,30919,54980,28559,23271,54940,26001,28939,54446,23524,28998,54858,24968,27986,54502,25934,28568,54138,23438,30700,54655,23930,30725,54195,24875,29320
27,27,97762,38136,2149,53794,574,3795,64,0,0,91034,35012,2678,49611,738,4273,179,0,0,84735,33114,2546,45280,635,3990,148,90096,34402,2738,49048,850,4490,216,47132,524,2758,129,2306,85103,32223,2846,46047,785,4435,226,76286,31590,1338,40604,412,2775,36,0,0,71945,29410,902,38508,378,2937,98,37945,346,2241,98,136,0,68639,28412,1618,35609,455,3052,107,68639,28412,1618,34478,296,2069,15,1542,71295,29180,803,38097,400,2940,123,0,0,0,0,67065,27505,863,35552,291,2861,88,34775,271,1893,88,65779,26874,987,34864,369,2852,35,33914,304,1825,35,46159,30014,15690,46678,31343,15335,30665,19631,10231,44857,28305,15827,44500,28002,15752,44618,28591,15665,43770,29129,14641,43392,29962,13430,44031,28086,15377,43522,30504,13018,43401,28564,14837,45406,28358,16569,46162,28014,17821,45851,27880,16686,46077,29127,16589,45446,28784,16662,45473,29390,16083,45643,28030,17613,45565,29290,16275,45252,27493,17759,43075,26561,16069,29512,16802,12324,29409,17247,12162,29338,17009,12329,29294,16915,12379,41348,24976,15884,42600,24702,17469,42113,26490,14493,42011,25785,16226,41704,24739,16279,42053,25276,15906,41984,26353,15631,41733,25018,16715,42107,25244,15884,41638,25190,16448
28,28,76863,49939,12501,13740,467,816,88,0,0,85661,54386,14847,15857,495,1023,7,0,0,85389,51074,17035,15236,759,2246,109,87000,54119,14962,17429,470,1639,7,15903,219,265,0,1465,90330,55245,16540,17572,978,2062,54,57021,39495,7368,9638,285,550,50,0,0,58811,43757,3036,11241,167,678,0,10891,136,182,0,27,0,64169,41252,10383,10903,489,1532,57,64169,41252,10383,10114,322,260,20,1665,60004,43837,3301,11974,164,784,0,0,0,0,0,62211,44984,3827,12371,378,770,13,11895,342,111,13,65632,46140,5583,12339,604,776,34,11929,492,145,34,30323,10962,18982,30813,11025,19788,20214,6804,12495,33398,10385,22092,33114,10406,21680,33313,11280,21525,32404,11718,20686,31887,13000,18887,32726,9965,22044,32189,14242,17947,31932,11031,20901,37569,12453,24388,39973,12845,26625,39580,12681,25065,39923,14350,25072,38933,13768,25165,38837,14521,24316,39191,12675,26516,39036,15152,23884,38548,12599,25949,36459,12104,23700,26471,8050,17864,26205,8321,17884,26262,8340,17922,26270,8307,17963,38966,13427,24764,43501,14083,28929,42612,17491,22923,42540,15539,27001,42232,13898,27097,42523,14881,26263,42330,16505,25825,41934,13876,28058,42214,13829,28385,41911,14687,27224
29,29,78515,37483,8513,26823,5794,903,106,0,0,89937,43097,8930,30671,6476,852,66,0,0,90900,43615,10537,28834,7207,1669,98,90992,42897,9717,30851,6638,1201,45,29420,5451,128,45,2838,92144,43737,9960,31319,6231,1398,0,61899,31168,5727,20454,4471,647,70,0,0,64481,34763,2151,23792,3192,511,30,23209,2912,176,30,129,0,72930,36722,7177,22628,5683,1245,68,72930,36722,7177,21161,5005,133,10,2424,64514,34524,2641,23429,3359,675,25,0,0,0,0,66318,35473,2853,24019,3509,729,0,23298,3158,68,0,68444,36152,4090,23766,3984,815,4,22750,3390,117,4,43401,33662,9332,45796,34993,10803,30698,24240,5871,49154,39455,7402,48947,38125,9725,49007,39902,8281,48017,39338,8679,47296,37144,10152,48280,37482,9554,47648,39308,8340,47383,37360,10023,53295,43681,8489,55663,46647,8113,55401,44565,9045,55639,47341,7600,54920,45941,8979,54460,45916,8544,54905,45487,9418,54643,46096,8547,54313,43599,10714,51912,43102,7777,40864,34637,5513,40683,34511,6172,40626,34653,5973,40557,34615,5942,52390,44101,7275,54462,45235,8056,54056,47256,5068,53958,46244,7714,53535,43933,8103,53842,45279,7419,53674,45982,7692,53385,43820,9565,53736,44812,7920,53674,45491,8183
30,30,78774,35322,12562,25805,5207,901,95,0,0,85886,42049,11655,25617,6843,793,106,0,0,91038,40663,14538,28361,6794,2081,136,87913,42966,11256,26247,7366,739,202,23868,6049,224,50,3382,89940,42937,12266,26812,7333,1190,211,62925,30774,8486,19090,4552,638,61,0,0,60936,35606,2830,19076,2857,599,23,18391,2480,197,23,165,0,74671,35487,9743,22964,5791,1494,92,74671,35487,9743,21536,4947,127,18,2487,63237,36026,2859,20375,3602,511,34,0,0,0,0,64814,36440,3263,21013,3721,474,30,19956,3314,222,30,65469,37202,4401,19468,3632,542,45,18222,3138,197,45,38640,30441,7835,40511,32684,7827,26014,21096,4393,43882,36355,5804,43505,35177,7404,43524,36259,6578,42517,35804,6713,41837,34001,7836,42725,34405,7253,42157,35750,6407,41944,34309,7635,46446,38999,6558,48141,41121,6324,47827,39398,6981,47950,41420,5877,47337,40478,6859,47077,40506,6571,47392,40200,7192,47156,40589,6567,46887,38672,8215,45005,38157,6027,34737,29956,4157,34532,29845,4687,34502,29924,4578,34469,29964,4505,45245,38737,5714,47306,39970,6390,46764,41319,4087,46559,40530,6029,46200,38753,6302,46529,39855,5758,46298,40357,5941,46043,38745,7298,46377,39442,6126,46348,40010,6338
31,31,64735,15553,10298,37316,1802,871,79,0,0,83783,22181,14685,43873,3646,854,89,0,0,91241,25788,17264,42808,5048,2275,116,86299,23990,16036,42724,4123,1125,306,39783,3471,138,55,2709,89355,27958,15253,41106,5580,1871,320,48073,13304,6472,26938,1408,607,54,0,0,56338,19164,3123,31532,2125,446,10,31006,1985,166,10,184,0,71456,22950,11220,32607,4215,1648,79,71456,22950,11220,30979,3738,191,11,2015,58911,20929,4021,31308,2095,529,58,0,0,0,0,62907,24711,4230,30075,2795,857,79,29120,2645,206,79,66096,25425,6056,30386,2963,820,82,29399,2785,187,82,30635,25048,5321,33285,27556,5729,19239,15590,3311,36903,29159,6335,36678,28672,7109,36764,29257,6863,36159,29410,6749,35777,28847,6930,36338,28362,6956,35929,29543,6386,35828,28595,7233,43365,34463,8015,46961,37483,8711,46660,35874,8849,46894,38220,7905,46284,37317,8967,46058,37319,8739,46369,37076,9293,46168,37525,8643,45881,35392,10489,42501,33840,7812,31477,24964,5887,31334,24764,6570,31292,24968,6324,31247,24860,6387,45786,36687,8173,50300,39767,9515,49833,41217,6808,49726,40713,9013,49423,39060,8918,49664,39795,8568,49514,40544,8970,49261,39029,10232,49545,39614,8950,49547,40143,9404
32,32,89349,44728,6415,37399,715,878,90,0,0,87528,43197,6669,36673,857,1507,196,0,0,88602,42293,8510,35818,962,1796,104,88670,43869,7156,36420,925,1752,369,33623,516,247,236,2878,89047,43313,8005,36012,981,1948,340,68654,35929,4014,28084,497,644,47,0,0,66203,35666,2072,27363,275,624,65,26718,232,277,65,398,0,69546,35064,5372,27565,643,1322,63,69546,35064,5372,26552,466,226,16,1671,67485,36427,2520,27278,322,606,115,0,0,0,0,67340,36212,2689,27183,451,840,125,26265,379,182,125,65842,35449,2616,26347,579,818,68,25704,337,230,68,38791,22702,15659,39665,23256,16409,25537,14601,10125,40282,21786,17373,39945,21448,17459,40133,22327,17228,39138,22938,16200,38661,23457,15204,39480,21253,17387,38902,24582,14320,38752,22115,16637,43034,23107,19169,44783,23311,20978,44442,22918,19772,44703,24911,19292,44126,24320,19806,43837,24615,19222,44155,23246,20909,44027,24968,19059,43714,22482,21232,41512,22053,18760,30244,14823,14731,30096,14669,15427,30052,15153,14899,30021,14906,15115,41887,21823,19282,44345,22034,21836,43620,24372,17484,43640,23139,20501,43264,21692,20466,43659,22510,20044,43565,23847,19718,43375,21975,21400,43513,21878,21211,43287,22533,20754
33,33,71223,28706,9176,31726,1894,892,84,0,0,88513,30576,14074,42218,2443,1679,236,0,0,85001,30371,14426,36353,3168,1911,128,88684,30569,13033,42910,2531,1902,239,39879,2048,476,8,2426,90143,31967,12647,42881,2517,1653,170,52295,23706,5576,21748,1325,586,57,0,0,58819,25506,2873,28457,1173,1042,15,27835,1080,331,15,212,0,64467,25677,9252,26568,2304,1371,78,64467,25677,9252,25087,1895,243,24,1946,60032,25842,3036,28993,1304,1201,7,0,0,0,0,62405,27344,3192,29708,1258,944,82,28897,1003,208,82,65182,28690,4938,29015,1902,636,41,28013,1616,156,41,34206,23560,10326,36345,25546,10799,24347,16824,6874,38309,26328,10408,38102,26075,10909,38214,26878,10581,37389,27042,10347,37034,26862,10172,37715,25685,10967,37202,27669,9533,37023,25980,11043,42467,30169,11310,44953,32081,12028,44635,30827,11707,44804,33110,10912,44288,32533,11755,43979,32797,11182,44326,31936,12390,44088,32917,11171,43841,30522,13319,41109,29322,10851,29878,20940,8192,29614,21388,8226,29710,21226,8484,29631,20994,8637,42781,30613,11024,46216,32071,13064,45699,34218,9041,45483,33503,11980,45283,31862,11940,45523,32599,11485,45287,33616,11671,45126,31854,13272,45471,32210,12159,45099,32811,12288
34,34,81980,52590,10545,16546,2684,833,142,0,0,87407,58059,9995,16826,3156,512,55,0,0,89807,57722,10999,16269,3970,1505,114,88602,59348,9491,17089,2946,671,28,15570,2354,88,0,1644,88702,58752,9805,17143,2970,829,28,63995,43424,7050,11644,2006,599,100,0,0,62906,47097,2760,11404,1281,244,0,11224,1056,98,0,140,0,71556,48225,7484,12068,3022,1100,75,71556,48225,7484,10944,2439,104,22,2051,64500,48626,2943,11257,1231,393,0,0,0,0,0,63985,47885,2920,11256,1457,358,0,10756,1144,89,0,65977,48292,4016,11115,1756,587,4,10436,1299,181,4,44271,25546,18285,45818,26152,19666,32275,18484,12890,47376,28535,16192,47258,27144,18786,47362,29932,16486,46186,29370,16816,45465,27726,17739,46539,26379,18721,45781,30033,15748,45469,26776,18693,50615,31818,17513,52721,34111,17565,52320,31566,18627,52541,35472,16217,51816,34069,17747,51190,34239,16951,51731,32639,19092,51443,34534,16909,51028,30805,20223,49124,31434,16472,38254,24821,12487,38105,25230,12875,38037,25103,12934,37948,25001,12947,48996,32432,15287,50854,32772,17118,49840,37172,9901,49967,34036,15931,49327,30249,17425,49922,32828,15834,49502,34092,15410,49138,30038,19100,49991,32294,16825,49339,32584,16755
35,35,60094,48423,3054,6801,1614,487,47,0,0,71373,55359,4187,9348,2111,623,144,0,0,83094,61091,6014,11048,3530,1522,112,76571,58443,3768,11325,2709,543,150,9747,1703,14,0,2500,82586,60536,5449,12907,3108,808,73,42386,34727,1833,4619,1031,329,29,0,0,50174,40877,1612,6207,1186,183,0,5980,886,34,0,137,0,61153,46240,3768,7768,2298,1030,76,61153,46240,3768,7072,1820,96,13,1908,54168,43540,1544,7333,1392,222,0,0,0,0,0,59101,46069,2363,8722,1558,349,10,8196,1153,34,10,62933,47801,3001,9884,1556,455,4,9269,1263,32,4,31677,12697,18605,34743,13086,21657,25758,9889,15165,41261,16856,22055,41056,15951,23942,41198,17978,22435,40068,17284,22784,39528,16823,22705,40585,15233,24337,39679,17917,21762,39460,15484,23976,48603,21769,25678,52723,24554,27128,52395,22663,27667,52554,26169,25695,51751,24360,27391,51202,24882,26320,51856,23426,28430,51465,24826,26639,51066,22118,28948,48479,22286,25084,40470,19077,20528,40302,19224,21078,40270,19179,21091,40200,19039,21161,52990,26108,25497,58177,28056,29146,56974,32801,20586,57378,29505,27873,56725,26125,28135,57375,28141,27821,56927,29472,27455,56617,26033,30584,57083,27379,29329,56715,28201,28514
