ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
94,94,62113,57129,1446,2328,1054,343,50,0,0,63041,56033,2516,3104,1231,405,8,0,0,63211,54671,2668,3266,1405,1111,59,63281,54726,2670,3289,1415,1115,59,62871,55363,2901,3215,1040,548,7,2291,852,98,0,1307,62970,54947,2827,3255,1217,759,225,47344,44253,839,1372,700,243,33,0,0,48138,44099,1336,1769,673,236,0,1570,640,102,0,35,0,49493,43814,1631,2064,981,801,38,49493,43814,1631,1610,790,70,6,1415,47741,43712,1290,1942,580,268,0,0,0,0,0,48044,43994,1321,1766,550,271,4,1573,495,63,4,48876,44276,1505,2055,701,217,2,1758,581,25,2,27099,10755,15947,26311,9538,16773,29062,8394,19427,29029,8645,18881,28710,9314,19396,28736,10556,16475,28537,8707,17741,23887,9059,14316,23940,9799,13691,28816,9618,18402,34010,11055,22413,33594,10801,21719,33460,9730,22079,33498,9868,22220
95,95,62827,34292,13506,15662,1122,824,94,0,0,63704,31326,16763,16093,1303,679,37,0,0,65777,29823,19491,16710,1251,1323,127,66193,29958,19542,16826,1256,1324,129,63958,30997,16635,16555,1724,698,23,11903,1570,54,3,2573,65776,32000,17650,16722,1586,906,54,46161,28644,7980,9464,749,531,65,0,0,44783,26544,8330,8961,627,263,4,7905,566,83,4,155,0,49026,25181,12590,10937,845,921,77,49026,25181,12590,8634,620,83,18,1644,45484,26413,8633,9257,863,254,4,0,0,0,0,47708,27375,9425,9756,757,377,0,8635,667,63,0,47968,25418,11540,9825,843,251,15,8687,679,14,15,23233,15650,7243,20257,13603,6654,22027,13728,7265,22010,13436,7451,21775,14229,7546,21924,15204,5616,21651,13424,6637,16136,10805,4910,16168,11262,4609,20339,13005,6784,23212,14600,8277,22685,14096,7737,22553,13331,7974,22538,13396,8093
96,96,58739,43507,8083,5083,2823,408,87,0,0,61286,42226,9686,6397,4098,523,199,0,0,63354,44131,9436,5843,4239,776,84,63476,44191,9462,5866,4248,776,84,61689,42582,10291,5508,4488,457,168,2926,3725,41,53,2030,64242,44766,10872,5638,4412,683,127,45995,36002,5116,3200,1979,282,57,0,0,46810,35405,6126,3286,1733,159,50,2787,1562,40,50,78,0,50909,37389,6501,3990,3011,555,58,50909,37389,6501,2832,2691,42,3,1254,47390,36046,6175,2604,2235,186,55,0,0,0,0,50056,38153,6844,2664,2207,217,30,2087,2055,28,30,50113,38879,6171,2520,2413,152,0,1890,2165,13,0,29856,17119,12461,28816,15715,13101,31481,17500,12319,31746,16833,13713,31135,17044,14091,31083,16327,12734,31002,15863,12849,27225,16922,9636,27172,17665,8947,31389,18446,12010,35700,21553,13599,35206,20225,13843,35012,19177,14332,34979,19191,14481
97,97,59022,52753,2925,1773,1688,229,33,0,0,61653,52960,4158,2770,2091,207,0,0,0,65789,54623,5303,3097,2246,772,70,65859,54678,5308,3109,2254,772,70,61146,51563,4424,3066,1935,225,4,2031,1786,82,0,954,64782,52631,5994,4251,1928,506,287,45632,41652,1789,1050,1136,160,18,0,0,46957,42025,2429,1242,1127,126,0,1109,1081,45,0,0,0,51953,44318,3467,1942,1667,581,52,51953,44318,3467,1419,1475,53,11,1042,46143,41353,2372,1204,1067,186,0,0,0,0,0,49517,42736,3414,1856,1295,174,0,1520,1251,30,0,50372,42731,3718,2351,1368,167,13,1918,1314,15,13,30459,11829,18311,29607,10611,18996,32815,11560,19656,33100,11270,20684,32517,11353,21164,32437,11210,19518,32355,10840,19609,28496,12026,15920,28480,12945,15040,33136,12991,19324,38438,15638,22231,37957,14596,22411,37733,13407,22954,37676,13542,23018
98,98,60662,56680,1955,1143,747,293,52,0,0,65209,59198,3078,1644,1342,167,54,0,0,66704,58760,3443,2107,1475,895,80,66784,58829,3444,2139,1489,897,80,65600,58847,3564,2148,805,391,0,1316,541,7,0,1000,66758,59056,4133,1964,1282,368,27,46681,44282,1162,625,480,201,33,0,0,50496,47320,1474,968,648,69,0,854,560,4,0,49,0,52741,47425,2230,1290,985,633,52,52741,47425,2230,894,801,33,8,1179,50537,47373,1383,1235,332,198,0,0,0,0,0,51485,47813,1764,1163,483,225,0,992,424,34,0,52405,47392,2232,1538,858,425,11,1172,770,55,11,28434,10490,17602,27854,9441,18413,31514,9566,20234,31640,9554,20580,31088,10020,21068,30847,9897,18829,30986,9390,19232,26684,10420,15640,26624,11424,14598,31716,11268,19532,37419,13686,23121,37046,13149,22793,36791,11576,23564,36802,11851,23441
99,99,62384,58994,1436,895,952,265,25,0,0,63193,58251,2794,1109,837,366,0,0,0,64040,58015,2847,1360,1244,577,71,64103,58068,2851,1387,1260,578,71,63892,59089,2736,1059,987,122,0,520,871,13,0,662,64397,59575,2355,1286,872,145,29,45576,43572,848,461,603,161,16,0,0,46545,43828,1417,689,359,209,0,446,289,128,0,40,0,47904,44105,1704,802,796,428,45,47904,44105,1704,476,646,38,14,827,47268,44829,1399,529,422,85,0,0,0,0,0,47554,45222,1152,659,389,106,0,475,320,25,0,47957,44916,1598,424,878,111,4,353,563,54,4,25810,9142,16251,24484,7579,16905,26796,6882,18662,26795,6996,18644,26222,7403,18819,26139,6843,17612,26130,7005,17427,22055,7338,14317,22064,7718,13939,26582,7738,18186,31427,9044,21922,30984,8724,21397,30864,7800,21780,30869,8136,21705
100,100,61385,58835,1316,748,293,277,57,0,0,64033,59908,2612,726,604,262,82,0,0,64124,59272,2392,1112,443,785,50,64207,59347,2395,1129,447,785,50,64084,59690,2469,966,660,264,149,553,454,31,0,884,63656,58837,2638,1137,446,341,132,42752,41269,740,402,174,204,25,0,0,45149,43107,1188,432,231,156,0,390,180,18,0,34,0,45565,42556,1442,662,266,552,30,45565,42556,1442,411,158,46,2,867,44327,42123,1191,523,263,157,0,0,0,0,0,43937,41896,1192,584,137,84,10,401,119,8,10,44375,41807,1345,811,180,94,17,570,122,5,17,21484,6919,14254,20480,5897,14583,22394,5275,16173,22419,5442,16049,22049,5627,16422,22034,5393,15371,21963,5334,15157,18439,5556,12529,18453,5903,12223,22349,5836,16021,26864,6673,19862,26317,6417,19278,26183,5647,19578,26152,5854,19556
101,101,60791,46920,10695,2982,959,405,70,0,0,62933,43659,15326,3296,1297,741,77,0,0,65189,43703,16960,3727,1304,806,127,65422,43860,17008,3759,1310,807,127,62941,43714,14968,3458,1247,736,15,1889,970,90,0,1091,65246,44432,16368,3593,1320,717,161,46678,38148,6452,1777,675,276,43,0,0,46659,35940,8668,1427,475,169,0,1332,381,90,0,0,0,50380,36318,10970,2379,902,584,85,50380,36318,10970,1310,739,54,9,862,47773,36482,9085,1406,584,244,0,0,0,0,0,49745,37737,9880,1315,672,147,0,1182,550,50,0,49565,37005,10188,1455,770,202,4,1150,639,13,4,25475,11539,13501,23941,9949,13992,26311,9896,15466,26131,9820,15031,25674,10460,15214,25687,10741,13586,25493,10141,13760,20182,8705,11102,20163,9383,10443,25275,10107,14556,29887,11501,17979,29359,11399,17071,29194,10235,17651,29178,10538,17596
102,102,62740,59531,1517,795,769,223,35,0,0,65400,60243,2859,1201,884,268,44,0,0,65661,59307,2981,1329,1098,746,83,65771,59409,2985,1351,1112,746,85,65956,59810,3553,1566,1020,201,27,862,890,0,21,796,65721,58974,3732,1704,1129,323,25,48458,46461,897,455,511,184,19,0,0,49890,46780,1579,716,639,139,10,572,547,0,10,37,0,51201,46940,1901,798,795,546,57,51201,46940,1901,470,640,48,24,1031,50185,46665,1923,765,650,102,8,0,0,0,0,50575,46295,2402,891,655,228,4,631,563,8,4,51200,46707,2531,886,790,201,9,522,621,10,9,28013,9881,17656,26717,8206,18511,29858,7330,21324,29751,7625,20583,29193,8177,21016,29218,8662,18901,29071,7932,19296,23809,7688,15649,23806,8569,14813,29115,8365,20024,34332,9697,24167,33887,9717,23146,33682,8260,23928,33730,8704,23724
103,103,62009,39342,4244,15983,3024,608,65,0,0,63205,38297,5991,16237,3663,399,81,0,0,63988,37333,7374,15719,3563,1174,121,64346,37408,7395,15877,3568,1178,123,63381,38945,6542,16241,2610,534,46,12901,2402,131,0,2297,63319,38019,6842,15809,2869,802,105,48745,32852,2647,11134,2291,419,47,0,0,47172,31811,3480,10314,1314,161,10,9688,1215,87,10,101,0,50946,31708,4922,11288,2713,865,79,50946,31708,4922,9748,2423,112,24,1694,48092,32896,3696,10141,985,247,0,0,0,0,0,48448,33113,4100,9630,1234,336,0,8687,1084,139,0,48645,33035,4082,9580,1463,258,9,8473,1260,56,9,30344,19004,10919,27898,17430,10468,29456,17412,10793,29073,16617,11424,28575,16937,11638,28656,17474,9675,28503,16408,10339,24118,15373,8197,24126,16242,7368,28589,17608,10209,32710,20430,11765,32252,19638,11408,32007,18020,12379,31982,18588,11857
104,104,59473,27641,9128,21744,2353,588,146,0,0,61159,25442,11350,23788,3484,719,302,0,0,65086,24091,13750,23395,4998,1391,126,65491,24180,13780,23516,5004,1391,126,60889,24711,11367,24118,4503,852,206,19183,3554,97,0,1893,64782,27016,12505,22751,5323,938,550,44077,23525,5576,13821,1668,378,82,0,0,41896,21026,5308,13620,1596,294,0,13087,1392,100,0,142,0,48922,20890,8871,15673,3752,978,95,48922,20890,8871,13418,3481,122,25,1851,41696,20491,5402,13419,2117,162,0,0,0,0,0,45709,22954,6159,13593,2314,281,90,12961,2283,40,90,44487,22213,6556,12873,2454,301,54,12041,2340,23,54,25365,16847,8163,23310,15677,7633,24418,15362,8127,23652,14707,8482,23117,14843,8274,23213,15340,7167,23043,14722,7606,18804,12594,5882,18828,13131,5331,22979,14999,7489,26367,17371,8681,25815,17044,7919,25428,15387,8738,25415,16009,8310
105,105,54872,36999,3136,12605,2613,398,56,0,0,57526,34610,3910,14878,4735,307,5,0,0,62669,33466,5501,16653,7162,897,87,62825,33505,5507,16739,7164,897,87,58805,33771,4226,16187,5261,277,11,13771,4729,83,0,1981,63703,34486,4530,18586,7193,390,115,43721,31317,2008,8718,1846,273,43,0,0,42536,29040,2145,9262,1827,187,0,8725,1529,18,0,75,0,49619,28886,3582,11777,5188,657,64,49619,28886,3582,10124,4861,73,12,1831,43400,28498,2355,10133,2256,136,0,0,0,0,0,46574,29148,2619,11514,3065,112,0,10915,2829,30,0,47398,29024,3325,10926,3917,254,0,10005,3577,17,0,29507,17179,11955,27961,16444,11517,29624,16914,11541,29232,16312,12434,28687,16751,11936,28727,17771,10183,28510,16705,10995,25318,15973,8867,25282,17012,7819,29426,18036,10754,33839,21148,12235,33428,21055,11388,33132,18410,13306,33107,19679,12141
106,106,64694,56455,2212,3031,2829,384,85,0,0,67046,56459,4662,2857,3016,478,9,0,0,66783,52877,4911,3990,4141,976,110,66872,52950,4914,4023,4160,977,111,67732,55603,5104,2896,3171,670,11,2065,2617,99,0,1364,67405,54483,6046,2735,3295,456,14,48717,43810,1294,1528,1947,257,39,0,0,51242,45678,2112,1596,1547,283,0,1523,1343,98,0,14,0,53022,43254,3454,2631,2941,704,73,53022,43254,3454,1940,2623,48,22,1513,51397,45733,2383,1552,1457,327,0,0,0,0,0,50818,44708,2897,1524,1398,240,0,1208,1172,0,0,51485,43437,3629,2034,2122,225,0,1501,1882,5,0,31739,13143,18125,30357,12046,18311,32948,12700,18720,32729,12148,19903,32073,12185,19888,32167,13335,17749,31918,12283,18501,28004,12734,14713,27922,14019,13367,32759,14228,17752,37839,17054,20226,37457,16864,19444,37043,14339,20942,37080,15192,20352
107,107,70017,67060,912,1523,308,267,38,0,0,67482,63224,1844,2245,299,429,47,0,0,67082,61322,1966,2260,491,868,71,65921,60933,1805,1677,487,867,70,67254,62604,1802,2560,435,371,55,1680,200,35,12,927,67102,61917,2086,2777,438,423,36,55838,53706,573,1183,199,183,22,0,0,54088,51182,1098,1480,196,155,15,1405,164,68,15,16,0,53951,49925,1253,1706,311,607,38,53951,49925,1253,1453,192,52,4,984,54529,51192,1164,1745,231,189,10,0,0,0,0,54484,50945,1347,1789,177,236,0,1606,73,8,0,54160,50314,1509,1855,218,234,13,1688,89,6,13,26480,10901,14887,23019,9046,13973,27356,6342,20059,26789,7664,17130,26134,9068,17066,25901,8302,15547,25770,9076,14368,21231,7249,13675,21148,8568,12176,26348,7922,17769,31500,8205,22872,31076,9417,20669,30726,7727,21404,30896,8260,21535
108,108,65795,61850,1847,1328,611,347,28,0,0,64600,59812,2149,1545,994,332,23,0,0,65153,57996,3011,1896,1154,1009,94,65258,58091,3012,1914,1156,1009,95,64023,58935,2407,1367,982,307,14,710,806,65,14,869,64793,59058,2642,1498,1032,305,17,51845,49522,1072,698,412,235,18,0,0,50817,48118,1254,789,423,232,4,682,370,134,4,23,0,51636,47009,1832,1059,844,738,74,51636,47009,1832,731,700,77,18,1173,49991,47563,1318,506,385,256,10,0,0,0,0,50651,47860,1418,636,500,233,4,577,422,35,4,50181,46975,1741,713,535,200,8,637,419,0,8,25601,10245,14778,25435,9746,15689,27662,8110,18355,27546,8576,17111,27017,9846,17171,26908,8895,15823,26809,9580,14943,22380,8538,13478,22364,9487,12437,27162,9395,17035,32186,10666,20975,31819,11249,19532,31653,9581,20568,31714,9914,20565
109,109,67295,63500,1349,1514,713,334,31,0,0,65652,61195,1806,1504,850,298,83,0,0,64727,58831,2140,1449,1071,948,62,64825,58921,2141,1474,1075,949,62,65390,60683,1933,1447,845,299,183,985,749,40,105,854,64924,59481,2219,1453,861,457,134,54739,51956,922,1163,535,245,23,0,0,53600,50690,1044,1057,478,257,15,963,428,62,15,28,0,53098,48896,1493,988,811,716,51,53098,48896,1493,671,610,51,15,1253,53320,50450,1034,965,554,225,95,0,0,0,0,53160,49920,1348,1014,557,221,110,934,471,24,110,53386,49823,1622,1016,520,228,164,878,333,12,164,28204,13191,14447,25074,10857,14217,28228,8934,18004,28102,9819,16292,27621,11082,16539,27591,10589,15122,27654,12036,13590,22638,8837,13437,22638,9822,12424,27066,9888,16420,31171,10532,20098,30721,11690,17991,30425,9693,19144,30711,11392,18108
110,110,67120,64727,916,622,518,432,32,0,0,65191,62058,1104,775,482,666,102,0,0,63408,58447,1199,988,759,1332,84,63536,58571,1200,1005,763,1334,90,64457,60350,1040,1115,559,1155,62,730,399,63,54,1696,63218,59587,1167,858,572,671,52,52051,50512,571,328,370,312,22,0,0,50835,49145,584,373,219,497,64,291,149,66,64,20,0,50278,46879,730,590,536,1014,52,50278,46879,730,402,403,90,7,1667,50375,48165,520,565,264,847,39,0,0,0,0,49540,47800,557,453,301,512,10,314,159,40,10,49696,47849,646,375,302,489,0,206,168,11,0,29305,12826,15867,25882,10767,15115,29035,8104,19676,28895,8809,17758,28365,9359,19006,28281,8542,17530,28257,9120,16911,23225,8452,14351,23308,8665,14127,28292,9056,18394,33592,10148,22873,33014,10471,21525,32694,8839,22152,32881,8585,23215
111,111,71854,67820,1612,1716,426,362,57,0,0,68697,63825,2005,2168,553,511,76,0,0,66054,59676,2018,1895,602,1226,53,65251,59282,1934,1591,600,1226,53,68321,63319,2236,2132,534,452,37,1642,294,31,10,765,66418,60869,2367,1913,691,668,39,57419,54185,1229,1479,300,283,41,0,0,55815,52130,1434,1645,250,334,10,1512,200,67,10,60,0,53980,49069,1456,1627,435,878,35,53980,49069,1456,1434,297,92,0,1526,55780,51975,1609,1655,232,308,10,0,0,0,0,54450,50525,1765,1466,257,473,10,1379,215,33,10,53580,49555,1815,1536,219,409,8,1454,164,30,8,31460,13613,17166,28721,11151,17570,31612,8745,21601,31469,9391,19471,30860,10325,20535,30732,9452,18870,30736,9988,18089,26384,9526,16416,26156,9433,16241,30818,9763,20264,35973,10830,24708,35398,11253,23193,35084,9640,23852,35246,9810,24269
112,112,62162,59061,1356,989,634,215,30,0,0,59350,54653,2293,898,1307,230,33,0,0,62663,55790,2755,1917,1190,807,48,62766,55877,2758,1946,1207,808,48,59083,53678,2676,1230,1341,232,34,520,1255,9,34,863,62574,55811,3298,1889,1314,529,94,49611,47808,775,483,428,150,22,0,0,46405,44400,938,476,413,88,60,399,367,0,60,45,0,50663,46173,1657,1161,872,575,30,50663,46173,1657,706,694,69,4,1214,46760,44270,1177,585,507,123,45,0,0,0,0,49160,46080,1424,819,501,198,4,411,423,37,4,50034,46620,1809,872,479,213,0,480,295,50,0,33114,21547,11190,29822,19934,9888,32312,16038,15270,31798,17145,12148,30897,19660,11237,30679,19854,8830,30360,19343,8853,26689,16730,9686,26568,17710,8531,31271,17924,12603,36045,19043,16647,35188,20987,13260,34632,18711,14433,34737,19418,14134
113,113,61773,50321,5680,3746,2222,404,54,0,0,61911,46261,7575,5219,3128,415,53,0,0,62492,43393,8771,5772,3987,1053,109,62709,43516,8794,5845,4009,1053,109,61591,45256,8047,5040,3271,421,64,3152,2979,4,50,1994,61419,43120,8794,5682,3634,512,126,49034,41633,3413,2225,1779,284,41,0,0,46148,38507,3584,2555,1162,274,32,2027,1038,0,32,4,0,49841,36770,5729,3595,3153,731,76,49841,36770,5729,2681,2893,91,18,1439,45519,37660,3648,2590,1306,263,38,0,0,0,0,46074,36752,4369,2870,1800,252,69,2292,1617,20,69,45614,35544,4654,3008,2096,177,50,2528,1911,24,50,27562,17392,9830,23680,15667,8013,25466,13649,11077,25116,13895,9431,24511,15338,9173,24358,15122,7597,24145,14915,7589,19899,12503,7210,19803,13021,6529,24108,14189,9396,27888,15679,11957,27311,16505,10005,26919,14694,10909,27029,15212,10834
114,114,62609,56557,2792,2040,1200,213,40,0,0,62029,53302,4824,2307,1885,582,71,0,0,62284,51163,4942,3513,2207,759,90,62413,51240,4965,3565,2214,760,92,62410,53537,4685,2638,1838,660,51,1562,1671,33,5,860,63312,53640,4886,2752,1832,472,53,49504,45701,1679,1209,885,127,26,0,0,47679,43300,2403,1170,635,136,7,997,562,39,7,60,0,49932,42759,3077,2107,1561,515,51,49932,42759,3077,1526,1394,42,6,1024,47966,43439,2427,1274,697,164,6,0,0,0,0,48712,43568,2607,1557,785,198,4,1214,639,53,4,48099,42661,2577,1732,967,137,0,1380,725,35,0,32481,19754,12349,29668,18072,11596,30785,15577,14273,30407,15880,12421,29620,17647,11973,29424,17424,10066,29191,16988,10103,25480,15510,9660,25404,16359,8727,29939,17044,12201,34487,19079,15095,33798,20044,12866,33228,17660,14097,33387,18310,13890
115,115,63110,39310,10571,12631,1658,766,146,0,0,62550,34791,13907,12970,2170,1296,176,0,0,62586,34054,12878,14420,1960,1332,136,62673,34092,12891,14471,1965,1333,136,63315,35811,14564,11442,2277,967,209,9224,1302,30,0,2060,63339,34817,13302,12572,2475,688,327,46788,31315,6646,8161,1103,518,89,0,0,47082,28536,8824,8258,1090,330,45,8029,1027,40,45,104,0,49046,28643,8808,10203,1472,978,104,49046,28643,8808,8197,1166,98,23,1643,48085,29588,9466,7358,1261,289,125,0,0,0,0,48200,29304,8510,8297,1623,293,200,7782,1478,73,200,47688,29200,8516,8017,1465,310,83,7449,1329,69,83,24814,14877,9603,22425,13534,8891,24931,13174,10870,23842,13092,10125,23205,13222,9983,23104,12370,9820,23102,13091,9106,19673,11580,7808,19684,12072,7316,24500,13873,10104,29868,17006,12502,29374,16830,11603,29212,15808,11979,29210,16074,12040
116,116,60739,44298,13570,3273,488,441,111,0,0,59687,34754,21722,5655,409,296,97,0,0,65168,33570,27777,4852,669,860,192,63945,33150,27597,4240,664,859,194,59791,34647,21970,5595,511,347,101,2121,220,36,0,721,64747,34373,26757,6925,625,327,149,47336,36830,8234,2418,370,290,74,0,0,40644,30087,8391,1985,63,134,0,1908,53,29,0,14,0,50477,28996,18574,3550,485,591,112,50477,28996,18574,1837,336,25,11,585,40585,29645,8733,1899,147,150,0,0,0,0,0,42870,29440,10943,2047,333,60,0,1856,114,4,0,41972,27533,11840,2146,344,69,23,1831,123,0,23,20232,9951,9802,17913,8641,9272,20288,7190,12644,19614,7997,10380,19056,9032,10024,18977,8778,9021,18957,9250,8603,14766,5566,9076,14664,6953,7519,18488,7425,10738,21278,7619,13464,20717,8989,11224,20443,7688,11886,20458,8079,11780
117,117,63817,60985,1214,867,533,322,46,0,0,63885,59800,2446,1056,719,164,32,0,0,61683,56108,2861,960,680,869,57,61755,56177,2862,976,685,869,57,63531,59062,2501,1191,842,247,31,578,639,28,0,684,61626,56041,2772,1554,997,272,37,50996,49088,749,639,347,234,28,0,0,51289,48909,1291,512,438,114,0,451,344,32,0,47,0,50505,46890,1736,534,494,638,33,50505,46890,1736,294,355,29,8,1124,51300,48740,1242,688,498,127,0,0,0,0,0,49885,46915,1458,829,520,168,0,532,421,12,0,50105,46974,1773,714,478,206,8,355,389,0,8,27871,11791,15586,27113,10663,16450,29413,7604,20951,28727,8592,18199,27859,9788,18071,27723,9458,16431,27710,10238,15686,24427,7770,16409,24304,9438,14562,28963,9242,19113,34212,10255,23634,33583,11844,20824,33172,9621,22142,33216,10632,21563
118,118,62085,59129,1429,831,630,201,36,0,0,61593,56762,2549,1569,779,230,34,0,0,61669,54717,3193,1985,990,709,52,61770,54802,3196,2019,1002,709,52,61253,54891,2975,2186,972,276,78,1422,463,41,0,1296,61891,54220,3626,2454,1470,290,52,49940,48161,850,410,428,138,23,0,0,49718,47138,1206,729,510,131,0,621,436,46,0,55,0,50480,45979,1962,1162,708,495,43,50480,45979,1962,798,564,31,2,1046,49145,45991,1491,945,513,161,0,0,0,0,0,48954,45565,1649,971,602,220,0,753,379,23,0,48547,44247,2139,1113,855,225,17,770,573,9,17,32000,19174,12404,28612,17236,11376,31436,14118,16487,30720,15020,13549,29683,16861,12822,29583,16933,10788,29342,16771,10653,25457,13898,11329,25359,14978,10083,30484,15753,14121,35968,17317,18311,35147,19394,14927,34423,16562,16363,34535,17420,16021
119,119,61835,56856,1745,2360,853,282,35,0,0,60988,53030,3508,3430,1466,376,56,0,0,61321,51185,4003,4296,1143,916,68,61334,51232,3992,4299,1144,919,65,61148,51632,4979,4417,1550,157,58,2444,1005,87,32,956,61180,49796,5854,5229,1396,498,58,48692,45626,1009,1441,549,173,23,0,0,47907,43784,1607,1593,662,198,25,1429,630,88,25,70,0,48592,42285,2401,2430,814,658,49,48592,42285,2401,1898,647,43,3,1209,47235,42215,2310,1954,603,93,30,0,0,0,0,46500,40770,2815,1996,699,243,30,1719,636,12,30,46363,39822,3125,2423,795,184,22,2086,700,4,22,25893,14547,10967,21466,12040,9426,25573,10154,14662,24966,11114,11988,24002,12672,11330,23977,12165,9996,23921,12446,9685,20758,9818,10750,20662,11130,9250,24890,11528,12794,29421,12597,16524,28745,14459,13541,28334,12359,14647,28303,12832,14528
120,120,63238,59147,1107,2095,791,208,37,0,0,62367,56733,2284,2836,690,236,20,0,0,62761,55141,2327,3249,1115,723,84,61645,54723,2195,2725,1110,723,85,62746,56734,2369,3107,627,372,34,2257,497,117,18,754,63064,56745,2680,2847,738,348,35,51556,48538,757,1645,532,127,20,0,0,50780,46730,1510,1963,473,114,0,1839,416,70,0,8,0,51894,46442,1590,2404,783,484,46,51894,46442,1590,2123,644,47,13,947,51045,46775,1546,2047,449,121,4,0,0,0,0,51745,47440,1720,1852,557,107,4,1671,375,24,4,51303,45980,2069,2511,443,228,5,2150,330,10,5,29688,15642,13664,27367,14171,13196,29428,12049,16530,28892,12531,14647,27974,13695,14279,27851,13293,12798,27826,13609,12480,24627,11851,12530,24559,13137,11082,29102,13700,14774,34088,15458,18260,33543,17187,15491,33045,14529,17095,33049,15222,16765
