ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
135,135,37208,32406,1481,2006,714,743,81,0,0,39689,34168,1276,2455,1020,1138,24,0,0,37546,29651,2192,2945,961,1572,142,39109,32380,1973,2585,1075,1154,31,1898,522,366,13,46,1904,39563,32532,2314,2806,1090,850,70,30724,27322,1004,1284,604,579,55,0,0,31334,28202,825,1285,349,516,14,1165,242,221,160,0,31186,25322,1581,2021,777,1249,108,31186,25322,1581,1563,523,191,49,142,1815,30985,26960,1161,1613,448,586,12,0,0,0,0,0,31539,27331,1341,1540,561,629,2,1408,272,81,2,30449,25669,1720,1742,512,617,2,1261,213,99,2,17110,8648,8158,14724,7022,7702,14906,6490,7250,15057,7409,6828,15015,7315,6980,14719,6921,7798,14791,6336,7349,13040,6859,5525,14887,7351,6878,15623,8127,7081,15596,8030,7107,15303,7247,7492,15357,7488,7228,15338,7085,7559,15294,7263,7412,15072,7774,6891,15617,8003,7318,15473,8093,6921,15514,8046,7113,15310,7530,7349,15304,7537,7035,15275,7698,7098,15294,7347,7341,15331,7625,7309
136,136,34225,30554,1092,1193,880,589,80,0,0,35436,31360,1040,1336,1300,486,39,0,0,37448,30749,1910,1855,1576,1326,110,35535,31778,890,1058,1361,545,8,504,1002,76,8,32,1245,36044,31543,1248,1431,1399,434,47,28119,25640,717,727,659,426,52,0,0,28547,26171,677,717,590,369,10,549,523,131,20,0,30773,26005,1317,1169,1100,1048,75,30773,26005,1317,863,908,158,32,89,1401,28623,26259,655,564,692,359,10,0,0,0,0,0,28475,25835,832,708,736,247,0,608,612,20,0,29760,26286,1259,1032,818,321,0,868,672,41,0,18260,8393,9635,16579,7196,9383,17418,7115,9123,17613,8047,8786,17579,7993,8914,17284,7216,10068,17354,6916,9355,16312,8066,7683,17371,7954,8774,17766,8614,8728,17734,8280,8991,17414,7508,9340,17495,7780,9115,17511,7400,9431,17434,7503,9333,17430,8624,8404,17766,8961,8525,17676,8966,8244,17684,8887,8452,17446,8240,8792,17468,8248,8541,17415,8408,8568,17446,8035,8842,17489,8277,8819
137,137,32825,31050,463,298,675,360,23,0,0,34552,32344,404,588,869,460,0,0,0,36995,32903,939,546,1196,1126,56,35416,32632,516,782,989,641,0,123,747,96,0,115,1190,37229,33811,738,418,1400,370,0,25645,24466,294,164,444,268,16,0,0,26690,25491,242,217,488,231,0,161,425,94,18,0,29003,26171,628,302,807,852,29,29003,26171,628,187,677,130,8,90,1112,26931,25520,253,268,619,248,0,0,0,0,0,0,27897,26270,360,279,723,249,0,176,604,20,0,28500,26544,511,285,843,269,12,182,724,4,12,19893,6552,13102,18942,5530,13412,20017,5624,13526,20258,6693,13002,20246,7052,12758,19955,5714,14241,20044,5735,13551,18801,6469,11925,20308,6078,13768,21136,6482,14318,21177,6090,14748,20903,5286,15132,20925,5562,14941,21065,5286,15266,20876,5287,15132,22038,6895,14823,23188,7330,15577,23268,7684,15179,23177,7080,15799,22840,6336,16130,22907,6525,15780,22851,6640,15868,22869,6173,16173,22939,6444,16129
138,138,39280,37758,676,148,153,575,31,0,0,39637,37306,1287,279,109,704,33,0,0,38757,35223,990,311,268,1636,67,40017,37850,1042,246,188,728,5,37,171,166,0,5,750,40164,37801,987,302,172,852,0,31075,30105,406,59,101,416,17,0,0,32612,31017,902,115,46,501,30,18,43,182,18,0,31322,28802,627,174,191,1245,49,31322,28802,627,53,107,204,23,74,1432,32851,31446,713,96,80,548,0,0,0,0,0,0,32495,31067,505,198,76,653,0,59,56,68,0,32622,30886,754,189,99,668,0,83,34,78,0,20214,6258,13539,18901,4716,14185,20226,3533,16022,20217,5110,14195,20179,5123,14471,19933,4301,15632,19998,4063,15077,17995,4090,13446,20905,3955,16468,22932,4249,18460,22875,4153,18310,22445,3496,18489,22518,3717,18373,22663,3639,18519,22460,3579,18482,22954,4319,18336,24568,4419,19971,24382,4871,19115,24286,4536,19376,23906,3792,19673,23869,3966,19080,23883,4255,19152,23886,3965,19104,23995,3939,19616
139,139,32887,30859,827,400,344,517,46,0,0,35687,33082,1222,517,451,600,6,0,0,38745,34166,1310,718,699,1545,80,37182,34259,1153,653,562,759,8,240,439,160,0,81,846,38078,34313,1588,679,842,755,281,23769,22602,480,172,191,345,24,0,0,25748,24777,317,104,169,358,0,86,155,126,4,0,28618,25759,801,345,408,1060,46,28618,25759,801,203,267,175,21,67,1325,26809,25531,367,83,307,500,0,0,0,0,0,0,27665,25999,661,180,379,397,25,82,314,48,25,29616,27659,710,298,400,439,32,165,210,60,32,16342,5334,10784,16024,4360,11664,17952,3968,13101,18006,5421,11744,17991,5219,12194,17683,4460,13223,17802,4249,12700,15693,4494,10699,18758,4795,13386,20613,5375,14849,20494,5235,14788,20148,4379,15195,20234,4768,14938,20290,4400,15277,20141,4466,15112,20284,5213,14658,21603,5513,15831,21461,5746,15197,21367,5427,15511,21061,4731,15814,21086,4896,15316,21051,5112,15432,21046,4816,15425,21138,4952,15732
140,140,33582,31567,877,369,297,488,63,0,0,38394,36092,708,657,416,731,48,0,0,38748,34401,1425,637,493,1418,88,38380,35536,1257,820,308,634,24,395,54,54,0,16,1069,39119,35936,1281,883,238,503,63,24296,23163,485,157,162,320,33,0,0,27748,26352,325,377,275,410,0,251,72,75,24,0,28399,25619,870,324,305,1022,55,28399,25619,870,195,177,150,16,50,1322,27790,26405,545,373,148,324,0,0,0,0,0,0,28679,27194,642,421,135,298,0,224,64,72,0,29959,27989,996,510,153,302,5,279,92,39,5,15843,4744,10909,15857,4026,11831,17702,3539,13320,17792,4983,12035,17764,4873,12367,17490,4117,13373,17539,3886,12887,15618,4227,10912,18084,4257,13330,19422,4611,14499,19373,4488,14522,19014,3792,14718,19061,4048,14545,19141,3730,14835,19012,3853,14682,19847,4765,14727,21252,5072,15934,21181,5295,15488,21053,5053,15635,20686,4338,15858,20682,4460,15418,20688,4688,15507,20703,4398,15567,20793,4575,15761
141,141,39999,38395,565,254,186,604,54,0,0,39420,37788,607,197,206,594,38,0,0,38815,35579,776,435,271,1434,70,39423,37187,623,179,273,736,29,51,164,180,26,82,1117,38783,36016,738,398,307,923,57,30035,29025,304,121,128,445,27,0,0,29709,28601,364,151,106,486,0,120,80,244,9,0,29409,27201,456,217,165,1092,40,29409,27201,456,110,76,153,10,57,1346,29762,28590,354,117,142,518,0,0,0,0,0,0,29326,27869,449,225,160,569,45,55,78,153,45,29608,27827,551,466,134,517,38,135,70,45,38,19085,5742,12851,17826,4559,13267,18458,2745,15177,18485,4287,13398,18497,4524,13408,18277,3706,14571,18333,3342,14277,15686,3158,12056,18306,2892,14990,19653,2824,16557,19566,2805,16396,19283,2392,16479,19352,2482,16475,19391,2381,16548,19299,2526,16356,19088,2758,16054,20116,2693,17257,20028,3064,16620,19999,2774,16906,19777,2332,17106,19771,2461,16722,19769,2591,16771,19762,2415,16725,19807,2469,16961
142,142,38327,36249,743,380,260,725,49,0,0,38499,35548,1009,557,378,915,157,0,0,38875,35103,990,629,297,1533,82,38563,35528,1066,567,409,837,140,212,219,268,16,51,1198,39568,36131,1213,478,399,1041,39,28783,27509,422,178,163,521,30,0,0,28911,27155,564,236,184,643,4,170,161,190,98,0,29507,27019,597,311,194,1112,41,29507,27019,597,186,131,182,19,61,1312,28764,27042,610,213,184,648,14,0,0,0,0,0,29540,27804,576,165,244,694,19,140,199,99,19,30037,28223,701,140,254,746,15,125,145,84,15,17596,5989,11251,15271,4439,10832,16800,2912,13250,16791,4464,11505,16747,4737,11446,16547,3936,12611,16641,3384,12420,14420,3513,10445,16848,3244,13161,18129,3257,14612,18098,3123,14612,17774,2623,14647,17836,2780,14580,17905,2655,14691,17774,2878,14434,17678,3313,14076,18683,3299,15206,18545,3683,14418,18516,3357,14765,18222,2821,15005,18177,2962,14405,18162,3222,14433,18202,2933,14421,18174,3011,14658
143,143,41690,39130,578,1070,194,754,26,0,0,40334,37283,767,729,352,1217,12,0,0,38825,35144,774,1030,264,1317,50,40086,36842,948,778,596,773,40,602,558,372,0,27,732,39316,35560,906,822,375,1338,24,32280,30297,352,938,123,588,17,0,0,31559,29259,430,618,325,905,0,588,321,455,25,0,30437,27616,517,862,166,1006,36,30437,27616,517,780,86,185,6,70,1177,31509,29209,526,631,555,555,0,0,0,0,0,0,30965,28469,526,742,210,979,0,649,184,309,0,31019,28463,659,964,91,758,15,816,75,222,15,18641,6151,11963,18165,5090,13075,18363,3131,14649,18357,5081,12483,18420,5295,12471,18089,4491,13598,18201,4673,12867,15837,3734,11627,18171,3418,14315,19345,3218,15902,19311,3287,15622,18959,2872,15673,19049,2863,15784,19118,2781,15854,18905,3001,15507,18806,3186,15339,19733,3067,16509,19611,3544,15681,19568,3042,16140,19256,2736,16129,19277,2975,15581,19240,3088,15694,19227,2907,15556,19364,2889,15985
144,144,43401,41498,511,598,127,694,21,0,0,41905,39805,586,490,144,917,114,0,0,38615,35626,601,442,228,1441,54,41732,39258,606,640,166,1038,84,231,82,73,38,5,1444,38242,35543,506,755,234,743,87,33401,32062,308,423,89,546,13,0,0,32952,31437,375,246,106,627,72,177,53,75,39,0,30370,28189,383,279,150,1106,24,30370,28189,383,171,80,138,0,29,1380,32860,31253,442,258,114,714,38,0,0,0,0,0,29979,28593,327,289,146,569,29,195,93,59,29,29634,28353,300,191,163,575,0,164,145,51,0,19211,8366,10145,17195,6325,10870,18360,3594,14202,18085,6264,10845,18218,5875,11569,17676,5232,12444,17837,5870,11051,15174,4405,10343,17945,3982,13489,19623,3453,15960,19379,3917,14918,18694,3236,14997,18715,3413,14831,18911,2881,15451,18701,3358,14909,18399,3394,14729,19592,3141,16296,19243,3717,15085,19116,3177,15492,18704,2938,15388,18668,3217,14541,18668,3374,14704,18639,3250,14318,18951,3204,15278
145,145,37116,35906,467,299,193,289,33,0,0,37039,35334,650,607,335,174,7,0,0,37435,34784,652,551,278,827,43,37114,35351,644,612,292,214,9,467,252,85,0,25,290,37464,35266,708,731,368,347,58,28133,27351,287,173,116,216,12,0,0,28405,27470,348,298,142,128,0,294,142,80,4,0,29089,27217,407,405,190,613,26,29089,27217,407,357,126,61,2,27,892,28555,27555,311,355,127,188,0,0,0,0,0,0,28980,27780,389,424,162,207,0,368,138,24,0,29026,27803,371,448,48,226,0,336,27,32,0,17586,7984,9259,15723,5998,9725,17197,4062,12404,16981,6566,9695,17050,6633,9967,16456,5235,11221,16685,6073,9911,14801,5202,9148,17327,4722,12167,18931,4377,14287,18734,4641,13775,17980,3822,13753,18051,4103,13516,18254,3527,14173,17943,3970,13537,18284,4388,13588,19600,4386,15017,19162,4735,14034,19024,3929,14734,18473,3800,14349,18476,4073,13703,18449,4195,13728,18445,4110,13627,18715,4057,14359
146,146,35009,33374,429,702,276,243,25,0,0,36263,33809,620,1160,371,306,106,0,0,38840,35114,732,1179,489,1034,15,36012,33552,640,1092,313,365,112,586,191,5,25,39,985,38753,36226,520,1158,335,320,10,26364,25378,255,393,167,174,15,0,0,27307,25935,398,559,166,158,24,496,124,12,85,0,29839,27360,455,706,336,757,9,29839,27360,455,539,226,53,0,42,1164,26943,25430,460,589,117,201,24,0,0,0,0,0,28997,27638,408,523,209,196,10,426,103,18,10,29310,27316,520,530,250,690,0,443,172,38,0,18259,4809,13190,17878,3804,14074,19770,3234,15836,19674,4900,14045,19682,5135,14027,19341,3746,15595,19423,4025,14675,17290,3538,13431,20327,3786,16111,21995,3996,17704,22010,3876,17780,21631,3326,17912,21687,3552,17735,21797,2873,18441,21634,3394,17863,21464,3816,17323,22704,4081,18393,22551,4065,18063,22409,3668,18344,21956,3537,18013,22008,3766,17312,21946,4011,17334,22048,3566,17658,22191,3693,18062
147,147,37504,30061,1039,5381,847,310,37,0,0,39150,30665,1171,5837,1237,296,15,0,0,38871,28585,1441,6592,1228,922,35,39523,30723,1216,5937,1349,268,79,5121,1198,7,79,25,1151,39279,29319,1516,6408,1438,470,74,30215,25306,693,3345,711,222,20,0,0,30429,25802,505,3722,192,223,4,3537,169,27,17,0,31440,24471,971,4171,985,714,24,31440,24471,971,3863,817,73,7,76,1162,31129,26342,539,3718,283,172,79,0,0,0,0,0,31473,25807,667,4111,634,154,60,3814,407,25,60,31475,25961,898,3606,477,431,53,3410,271,78,53,17214,6846,10150,15310,5494,9816,15194,4979,9493,15121,5792,8714,15147,5866,8782,14848,5151,9697,14962,5106,9060,13500,5016,8177,14836,5567,8853,15443,6321,8807,15271,5941,8967,15075,5512,9086,15100,5803,8837,15147,5182,9414,15060,5544,9077,14392,5542,8515,14654,5979,8451,14409,5555,8339,14364,5281,8689,14121,5148,8578,14107,5210,8050,14085,5517,8047,14120,5054,8384,14209,5365,8425
148,148,39189,33256,705,4785,179,320,29,0,0,38615,32145,893,4931,209,358,19,0,0,38059,30595,935,5067,232,1028,24,38538,31930,942,4949,220,376,21,4290,145,56,0,85,1090,38055,31152,1004,5010,218,414,0,29339,25637,402,2948,118,257,22,0,0,29179,25155,403,3190,80,314,0,3143,68,145,4,0,28941,24103,551,3196,160,746,17,28941,24103,551,3015,116,62,0,48,1046,29120,25065,462,3235,116,281,0,0,0,0,0,0,28825,24580,535,3269,141,306,0,3108,36,26,0,28746,24384,530,2687,201,911,13,2475,19,9,13,18161,6258,11563,16702,5091,11611,17246,3575,13168,17131,5439,11040,17161,5412,11323,16879,5121,11758,16939,4762,11558,14412,3568,10594,16782,3857,12608,17718,3753,13769,17623,3794,13535,17350,3438,13619,17373,3630,13442,17450,3050,14012,17360,3444,13648,16736,3374,13170,17421,3525,13786,17236,3409,13488,17208,3109,13801,16927,3106,13544,16915,3358,12969,16910,3422,13072,16919,3359,12981,17072,3259,13566
149,149,44353,32470,625,10878,170,313,30,0,0,41062,29472,888,10525,24,425,6,0,0,38739,26697,700,10272,187,809,42,40264,28543,883,10380,21,403,6,9839,11,114,6,0,877,38235,26548,792,9169,46,891,26,33514,25545,377,7287,126,247,20,0,0,31292,23299,406,7248,14,362,5,7049,10,162,43,0,29574,21263,442,7074,122,603,28,29574,21263,442,6795,77,68,2,44,883,30612,22710,437,7164,12,327,4,0,0,0,0,0,28895,21634,412,6167,29,621,0,5963,14,37,0,27764,20718,379,5638,136,832,8,5488,126,31,8,17688,7797,9450,15682,6575,9107,16086,4865,10887,15791,6504,8754,15856,6313,9190,15449,5863,9586,15576,6129,8797,12213,3957,7966,14603,4383,9955,15173,4106,10945,14963,3937,10801,14603,3615,10639,14615,3803,10473,14695,3176,11082,14559,3652,10584,13640,3465,9993,14137,3605,10438,13808,3343,10073,13793,3081,10400,13480,3139,10101,13488,3488,9416,13450,3475,9586,13446,3391,9398,13667,3217,10201
150,150,44028,37169,1920,4395,209,371,29,0,0,41085,33906,2221,4369,284,337,66,0,0,38590,30473,2288,4565,160,946,64,40041,32683,2301,4218,262,358,59,3684,142,39,0,46,1134,37993,30102,2284,3577,309,1088,43,32966,28843,1051,2651,141,293,14,0,0,29859,26353,551,2587,89,267,3,2485,65,45,19,0,29245,24009,1369,2833,126,753,34,29245,24009,1369,2634,91,103,7,44,988,29307,25672,661,2582,139,282,0,0,0,0,0,0,27804,24052,685,2210,189,695,0,2012,54,27,0,26797,22884,833,2013,193,853,0,1721,52,19,0,16911,5939,10513,14848,4730,10118,15151,3098,11774,14835,4514,9766,14923,4022,10626,14709,4254,10455,14624,4133,9824,11556,2591,8708,14188,2955,10986,15212,2821,12259,15013,2923,11873,14694,2508,11885,14692,2701,11714,14787,2189,12281,14657,2555,11813,13993,2335,11499,14698,2418,12196,14410,2311,11749,14434,2149,12040,14168,2062,11882,14151,2326,11240,14164,2445,11381,14166,2299,11322,14313,2181,11915
151,151,40527,39236,425,370,129,391,10,0,0,39628,37810,664,623,137,377,54,0,0,38834,36073,707,619,224,995,29,39445,37499,667,671,57,369,8,466,10,76,0,40,677,38719,36368,736,738,44,520,25,31265,30411,253,226,91,297,7,0,0,30610,29622,313,402,53,213,0,365,35,69,44,0,30035,28149,426,339,132,785,17,30035,28149,426,270,92,80,8,31,979,30700,29559,343,414,28,352,0,0,0,0,0,0,30089,28878,418,437,42,360,0,298,18,23,0,29838,28532,408,493,64,341,20,288,35,11,20,18847,5418,12955,17533,4148,13385,18609,2529,15610,18529,4721,13118,18559,4509,13590,18133,3570,14563,18359,4030,13683,15379,2793,12289,18286,2827,15116,19622,2662,16762,19520,2714,16475,19177,2379,16473,19211,2540,16345,19303,1940,16918,19162,2402,16433,18915,2553,16148,19989,2670,17188,19789,2623,16782,19756,2395,17053,19439,2378,16735,19395,2631,15976,19373,2723,16080,19420,2661,15984,19630,2442,16894
152,152,37978,34006,634,2487,367,545,35,0,0,38352,33689,857,2746,426,648,30,0,0,37756,31804,846,3148,452,1309,49,38855,34078,825,2827,471,699,33,2051,378,276,31,13,1206,38427,33033,938,3184,139,688,60,29088,26565,365,1522,242,427,22,0,0,29040,26188,413,1731,206,488,20,1654,179,224,14,0,28906,25017,494,1956,304,957,32,28906,25017,494,1688,230,126,12,47,1292,29376,26587,355,1748,186,479,25,0,0,0,0,0,29301,26254,436,1972,93,478,29,1705,79,129,29,29341,26240,506,1759,331,459,4,1407,100,75,4,15557,4766,10467,14663,3908,10755,15116,2771,11849,14915,4068,10239,14987,3624,10965,14483,3118,11365,14791,3467,10721,12329,2715,9306,14840,3007,11493,15913,3060,12637,15807,3089,12432,15576,2726,12503,15607,2885,12399,15653,2391,12891,15512,2751,12446,14967,2788,11965,15606,2929,12535,15476,2882,12297,15432,2655,12522,15240,2607,12368,15268,2725,12089,15237,2853,12079,15234,2733,12047,15355,2679,12417
153,153,48218,46273,622,214,204,955,28,0,0,46666,44258,887,419,210,937,77,0,0,38604,35633,561,361,219,1578,49,46758,44100,1038,414,238,1052,38,185,204,227,26,51,926,39278,36533,782,399,246,1008,35,37354,36035,364,71,137,756,16,0,0,36115,34732,345,239,129,655,30,155,124,191,20,0,30390,28230,347,163,127,1231,31,30390,28230,347,75,68,171,8,16,1475,36394,34743,562,278,182,636,20,0,0,0,0,0,30562,28902,439,260,128,844,0,157,110,31,0,30042,28508,309,191,39,996,0,102,29,51,0,20629,7414,12537,19044,5762,13282,20142,3303,16223,19800,5552,13284,19864,5193,14031,19274,4867,14407,19500,5051,13542,16497,3687,12310,19393,3509,15435,20742,3159,17375,20518,3286,16828,19944,2888,16637,19989,3113,16448,20184,2554,17138,19972,2924,16641,19665,2935,16435,20889,2850,17908,20549,3095,16936,20482,2734,17374,20020,2619,17047,20014,2850,16126,19996,2986,16453,20014,2936,16177,20353,2782,17223
154,154,39534,37667,680,233,318,669,34,0,0,39287,37035,817,185,395,878,28,0,0,38889,35172,877,410,371,1718,58,39222,36904,859,190,390,856,0,111,279,426,0,61,582,39117,36307,970,394,402,756,37,29685,28475,398,121,195,496,27,0,0,29644,28266,439,79,193,622,0,65,118,289,35,0,29603,27085,509,231,253,1250,42,29603,27085,509,123,167,205,16,58,1440,29498,28150,458,85,198,587,0,0,0,0,0,0,29440,27946,565,137,168,571,0,77,126,82,0,29653,27993,641,178,181,586,8,130,121,32,8,16779,5601,10773,15591,4258,11333,17089,2835,13623,16995,4294,11835,17022,4367,12044,16751,3822,12929,16849,3662,12415,14318,3140,10768,16934,3089,13383,18253,3151,14858,18130,3144,14628,17779,2612,14732,17836,2819,14541,17915,2584,14838,17797,2684,14703,17537,3043,14238,18523,3009,15355,18303,3340,14575,18267,3051,14868,17937,2651,14981,17969,2839,14517,17942,2921,14646,17919,2737,14506,18091,2774,14973
155,155,41972,40185,717,212,188,721,34,0,0,40237,37971,885,550,214,738,4,0,0,38882,35429,939,403,281,1578,59,40895,38341,929,366,227,1045,0,242,140,578,0,3,659,39620,37120,770,544,193,957,0,33205,32010,445,100,126,551,25,0,0,32233,30854,439,300,70,572,0,201,38,235,25,0,31333,28822,610,224,204,1242,38,31333,28822,610,132,122,201,9,102,1335,33014,31402,436,269,110,811,0,0,0,0,0,0,32065,30506,461,283,85,684,0,223,37,209,0,31871,30216,613,220,95,691,0,156,76,133,0,20167,6572,13052,19206,5194,14012,19775,3242,15927,19651,4937,13667,19644,5098,13880,19307,4256,15051,19374,3975,14473,17239,3803,12923,19868,3495,15863,21635,3535,17840,21510,3564,17508,21036,2970,17559,21065,3154,17371,21221,2977,17625,21007,3053,17489,20974,3562,17079,22269,3549,18533,21974,3979,17483,21912,3623,17829,21443,3103,17930,21428,3231,17261,21386,3457,17392,21415,3202,17293,21633,3286,17885
156,156,34066,30407,2069,575,431,661,97,0,0,37687,33005,2692,917,640,561,58,0,0,38695,30897,3781,1121,849,1717,279,37771,32766,2952,1009,659,379,154,862,330,256,11,31,567,37994,32087,3107,1169,745,664,6,26438,24059,1311,333,296,492,56,0,0,28213,26162,949,392,299,385,10,388,212,249,35,0,30702,24984,2699,752,593,1324,235,30702,24984,2699,576,422,236,183,97,1505,28681,25905,1546,556,268,262,10,0,0,0,0,0,28680,25655,1751,451,322,500,0,445,167,68,0,29434,25958,2007,623,324,516,0,462,163,40,0,13547,4063,9264,13552,3394,10158,15346,2952,11862,15332,4015,10621,15317,3856,10970,15085,3431,11654,15154,3193,11212,13541,3251,9938,15794,3430,11951,17178,3721,13159,17110,3707,12994,16785,3173,13181,16831,3417,12878,16861,3071,13263,16744,3228,13060,16568,3541,12715,17424,3690,13559,17231,3816,12986,17158,3537,13233,16891,3152,13351,16928,3329,12906,16872,3533,12929,16886,3191,13079,16931,3380,13216
157,157,38634,35140,2444,209,206,722,38,0,0,38204,34040,2847,365,14,897,64,0,0,38001,32401,2987,374,291,1754,47,38241,33951,2911,385,92,848,51,122,35,256,45,27,894,38231,33374,3119,416,316,917,101,28459,26446,1336,89,126,498,26,0,0,27575,26095,698,136,0,658,0,91,0,247,0,0,28412,24880,1719,170,171,1261,26,28412,24880,1719,91,130,248,22,67,1255,27765,26035,928,124,55,619,0,0,0,0,0,0,27920,25745,1208,177,243,533,20,74,153,146,20,28081,25694,1344,229,255,541,13,78,161,122,13,16811,5097,11263,15246,3894,11352,16683,2901,13089,16692,4336,11525,16679,4482,11565,16422,3623,12799,16550,3475,12215,14034,3188,10311,16507,3097,12921,17905,3214,14426,17813,3185,14176,17441,2638,14360,17458,2855,14145,17584,2642,14413,17484,2674,14421,17336,3250,13797,18427,3248,15001,18223,3625,14138,18109,3399,14345,17788,2799,14606,17821,3047,14027,17810,3168,14152,17765,2988,13986,17893,2961,14551
