ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
24,24,214262,166516,19469,7172,20838,1195,222,0,0,214487,160717,21668,8752,23367,1622,515,0,0,217189,154677,25316,8400,26241,3091,230,213495,157452,23192,8386,23804,1399,539,6364,21368,92,74,412,4534,215055,153552,26045,8132,25044,1699,392,164559,131527,12741,4708,15202,812,153,0,0,159702,129220,10990,5222,13263,429,68,4963,12640,117,392,0,172216,127123,17400,5817,19675,2252,167,172216,127123,17400,4842,18241,133,24,490,3963,158865,127498,11666,5182,13551,498,67,0,0,0,0,0,157925,124031,13334,5273,14375,612,64,4605,13694,24,64,157612,120995,14492,5542,15534,610,130,4815,14568,62,130,103275,53705,48099,97115,45904,51211,105534,51408,45766,104959,47066,52082,89963,39506,45204,89999,41766,46113,104749,50415,49514,119570,63224,53818,119156,59642,54163,83922,43447,38990,99327,50565,45273,84647,43968,39341,84342,43073,38648,84231,42466,40135,84307,42680,40062,83486,40652,41146,83485,43083,40402,100890,51564,46569,114490,57215,53371,112170,58338,53681
25,25,233997,109712,91609,17684,16062,2063,225,0,0,235224,102397,97206,16979,19609,2150,347,0,0,217413,91195,87201,15973,21937,6885,281,234761,99922,96988,17604,21114,2228,341,13898,19518,160,173,1018,3097,219043,93111,88535,15363,21799,4026,582,164407,85618,56545,11286,11197,1298,145,0,0,142017,82694,37755,10060,10803,444,30,9454,10678,135,219,0,162708,75569,58745,11045,16016,4755,206,162708,75569,58745,9517,14958,195,48,412,3264,143206,79880,40434,10723,11531,448,4,0,0,0,0,0,136837,74762,39759,9929,11596,578,0,9128,11177,152,0,136723,72707,40488,9531,13076,586,7,8787,12451,178,7,74157,45004,28070,71112,41308,29804,76979,44837,26685,75795,41790,29268,62134,33552,24650,62090,34760,25631,74684,43084,28011,86167,52963,31377,85388,50507,30511,54192,32390,20776,68402,40651,25297,54463,32485,21006,54381,31716,20921,54242,31543,21487,54251,31517,21568,53893,30534,22119,54064,32475,21589,68988,40806,26292,80105,45675,32418,78576,47123,31397
26,26,210246,172456,14759,3048,19656,856,164,0,0,211948,164037,18154,4409,25334,905,389,0,0,217136,161969,20068,4563,27708,2725,266,213754,162815,18994,4631,26881,1381,384,2969,23536,71,208,360,4789,217708,162816,18918,5504,28588,1534,275,156310,131508,9373,1867,13232,562,122,0,0,151197,127567,7513,2442,12958,328,129,2281,12251,78,246,0,168118,130315,13293,2959,19321,1905,155,168118,130315,13293,2147,17994,148,25,351,3845,151955,128025,8320,2543,12461,570,154,0,0,0,0,0,155979,129212,9141,3275,13603,570,109,2819,12755,51,109,156074,126160,11256,3513,14266,629,23,2830,13229,61,23,104112,51574,51131,101187,43825,57362,109665,52009,48879,108466,44906,57890,94905,39961,50460,94933,42813,49871,109398,51366,53448,124675,67004,55129,123902,61297,58203,89021,47499,39973,104128,53654,47039,89483,47749,40372,89251,47633,38813,89048,46499,40898,89189,46661,40920,88667,44786,42225,88782,46846,41335,105653,55456,47648,118457,62710,52404,115852,60632,55161
27,27,212773,152111,33099,5969,21568,1346,217,0,0,213486,144006,36802,7717,24977,1796,424,0,0,217152,142724,35873,7477,29504,3425,201,211798,140089,38825,8354,24709,2086,313,5900,21881,196,96,331,4487,214495,137214,39577,9268,27462,2280,577,164574,123033,21344,3938,16033,842,152,0,0,138556,111197,11833,3767,10954,578,54,3380,10500,128,223,0,170797,117929,24094,5270,22008,2406,159,170797,117929,24094,4226,20673,112,30,462,3271,137597,108396,13390,4198,10738,585,74,0,0,0,0,0,141074,106983,15524,5214,12420,628,85,4759,11665,107,85,140499,104138,16901,4969,13761,430,68,4470,12912,45,68,89683,51022,37562,84632,44509,40123,92804,51615,34253,91196,44966,41540,76751,38254,34762,76768,40125,34795,90710,49288,37547,104388,62294,40125,102720,58421,39769,69340,42019,26182,84567,49391,32350,69650,41820,26860,69438,41432,26109,69277,40837,27214,69491,40918,27373,68932,39868,27865,68902,41147,27265,85429,50208,33243,97788,56566,39427,94217,55869,38344
28,28,207774,138294,28956,7216,33273,1663,240,0,0,208269,127052,33545,8027,39054,1633,784,0,0,217099,127747,36029,8832,43262,3742,235,207893,126370,32592,10416,38349,1671,475,8507,35061,392,24,584,4359,215022,127218,35463,11681,40540,2860,305,162905,113977,18711,4732,25227,1071,176,0,0,137625,96908,15025,5140,19494,593,155,4717,18664,342,314,0,171959,106255,24889,6259,33252,2648,169,171959,106255,24889,5072,31711,130,39,584,3279,137687,96645,15259,6295,18562,488,25,0,0,0,0,0,141853,97214,16276,6505,20576,753,8,5955,19484,243,8,139048,92745,17800,6012,21209,628,21,5490,20069,64,21,79400,47710,30599,74941,42754,32187,85226,49126,30818,82996,44842,33577,66567,35235,27969,66485,36431,28293,81633,45763,32375,95572,55653,38397,93474,53359,35151,57771,34396,22331,74479,43141,28914,57935,34247,22814,57868,33503,22829,57646,32999,23475,57860,33432,23301,57424,32484,23794,57479,34014,23135,75003,42795,30297,87877,46854,39019,83535,48568,34963
29,29,212479,163273,24412,6256,18430,1241,325,0,0,210883,154125,26337,6525,23834,1042,318,0,0,216815,152314,28930,7378,25841,2883,349,211180,153558,26027,7645,23464,1177,219,5756,20940,242,28,477,4151,217020,156167,28337,7987,22791,1755,250,161384,126770,15928,4779,13707,872,249,0,0,146025,118374,11060,4306,11652,393,15,3883,11119,183,275,0,169984,122999,20282,5738,19145,1995,274,169984,122999,20282,4599,17836,186,103,628,3351,149885,120109,12311,4462,12382,379,15,0,0,0,0,0,154770,122295,14279,4867,12404,529,25,4258,11635,127,25,154263,119060,14405,5298,14261,568,97,4631,13209,206,97,100991,63726,36229,95774,53900,41874,102494,65272,30035,101703,51766,46570,88796,49040,37183,88827,51816,35433,101322,60929,37261,113953,76672,35546,113130,71126,38840,81176,54845,25184,95434,63225,29605,81690,55802,24879,81363,56064,23071,81161,54408,25491,81338,54614,25450,80802,52972,26641,81390,57077,24303,96277,64039,30389,106913,70035,34434,105281,68869,36240
30,30,212675,92534,73246,27615,20013,2577,339,0,0,214518,82560,77492,27188,27483,2358,413,0,0,217254,76710,82394,26196,31018,6795,377,211122,82009,74010,27534,27338,2777,432,24089,25035,460,141,988,4405,214635,81683,75237,27342,30769,5201,363,153402,74957,45573,18744,14061,1636,229,0,0,123823,66925,26473,18737,10425,803,69,17789,9829,244,544,0,163116,64829,56132,19125,21716,4769,272,163116,64829,56132,17132,20570,175,70,966,3242,125479,66670,28039,19086,10535,812,95,0,0,0,0,0,130079,67363,31415,18253,11950,1040,20,16995,11438,355,20,130160,62724,34749,17810,13753,944,62,16547,12782,288,62,74086,50832,22393,68880,45054,23826,73665,49277,19764,72765,43378,26064,57759,35613,19529,57811,36670,19824,69633,44920,21930,78546,54197,22870,77923,50271,23747,48810,33309,14694,62585,42128,18443,49045,33344,14972,49011,33162,14388,48775,32631,15147,48848,32548,15331,48638,31897,15704,48882,33995,14887,62270,41693,19009,71159,46527,22885,69837,46282,23318
31,31,216739,134685,46805,19579,15797,2367,339,0,0,214299,127724,50860,20351,15397,2372,377,0,0,217217,113479,62182,22598,16766,6287,455,213611,124711,52830,19699,15690,2535,192,15898,13662,473,50,668,5316,217449,118780,58722,21874,17707,4119,350,153161,102206,28063,11932,10557,1469,210,0,0,145713,101439,22600,12334,8122,920,0,11638,7436,365,389,0,163747,92781,41359,14909,12192,4486,316,163747,92781,41359,12958,10759,265,81,750,4794,145494,98832,23945,12299,8975,843,0,0,0,0,0,0,148948,96269,27858,13327,10097,749,15,12418,9083,271,15,147778,92327,30412,13471,10473,659,56,12427,9239,132,56,89997,52085,36638,84090,45722,38368,91211,49642,34344,90107,46093,38880,73103,37367,31043,73236,39014,32129,87928,48104,35629,100617,60658,37813,99877,55710,39562,64738,38236,25278,80802,46413,31456,65056,38130,25890,64961,37545,25214,64703,37195,26125,64771,37280,26083,64519,35920,27070,64804,38951,25853,81216,47121,31898,92685,53437,36677,91082,53408,37343
32,32,217785,186108,22295,3591,5121,1439,188,0,0,214986,178593,25050,5365,5570,1411,140,0,0,217104,171197,29494,5283,6432,4547,311,215439,176964,26233,4537,6714,1992,205,2409,4525,97,19,232,4953,217995,174188,29330,5406,7482,2557,215,161825,142390,13520,1955,3369,960,124,0,0,159090,141164,11491,2647,2894,731,0,2248,2415,122,219,0,170092,139406,19226,3169,4554,3240,208,170092,139406,19226,2275,3563,207,33,387,4995,160617,141811,12570,2134,3479,711,20,0,0,0,0,0,162822,141341,14289,2659,3799,749,20,2109,3031,89,20,162391,139312,15171,3065,3942,647,62,2563,3162,91,62,99648,51374,46528,92966,42658,50308,99697,41537,51165,99245,40848,51036,81524,33419,42654,81584,35355,43671,98285,42569,50798,114705,53596,58757,113749,50579,57585,82023,39325,40902,95552,43625,48458,82388,39403,41303,82293,38691,40449,82004,38340,41676,82046,38349,41581,81698,36636,42826,81983,39296,42687,98107,45504,49865,114385,52389,59456,112373,51699,60512
33,33,206770,164750,23449,5715,12797,1429,176,0,0,214956,162466,29600,6925,15448,2435,211,0,0,217187,155158,33969,8035,16885,4557,212,215277,160130,30835,8193,15428,2302,158,5832,13220,143,16,314,4769,217812,156278,35696,8527,16128,1968,177,150106,123515,14452,3413,8472,883,121,0,0,154717,126238,14570,4205,8794,777,22,3602,8403,193,164,0,166796,124618,22344,5229,11936,3104,133,166796,124618,22344,4154,10631,147,20,503,4379,157225,125998,16073,4896,9274,725,8,0,0,0,0,0,160434,125252,19510,4818,10046,614,10,3844,8994,132,10,159663,123339,19653,5103,10527,690,44,3959,9323,128,44,95844,48614,45845,89281,40035,49246,99345,46259,46554,98825,42922,49604,85569,37535,42631,85713,39700,43813,100212,47246,48399,116619,60380,53838,115781,56611,53956,81668,42126,38047,96105,48075,44855,81948,42242,38236,81818,41715,37567,81745,41297,38891,81797,41160,39015,81354,39847,39857,81647,42276,39371,98476,49893,46188,113717,57271,54607,112463,57605,54851
34,34,225767,145639,35751,37732,6733,2543,237,0,0,217189,130172,40518,39935,7169,2225,237,0,0,216908,119706,43704,42435,8021,5674,261,216281,127587,41132,40683,7949,1670,225,33800,6435,169,4,338,6819,217321,124856,43008,41455,7964,2776,102,168196,118776,20887,23537,4534,1653,155,0,0,152571,107928,16239,24097,3189,905,4,23008,2815,234,269,0,165884,101451,28214,27360,5723,4126,179,165884,101451,28214,24712,4846,360,41,553,5707,152157,106699,17289,23774,3569,668,4,0,0,0,0,0,153497,104986,19087,24713,3733,708,30,23203,3058,81,30,153232,101402,22015,22882,4073,2516,61,20975,3295,272,61,89992,53214,34927,83912,48179,35733,83327,42971,34399,82033,40521,36015,64780,32938,24934,64654,32653,30159,77634,40461,33118,86728,48003,36933,85692,45762,36346,57828,30561,25802,71254,37804,30969,57856,31145,25560,58061,30474,25751,57681,28732,27319,57740,28626,27474,57608,29136,26916,57637,30242,27384,71171,38065,31243,81978,44224,35778,74525,33876,40277
35,35,202943,168684,21896,4184,7812,1324,188,0,0,212893,172775,24577,6882,9156,1262,176,0,0,217127,167479,29505,6371,9656,4202,234,212474,170680,25479,7597,9202,1226,71,5451,7095,120,1,195,3486,217766,170700,28215,9426,9081,2088,32,146336,125889,12773,2329,4912,817,117,0,0,152863,131551,11832,3603,5181,400,2,3363,4863,110,330,0,163660,131628,18538,3781,6573,2889,154,163660,131628,18538,2853,5618,185,21,412,4405,152891,131510,11533,3878,5403,420,0,0,0,0,0,0,156396,133816,12634,4148,5002,635,0,3692,4526,79,0,158018,131581,15909,3380,6015,852,13,2894,5214,42,13,93364,45428,46326,88795,37787,51008,98489,39904,51873,97848,38563,52500,83212,32374,44886,83267,34056,46894,99029,41338,52934,116683,53021,61299,115888,50185,60299,85181,38588,44921,97590,42744,51596,85547,38768,45227,85527,37756,44843,85200,37126,46255,85248,37183,46206,84872,35773,47123,85171,38270,46895,101001,44862,53568,118010,52234,63468,111993,43528,67957
36,36,227659,178908,21933,22267,4168,2200,192,0,0,219754,164571,24017,25413,5946,2005,222,0,0,217315,153379,25547,28355,6560,4746,439,218149,162409,24200,26052,5733,2172,404,20011,4776,489,51,370,5875,216869,158318,24995,26631,5973,2458,500,179011,147213,13645,14388,3013,1530,130,0,0,165213,135709,12248,14122,2073,873,31,12936,1820,357,271,0,170961,127949,16851,18305,4576,3475,354,170961,127949,16851,15917,3725,285,49,530,5655,164919,134322,12874,14367,2134,913,31,0,0,0,0,0,163698,131900,13303,15049,2310,1037,78,13102,1799,162,78,160952,127910,13928,15565,2263,1153,121,13340,1635,100,121,104429,62762,39916,94635,57414,37221,95602,47052,41309,94144,48580,40415,74771,37617,31520,74560,37727,34841,88501,45583,39030,97623,51514,44003,96619,51322,42328,70305,36583,32146,83052,42591,37753,70443,37034,31952,70759,35422,33214,70141,33683,34485,70314,34225,34213,70057,35137,33059,70330,36761,33498,82952,42769,38185,93116,47709,43241,90955,48509,42360
37,37,222642,196272,16511,5219,3954,1403,148,0,0,216456,185765,18971,6299,5037,1509,211,0,0,217029,179943,19628,6945,5831,4129,197,215386,184635,18610,5967,5651,1635,287,3632,4250,517,106,161,3468,217044,182676,19039,7795,6125,1904,340,170100,153569,9962,3258,2619,993,89,0,0,162310,146797,9351,3703,1442,912,51,3261,1199,465,145,0,168841,144256,12661,4357,3869,3034,122,168841,144256,12661,3492,3358,208,36,393,4437,163268,147397,9651,3526,1619,879,70,0,0,0,0,0,164689,147100,10289,4230,2032,777,2,3376,1773,138,2,163654,144309,11344,4578,2326,742,14,3578,2052,47,14,106309,51647,52118,100129,46404,53725,103499,37985,57490,102190,38885,57185,84547,31720,44909,84154,31609,50046,98576,37993,55832,110922,44217,64230,109768,44470,61274,81937,32305,47914,94090,36189,54807,82083,32521,47910,82545,30760,49197,81874,28953,50696,82040,28432,51486,81965,28624,51397,81834,29819,51966,95411,36869,56112,107367,41006,63651,95021,18118,75406
