ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,299062,142947,68871,65942,28932,3425,583,0,0,293985,134828,66408,63100,35463,2440,300,0,0,318937,133027,76391,70963,46296,6799,642,319736,133110,76598,65501,45355,5236,468,293153,132449,66313,63416,37373,2234,254,52588,31238,190,30,963,9384,305223,136011,67441,65976,42027,3062,239,231265,122498,46227,44628,21925,2298,424,0,0,195129,101847,37298,36401,18262,1117,39,35219,17555,276,561,0,250872,114244,53723,50950,35946,4914,508,250872,114244,53723,41476,32375,394,86,1735,6839,196156,100716,38199,37302,18793,1044,27,0,0,0,0,0,206331,104034,39348,39614,22217,1040,18,37923,20878,482,18,205559,98652,41314,39706,24508,1045,73,37646,22405,611,73,87868,55426,31720,77398,52481,24917,90292,52911,34754,84186,62417,20161,66082,44944,21064,67537,44824,21199,66372,43816,21224,79977,51302,27360,105923,58961,45782,58083,29626,28405,73292,40934,31747,59071,30607,28094,60338,28924,31298,58845,29301,29499,59499,29550,29850,77814,39734,37497,94045,44579,47916,89285,45994,42284,87539,43159,44380
24,24,306016,241037,32327,9304,24007,1395,316,0,0,315824,235295,39870,10548,30868,1413,298,0,0,319573,225764,40829,11869,40426,2757,430,319736,225851,40871,11539,40554,2606,405,315186,231204,40611,10837,33656,1730,321,7008,30523,420,55,467,4897,325808,229041,44381,11972,40516,1683,136,239193,191989,22387,6798,18187,949,242,0,0,232118,183497,23961,6091,17587,661,105,5367,16974,274,206,0,254435,184906,29147,8734,30745,2017,334,254435,184906,29147,6117,28775,188,53,1176,4073,230641,180157,24623,5755,19022,648,95,0,0,0,0,0,237393,179365,28038,6092,23114,490,15,5207,21358,168,15,236206,175732,27698,6144,25807,560,15,5221,23810,182,15,117345,45125,71210,105370,43172,62198,128146,39774,84716,122942,68778,52594,95217,40328,54820,96567,38646,56185,94842,37091,56015,115232,45922,67728,154660,50842,102151,104342,29781,74510,115398,35882,78731,105061,30062,74561,106173,27072,78994,104675,27439,77192,105649,28587,76889,126401,36231,89550,146174,39069,105120,142901,42698,99267,143103,35871,107232
25,25,274521,35130,54452,188545,9799,4205,738,0,0,301828,66919,57802,174500,16298,3940,589,0,0,318346,75373,61857,171766,21589,5785,845,319736,75395,62075,162273,19266,3220,434,303123,72097,58095,169564,17451,3993,894,148554,12826,398,97,890,10165,324832,80371,63224,174940,21073,5069,1204,206210,28309,38139,140368,7846,3059,538,0,0,209586,49163,35688,115120,8143,1292,37,113465,7036,412,683,0,251561,60282,46850,134814,17996,4578,647,251561,60282,46850,114995,14576,546,97,2297,11918,212933,51921,37054,113548,8902,1371,48,0,0,0,0,0,226064,58104,40631,114523,10707,1592,95,111688,8926,558,95,228675,59815,41244,113491,11745,1511,102,109632,9690,394,102,99238,96860,1956,100202,98676,1526,103707,98298,2452,100376,93944,2463,84693,82928,1674,85235,79257,1671,85244,82418,1577,95483,90570,2611,113923,106638,5979,66502,62271,4154,84506,79899,3803,68025,64109,3460,68775,63386,5260,68037,63986,3981,66102,62306,3544,88090,81218,5898,106997,94776,9359,103094,94471,7354,101142,93960,6932
26,26,281341,147729,76017,26467,35815,3530,577,0,0,301637,155837,72076,29948,46815,3064,800,0,0,322005,160301,77159,30404,56693,6715,754,319736,159444,76557,26899,55593,5359,601,303396,155529,71538,30906,48860,3125,812,22534,40966,350,349,1117,11004,315702,160470,74710,31022,52154,5014,1050,228905,125991,56986,20910,28220,2651,448,0,0,202463,119246,38905,18292,24332,918,315,17191,22627,256,572,0,260860,134528,59062,24271,44437,5057,622,260860,134528,59062,16974,40203,231,69,1703,8090,204061,119210,39508,18406,25300,866,252,0,0,0,0,0,212426,122894,41285,18517,27608,1006,376,17314,25377,215,376,214540,123315,42526,18780,28008,1220,66,16898,25728,288,66,103226,81629,20562,95371,78276,17095,112235,89114,18696,107969,89866,14144,97861,84127,13614,97701,78327,14002,96910,80115,14179,106800,87465,16301,128384,103275,23313,88310,69779,18461,101058,81193,18687,89456,71408,17434,89901,69827,19893,88827,69502,19238,87957,68851,18257,106749,83720,21789,123883,93905,26565,120200,94433,24267,116558,88628,24543
27,27,301000,150555,49757,22185,82704,2564,602,0,0,297539,153162,47554,23611,76833,2721,388,0,0,320063,159480,51820,27418,83880,3639,1359,319736,159296,51793,23548,83010,2400,980,298802,154006,48511,24298,75557,2512,357,16504,69060,545,34,1501,8642,300494,148938,51332,27034,76121,2475,619,264014,137807,40399,17709,70814,2063,511,0,0,224153,124629,35286,14747,47686,1165,90,13821,45550,619,598,0,281052,144618,43209,21847,72394,3070,1209,281052,144618,43209,14723,66836,232,154,1987,9293,227245,126580,36081,14806,48084,1005,28,0,0,0,0,0,232713,125518,38979,16024,50477,732,39,14558,48129,365,39,228409,126447,36050,16478,47795,681,77,14560,45604,347,77,116493,99222,16035,101080,85683,15397,117171,100316,12007,110500,93662,13024,93057,83198,9716,92616,78502,9601,91659,79133,10109,104495,89909,11660,122226,104687,15669,75925,61607,14258,94098,79482,13355,77670,64698,12423,78221,62485,15552,76425,61576,14778,75739,62342,12338,96877,79107,16758,115725,91492,21719,111111,89707,20356,105573,84314,17740
28,28,293152,229240,18843,10823,34400,1081,381,0,0,285783,210454,25382,9503,40728,1544,395,0,0,319639,225680,26206,14839,50059,2192,910,319736,225713,26238,14561,50877,1867,847,285266,206479,26690,9582,42411,1529,485,6751,37553,630,172,758,6235,285510,203692,25642,11668,42249,1773,685,258111,202821,16104,9428,29817,895,312,0,0,215353,171472,16488,5341,21039,720,49,4775,19814,295,345,0,279424,199715,22331,12523,42263,1794,799,279424,199715,22331,9008,38220,258,171,1715,8006,214949,169026,17521,5645,21816,683,43,0,0,0,0,0,216387,168084,17470,7469,21940,938,69,6966,20482,279,69,222725,171454,17341,8684,23936,776,82,8024,21852,160,82,136671,103523,32025,114754,80495,34259,131859,104637,21465,128574,102164,24004,105928,87378,18403,104013,82840,18006,103467,80855,20308,118654,95078,20932,138266,112693,23452,99669,75544,24075,113172,89117,22611,101640,79780,21434,101350,75688,25465,100048,74487,25477,100636,77090,23155,119175,92284,25814,138184,106231,29060,135699,104823,30051,131972,99951,31936
29,29,303394,35896,172977,107043,13641,7297,1295,0,0,306745,40131,168682,105152,14908,4495,676,0,0,318566,40930,173862,113961,18453,10184,1143,319736,40956,174420,88737,16215,5739,575,303556,39313,167349,106171,15301,3956,1069,78114,12752,288,115,2206,3416,313735,39572,170652,116647,16348,7514,1231,225737,31748,123523,76698,11066,5172,951,0,0,186377,31910,93266,53232,6768,875,145,52470,6151,365,522,0,246665,35688,130968,84878,14991,7706,867,246665,35688,130968,60095,12799,355,65,1637,5058,190105,30784,96392,54102,7947,528,114,0,0,0,0,0,203031,31084,102431,59101,9126,1002,379,57526,8516,188,379,204473,30797,100708,60210,10753,1414,635,57875,10173,363,635,92257,84898,6925,89010,83424,5586,96437,88107,6037,90269,83157,5387,69237,64810,4370,70559,64643,4227,69418,64009,4405,82861,75443,6130,101421,87964,12399,46727,38797,7886,68897,60762,7531,48716,41751,6668,49718,41339,8302,48093,40633,7417,44896,39493,5171,70201,58061,11577,89086,68812,19023,84472,67936,15686,81928,65058,15483
30,30,299822,54255,101182,145892,17332,5961,846,0,0,325761,68648,107351,149487,24252,5992,964,0,0,318207,67383,101477,141785,26595,8000,941,319736,67408,101893,125152,23697,3830,426,321625,67488,104523,147068,24051,5789,442,118928,19717,404,18,2017,8531,328664,69436,106503,148849,25060,7162,785,240289,48648,75481,114260,14984,4480,659,0,0,221923,53871,64263,90822,11136,1177,136,88471,9916,305,1303,0,265174,60610,80105,114660,23387,6572,751,265174,60610,80105,92166,19859,550,110,2127,9647,223482,54538,63916,92347,11010,923,26,0,0,0,0,0,229026,55517,65372,93585,12506,1127,8,90380,11163,286,8,227584,55601,61759,93789,14483,1476,20,89054,13107,188,20,118986,114017,4289,112412,108884,3528,120338,112495,4248,114982,106931,4381,96465,92940,3409,97155,90161,3300,96578,91405,3515,108337,101435,4540,124584,114717,8423,67617,61828,5715,91930,85589,5374,70088,64881,4727,70682,64521,6014,69442,63983,5382,62251,61410,357,91738,82916,7931,110214,95442,12760,105510,93974,10291,100845,90202,10643
31,31,322880,45182,222086,73578,12369,8347,1569,0,0,345749,51773,238938,73352,12956,11281,1102,0,0,318973,48131,213344,76870,13101,9766,1208,319735,48143,213874,50566,10618,4896,514,342723,50398,237617,76371,13616,11216,1914,37763,9035,369,96,2134,5309,344222,48209,240932,78471,13875,12555,1752,250689,40202,166220,57014,10071,6106,1192,0,0,206985,42217,126956,30335,6431,629,130,29222,5770,238,574,0,258824,42672,168946,61969,10977,7701,973,258824,42672,168946,31688,8585,261,68,1729,4875,213012,41267,133904,29407,6839,895,95,0,0,0,0,0,215478,40502,137233,29121,7343,870,8,28018,6120,273,8,205988,41265,124179,31215,7625,1281,45,29476,6547,399,45,101939,92137,9106,96621,90067,6554,110410,99560,7770,102183,93236,6047,78780,73829,4859,81138,73526,4720,79368,73163,4675,94035,84641,7450,112448,94559,16675,51021,41530,9434,77017,66769,9445,53248,44818,8035,54576,44154,10311,52700,43622,9020,44505,43336,518,76468,60931,14864,96588,69724,25434,89531,68795,19792,87707,68988,18494
32,32,289013,3854,186791,124498,4446,8476,1658,0,0,306466,4788,200566,129864,3835,4675,1065,0,0,318601,5705,203074,140397,5484,10143,1442,319736,5721,203584,109091,3876,5698,604,305269,5259,197380,138498,3709,4869,1031,95257,2211,608,115,1555,2887,317191,6298,201796,150156,4089,8279,485,200691,2928,128306,86077,3334,5825,1157,0,0,167082,3397,103392,57832,1384,929,160,57090,1292,494,217,0,233327,4264,148852,100853,4238,7534,1055,233327,4264,148852,71551,2783,413,58,1724,3682,170066,3938,104199,59455,1457,844,160,0,0,0,0,0,181834,4886,110259,63894,1578,1256,15,62838,1230,567,15,179708,4800,104809,66761,1888,1520,24,65599,1548,853,24,71478,68007,3271,70906,69184,1722,76901,72286,3428,70876,67435,2553,51489,49597,1867,53518,51012,1859,52202,50019,1787,64144,59986,3570,80191,69605,10036,28842,23908,4920,50013,44893,4837,30403,26150,4093,31316,26020,5262,30136,25681,4440,28870,24854,3910,49633,40420,8964,65184,47832,16870,60955,47270,13166,60174,45614,12388
33,33,306121,60749,166689,80660,19236,6801,1310,0,0,311060,53825,184118,72173,18450,3796,869,0,0,319016,53012,182125,85294,22722,10318,1181,319735,53046,182526,66360,20419,6433,617,305317,52808,181753,71412,17080,4403,939,50220,14027,411,45,1819,4241,307667,48900,183469,78105,19171,7386,1036,226917,51939,116459,58142,14565,4661,962,0,0,175387,39966,89770,35179,9274,754,50,34575,8662,435,418,0,244840,44699,135298,64742,17604,7604,885,244840,44699,135298,42354,15022,431,68,2204,4764,173253,39601,89410,34684,8426,634,120,0,0,0,0,0,176000,37164,92100,35918,9280,890,211,34750,8696,319,211,175455,37795,90072,36300,9936,644,166,35142,9438,246,166,78684,66408,11836,74002,65138,8864,83202,71353,9651,78521,70284,6669,58803,52596,6149,59909,52514,6030,58775,51802,6007,71246,61674,8427,88486,71474,16116,41756,32064,9664,60024,49270,10212,43202,34110,8839,44046,33183,10803,42751,32952,9773,39659,32619,6933,61312,46286,14546,76830,52739,22927,72885,53223,18828,71852,52014,17242
34,34,296019,74489,135328,79632,21753,5361,976,0,0,302722,60859,150337,78218,27517,3456,677,0,0,319179,62051,150919,84133,37961,8642,943,319735,62085,151175,73914,36665,6613,706,305769,61909,149445,77584,31427,4153,987,57490,27374,662,118,3491,5279,305508,61277,148569,79199,33104,5580,771,225194,63293,96582,58917,16032,3756,739,0,0,195695,50095,88701,42973,12575,743,90,42254,12039,424,720,0,248239,52777,112956,64808,28294,6540,694,248239,52777,112956,47382,25747,581,78,3442,5276,198995,49692,90859,43205,13779,938,110,0,0,0,0,0,201028,48827,91681,44323,15113,1155,45,43369,14587,522,45,198584,47414,88042,43688,17757,1325,50,42361,17216,566,50,94076,72144,21322,87735,70771,16964,94899,72852,19637,90008,75228,13303,68809,56387,12377,70023,55772,12575,68873,55530,12316,83052,65872,15986,105882,79235,25670,54784,36385,18372,72999,53426,19057,56323,38385,17676,57135,36933,20136,55765,36862,18880,54926,35852,18328,76760,52491,23791,95104,61557,32258,90873,61960,28106,89332,61345,27900
35,35,297273,145844,83975,52136,22610,3451,623,0,0,304746,139056,94015,56461,25193,3479,600,0,0,319268,132458,108875,57769,28416,6393,525,319736,132505,109041,52796,27912,5108,397,305158,136048,96792,56809,24970,3959,474,41655,21366,513,109,2251,6423,316734,137420,105239,59255,26021,4136,609,226710,118689,58083,37433,16766,2395,460,0,0,205614,109908,49287,31767,13563,631,75,30704,12907,217,501,0,248516,110184,78355,43432,21424,4658,395,248516,110184,78355,33101,19229,313,28,1821,5485,206005,108501,50862,31454,13971,874,120,0,0,0,0,0,217640,111636,57804,31325,15635,792,30,29868,14955,303,30,218046,106768,63071,30226,16547,977,101,28343,15754,360,101,120293,78155,41031,110065,73650,36415,122344,81710,36524,116037,85831,27995,93541,68049,25437,94455,65019,26991,92761,64997,25888,108744,76150,30702,134308,91358,41607,87611,55955,31642,102767,67979,33996,89327,56929,32048,90046,54908,35070,88330,54892,33422,85866,53739,32076,109742,70255,39058,131291,81648,48733,125906,81715,43461,123271,80382,41376
36,36,297128,34917,70694,193428,9559,4187,949,0,0,317521,30198,82903,205935,12480,5370,381,0,0,318970,26727,86452,207884,12446,5877,962,319735,26746,86619,198830,11329,3962,613,318261,29611,85782,203667,13569,4128,814,180849,10513,991,15,4145,6353,318431,28911,90485,199910,12681,3965,705,226545,30750,50091,145390,7346,2997,712,0,0,212529,24428,52067,127579,6523,1253,55,126635,6458,715,932,0,252109,23182,64801,164065,9661,4409,720,252109,23182,64801,144493,7547,615,86,3617,7768,214252,24440,53066,127653,6942,1176,15,0,0,0,0,0,215438,23820,54804,127108,7736,1431,94,124992,7071,649,94,209279,22205,53234,124332,7445,1520,119,121597,6650,566,119,102269,92075,9761,99771,92359,7412,102036,91773,8352,98021,90670,6028,78061,72829,5204,79309,72952,5354,78657,72859,5187,90873,83014,7000,109953,97078,12094,57210,49159,8035,77955,69168,8407,59428,51602,7607,60144,51042,9050,58947,50773,8152,56398,48670,7512,80227,68609,11297,98753,81291,16714,94669,79878,14138,90641,75503,13396
