ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
105,NORFOLK10,41302,38016,809,722,1634,187,32,0,0,43436,38941,855,1198,2379,69,5,0,0,43328,37240,1554,1116,2551,331,48,43116,38030,1230,1227,2556,137,6,673,2230,5,6,896,42528,36339,1769,996,2972,316,0,29676,27610,473,491,1003,119,22,0,0,32059,29841,548,666,965,48,4,451,885,4,4,25,0,33672,29644,970,737,1710,227,30,33672,29644,970,572,1537,32,11,713,32210,29676,818,527,1134,84,4,0,0,0,0,32410,29286,961,516,1523,101,0,361,1264,8,0,32462,28740,1260,525,1780,140,0,417,1385,4,0,22001,11702,9914,23450,11894,11556,15520,7848,7672,16095,5717,9643,24016,12618,9189,19775,10180,8919,19610,4439,15087,19637,12608,7019,18826,10639,7043,19381,12998,5908,19028,11818,6691,22683,11996,10047,26775,16437,9617,26417,15717,10448,26352,15372,10294,25989,13908,12047,20353,17790,0
106,NORFOLK11,42281,37238,1612,1679,1687,158,24,0,0,44293,36180,2710,2352,2890,138,15,0,0,44825,36121,2680,2430,3117,324,38,44545,36220,2912,2502,3109,232,19,1674,2520,39,13,887,44439,35743,2620,2417,3114,226,77,32062,28626,1077,1179,1107,103,18,0,0,33105,28477,1604,1399,1530,103,10,1369,1432,41,10,0,0,35443,29239,1849,1798,2163,241,23,35443,29239,1849,1448,1937,15,6,764,33380,28598,1599,1344,1654,75,15,0,0,0,0,33120,28177,1610,1491,1638,71,20,1473,1399,14,20,33088,27952,1808,1442,1651,152,0,1342,1394,9,0,23072,12380,10285,24920,13287,11633,17240,9617,7623,18044,7079,10347,25561,14786,8819,21891,12199,8989,21565,5978,15526,21625,14864,6752,20594,12383,6911,21352,15356,5394,20831,13990,6264,24449,14084,9817,28456,18747,9043,27857,17897,9803,27079,16765,9451,26595,15401,11156,26079,17516,8532
107,NORFOLK12,40436,34414,1472,1895,2444,163,46,0,0,41610,33877,2763,2584,2665,206,48,0,0,44681,33786,2777,3368,3670,488,42,41636,33222,2499,3115,2674,235,68,2329,2398,18,0,766,44662,33930,3228,3246,3352,146,71,31656,27505,992,1248,1732,100,32,0,0,30031,25906,1526,1335,1104,187,0,1207,999,31,0,18,0,35549,27885,1909,2361,2586,362,34,35549,27885,1909,1904,2462,32,5,1013,29892,25507,1480,1743,1059,205,0,0,0,0,0,31154,26454,1626,1714,1283,101,0,1560,1102,29,0,31334,26070,1911,1983,1304,62,7,1824,1034,10,7,21006,11332,9303,21983,11683,10300,15393,8514,6879,15992,6182,9156,23339,12753,8814,19143,10197,8262,18813,4976,13747,18962,12798,6151,18179,10750,6397,18765,13440,4818,18323,12149,5735,21811,12105,9198,25775,16071,9055,25238,15871,9213,24186,14000,9495,23781,13031,10704,23360,15684,7650
108,NORFOLK13,40396,36382,799,521,2596,87,38,0,0,43426,36524,1311,1183,4383,100,6,0,0,44512,36428,1601,1046,4694,237,33,43991,36987,1218,1184,4341,49,0,1018,3690,16,0,979,44194,36649,1361,1037,4553,72,43,28702,26230,466,288,1645,52,23,0,0,30093,26469,900,580,2070,59,0,536,1945,20,0,4,0,32708,27551,944,660,3055,159,25,32708,27551,944,421,2814,12,5,796,30474,26929,791,648,2086,35,0,0,0,0,0,30648,26838,818,679,2325,52,0,646,2172,19,0,31201,27252,731,518,2556,128,30,436,2396,12,30,24163,15037,8827,24834,14115,10719,18044,10737,7307,18683,7932,10185,25584,17099,6356,22498,14448,7288,22403,6874,15486,22407,16792,5607,21403,13962,6091,22060,16612,4873,21660,15608,5579,24821,15989,8272,28344,21291,6386,28067,19469,8513,27281,19738,6611,26870,17412,9372,21655,21113,0
109,NORFOLK14,42509,34990,1544,1167,4750,148,42,0,0,44366,33837,2225,1402,6847,140,79,0,0,44885,32821,2364,1473,7633,249,70,44170,32905,2570,1656,7061,116,83,952,5925,0,22,1494,44745,32645,2606,1928,7100,300,57,30739,25440,1023,846,3397,97,28,0,0,30378,24851,1229,692,3484,64,25,615,3062,25,25,65,0,34025,25377,1618,1088,5416,167,49,34025,25377,1618,823,5014,18,15,895,29912,24171,1338,692,3576,33,25,0,0,0,0,30550,24361,1443,906,3725,88,0,738,3409,19,0,30905,23432,1733,994,4598,77,43,817,4046,16,43,22061,14081,7665,21117,12000,9117,16340,9473,6867,16791,6942,9415,23003,16059,5174,19757,12631,6301,19739,6029,13670,19721,14640,5066,18764,11937,5546,19345,14064,4749,19014,13426,5161,21957,14335,7118,25139,19113,5336,24850,17499,7235,23336,17045,5469,23016,14787,8177,17780,17546,0
110,NORFOLK15,41840,30582,2168,1647,7430,190,53,0,0,42407,29092,2894,1657,8813,434,87,0,0,45747,29824,3101,2030,10195,327,90,42679,28558,3000,2150,9223,497,106,1347,7363,29,5,2282,45338,30472,3010,2089,9945,459,56,35163,26347,1667,1236,5855,133,43,0,0,29456,22882,1648,860,3693,156,14,731,3287,24,14,243,0,37707,25419,2379,1542,7838,247,62,37707,25419,2379,1119,7207,32,4,1341,29694,22510,1934,1230,3660,173,4,0,0,0,0,31419,24144,1958,1158,3886,169,0,778,3409,15,0,31780,23771,1856,1227,4621,125,0,881,4127,6,0,19882,16507,3092,21223,17306,3917,12786,10749,2037,13009,9223,3364,20931,17873,1979,17907,15504,1943,17835,10301,7516,17814,16149,1658,17124,13991,1719,17501,15128,1528,17433,15305,1581,19705,16446,2936,22025,19588,2106,21806,19265,2479,19878,17027,2140,19535,16394,3066,16839,16344,0
111,PLY1,40819,38176,701,966,495,301,31,0,0,43446,40126,830,980,1029,405,0,0,0,44291,39786,1209,1264,748,526,41,44381,41255,1094,972,649,338,0,658,432,0,0,793,44251,40247,1195,946,1221,373,85,31507,29630,491,725,310,209,19,0,0,34939,32605,584,839,711,271,0,704,566,0,0,0,0,36331,33034,889,885,518,376,35,36331,33034,889,603,401,53,5,1031,35585,33413,729,792,495,215,0,0,0,0,0,35759,33471,836,676,507,251,0,580,382,15,0,37296,34872,1015,788,343,270,0,629,167,45,0,21392,11009,10063,19686,9861,9825,15883,7862,8021,16361,5969,9654,24509,11503,10986,20993,9791,10578,20599,4553,15963,20879,11834,9036,20354,10323,9038,20675,13087,7155,20387,11508,8410,23681,11428,11699,27875,15610,11576,27549,15242,12129,30483,16191,13642,30260,14694,15528,29892,15678,14202
112,PLY2,41038,36781,746,1638,359,472,46,0,0,42796,37736,1259,1511,685,687,156,0,0,42708,36634,1124,2058,592,809,47,43177,37981,799,1232,824,472,191,459,565,44,33,1477,42830,36860,814,1500,1164,717,216,32045,29150,435,1066,238,320,32,0,0,33744,31551,606,838,381,263,19,669,311,18,19,95,0,35057,30736,712,1416,430,597,28,35057,30736,712,605,277,95,5,1920,35012,32776,491,924,521,171,33,0,0,0,0,35378,32788,595,1005,629,206,0,726,480,18,0,36002,33354,529,1257,514,221,0,963,430,15,0,20367,10742,9236,21094,10965,10129,13397,6772,6625,13722,5035,7859,21796,9510,10558,17686,7811,9206,17343,3886,13381,17530,9364,8153,17010,8611,7432,17306,10457,6372,17129,8675,7992,20295,9154,10620,24125,12077,11435,23722,12298,11032,24894,11397,13045,24512,10750,13739,24021,11768,12194
113,PLY3,39992,38091,510,361,728,268,34,0,0,42593,40516,570,458,830,244,39,0,0,42737,39231,953,541,1161,326,25,42981,40781,461,469,1026,182,20,235,745,18,20,629,42589,39759,774,558,998,227,55,29959,28773,314,227,418,184,20,0,0,32120,30925,322,254,395,169,20,159,380,14,20,30,0,33068,30822,607,345,715,252,20,33068,30822,607,187,571,29,5,713,32620,31425,227,254,539,119,20,0,0,0,0,32160,30615,446,304,583,137,55,179,503,34,55,33208,31499,647,232,673,191,11,133,539,45,11,23871,13023,10513,24429,12299,12130,17610,9469,8141,18244,6832,10722,25969,15093,8795,22176,12101,9411,21881,5426,16402,22056,14948,7086,21199,12402,7590,21743,15071,6130,21284,13744,7056,24897,14055,10282,28978,19211,9084,28685,17572,10978,27845,17694,9330,27586,15539,11992,27115,18160,8929
114,PLY4,43098,41310,462,381,494,192,42,0,0,43829,41924,665,387,419,100,31,0,0,44500,41577,767,559,644,332,64,44590,42019,907,275,862,133,43,90,647,0,24,433,44391,41375,902,710,847,149,33,32136,30984,276,232,284,131,28,0,0,33680,32620,382,374,212,97,0,324,192,0,0,6,0,34857,32892,496,363,417,221,50,34857,32892,496,128,280,16,10,790,34766,33289,578,301,482,95,0,0,0,0,0,34419,32858,667,316,482,69,0,251,428,10,0,34540,33001,676,125,643,47,16,88,474,6,16,25914,13178,12344,27007,12887,14120,19202,9605,9597,19875,6907,12065,27767,13958,11656,23928,11444,11812,23361,5179,18138,23738,14706,9026,22944,12635,9074,23553,15923,7049,23014,13879,8570,26705,13499,12654,30992,18375,11983,30689,17310,13298,30501,17203,12645,30337,15112,15215,29830,17019,12808
115,PLY5,41697,39054,588,857,671,186,23,0,0,44059,41480,856,941,505,101,14,0,0,43779,38555,1129,1401,1149,378,25,43841,40666,955,846,999,290,19,444,693,0,6,680,43518,38875,1014,1251,1652,526,19,31032,29364,344,512,418,127,20,0,0,32652,31282,423,605,263,18,0,554,238,0,0,39,0,34003,30437,713,940,807,273,17,34003,30437,713,593,678,17,1,1140,32249,30762,458,453,429,85,0,0,0,0,0,32278,30260,479,681,568,208,4,553,497,55,4,32406,29686,1181,564,726,268,10,462,628,49,10,22572,10687,11504,23426,10743,12683,16234,7972,8262,16748,5510,10472,24537,11115,11557,20689,8639,11423,20216,3993,16123,20473,12033,8431,19722,10109,8639,20145,12987,6717,19724,11378,7909,23185,10678,11945,26885,14244,11954,26453,14014,12233,26339,12815,12892,26044,11637,14341,25534,13271,12235
116,PLY6,43577,41785,540,392,536,163,20,0,0,45237,42477,657,670,931,270,0,0,0,45859,42141,933,655,843,426,36,45422,42625,396,670,976,187,14,398,773,12,4,1038,46363,42425,952,577,984,253,17,31961,30876,295,244,296,118,10,0,0,34665,33184,316,437,485,227,0,346,455,10,0,0,0,35668,33231,573,429,531,299,24,35668,33231,573,249,400,33,4,962,35195,33846,277,450,496,160,0,0,0,0,0,36078,34535,548,242,515,210,0,192,406,15,0,36056,34668,502,230,450,209,0,187,342,9,0,24401,12092,11931,25670,11794,13876,17873,8563,9310,18390,6076,11569,26386,12429,11827,22336,9784,11886,21842,4561,17185,22132,12948,9176,21406,11122,9148,21853,13917,7448,21462,12136,8857,25309,12014,12702,29867,16533,12594,29448,15805,13505,29139,14971,13453,28885,13320,15514,28484,14808,13654
117,PLY7,40943,38129,713,950,620,230,18,0,0,42420,37987,973,1722,1329,127,0,0,0,43144,36724,1475,2216,999,510,57,42735,37960,996,2117,1319,113,0,1206,824,0,0,1392,43014,37856,1095,1972,935,288,26,30969,29086,435,600,426,165,15,0,0,31988,29837,621,743,699,84,0,544,460,0,0,0,0,34223,29716,989,1506,726,387,34,34223,29716,989,1044,589,43,9,1323,31669,29431,669,915,568,88,0,0,0,0,0,32618,30368,660,899,527,152,0,646,411,60,0,32993,29775,1264,1172,560,151,4,907,474,24,4,20637,10116,10158,19805,9756,10049,14308,7369,6939,14795,5127,8914,22733,9934,10953,18982,7623,10898,18417,4126,14238,18667,10954,7709,18028,9784,7357,18340,11880,5981,18016,10265,7288,21354,9770,11075,24945,12858,11463,24488,13125,11142,24742,11648,12544,24386,10858,13490,23957,13734,10203
118,PLY8,39946,35941,1085,1960,682,230,30,0,0,41621,36137,1361,2878,1173,186,15,0,0,43775,36023,1715,3750,1247,458,31,41787,36231,1118,3057,1165,133,17,2614,783,53,17,638,43655,36447,1338,3447,1711,107,78,31528,28414,840,1547,511,170,22,0,0,32875,29460,954,1606,670,138,15,1537,435,55,15,25,0,35594,29781,1272,2836,935,334,21,35594,29781,1272,2147,804,44,2,1237,33765,30000,813,2157,664,93,15,0,0,0,0,34510,30070,930,2630,818,66,0,2313,579,20,0,34575,29361,1259,2960,877,101,0,2672,702,36,0,18970,9225,9385,16929,8105,8824,12542,6288,6254,13064,4425,8038,20672,9045,10067,16615,7014,9098,16202,3513,12643,16349,9291,7055,15630,8359,6528,16094,10078,5627,15824,8423,7075,19298,8836,10013,23427,12060,10815,22810,12114,10477,23413,11129,11812,23029,10365,12656,20603,12124,8474
119,PLY9,42291,33664,1638,5009,1264,233,53,0,0,43820,31839,2439,7560,1326,292,6,0,0,45701,31177,2683,9166,1507,485,74,43849,30649,2983,8376,1298,261,114,7224,1050,50,0,968,45895,31814,3219,8505,1597,188,178,33256,27379,1081,3366,860,152,29,0,0,32865,26034,1609,4181,867,177,0,4026,765,58,0,39,0,36367,25997,1815,6476,1129,337,46,36367,25997,1815,4987,965,58,5,1894,32862,25327,1780,4812,818,113,0,0,0,0,0,35054,26922,1903,5207,941,132,0,4957,791,20,0,35106,26757,1810,5367,1095,118,0,5158,962,5,0,20635,10907,9409,20244,10491,9753,13674,7548,6126,14182,5609,7940,21750,11382,8836,17575,9119,7945,17230,4688,12487,17356,11108,6247,16735,10107,5877,17152,11643,5087,16883,10479,6021,20288,10939,8921,24302,14714,9057,23725,14616,8939,23418,13266,9629,22995,12604,10371,22529,14448,8071
120,PLY10,40110,18752,4104,13371,884,491,215,0,0,40483,13909,4668,17839,1041,487,73,0,0,44980,14264,5393,21568,1149,701,105,40438,13250,4833,18222,496,546,146,15402,347,273,52,2614,44689,13911,5121,22369,992,395,120,29845,15573,2645,8893,610,344,156,0,0,27787,12593,2825,11390,661,283,15,11227,651,165,15,47,0,34231,12387,3682,15277,836,503,81,34231,12387,3682,10451,687,77,8,4859,26219,11789,2437,11381,310,356,25,0,0,0,0,28971,12597,2695,12881,671,283,0,12584,621,60,0,28645,12352,2784,12343,947,326,9,11938,823,79,9,14667,10112,4313,15230,11134,4096,8932,6432,2500,9327,5414,3441,16024,10966,4274,11800,8030,3460,11645,5083,6546,11654,8982,2671,11364,8217,2688,11573,9158,2072,11431,8669,2474,14129,9772,4150,17155,12740,4158,16750,12860,3810,15754,10811,4610,15363,10982,4379,15040,11564,3474
121,PLY11,36989,11338,4191,16580,1064,427,274,0,0,38304,7633,4444,21603,519,159,30,0,0,42514,7483,5665,25150,988,595,103,38279,7104,4878,22729,801,474,14,18756,702,63,0,3201,41540,8001,5877,24269,715,517,4,26823,9641,2670,11004,764,288,186,0,0,21856,7773,2305,10967,447,235,0,10850,447,219,0,131,0,31727,6596,3859,17943,769,427,83,31727,6596,3859,11485,652,66,12,6291,21757,6498,2405,11613,586,352,0,0,0,0,0,24399,7764,2929,12663,446,281,0,12441,446,127,0,24650,6684,2664,14207,527,228,8,13912,525,35,8,11327,8671,2513,12013,9942,2071,6538,5237,1301,6831,4814,1761,12286,9774,2080,8412,6732,1503,8287,4524,3754,8273,7003,1270,8120,6583,1235,8236,6995,989,8174,6829,1166,10448,8232,2102,13043,10740,2125,12610,10659,1903,11367,8647,2464,11028,8839,2187,10662,8789,1872
122,PLY12,42261,39517,623,899,548,310,35,0,0,45254,41966,1283,1160,508,222,0,0,0,45091,40316,1096,1323,717,548,52,45324,41527,1629,1232,422,291,0,562,194,54,0,1034,45007,40623,1279,1000,632,200,108,32828,30996,384,555,348,228,25,0,0,35265,33752,680,515,223,137,0,352,143,44,0,0,0,36605,33358,677,826,504,408,42,36605,33358,677,429,352,61,8,1313,35756,33848,874,549,248,244,0,0,0,0,0,35934,33998,636,507,496,171,70,344,310,8,70,36651,34655,574,656,413,228,58,394,202,0,58,21977,11170,10424,22277,11135,11142,15614,7854,7760,16131,5791,9463,24489,11122,11488,20763,9371,10728,20337,4425,15818,20555,11961,8588,19942,10413,8482,20376,12962,6901,20057,11244,8305,23462,11089,11825,27632,14898,12041,27220,14789,12208,28453,14021,13861,28153,12826,15300,27746,14182,13450
123,SUFFOLK1,40508,15051,21419,2333,1654,489,114,0,0,47274,16011,26718,12275,2432,499,148,0,0,43066,15760,21700,2910,2307,900,73,47804,16329,27019,11485,2478,520,102,1252,2092,38,77,720,45357,15658,24681,9072,2325,689,134,31483,13018,15380,1617,1275,332,83,0,0,22770,13205,7035,1148,1204,40,80,895,1157,30,80,53,0,34826,14039,16256,2186,1979,695,52,34826,14039,16256,1136,1706,28,8,1162,23559,13924,7050,1204,1179,54,80,0,0,0,0,23805,13630,7320,1388,1222,79,40,1154,1034,10,40,23170,13703,6844,1241,1144,115,0,1076,886,4,0,9169,6149,2866,10346,7723,2623,6361,4972,1389,6955,3959,2620,12667,9123,2831,9818,7378,2148,9800,4731,5025,9566,7907,1642,9219,6686,1731,9544,7462,1404,9310,7354,1516,11822,8617,2970,14834,11243,3300,14388,11395,2895,14029,9582,3886,13614,9788,3773,11400,10825,0
124,SUFFOLK2,35359,23953,3528,2251,5714,236,68,0,0,41480,25617,5898,3460,7244,425,103,0,0,43532,25719,5138,3326,9158,430,66,42654,26810,4897,3789,7858,368,116,2551,6927,26,0,1349,42639,25935,5232,3668,8258,428,130,31728,22163,2704,1635,5227,193,58,0,0,29291,21133,2884,1754,3168,212,13,1602,2843,29,13,166,0,38658,23265,4177,2560,8399,356,55,38658,23265,4177,1836,7732,53,12,1296,30451,22110,2705,1891,3356,152,0,0,0,0,0,30070,21234,2939,1694,3721,131,20,1562,3347,23,20,31150,21035,2892,2221,4549,213,22,1987,4087,5,22,13575,9696,3668,13876,9808,4068,8949,6647,2302,9478,5166,4002,15950,11982,2821,13509,10127,2878,13496,5634,7825,13439,11392,2033,12815,9422,2355,13206,10850,1824,12921,10372,2130,15285,11235,3698,17897,14451,3043,17533,13874,3565,15877,12034,3264,15540,11250,4244,12824,12275,0
125,SUFFOLK3,32715,22083,1567,1531,7514,127,31,0,0,37496,24201,2716,1853,8573,201,69,0,0,43113,27530,2882,2286,10148,298,47,37753,24290,2920,2047,8481,296,161,1513,7806,89,29,959,38228,24057,3168,2179,8596,290,93,30455,21121,1388,1306,6586,117,28,0,0,29575,21855,1794,1299,4464,192,0,1157,4231,84,0,49,0,39943,26119,2500,1944,9056,242,37,39943,26119,2500,1483,8531,26,18,1047,29985,21821,1866,1424,4629,221,0,0,0,0,0,30194,21683,2020,1418,4891,198,0,1218,4513,35,0,31222,21876,2156,1542,5404,92,16,1422,5003,13,16,12811,9536,3088,13713,9561,4152,8012,5670,2342,8934,4698,3948,15852,12061,2681,13940,10525,2940,14022,5615,8376,13529,11173,2347,12869,9439,2523,13243,10533,2241,13039,10307,2429,15577,11360,3880,18354,14763,3207,17866,13990,3791,17289,13091,3654,16863,12171,4648,15424,12889,2290
126,SUFFOLK4,34070,26586,3473,2553,1822,183,56,0,0,41492,31685,4332,3347,2840,119,33,0,0,43333,33330,4194,2971,3043,340,72,41501,31595,4219,3524,3103,132,48,1918,2691,1,0,998,41842,32270,3750,3052,3460,166,75,29560,24326,2290,1668,1462,141,40,0,0,34320,28654,2429,1421,1680,51,0,1377,1501,3,0,85,0,38770,30990,3063,2115,2658,252,60,38770,30990,3063,1222,2290,27,6,967,34407,28375,2298,1466,2132,37,0,0,0,0,0,35340,29023,2215,1376,2497,75,0,1138,2186,0,0,37199,30467,2563,1369,2562,106,30,1014,2243,4,30,15912,9413,6251,17016,10278,6738,10179,6660,3519,11219,4977,5838,21060,13858,5641,17391,11045,5701,17311,5631,11607,17124,13086,4004,16446,11227,4084,16920,13271,3151,16403,12206,3694,20180,12918,6773,24470,17448,6461,23801,16416,7243,22758,14142,7906,22280,12872,9348,21755,15611,6103
127,SUFFOLK5,43088,2210,11042,26382,1794,734,343,0,0,47934,3501,13433,32233,2175,594,77,0,0,45983,2845,13748,28287,2411,945,111,46365,3457,12930,31602,1787,560,128,25478,1650,154,0,2091,45539,3908,13361,30515,1759,1244,96,30576,1979,7247,18455,1302,484,247,0,0,28432,3140,7067,16832,1214,148,0,16697,1212,79,0,66,0,34169,2466,9420,20871,1891,716,89,34169,2466,9420,14227,1692,94,10,4291,27459,2693,6475,16797,1044,200,0,0,0,0,0,27569,3172,6276,16552,810,258,0,16379,805,116,0,27205,2842,6534,16134,829,408,0,15897,816,189,0,13790,13099,585,15226,14673,553,7522,7091,431,8323,7298,782,15825,14722,650,10665,9939,528,10531,6604,3897,10274,9637,607,9865,8639,661,10138,8949,443,9973,9104,496,13043,11521,1375,15830,14208,1409,15298,14030,1206,12903,10581,1927,12478,11060,1381,11596,11284,67
128,SUFFOLK6,41138,3092,9089,29846,934,670,225,0,0,49851,3700,12212,36537,1633,688,2,0,0,44758,3457,12204,30434,1570,902,139,52453,4466,11924,38251,1994,621,22,32393,1721,86,0,1560,49900,4378,12486,35434,1860,654,88,29701,2706,5847,21546,686,437,164,0,0,30007,3181,6264,19707,624,263,0,19442,620,112,0,113,0,33410,2989,8232,22786,1163,664,115,33410,2989,8232,18664,946,94,7,1944,31997,3665,6475,20916,725,224,0,0,0,0,0,31227,3750,6171,20151,879,415,0,19418,829,143,0,30905,3972,6427,18913,1209,224,17,18178,1153,45,17,15131,14291,730,16596,15918,678,8909,8409,500,9680,8393,1001,17241,15991,771,12479,11595,645,12293,7549,4718,12099,11396,671,11645,10276,796,11950,10704,468,11783,10831,553,14875,13179,1544,17863,16386,1285,17393,16165,1175,14953,12703,1859,14621,13062,1515,13644,13381,0
129,SUFFOLK7,40380,12893,8327,17430,3082,719,113,0,0,43207,12971,9964,16950,4701,701,161,0,0,44897,13235,10125,17337,5904,790,93,42533,13023,9257,17176,4094,697,143,14851,3583,365,15,1228,40198,10943,9236,17105,4560,535,64,33708,12679,5744,13214,2881,534,81,0,0,32231,12320,6178,11129,2165,403,8,10685,1969,248,8,144,0,38535,12775,7547,13655,5575,654,77,38535,12775,7547,10899,5065,65,10,1731,32873,12527,5829,11790,2145,458,17,0,0,0,0,31407,10576,6077,11914,2532,281,19,11349,2206,65,19,32357,11237,6218,11352,3260,268,24,10820,2726,55,24,11681,11117,462,13032,12491,541,6137,5828,309,6679,5814,624,12913,11880,511,9254,8737,345,9125,5897,3206,8933,8530,387,8564,7536,469,8844,7791,332,8635,7903,369,10836,9687,1009,12618,11631,839,12261,11444,766,10325,8635,1263,10016,8946,1042,9345,9170,0
130,SUFFOLK8,41796,30971,2831,2531,5438,206,45,0,0,43706,30346,4136,2322,6819,215,236,0,0,45531,30661,3605,2835,8023,362,72,43818,30091,4440,2293,6983,217,162,1450,6046,69,86,1484,40712,28037,3801,2442,6112,187,120,39632,29540,2592,2269,5173,187,43,0,0,34709,26138,2956,1610,3643,144,150,1460,3154,68,150,60,0,42993,29175,3267,2566,7566,302,54,42993,29175,3267,1919,6789,26,25,1534,34217,26204,2715,1653,3459,176,88,0,0,0,0,32464,24478,2659,1860,3357,111,69,1428,2880,29,69,33333,25069,2832,1825,3590,58,4,1459,3117,0,4,16555,12743,3560,17006,11892,5114,9736,6838,2898,10111,5332,4419,18534,14625,2517,14972,11427,3004,14992,6436,8522,14865,12373,2472,14284,10403,2707,14614,11624,2370,14451,11464,2584,16707,12508,3782,18601,15595,2554,18302,14605,3622,16897,13531,2764,16552,12385,4103,15295,12974,2107
