ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,71395,28762,25490,16801,957,787,98,0,0,66692,24559,26307,15020,906,690,79,0,0,67795,20470,28586,18017,889,2087,80,66096,24678,25861,14708,1029,828,43,13701,708,244,4,22,879,67213,22836,27805,15929,1020,1109,93,51648,24496,15900,10581,761,525,57,0,0,45925,21067,14714,9606,259,236,4,9485,205,123,39,0,50809,18089,19340,12321,678,1518,59,50809,18089,19340,11386,479,90,16,175,1234,45322,21035,13860,9715,302,298,4,0,0,0,0,0,47521,20177,15483,11140,336,266,14,10832,282,188,14,46454,18365,15762,11453,574,268,40,10794,443,97,40,22730,16311,6094,21904,16387,5517,22293,15095,5960,21675,15671,4944,21678,16241,4745,21310,16347,4963,17133,12723,3984,21116,15081,5496,22637,15414,6860,22378,14654,6932,21930,15336,6594,19529,13849,5284,12102,8261,3567,11970,7709,3865,12004,7783,3789,11917,7965,3952,18763,12312,6138,20138,12482,7306,18898,12322,6141,19053,12379,6213,19171,12640,6531
2,2,74137,13455,21133,40293,338,873,59,0,0,72634,11904,23529,37403,575,652,27,0,0,67932,9751,21248,37339,437,1434,109,72936,11569,24603,37122,390,500,19,35580,328,25,5,141,684,69849,10730,22499,36727,279,692,30,52710,11019,14048,27759,216,581,34,0,0,49828,10212,13735,25378,274,260,4,25056,235,18,34,0,49332,8263,14666,26226,294,988,62,49332,8263,14666,25021,148,86,15,135,998,49552,9614,14795,24696,259,191,4,0,0,0,0,0,47736,9015,13700,24680,162,197,4,24524,152,45,4,46119,8611,13616,23464,225,240,4,23179,188,40,4,30493,27325,2903,27383,25051,2332,24966,21237,2884,24318,21178,2417,24284,21479,2330,24154,21659,2495,18697,16561,1851,22665,19659,2640,22524,18777,3493,22407,18062,3802,22097,18753,3344,20526,17755,2512,11615,9771,1678,11556,9619,1726,11606,9628,1775,11522,9722,1800,17823,14468,3158,18987,14845,3865,17797,14370,3122,17824,14262,3246,18085,14724,3361
3,3,71349,32459,8867,29858,509,705,44,0,0,68652,31437,9875,26568,923,722,60,0,0,67871,29276,11455,25923,669,1694,89,67941,30781,9479,26528,1085,734,36,24951,595,122,0,223,1785,66051,29794,11431,23811,872,747,22,52811,26093,5552,20792,336,496,32,0,0,51067,24965,5986,19174,588,305,11,18848,438,98,89,0,51112,24155,7502,18298,436,1174,51,51112,24155,7502,17234,293,77,12,208,1631,50944,24865,5851,19220,647,297,0,0,0,0,0,0,48871,24751,6792,16737,371,261,4,16365,303,55,4,48451,24159,6705,17030,282,337,40,16572,227,43,40,31144,24495,6273,28247,22468,5779,26659,18082,7290,26107,19217,5843,26129,20080,5440,25757,19681,6076,21174,15938,4796,25377,18096,6720,26861,17604,8808,26592,16467,8742,26042,17656,8386,23478,16548,6508,15028,10045,4706,14915,9560,4925,14960,9732,4810,14917,9898,5019,22631,14351,7946,24324,14658,9294,22986,14430,8071,23175,14573,8010,23197,14640,8557
4,4,62906,55818,3723,1712,1399,458,56,0,0,65420,57520,4322,1955,1511,371,88,0,0,67768,56317,5600,2420,1699,1325,80,65755,56666,4548,2220,1733,296,42,1395,1335,116,42,30,1618,67700,57049,5357,2364,1823,410,97,48215,43662,2238,1063,1032,301,36,0,0,50290,45436,2676,1147,677,259,85,1068,560,120,0,0,52999,45290,3583,1571,1208,977,56,52999,45290,3583,1293,951,72,14,172,1624,50223,45004,2977,1291,734,187,40,0,0,0,0,0,52097,46197,3493,1421,691,222,15,1329,553,74,15,52740,45977,4054,1812,640,213,0,1503,488,26,0,29366,14605,14432,28390,13360,15030,31356,13189,15805,30813,13915,15334,30785,15671,14255,29602,13188,16414,26702,13313,12658,31453,14580,15935,34968,16045,18269,34977,12964,19364,34535,15255,19280,30425,14094,15557,24835,11187,13184,24663,10251,13688,24697,10921,12985,24697,10924,13773,33283,14801,17918,34906,15398,18838,34906,15067,19154,35041,15828,18266,34838,15168,19670
5,5,65030,57209,2067,2925,2326,565,141,0,0,66139,55155,2303,4313,3799,800,254,0,0,67317,53798,3258,4758,3680,1488,133,66809,54426,3146,4761,3857,791,226,2979,3199,232,71,116,2643,68611,55010,3989,4663,4141,909,182,47710,42959,1141,1740,1481,374,79,0,0,47562,42530,1017,1947,1373,522,60,1528,1320,169,102,0,51105,42223,2023,2933,2535,1072,87,51105,42223,2023,2441,2206,140,42,157,1873,47731,41850,1392,2373,1392,500,54,0,0,0,0,0,49280,42694,1851,2429,1574,511,29,1842,1300,53,29,48748,41497,2190,2953,1451,456,56,2292,1192,43,56,30182,14745,15097,28982,12155,16827,29637,11502,16149,29467,12738,15001,29250,12809,15562,28285,9475,18810,24849,12654,11376,29024,12877,15217,31331,14254,16527,31282,11170,18666,29958,13295,16663,27551,12159,14679,20789,8503,11912,20584,8241,11839,20661,8991,10940,20569,8837,11732,29386,12907,16053,30987,13789,16758,30814,13108,17155,30984,13748,16408,30564,13467,17097
6,6,66582,37580,8076,19930,869,1015,113,0,0,66992,36379,9592,19672,1019,537,155,0,0,68093,33957,10934,21062,1118,1968,99,66803,36383,9815,18906,1095,598,202,16297,664,202,47,517,2881,66805,36115,10720,18314,1184,804,121,47718,30173,4474,12183,605,659,66,0,0,45472,28803,3722,12126,314,360,14,11440,241,152,140,0,49380,27602,6655,13297,800,1348,56,49380,27602,6655,12061,546,155,19,233,2109,46033,29288,4168,11301,537,445,4,0,0,0,0,0,45670,29149,4660,10556,641,346,50,9969,474,52,50,46401,29073,5474,10587,656,400,44,9826,442,69,44,27314,19799,7017,23988,16558,7430,23444,14563,7143,23173,15083,6456,22937,15411,6698,22284,13184,9100,18747,13378,4628,22087,14823,6481,23164,15639,7093,22952,13474,8490,22131,14969,7162,20277,13607,6105,12545,7841,4438,12463,7721,4376,12456,8060,3942,12441,8091,4350,20457,13219,6907,21366,13786,7223,21376,13552,7310,21209,13585,6930,20931,13572,7359
7,7,69301,56453,5667,6106,713,649,79,0,0,69872,54457,7605,7176,762,697,247,0,0,67968,51290,7418,6821,842,1428,94,69500,52604,7625,8518,777,960,143,6784,356,24,27,217,1859,68549,51060,7649,8189,735,1109,38,52303,44636,3114,3780,461,437,45,0,0,51616,43807,2928,4300,230,134,65,3960,144,16,129,0,52305,41478,4590,4419,559,1005,62,52305,41478,4590,3867,408,137,22,160,1643,50797,42626,2736,4882,307,217,25,0,0,0,0,0,50498,41502,3068,5005,458,443,3,4586,305,43,3,50284,40708,3478,4985,503,436,7,4441,261,64,7,31722,16663,14592,29281,13690,15591,30234,11703,16664,29999,13659,14345,29801,14283,14547,28746,10352,18394,25001,12542,11643,29249,13008,15283,31228,13283,17433,31131,10470,18659,29802,12678,17124,27415,11891,14878,19690,7252,12061,19546,7108,11848,19535,7759,10973,19472,7656,11816,28732,11729,16566,30445,12423,17583,30155,11909,17611,30333,12538,16633,29951,12346,17605
8,8,65000,49583,3609,9188,2398,578,92,0,0,65690,49115,3780,9523,2746,703,15,0,0,68104,48257,4955,10388,3222,1274,127,66271,49874,3628,9267,2891,659,19,7903,2480,292,1,249,1842,67214,49021,3678,11036,3166,598,83,52554,41779,2509,6098,1974,400,58,0,0,51221,40995,2405,5997,1381,444,0,5367,1135,199,49,0,56276,41571,3570,7328,2678,943,98,56276,41571,3570,6434,2143,171,48,314,2025,51965,41558,2419,6165,1504,373,4,0,0,0,0,0,53231,41669,2317,7334,1615,255,51,6558,1324,53,51,53542,41635,2559,7214,1826,299,34,6432,1402,39,34,28848,17182,11361,25913,13769,12144,27689,14218,11561,27518,14922,11114,27335,15032,11525,26421,12152,14269,23932,14845,8418,27005,15098,11104,28583,16385,11766,28644,13200,14422,27557,15314,12243,25448,14162,10664,18116,9234,8586,17983,9082,8462,18018,9727,7640,17960,9649,8311,25708,14051,11309,26845,14885,11579,26872,14333,12021,26997,14683,11588,26628,14579,12049
9,9,66767,52024,3118,10613,774,636,50,0,0,66961,50692,3224,11523,1092,691,198,0,0,68398,49329,4675,11604,1120,1606,92,67182,51122,3765,11070,914,715,7,9276,635,147,0,96,2139,68061,51167,4370,11047,785,695,35,51794,42015,1949,6982,550,462,28,0,0,51912,41244,1754,7713,551,456,40,7316,322,128,160,0,54236,41227,2973,7900,778,1154,69,54236,41227,2973,7161,584,125,13,194,1959,52749,42096,2049,7642,492,399,0,0,0,0,0,0,53989,42945,2494,7651,477,393,0,7152,344,87,0,53868,42768,2746,7443,398,336,9,6568,347,38,9,30617,19279,10821,28140,16999,11141,29666,14911,12809,29206,16141,11464,28944,17161,10795,28162,15399,12763,24939,14667,9525,29224,15994,12355,32136,16779,14824,31782,14043,15451,31102,16406,14696,27803,15113,12042,21228,10931,9909,21112,10213,10245,21129,10695,9678,21095,10879,10216,28787,14601,13719,30587,15301,14777,29223,14537,14017,29474,14935,13635,29564,14771,14793
10,10,65261,52284,8270,3706,853,631,56,0,0,66412,49790,10226,5419,1013,480,55,0,0,68098,48717,10392,6396,1129,1679,77,66546,50582,9751,5030,1020,564,36,4012,670,149,8,41,1336,68344,51136,10253,5264,1181,619,3,48342,40417,5005,2149,546,417,35,0,0,49806,39441,6690,2905,426,322,0,2661,362,124,30,0,52462,39387,6788,4108,837,1247,52,52462,39387,6788,3528,577,115,20,142,1905,50094,40300,6092,2987,395,350,0,0,0,0,0,0,51935,40953,6646,3358,585,369,0,3035,455,18,0,52881,40573,7603,3505,870,356,9,3192,676,18,9,26706,15471,10873,25878,15332,10546,28135,13105,12866,27512,14626,11081,27619,16409,10155,26691,14862,11829,22562,12697,9018,27848,14604,12197,30809,15190,14967,30859,13318,14878,30575,15559,15016,26395,13746,11834,18952,9520,9017,18901,8828,9403,18942,9224,9069,18930,9426,9504,28020,13494,14013,29538,13719,15284,29466,13869,14914,29648,14430,14310,29485,14050,15435
11,11,63290,58628,3586,391,338,438,27,0,0,63718,59069,3849,320,301,388,36,0,0,67282,58493,5120,781,515,1692,48,64690,59782,3723,340,315,487,36,61,100,44,7,0,976,68052,61411,4397,399,530,858,27,47278,44523,2085,187,205,314,22,0,0,47576,45007,2065,105,124,264,4,80,79,39,12,0,51639,45931,3120,392,333,1260,33,51639,45931,3120,251,165,76,9,100,1987,48229,45795,1856,103,111,323,4,0,0,0,0,0,50926,47632,2381,143,380,301,10,64,252,26,10,52245,48021,2944,264,508,407,0,136,299,39,0,25130,10785,13884,24575,10392,14183,27524,7763,18029,26804,9410,16072,26808,10894,15104,26050,9408,16642,21511,7854,13034,27779,9055,17954,32847,9267,22972,32580,7603,21276,31746,9178,22568,26672,8385,17680,20779,5777,14553,20654,5140,14910,20657,5479,14450,20630,5576,15054,31343,8521,22315,34759,8879,25393,32882,8658,23455,33292,9491,22759,33180,8716,24464
12,12,68140,52232,8194,5325,2326,444,47,0,0,65320,48074,9399,5627,2183,624,61,0,0,68365,45307,11961,7492,2716,1430,44,64987,46682,10267,5841,2343,513,61,4835,1877,196,0,29,1106,68353,46407,11404,7369,2987,1033,39,52507,42129,5163,3458,1625,304,34,0,0,50616,39516,5814,3906,1138,388,10,3636,1024,159,64,0,53933,37860,8023,5184,2032,1027,30,53933,37860,8023,4624,1700,56,3,128,1539,50681,38949,6166,3831,1464,259,0,0,0,0,0,0,52864,38707,6961,4932,1799,527,0,4625,1663,152,0,53331,38129,7853,5176,1780,414,6,4704,1636,57,6,31885,17413,14159,30692,16457,14235,32202,16001,14210,31243,16787,13151,31230,17839,12570,30402,17191,13211,26899,15710,10546,31800,17143,13821,35398,18871,15947,34948,16137,17336,34206,17690,16516,30379,16368,13313,22731,12145,10132,22369,11035,10673,22462,11395,10342,22362,11598,10764,31249,16296,14482,33411,17079,15779,31676,16433,14645,32133,16852,14641,32117,16424,15693
13,13,64877,60471,2284,1117,656,391,47,0,0,66197,60621,3003,1645,653,309,35,0,0,67259,58936,4133,1798,841,1342,97,67040,60561,3273,2101,685,452,90,1622,431,38,13,25,1063,67011,58940,4143,1956,1126,720,88,48101,45610,1266,560,415,265,32,0,0,48978,46261,1228,923,305,251,8,831,228,52,21,0,50492,45264,2465,1021,556,947,52,50492,45264,2465,746,408,99,10,109,1391,49907,46418,1454,1402,391,340,14,0,0,0,0,0,49328,45390,1869,1158,530,434,27,1123,385,48,27,50245,45972,1765,1273,676,540,0,1198,576,26,0,28574,12491,15388,26105,9193,16912,29190,7522,19724,29136,9370,17966,28989,10151,17802,28126,7183,20943,23457,7689,14538,29256,8881,19282,32973,9534,22669,32936,6663,21284,32500,9641,22859,27308,8082,18467,19283,4979,13776,19204,4695,13860,19180,5288,13085,19183,5107,14076,30235,8852,20726,32751,9541,22616,31807,8792,22123,32024,9906,20126,31995,9682,22313
14,14,70591,25879,7719,36692,964,598,65,0,0,67386,24272,9432,32968,1391,773,93,0,0,67265,20467,9159,36798,1112,1471,76,66258,23674,9622,32377,1078,491,113,30146,567,114,13,124,2003,66095,20841,10974,34450,1048,798,113,52511,22005,5045,24923,671,387,38,0,0,50506,20571,5427,23472,651,393,4,23007,392,152,66,0,51716,17695,6116,26820,819,1075,46,51716,17695,6116,25461,613,106,7,192,1526,49755,20198,5732,23148,398,299,10,0,0,0,0,0,48865,17612,6528,23878,564,343,4,23061,408,26,4,50756,18360,7433,24110,479,327,6,23297,341,6,6,29966,23782,5929,28009,22462,5547,26958,19862,6120,26400,20093,5518,26329,20627,5235,26031,20490,5541,21623,17068,4224,25981,19729,5817,27956,20542,7090,27600,19264,7413,27187,20215,6972,24183,18259,5582,15618,11263,4108,15488,10962,4224,15500,11049,4132,15441,11150,4291,23535,16744,6509,25185,17460,7415,23915,16976,6585,23965,16834,6671,24239,17300,6939
15,15,61541,52315,5648,1763,1670,290,49,0,0,63277,51443,6830,2338,2377,436,55,0,0,67941,52351,8405,3590,2470,1136,60,64889,51329,7116,2785,2458,426,67,2062,1606,147,18,1051,1554,67459,52859,8170,3597,2264,572,54,47130,41110,3625,1094,1159,193,31,0,0,48971,41251,4582,1460,1325,308,14,1337,1074,153,41,0,53686,42914,5606,2425,1802,819,46,53686,42914,5606,2074,1556,54,6,133,1343,50963,42563,4875,1886,1284,297,14,0,0,0,0,0,52839,43498,5662,2412,980,207,25,2064,875,49,25,54376,44682,5972,2378,1025,215,0,2077,967,39,0,27424,12470,14711,28736,12433,16303,31356,12350,17419,30380,13060,16264,30388,13727,15988,29457,13075,16382,25871,12167,13164,32000,13592,17726,37808,15755,21567,37301,12935,22774,36506,14558,21948,31231,13189,17486,25893,10614,14941,25604,9374,15662,25682,9820,15150,25602,9962,15640,35390,14134,20863,38362,15067,22819,36406,14316,21592,36839,14748,21534,36916,14238,22678
16,16,69240,64459,3479,503,328,551,40,0,0,67822,62210,4088,774,434,425,35,0,0,67731,60055,4717,673,394,1593,77,66668,60537,4370,894,386,490,53,338,266,138,39,0,990,67352,60263,4495,977,373,747,90,52328,49521,1957,266,216,407,27,0,0,50543,48257,1418,273,249,264,20,212,129,65,19,0,52403,47491,2855,345,243,1147,47,52403,47491,2855,184,143,108,15,65,1542,49667,47063,1667,404,180,311,40,0,0,0,0,0,51011,48044,1780,497,142,445,35,236,69,51,35,50373,47322,1743,558,235,406,8,341,115,28,8,29170,12949,15382,26105,10252,15853,27755,7145,19050,27357,9327,16261,27130,10398,15734,26348,7657,18691,22632,7950,13508,27322,8372,18021,30548,7920,22116,30368,5609,20168,29369,7904,21465,25666,7452,17622,19131,4438,14231,18966,4208,14163,18971,4847,13359,18990,4660,14330,28202,7172,20481,30831,7454,22812,29055,6800,21443,29442,7913,19380,29590,7629,21961
17,17,68611,62210,4851,729,438,540,22,0,0,67322,59701,5725,984,756,452,11,0,0,67242,57994,6303,814,597,1310,33,67301,59760,5654,974,652,501,7,414,277,51,7,43,1095,67279,59101,6002,983,456,568,22,50675,46947,2799,356,283,371,15,0,0,48710,45866,1856,493,214,324,10,348,166,76,0,0,50856,45029,3815,448,401,973,19,50856,45029,3815,261,275,115,4,101,1256,48917,46096,1884,522,184,235,4,0,0,0,0,0,49157,45749,2422,562,127,303,20,363,114,24,20,49353,45419,2787,429,154,525,15,294,122,40,15,27995,11572,15782,25757,8881,16876,27130,6854,18629,26787,9190,15937,26667,9945,15830,25835,6445,19390,22293,8301,13125,26714,8356,17502,29528,8114,20882,29387,5706,18847,28569,7982,20587,25181,7482,17120,18617,4213,13930,18474,4133,13799,18489,4990,12751,18472,4570,13902,26925,7238,19201,28884,7541,20867,27951,6918,20409,28253,8027,18261,28181,7832,20349
18,18,67731,61517,5059,409,326,452,59,0,0,68021,60615,5871,472,454,581,13,0,0,68352,59657,6175,611,513,1277,63,68289,60436,6177,637,497,461,18,192,300,42,2,198,934,68354,60231,5984,760,445,522,130,50030,46532,2839,165,192,298,37,0,0,49676,46702,2232,171,219,347,1,153,162,71,4,0,51616,46047,3863,314,321,929,37,51616,46047,3863,160,203,85,7,83,1168,49670,46814,2103,272,238,304,2,0,0,0,0,0,50448,47163,2389,319,234,355,28,159,160,36,28,50432,47143,2344,269,245,370,81,112,141,17,81,27089,9590,16968,25887,7134,18753,27733,5622,20629,27363,7323,18218,27281,7997,18328,26573,5092,21481,23130,6296,16036,27757,6880,20028,31381,7076,23748,31274,4915,20996,30370,7181,23189,26507,6267,19580,20086,3810,15599,20015,3625,15702,20036,4307,14728,19987,4083,15904,28713,6460,21646,30851,6860,23512,29803,6172,22889,29889,7081,20829,29961,7099,22862
19,19,58582,50169,4518,2624,1117,348,35,0,0,60888,51543,5793,2367,1299,144,132,0,0,67896,52896,7364,4239,1954,1434,50,61434,49536,6806,3476,1447,243,118,2916,915,49,47,36,1133,68069,54384,7102,4168,1433,620,102,44764,39288,2814,1765,747,231,26,0,0,46025,40246,3502,1563,499,78,33,1488,448,33,103,0,52202,42141,4715,2957,1286,1011,29,52202,42141,4715,2605,1049,60,12,130,1490,46422,39174,3943,2610,449,155,39,0,0,0,0,0,50961,42575,4311,3145,612,279,29,2865,500,34,29,51099,41637,4364,3864,962,277,0,3502,860,9,0,25810,12460,13064,27341,12720,14621,30297,12092,16458,29443,13393,14823,29422,14556,14188,28570,13571,14999,24529,11790,12224,30602,13512,16370,35762,14908,20317,35344,12365,20788,34510,14278,20232,29552,12870,16093,23320,9713,13203,23061,8696,13762,23150,9117,13324,23039,9251,13788,33311,13518,19301,36210,14250,21405,34509,13771,20075,35038,14537,19700,34733,13818,20915
20,20,67679,59932,3971,3068,416,442,35,0,0,66603,57468,5158,3687,386,263,19,0,0,67777,57228,4858,3178,590,1391,81,67114,57393,4947,4290,355,299,22,2765,263,144,5,16,1579,68094,57545,5149,4198,458,491,9,51947,46676,2397,2374,266,307,16,0,0,51573,46074,2581,2557,155,199,0,2353,121,139,4,0,52961,45631,3080,2286,439,1041,59,52961,45631,3080,1971,272,116,4,152,1735,50974,45589,2335,2712,149,306,0,0,0,0,0,0,51436,45742,2538,2719,149,322,0,2220,57,78,0,50964,45050,2443,2854,263,386,5,2320,77,35,5,27555,14942,12051,25470,12503,12967,27638,9652,16041,27176,11558,13808,26839,12958,12831,25966,10284,15682,22317,10361,11155,27032,11149,14954,30194,11204,18326,29767,8666,17728,28834,11262,17572,25729,10325,14686,19953,7023,12382,19761,6489,12371,19775,7150,11670,19708,7125,12583,27746,9837,17313,30056,10212,19313,28348,9578,17991,28685,10513,16769,28852,10129,18723
21,21,65453,47044,10074,7467,652,656,59,0,0,68338,47561,11683,8087,884,554,162,0,0,67374,43838,14262,7310,740,1563,79,68996,47538,12953,7718,830,629,114,5842,489,235,12,37,1886,68112,44851,15133,7155,841,829,71,46323,35414,5745,4542,420,428,39,0,0,45668,36108,3963,4705,459,381,30,4344,360,183,59,0,48211,33430,8818,4533,466,1102,44,48211,33430,8818,3948,347,85,21,150,1412,46121,36520,4532,4297,370,409,10,0,0,0,0,0,45157,34565,5687,4111,296,447,4,3863,258,228,4,44876,33739,5766,4397,434,519,14,3963,372,274,14,22383,10390,11672,20857,8228,12629,20540,6527,12886,20458,7522,11848,20372,7687,12050,20145,5698,14447,16191,6375,9271,20292,7265,12441,22389,7871,14156,22460,6423,13759,22226,7692,14534,18976,6560,12000,12764,3320,9169,12796,3228,9253,12805,3571,8744,12805,3470,9335,19973,6453,13229,20988,6702,14009,21000,6426,14181,21058,6915,13307,20971,6792,14179
22,22,64681,57531,5183,779,769,458,49,0,0,66482,57498,5819,1190,1148,732,106,0,0,67393,56395,6863,1161,1537,1242,70,66530,57248,6017,1135,1239,675,132,532,1138,307,30,193,1069,67899,57948,6415,1230,1444,665,33,47679,43483,2959,414,527,333,30,0,0,47887,44309,2087,621,387,421,25,424,320,258,28,0,51000,43858,4291,659,1142,888,44,51000,43858,4291,460,994,113,8,117,1159,48075,44395,2230,578,366,425,30,0,0,0,0,0,49309,45016,2846,619,494,338,0,405,354,75,0,48888,44351,3135,617,465,324,0,316,276,18,0,24718,7446,16748,23935,5458,18477,26700,5107,19708,26519,6470,18374,26353,6892,18410,25720,4749,20971,21565,5462,15206,26243,6133,19149,29145,6720,21649,29054,4616,18481,28052,6490,21562,24851,5542,18527,18532,3138,14679,18410,3074,14557,18424,3732,13677,18367,3489,14878,26476,5899,19886,28422,6394,21481,27292,5552,20966,27458,6421,18909,27692,6520,21172
23,23,70125,60404,5690,2699,698,893,74,0,0,68224,56767,6853,2910,1135,746,242,0,0,68325,54731,7713,3200,968,1917,88,67910,56140,7032,2921,1214,707,202,1946,752,272,18,68,1681,68552,55513,7493,3047,1121,930,242,53080,46785,3310,2020,447,668,44,0,0,50459,45273,2040,2126,391,639,8,1962,335,358,20,0,52567,43495,4704,2377,659,1391,55,52567,43495,4704,2047,487,289,11,101,1433,50482,44805,2473,2152,459,620,20,0,0,0,0,0,50998,44978,3029,2045,310,600,4,1677,282,130,4,50431,43817,3439,2100,308,584,88,1494,185,90,88,27175,11550,14943,23617,8681,14936,25183,5993,17717,24927,7989,15073,24855,9346,14536,24173,6302,17871,19790,6357,12242,24491,7237,16304,26906,6976,19336,26765,5398,16364,26180,7156,19024,22753,6513,15639,15362,3474,11408,15283,3364,11385,15274,4049,10501,15301,3792,11509,23802,6260,17041,25550,6266,18867,24728,6011,18003,24990,7278,16020,24978,7043,17935
