ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_SEN_ROFF_Total,E_16_SEN_ROFF_Dem,E_16_SEN_ROFF_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_GOV_ROFF_Total,E_19_GOV_ROFF_Dem,E_19_GOV_ROFF_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AG_ROFF_Total,E_23_AG_ROFF_Dem,E_23_AG_ROFF_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
54,District 54,46011,38629,2557,1674,445,2828,57,0,0,44478,37144,2844,1802,424,2642,0,0,0,42849,34391,3257,1748,532,3056,28,44254,37242,3063,1269,403,2529,0,940,247,1554,0,5,1207,40791,34124,2522,1573,356,2665,27,34689,29859,1792,999,308,1791,47,0,0,33049,29331,755,1023,277,1676,0,991,189,1136,4,0,32716,27288,2078,1001,384,2029,21,32716,27288,2078,829,305,1274,9,37,896,33301,29809,970,565,303,1551,0,0,0,0,0,0,30870,27639,798,545,203,1593,4,514,148,927,4,28586,24824,1263,715,175,1567,15,579,109,1075,15,16966,3295,12974,17147,2832,14315,17777,2008,15243,16990,2424,13997,7333,883,6450,11781,3206,8443,11979,3101,8878,11646,1090,10556,11666,932,10734,15577,1968,13275,18130,1790,16097,17585,1499,15400,14881,1784,12814,12575,1154,11204,12456,1118,11120,13896,1260,12293,9071,479,7973,8823,877,7946,4268,412,3856,8975,321,8452,8698,731,7833,8624,883,7741,13880,1213,12378,17580,1710,15669,17397,1346,15812
55,District 55,42725,31051,926,9964,377,500,34,0,0,44712,31500,1117,10856,577,645,15,0,0,45124,30283,1849,11730,424,923,29,44745,31146,883,11237,611,737,47,10785,248,412,47,142,1077,46033,33508,1249,9894,693,791,34,32637,24622,636,6835,283,328,24,0,0,33779,25063,585,7357,310,425,0,7255,180,283,30,0,34922,24288,1277,8492,290,578,25,34922,24288,1277,8225,217,243,11,39,622,33501,24518,506,7709,334,548,0,0,0,0,0,0,35276,26473,820,7100,443,502,0,6961,290,312,0,35859,27305,1174,6442,484,559,0,6213,296,318,0,18541,5770,12286,18728,6094,12634,20607,5725,14231,19589,5123,13934,8439,2000,6439,14343,6195,7992,15360,6719,8641,13758,2944,10814,13859,2763,11096,18789,5049,13359,22829,5828,16614,21879,4532,16535,18002,4718,12935,15048,3188,11542,14463,55,13091,16735,3808,12517,10450,1721,8113,10053,1928,8125,5734,1311,4423,10119,1166,8731,9973,1882,7964,9801,1968,7833,16826,3712,12764,21070,5090,15695,19082,4938,14110
56,District 56,46135,32744,2469,10134,559,398,37,0,0,45740,31993,2751,10060,658,375,2,0,0,46361,30730,3873,10087,822,990,48,46105,31816,2889,10160,688,512,0,9887,433,116,0,76,886,46263,31373,2777,9727,727,1328,25,33728,24683,1673,6832,346,268,23,0,0,33942,24569,1714,7083,352,240,0,7023,346,87,2,0,34813,23991,2547,7044,500,696,33,34813,23991,2547,6679,380,136,15,99,966,34110,24905,1734,6960,398,301,0,0,0,0,0,0,34202,24641,1382,6821,403,1057,0,6519,309,388,0,33835,23403,1572,7684,396,831,0,7294,266,314,0,22196,6288,15511,21544,6575,14969,23098,6321,15831,22086,5828,15754,9037,2439,6598,15226,6620,8422,16109,7412,8697,14860,3659,11201,14968,3363,11605,20723,5947,14329,25004,7192,17386,24228,6042,17402,19709,5666,13649,16162,4231,11690,15648,3082,11753,18780,4848,13448,12559,2566,9241,12071,2847,9224,6248,1745,4503,12395,1854,10224,11975,2817,9015,11796,2887,8909,18903,4924,13589,23611,6663,16555,22858,6796,15861
57,District 57,45455,17666,2218,25142,460,307,47,0,0,43443,14954,2915,24716,632,8,34,0,0,42697,12947,3301,25769,481,597,36,43234,14382,2993,25135,649,57,28,24316,455,3,0,569,516,41513,13094,3527,23556,583,367,53,32984,13904,1537,17214,306,203,26,0,0,31550,12207,1560,17592,140,8,0,17394,128,4,57,0,32500,10890,2223,18805,364,444,29,32500,10890,2223,18207,300,78,5,92,705,31611,11495,1542,18088,293,36,0,0,0,0,0,0,30498,10924,1737,17094,337,273,4,16890,327,70,4,29203,10299,1595,16482,410,344,0,16206,397,53,0,20872,12036,8528,20270,12910,7360,20249,12686,7057,18738,10962,7326,9158,5420,3738,14103,10233,3664,14852,11197,3655,13313,7904,5409,13459,7564,5895,17842,11265,6239,20998,13805,6873,19848,11997,7079,16549,10563,5685,11145,6769,4164,10751,6148,4132,15175,9402,5422,9819,5454,3740,9432,5762,3670,6551,4279,2272,9526,4277,4953,9416,5669,3621,9260,5653,3607,14864,9315,5227,18223,12115,5886,17180,11927,5253
58,District 58,46772,17380,1351,27822,195,248,18,0,0,49172,19069,1776,28089,184,272,43,0,0,45194,15513,2351,26882,264,471,62,46955,17593,1381,27908,172,426,36,27193,166,9,0,8,609,44287,15881,1860,26405,204,316,71,34427,13898,870,19469,139,177,14,0,0,36564,15272,665,20316,130,77,0,20222,126,10,140,0,34306,12884,1584,19473,178,338,35,34306,12884,1584,18961,106,58,6,74,633,35413,13660,767,20194,122,94,0,0,0,0,0,0,33243,12618,825,19275,99,92,4,19215,74,0,4,33729,12224,1214,19744,117,254,5,19542,81,8,5,23691,15654,7677,23107,15963,7144,22065,14530,7065,20228,12384,7237,9805,6301,3504,16843,12239,4423,18599,14228,4371,15752,9225,6527,15765,8806,6959,20692,13212,7075,25693,16870,8417,23877,14008,8898,19895,12619,6919,15299,8822,6157,14888,9202,5572,18917,11383,7091,13826,7202,5843,13153,6936,6217,11185,6749,4436,13215,5382,7495,13287,6395,6756,12887,7277,5610,19258,11448,7389,23971,14839,8804,22934,15290,7644
59,District 59,37013,28260,1756,5987,789,238,86,0,0,43762,32140,2714,7460,1290,445,355,0,0,45699,30625,3935,8879,1493,839,48,46867,33772,3298,8017,1412,189,412,7138,1142,15,0,88,1414,48402,34014,4318,7764,1617,350,261,25266,19586,1165,3897,494,156,43,0,0,30466,23089,1121,5273,669,187,0,5138,604,10,205,0,32465,22372,2508,6059,971,562,27,32465,22372,2508,5747,818,81,12,96,831,32535,24528,1289,5515,876,104,0,0,0,0,0,0,33183,24951,1497,5702,759,200,0,5554,629,0,0,33223,24101,1972,6039,775,185,5,5593,527,24,5,15579,3482,11896,17416,4193,13223,19810,4899,14033,19269,4614,14179,7911,2025,5886,12320,4915,7346,13674,5891,7783,12128,3054,9074,12218,2783,9435,16927,4581,11972,19227,5448,13361,18954,4575,13832,16175,4495,11351,14798,4110,10465,14233,0,12546,15399,3963,11023,9949,2356,7068,9726,2365,7361,5046,1393,3653,9824,1602,7805,9734,2290,7352,9556,2574,6982,15494,4151,11018,20427,6049,14000,21054,6143,14911
60,District 60,49692,26993,953,21526,170,261,21,0,0,48616,25920,1315,21046,273,294,0,0,0,44864,24353,1922,17981,292,517,51,49226,25553,1399,22008,263,252,11,21636,18,18,0,0,599,45781,23869,1320,19485,293,693,39,38175,21596,743,15672,118,198,14,0,0,37694,20994,834,15602,97,163,0,15530,12,30,40,0,35651,20171,1558,13450,204,407,38,35651,20171,1558,13103,118,72,10,66,553,38343,20880,850,16391,109,140,0,0,0,0,0,0,35543,19769,667,14598,78,407,30,14411,44,75,30,34553,19125,943,13781,123,527,36,13534,103,103,36,24103,12175,11491,24372,12726,11646,23625,10907,12140,21790,9570,11614,9650,4562,5088,19488,11753,7573,18968,11751,7217,18401,7838,10563,18257,7327,10930,21685,9949,11331,24265,10851,13023,22827,8909,13053,20953,9509,11080,17391,6869,10170,16840,6042,10312,19726,7996,11285,15754,5566,9394,14904,4959,9945,7776,2862,4914,15086,4442,10090,14907,4951,9751,14485,5182,9303,19546,7796,11348,22475,9587,12567,20690,9963,10727
61,District 61,47084,8322,1229,36785,796,247,44,0,0,44681,8766,1324,33740,696,428,0,0,0,44049,6994,2115,34310,524,484,27,45313,9210,1390,33316,639,403,0,32495,617,87,0,653,868,42059,7631,1186,32529,398,443,0,34923,7491,907,25871,626,194,34,0,0,32912,7676,262,24155,480,147,0,24018,471,93,225,0,33624,6273,1531,25314,391,379,19,33624,6273,1531,24751,323,63,7,89,587,33767,8373,216,24356,428,140,0,0,0,0,0,0,31239,6870,253,23590,205,200,0,22897,184,70,0,28933,6335,508,21489,266,170,2,20797,232,30,2,20007,16565,3231,23022,19166,3856,18727,15771,2272,17857,14154,3209,10355,8800,1555,12543,11243,1252,15851,14509,1342,11697,9230,2467,11877,8720,3157,16733,13858,2500,20495,17436,2654,19319,15289,3235,15577,12987,2254,10923,8979,1740,9791,5467,2943,14271,11678,2206,8330,6390,1545,7974,6212,1762,4589,3702,887,7914,3761,3881,8029,6390,1554,7898,6283,1615,14050,11478,2253,17512,14547,2603,16196,14376,1820
62,District 62,43771,17569,458,25405,251,318,14,0,0,42243,16080,434,25305,318,224,7,0,0,42969,16572,851,24832,261,614,51,41670,16655,367,24166,325,231,4,23888,296,115,0,12,338,42149,16748,435,24243,168,645,0,33108,14400,315,18135,170,240,13,0,0,32827,13188,298,19074,62,192,0,18994,62,111,14,0,33763,13972,634,18597,191,463,35,33763,13972,634,18173,121,82,11,74,696,32751,13521,302,18709,167,196,0,0,0,0,0,0,33728,13742,296,18867,207,514,0,18555,183,122,0,32769,13316,339,18355,93,518,33,17937,40,73,33,20798,11500,9010,22062,12550,9512,21029,12015,8515,20141,11066,8645,11735,6928,4807,15160,10109,4985,17082,11774,5308,14432,7609,6823,14415,7117,7298,19052,10765,7966,22377,12767,9260,21450,11075,9644,18115,10188,7634,14591,7582,6738,13782,3413,9045,16966,9126,7462,11447,5666,5139,11146,5673,5473,6684,3382,3302,11126,4108,6638,11162,5878,5158,10959,5694,5265,16783,8903,7544,19889,10708,8899,18746,10498,8248
63,District 63,43235,11972,450,30532,244,229,18,0,0,44457,10913,628,32719,386,340,55,0,0,44638,11420,1174,31302,432,419,17,43238,11339,634,30890,470,302,2,30213,350,2,0,58,640,45201,12350,604,31562,519,410,1,31634,9044,317,22088,162,160,16,0,0,32731,8279,318,23920,119,35,55,23857,84,3,45,0,33586,8793,875,23394,275,296,13,33586,8793,875,23008,208,45,4,91,562,32839,8404,328,23697,159,208,0,0,0,0,0,0,33361,9117,418,23388,138,247,0,22828,89,8,0,33984,8587,665,24321,146,240,6,23817,128,18,6,19783,13348,6275,19086,13494,5592,19980,13314,6032,19163,12040,6706,11222,7632,3590,13507,10146,3297,15519,11747,3772,12824,7934,4890,12881,7035,5846,17998,11790,5873,21695,14405,6887,21071,12952,7504,17117,11228,5575,13867,8675,4900,13155,3685,7885,15813,10052,5381,9369,5586,3297,9129,5443,3686,6452,4236,2216,9145,3464,5365,9105,5604,3412,9004,5543,3461,15698,9875,5475,19130,12199,6566,17852,12592,5260
64,District 64,40938,37390,952,2030,225,377,20,0,0,44940,39674,937,3649,449,288,300,0,0,45619,38000,2414,3333,405,1161,45,45621,40798,876,3520,94,352,248,2802,69,101,0,0,971,45867,40193,1310,3232,364,412,240,29049,26700,563,1415,126,266,9,0,0,32097,28843,454,2260,200,210,0,2224,200,70,109,0,33368,28322,1477,2201,254,863,31,33368,28322,1477,2068,177,114,12,60,1138,33347,30429,410,1959,73,280,0,0,0,0,0,0,33726,30950,494,1932,153,287,4,1853,150,4,4,34027,30638,626,2411,199,285,0,2363,195,18,0,17143,1998,14860,17585,1984,15601,20298,2122,17543,19797,2514,16800,7787,975,6812,12881,3144,9645,13685,3543,10142,12686,1249,11437,12768,1211,11557,18214,2369,15538,21990,2847,18844,21751,2380,18923,17373,2220,14887,14714,1623,12876,14375,0,13671,17138,1813,14977,12365,922,10739,12039,1073,10966,7534,754,6780,12197,555,11053,11962,1010,10795,11819,1121,10698,17401,1985,15117,21742,3082,18409,21828,2744,19084
65,District 65,41315,29989,1604,8692,819,352,24,0,0,43502,29276,3120,10233,938,83,17,0,0,44189,27121,4267,10787,1143,831,20,42147,27861,2489,10195,1350,56,16,9708,738,2,0,394,955,42161,26929,2938,9904,1799,587,8,31199,23949,1119,5359,583,248,12,0,0,30751,22759,854,6587,443,70,0,6522,383,0,40,0,32939,21448,2752,7210,828,659,10,32939,21448,2752,6886,698,85,2,117,951,29982,21304,799,7085,685,18,0,0,0,0,0,0,30265,21076,905,7081,825,234,0,6941,570,4,0,30911,20538,1549,7602,838,223,18,7396,671,20,18,21695,4399,17016,21665,4730,16935,22865,4889,17239,22262,5000,16890,12914,2709,10205,13677,4914,8712,14710,5650,9060,13531,2982,10549,13637,2658,10979,19299,4734,14259,21826,5608,15891,21750,5016,16285,18146,4509,13366,15361,3702,11489,15239,0,13830,17174,3931,12893,10808,2166,8013,10700,2264,8436,7451,1465,5986,10945,1293,9036,10566,2251,8217,10564,2371,8193,16492,4042,12167,18654,5478,12862,18883,5526,13357
66,District 66,37233,27429,1346,6799,1488,245,32,0,0,41347,28114,1312,9152,2441,413,11,0,0,43703,28983,2577,8914,2568,649,36,40403,27809,1303,8305,2468,605,2,7951,2025,0,0,12,1302,40405,29769,1154,6994,2289,305,27,28400,21648,1008,4563,1046,168,20,0,0,30526,22834,492,6004,931,224,0,5804,807,2,22,0,34019,23483,1887,6304,1793,494,30,34019,23483,1887,5979,1618,53,12,133,854,30739,22753,768,5799,1003,348,0,0,0,0,0,0,31892,24577,746,5197,1125,209,0,5133,951,55,0,30818,23027,1587,4827,1238,117,0,4758,1114,23,0,18354,3959,14154,17201,3619,13582,19667,4919,13740,19377,4517,14477,11937,2912,9025,15504,5815,9619,16963,6823,10140,15202,3482,11720,15393,3027,12366,18590,4965,13264,20959,5978,14543,21004,5119,15485,18142,5006,12809,16681,4712,11763,16335,0,14414,17045,4334,12307,12166,2651,8958,11986,2648,9338,8238,2042,6196,12197,1534,10155,11868,2697,9088,11753,2775,8978,17499,4668,12521,22359,6874,15017,22209,6983,15226
67,District 67,41695,15562,1920,21376,2774,260,31,0,0,38225,12935,1941,21581,1580,151,158,0,0,43566,13125,4439,23932,1883,561,76,37724,12743,2367,20387,1891,121,323,19855,1714,15,299,18,711,41556,13760,3023,22730,2118,607,15,33306,13976,1557,15338,2339,211,27,0,0,30053,11695,780,16577,765,89,80,16252,586,30,75,0,35143,11988,3097,18223,1615,448,66,35143,11988,3097,17505,1411,63,23,142,914,28586,11509,639,15576,640,67,180,0,0,0,0,0,32185,12836,813,17325,977,243,0,16808,825,10,0,31502,12779,1100,16349,1079,237,2,15853,1057,0,2,13838,10546,3089,14277,11303,2974,13708,10346,2684,13024,9239,3394,7429,5930,1499,8711,7498,1172,10992,9703,1289,8063,5871,2192,8308,5489,2819,12309,9383,2624,15683,12400,2981,15114,11013,3523,11516,8897,2356,8347,6336,1850,7512,2661,3307,10732,8085,2348,6098,4294,1514,5875,4143,1732,3452,2533,919,5792,2556,3036,5873,4239,1567,5762,4190,1572,10734,8074,2422,13532,10180,3050,12516,10153,2363
68,District 68,40121,29671,1576,7356,1409,201,40,0,0,40406,28581,1130,8257,1916,450,45,0,0,44607,29888,2647,9539,1950,616,31,44895,31009,1304,10365,1883,518,71,8961,1597,116,0,53,1851,45793,29190,1603,12049,2199,573,0,33529,25354,1248,5683,1142,180,27,0,0,32120,23396,817,6932,603,305,20,6809,514,87,105,0,37541,25788,2096,7574,1565,493,27,37541,25788,2096,7165,1366,45,8,101,972,36261,26022,980,8597,547,275,0,0,0,0,0,0,36805,24622,1233,9787,958,292,0,9440,745,162,0,37170,23797,1824,9961,1493,276,26,9490,1098,31,26,17978,6520,11141,18128,6639,11489,18138,7135,9611,17970,6434,11083,11825,4808,7017,13542,7300,6185,15310,8920,6390,13356,5016,8340,13420,4213,9207,16783,6788,9556,18913,7948,10416,19125,6972,11681,16226,6753,9070,14606,6223,8165,13969,0,11473,15437,5891,9061,11198,3560,7094,10943,3506,7437,8396,3420,4976,11005,2006,8498,10767,3534,7143,10840,3671,7169,15444,6004,9098,18118,7820,9810,18543,7446,11097
69,District 69,44554,30434,2451,9613,1907,288,53,0,0,47652,29810,2602,11779,3165,524,18,0,0,46550,27016,4121,12100,2648,676,37,46949,29242,2763,12152,2781,403,21,10991,2196,144,0,51,1562,46875,27602,2986,13936,2151,396,25,35167,25100,1810,6743,1370,211,35,0,0,36498,24971,1220,7935,1963,280,0,7773,1890,56,157,0,36675,22633,2870,8709,1899,525,26,36675,22633,2870,8275,1716,45,11,138,987,35530,24550,1322,7709,1662,174,0,0,0,0,0,0,34219,22902,1143,8669,1324,124,0,7942,1174,35,0,32831,21498,1422,8552,1230,265,5,7628,1180,56,5,21195,5432,15433,19707,5569,14138,20805,6619,12827,20515,6122,13930,12777,3850,8927,15598,7168,8342,17270,8492,8778,15374,4602,10772,15474,4008,11466,19378,6622,12296,22174,8158,13483,22168,7111,14464,18625,6554,11638,15894,5649,9995,15457,0,13007,17374,5701,11156,11833,3370,7877,11584,3289,8295,7559,2282,5277,11709,1863,9382,11530,3327,8107,11418,3449,7969,17453,5963,11109,21374,8243,12544,22103,7897,14206
70,District 70,40996,27455,1978,9453,1927,275,34,0,0,43479,28961,2146,9659,2499,342,72,0,0,45398,28098,3411,10241,2872,805,35,42449,26980,2010,10493,2931,308,81,9999,2489,128,0,53,792,47867,29723,2063,12186,3122,325,117,33203,23167,1548,6760,1557,208,25,0,0,33015,24537,886,6399,911,281,0,6211,850,157,54,0,37663,24085,2600,7989,2337,648,26,37663,24085,2600,7456,2063,98,8,137,1216,32760,22650,1292,7177,1167,211,0,0,0,0,0,0,36992,24929,1399,8915,1362,258,0,8527,1326,42,0,37157,23854,2526,8585,1579,358,5,8214,1505,126,5,18163,6756,11078,16002,5579,10423,17796,7091,9397,17399,6408,10545,10868,4388,6480,12802,6697,6036,15044,8498,6546,12529,4520,8009,12636,4042,8594,16353,6624,9298,18917,8051,10419,18939,7020,11414,15722,6487,8850,13516,5519,7828,12955,0,10633,14743,5672,8621,9864,3264,6162,9643,3117,6526,6715,2494,4221,9751,1856,7508,9565,3186,6297,9476,3268,6208,14897,5864,8715,18700,8249,9956,19653,7694,11959
71,District 71,39954,34365,1605,3366,358,307,19,0,0,43379,35494,2761,4472,346,619,0,0,0,43001,32004,3575,5534,769,916,45,42658,35100,2868,3852,568,545,0,3331,444,110,0,29,779,44002,35841,2656,4714,521,353,0,29063,25449,1029,2146,231,233,11,0,0,30998,26848,752,2959,200,227,0,2931,200,135,16,0,32034,24813,2224,3621,511,653,33,32034,24813,2224,3410,411,85,15,79,997,30283,26383,712,2826,321,145,0,0,0,0,0,0,31338,27080,749,3148,191,126,0,3111,85,15,0,32981,27385,1367,3814,255,244,4,3596,59,7,4,15874,2333,13255,16051,2579,13472,14618,2411,11611,14073,2510,11160,5476,974,4502,9300,2939,6295,9906,3304,6602,9159,1485,7674,9166,1465,7701,12956,2534,10131,15645,3265,12019,15280,2692,12112,12478,2462,9754,11040,2013,8834,10780,0,9983,12158,2109,9717,8454,1079,6875,8156,1211,6945,4241,803,3438,8252,779,7061,8109,1162,6844,8040,1284,6756,12417,2293,9841,16128,3594,12264,16170,3333,12837
72,District 72,44961,18774,908,24883,228,330,40,0,0,44500,18660,1089,24279,248,533,6,0,0,42817,16854,1428,23861,246,634,56,45509,20273,1050,23564,258,525,4,22739,205,190,0,12,1026,43002,17973,1450,22803,249,413,9,33024,15014,593,17106,169,244,22,0,0,33060,15144,391,17197,121,292,0,17090,104,149,4,0,32423,13849,962,17077,178,467,39,32423,13849,962,16616,109,82,8,65,732,34277,16379,422,17322,106,324,0,0,0,0,0,0,31799,14563,743,16374,87,262,0,16204,43,44,0,31881,14232,768,16821,126,310,0,16489,57,113,0,20154,11770,8055,20353,12494,7859,19657,11404,7843,18245,9723,6809,7921,4470,3451,13925,9727,4109,16314,11980,4334,12523,6267,6256,12869,6398,6471,17399,9826,6981,20965,11994,8597,19695,9939,8362,16449,9177,6876,12267,5732,6134,11738,5319,6392,15724,8196,7044,11396,5049,5695,10875,5165,5710,8761,4109,4652,10956,3760,6760,10847,5013,5667,10585,5022,5563,15583,7939,7168,18617,9771,8545,16824,7380,9421
73,District 73,37823,30488,961,5776,287,329,29,0,0,45057,34400,2118,7880,447,348,11,0,0,46503,34308,2487,7829,519,1206,64,43354,34147,2078,6684,224,278,11,6051,149,31,0,37,862,47096,35404,2752,8113,200,471,0,28099,23305,639,3730,176,242,21,0,0,33942,27171,1298,5041,212,193,0,4923,190,30,24,0,35345,27009,1654,5289,337,876,40,35345,27009,1654,5026,213,132,10,99,1202,32561,26395,1036,4615,109,175,0,0,0,0,0,0,35410,27489,1079,6397,104,319,0,6272,75,35,0,35811,27494,1182,6329,253,336,5,6266,193,30,5,16763,3370,13093,17182,3565,13617,19714,3666,15402,19022,3686,14798,7343,1354,5989,12906,4595,8190,14806,5710,9096,12715,2135,10580,12811,2003,10808,18181,3727,14070,22663,4533,17759,22278,3854,17664,17498,3565,13595,14847,2647,11968,14405,2482,11760,17343,3057,13864,12607,1745,10093,12216,1962,10254,9430,1404,8026,12454,1314,10795,12072,1952,9941,11983,2047,9936,17949,3253,14332,23142,4755,18132,22552,3943,18279
74,District 74,41842,36448,1534,3198,266,434,35,0,0,44405,39139,1724,2879,209,560,17,0,0,44185,35884,3184,3335,416,1123,64,44506,38221,2031,3692,201,459,16,2888,103,222,0,31,1014,45448,38086,2048,4110,251,908,19,32099,28336,1105,2151,191,320,24,0,0,34231,30911,1014,1855,103,327,0,1779,87,219,19,0,34817,28878,2249,2377,287,823,39,34817,28878,2249,2157,164,93,10,101,1165,34417,30834,1053,2165,87,245,0,0,0,0,0,0,35253,30836,1275,2588,191,384,6,2169,103,86,6,35810,30425,1936,2815,253,318,9,2381,110,52,9,21297,3949,16863,21703,4118,17585,24578,4026,19675,23914,3853,19587,10829,1714,9115,15759,5060,10527,17698,5905,11793,15465,2488,12977,15578,2175,13403,22393,4082,17884,27799,4949,22428,27363,4323,22185,21490,3933,17154,18406,2903,15191,18281,2831,15069,20829,3214,17106,13851,1498,11459,13510,1774,11736,9059,1383,7676,13804,888,12545,13233,1817,11150,13275,1957,11318,21350,3341,17583,27648,4857,22438,26917,3863,22666
75,District 75,47168,31019,887,14884,170,372,23,0,0,46442,30441,1058,14578,144,362,0,0,0,45463,29588,1410,13434,250,836,27,46325,30228,1108,14585,114,373,0,14011,41,144,0,74,719,45514,29265,1202,14337,224,436,134,35305,24033,608,10369,118,281,16,0,0,34930,23790,382,10472,30,257,0,10444,30,84,29,0,34951,23518,901,9732,182,627,18,34951,23518,901,9426,122,113,0,39,832,34970,23725,413,10528,10,301,0,0,0,0,0,0,34875,23260,814,10263,18,324,0,10190,18,103,0,34304,22705,872,9411,35,1155,57,9105,19,210,57,18742,6122,12215,18197,6407,11790,18628,5692,12556,17700,5122,12081,7055,1959,5096,13635,6023,7466,12892,6214,6678,13088,3775,9313,13130,3622,9508,16769,5211,11275,19513,5970,13307,18858,5039,13119,16004,4967,10787,13171,3573,9309,12739,3255,9484,15564,4310,10950,12338,2811,8784,11780,2960,8820,11457,3105,8352,12058,1826,9909,11759,2865,8670,11588,2899,8689,15554,4248,11023,18455,5411,12846,17139,4324,12815
