ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep
62,62,24165,23115,389,240,297,137,16,0,0,23695,22510,375,105,390,212,30,0,0,23109,20950,720,360,426,345,28,23129,20970,720,360,426,345,28,23597,22190,454,134,473,151,0,45,318,73,0,104,413,23118,21204,869,246,551,100,0,18279,17651,219,137,174,99,9,0,0,18095,17425,347,88,147,74,0,54,118,20,15,0,18483,17069,422,214,278,265,17,18483,17069,422,124,202,30,8,57,571,18015,17290,403,74,183,63,0,0,0,0,0,0,18160,17015,650,97,389,15,0,83,265,0,0,18664,17633,554,110,347,15,0,89,313,0,0,14145,7318,6574,14095,6626,7469,14069,6022,7171,13861,6913,6589,12569,5896,6491,12743,4619,7181,12468,5044,7271,13531,6034,7047,15684,7729,7594
63,63,24990,22613,1243,633,505,174,26,0,0,23746,21506,1016,583,523,330,20,0,0,23675,19960,1684,884,691,432,30,23720,20003,1685,884,691,432,30,23129,20783,1054,563,584,171,13,389,456,59,0,28,357,23048,18541,2301,1293,571,186,82,19760,18266,751,367,337,127,16,0,0,18948,17826,417,215,280,194,0,204,195,80,20,0,19732,17150,1093,600,490,344,18,19732,17150,1093,317,377,24,7,99,665,18870,17651,520,279,241,176,0,0,0,0,0,0,17550,14980,1175,892,344,103,0,715,204,10,0,17603,15651,859,669,208,115,0,534,183,5,0,12319,6077,5866,11538,5365,6173,12001,4278,7137,11706,5765,5647,10220,4294,5775,10378,3337,6464,10136,3528,6469,11188,4434,6464,12945,5470,7302
64,64,23734,22260,744,320,302,119,9,0,0,22800,20630,1031,462,494,196,11,0,0,24135,21309,1221,479,550,391,20,24165,21338,1221,479,550,391,20,22813,20356,1213,331,544,297,15,240,293,4,0,86,621,24209,19718,2232,661,1223,449,39,19270,18284,506,221,185,86,8,0,0,18250,17205,562,200,190,107,0,171,156,4,12,0,20183,18157,851,331,378,292,18,20183,18157,851,200,268,35,0,97,575,18375,17070,643,215,288,162,0,0,0,0,0,0,18570,16420,1049,412,513,170,0,267,365,8,0,19380,17607,766,256,510,116,0,244,317,0,0,13777,8884,4642,12811,7801,5010,13359,7745,4954,13228,8426,4467,12463,7846,4481,12567,6802,5276,12297,6934,5231,13049,7846,4910,14795,9400,5163
65,65,24120,19955,2550,1118,570,271,42,0,0,22954,17606,3446,1217,832,219,118,0,0,23425,16417,4464,1586,679,692,52,23547,16509,4484,1587,679,692,52,23168,18519,2771,1281,746,245,80,802,700,39,0,26,314,24334,14471,4949,3988,1045,255,215,19080,16465,1545,676,398,187,30,0,0,17075,14552,1536,570,307,99,0,523,307,55,10,0,18947,14183,2881,1098,494,493,37,18947,14183,2881,621,422,41,8,54,737,17330,15289,1101,608,232,92,0,0,0,0,0,0,18805,13130,2493,2409,544,116,0,1997,489,14,0,18857,14899,1769,1461,548,212,0,998,524,6,0,9734,5162,4337,8077,4078,3999,9023,3575,4967,8711,4842,3623,7404,3512,3780,7573,2715,4409,7352,2913,4342,8287,3666,4393,10000,4520,5280
66,66,24517,23221,543,225,403,155,21,0,0,23185,21231,1074,269,437,183,18,0,0,23589,21280,913,367,482,332,23,23613,21304,913,367,482,332,23,22893,20562,1221,479,560,165,20,287,446,77,0,37,261,23531,19994,1444,1356,778,184,80,19401,18554,333,153,268,110,15,0,0,18252,17192,595,150,155,133,0,146,132,90,20,0,19771,18117,621,261,331,252,19,19771,18117,621,154,240,30,6,73,530,18539,17087,774,266,238,112,0,0,0,0,0,0,19075,16871,976,710,369,58,0,610,300,14,0,19176,17174,753,466,697,82,4,331,538,6,4,14840,7300,7310,13682,6211,7471,14612,6104,7775,14344,7111,6929,13058,6116,6791,13176,5034,7574,12882,5304,7474,13946,6205,7419,15919,7625,8034
67,67,23413,20545,1410,533,796,165,16,0,0,22072,18738,1783,531,945,85,94,0,0,23414,17792,2771,893,1005,363,34,23454,17823,2771,893,1005,363,34,21987,18784,1680,423,933,123,77,279,649,13,0,32,548,23208,18581,2472,1234,822,608,97,17773,15846,943,368,508,107,12,0,0,16732,14967,974,298,324,65,0,243,274,10,110,0,18670,14648,1909,601,732,290,17,18670,14648,1909,405,633,21,2,183,869,16700,14888,995,239,381,99,0,0,0,0,0,0,16470,14146,1335,379,436,153,0,368,411,4,0,16365,14033,1251,374,589,143,0,297,566,0,0,11388,6046,5208,10635,5411,5224,11262,5004,5707,11123,6157,4701,9596,5023,4436,9740,4172,5198,9479,4276,5088,10672,5194,5219,13000,6578,6227
68,68,24010,21682,1106,669,485,159,21,0,0,23151,20019,1736,1061,686,348,0,0,0,23605,19917,1745,1008,566,263,31,23638,19948,1745,1008,566,263,31,22974,19656,2148,855,541,259,0,464,337,0,0,35,332,23579,18312,2760,1570,1382,222,0,18799,17287,676,439,346,93,16,0,0,18258,16258,1166,470,335,0,0,438,272,0,35,0,19114,16597,1123,664,422,178,17,19114,16597,1123,487,359,20,6,93,429,18617,16655,1292,409,242,0,0,0,0,0,0,0,19411,15789,1806,1218,509,29,0,1129,399,0,0,19749,16931,1566,751,368,39,5,697,195,3,5,12295,5222,6880,11500,4544,6956,12423,4001,7986,12016,5577,6223,10421,3877,6433,10607,2986,7185,10360,3179,7106,11491,4085,7194,13351,4927,8254
69,69,23671,21955,665,277,685,107,13,0,0,23427,21139,1028,480,717,100,16,0,0,23534,20818,1031,446,797,260,25,23544,20828,1031,446,797,260,25,23015,20191,1000,818,962,112,5,660,708,39,0,23,401,23632,19829,1556,895,1282,105,2,18932,17829,413,182,436,64,8,0,0,18573,17214,549,303,427,62,10,295,385,19,4,0,19704,17745,705,307,584,214,12,19704,17745,705,185,497,10,0,67,495,18673,17001,505,525,592,83,0,0,0,0,0,0,18651,16482,920,351,781,75,0,331,622,4,0,19226,16766,1239,571,638,72,0,521,466,0,0,14149,6908,7073,14017,6445,7572,13593,6139,6899,13398,6962,6216,12293,6188,5988,12398,5123,6889,12175,5413,6670,13202,6312,6649,15505,8056,7246
70,70,23582,19083,2181,1464,772,127,24,0,0,23881,17437,2889,2719,945,141,0,0,0,23484,16004,3451,2398,794,326,32,23537,16043,3454,2400,794,326,32,24018,17494,2772,2723,793,110,0,2231,630,14,0,33,849,23809,14499,3387,3751,1478,426,0,18050,15161,1350,892,509,86,18,0,0,17712,13765,1914,1633,362,47,0,1547,355,30,10,0,18591,13478,2258,1623,564,215,27,18591,13478,2258,1218,474,14,4,298,847,18021,14314,1764,1488,390,15,0,0,0,0,0,0,17672,12190,2396,2112,833,144,0,1771,785,0,0,17483,12146,2357,2086,680,134,5,1651,651,13,5,10126,5316,4689,8491,4277,4214,10010,3964,5552,9684,5360,4048,8115,3787,4225,8293,2905,5051,7975,3060,4797,9234,4062,4932,11388,5298,5906
71,71,22396,17499,2354,1795,682,142,42,0,0,23162,15970,4380,2643,762,44,16,0,0,23161,14835,4350,2846,857,352,52,23243,14879,4367,2857,857,352,52,23065,16793,4042,1945,733,56,22,1222,625,0,0,48,335,22180,14349,4026,3096,943,101,1,17644,14363,1498,1223,466,91,26,0,0,17475,13164,2598,1368,327,7,0,1271,317,0,10,0,18383,12554,2914,2002,627,254,35,18383,12554,2914,1515,535,23,5,224,613,17501,13801,2321,980,337,10,0,0,0,0,0,0,16679,11638,2362,2075,552,4,0,1914,483,0,0,16840,11252,2926,1885,626,119,5,1697,571,3,5,10435,4773,5496,9666,4269,5397,9951,4124,5451,9564,5028,4343,8265,3810,4369,8453,3165,4984,8161,3231,4862,9230,4086,4969,11068,5167,5749
72,72,21896,6030,8574,7651,364,360,80,0,0,22117,4881,10701,7126,636,358,54,0,0,23279,4334,11479,7900,445,511,53,23596,4363,11645,8011,445,511,53,22098,5134,10655,7124,423,424,80,5375,125,6,11,70,723,25143,3975,11123,11168,454,566,160,15740,5263,5340,5182,253,258,50,0,0,14064,3932,5757,3978,260,145,15,3826,159,10,30,0,16749,3767,7397,5651,312,349,41,16749,3767,7397,4545,234,42,5,232,527,14795,4296,6035,4120,211,213,36,0,0,0,0,0,18513,3954,7382,6606,335,264,146,6190,316,4,146,19460,4202,7719,6730,412,122,42,6514,377,16,42,6511,4938,1487,6760,5208,1552,5935,4240,1552,5479,4247,1105,4333,3231,1052,4447,3035,1306,4255,3003,1229,5123,3700,1338,6326,4436,1816
73,73,23383,12196,5980,5096,482,270,41,0,0,23241,9996,7546,6092,369,166,10,0,0,24517,9193,8537,6566,559,425,74,24712,9244,8614,6617,559,425,74,23331,9451,7914,6436,328,150,27,5108,154,2,8,140,562,24776,7685,8051,9386,849,183,56,17229,10121,3625,3240,330,188,29,0,0,15423,7854,3928,3398,199,94,0,3179,149,1,27,0,18163,7593,5635,4587,418,329,55,18163,7593,5635,3660,309,60,4,260,642,15349,7336,4067,3580,97,74,19,0,0,0,0,0,14123,5216,3727,4774,356,68,34,4418,300,0,34,14262,5445,4349,3807,494,45,45,3418,356,1,45,8726,5130,3453,9670,5870,3800,8116,4454,3399,7686,5010,2504,6469,3811,2587,6642,3354,3076,6408,3404,2949,7352,4177,3040,8835,5038,3705
74,74,23966,13137,5961,4474,721,267,63,0,0,22320,9614,6875,4891,1089,583,50,0,0,23907,9212,7987,6254,990,428,70,24027,9251,8026,6278,991,428,70,21594,8962,7157,4702,957,462,90,3498,757,0,0,50,1170,22962,7979,8367,5175,1830,219,109,18327,11270,3743,2870,508,177,41,0,0,15809,8384,4109,2843,329,154,0,2594,224,0,35,0,18556,8197,5390,4397,669,345,65,18556,8197,5390,3502,567,44,6,188,662,15725,8224,4060,3047,330,110,0,0,0,0,0,0,16161,7020,4516,3811,770,38,0,3588,608,0,0,15186,7467,3666,3408,619,129,4,2868,588,4,4,7960,4824,3011,4623,2886,1737,7679,4422,2994,7290,4889,2226,5856,3582,2203,6029,3207,2630,5763,3218,2482,6793,4044,2617,8213,4964,3163
75,75,23170,6293,11076,5849,495,359,85,0,0,22449,5699,10891,5591,684,238,121,0,0,23771,4893,12508,6304,625,664,116,24132,4944,12705,6396,629,667,116,22224,6300,9744,5954,566,278,69,4658,541,6,0,221,746,23183,5535,9467,8139,394,246,34,16498,5368,7160,3825,373,244,56,0,0,14821,4759,6299,3161,372,172,0,2960,367,3,82,0,17498,4137,8697,4376,450,472,95,17498,4137,8697,3295,336,73,9,341,610,14190,4907,5707,3080,384,189,0,0,0,0,0,0,15665,4388,5707,5247,187,100,0,4966,185,0,0,15291,3726,6127,5100,257,66,0,4885,197,6,0,5552,4178,1295,5807,4478,1329,5158,3695,1337,4735,3691,916,3432,2531,856,3541,2387,1063,3338,2306,998,4234,3015,1144,5196,3467,1692
76,76,24210,23069,545,179,335,121,14,0,0,24336,22835,694,413,503,8,0,0,0,23763,21331,934,399,463,366,12,23789,21355,935,399,463,366,12,24407,22168,1130,355,671,28,0,145,501,0,0,0,465,24020,19909,1884,1109,850,360,29,18265,17588,318,98,197,82,7,0,0,18885,18075,392,198,208,10,0,159,173,0,0,0,18954,17328,606,232,304,276,9,18954,17328,606,125,231,22,1,64,577,18466,17428,568,181,304,18,0,0,0,0,0,0,18005,15904,938,487,455,131,0,422,325,0,0,18487,16476,915,299,525,128,4,236,432,0,4,13373,6368,6745,12726,5456,7270,13533,4831,8020,13267,6351,6654,11885,4908,6838,12048,3792,7591,11788,4110,7565,12908,5050,7537,15163,6308,8584
77,77,24458,21036,1770,1078,599,181,16,0,0,23870,18858,3417,1283,497,252,0,0,0,24252,18511,2945,1775,863,345,30,24308,18557,2951,1778,863,345,30,23852,19034,2678,1461,654,244,0,925,442,24,0,50,704,23659,16764,3859,2423,1105,449,0,19247,17106,1045,648,407,113,10,0,0,18853,15774,2059,760,178,59,0,643,137,25,56,0,19736,15889,1855,1159,622,250,24,19736,15889,1855,803,529,13,3,70,574,18883,15922,1560,880,373,71,0,0,0,0,0,0,18031,14055,2115,1113,580,184,0,791,549,15,0,18501,14085,2618,1013,621,132,0,762,589,1,0,11623,6919,4524,10949,6265,4684,11793,5474,5799,11516,7155,4148,9718,5120,4473,9893,3978,5329,9624,4203,5296,10904,5443,5203,13081,6739,6134
78,78,24681,21837,1562,820,413,197,27,0,0,24595,21012,2183,1185,376,259,0,0,0,24011,19220,2492,1266,618,505,41,24072,19270,2495,1266,618,505,41,24266,19719,2244,1760,519,352,0,649,260,45,0,15,1331,24974,17526,3412,2968,1028,446,4,19256,17482,943,482,279,131,22,0,0,19611,17513,1322,519,145,219,0,309,115,55,38,0,19573,16289,1626,842,452,382,32,19573,16289,1626,519,356,24,9,37,713,19337,16730,1420,901,202,245,0,0,0,0,0,0,19718,15022,2307,1561,597,317,0,1193,516,3,0,19835,15423,2133,1629,463,79,0,1281,418,7,0,11098,6091,4818,10368,5456,4912,11367,4295,6656,11146,6017,4916,8866,3846,4921,8997,2993,5564,8802,3158,5549,10318,4309,5796,12982,5527,7206
79,79,23581,18815,2867,1482,531,171,37,0,0,23464,14794,5528,2670,788,243,69,0,0,24241,15622,5237,2612,763,546,34,24336,15680,5257,2616,763,546,34,23567,15123,5674,2421,529,260,59,1735,355,0,0,0,678,24131,14468,6127,3004,1070,479,69,18547,15532,1740,916,360,116,22,0,0,17821,12608,3159,1427,475,60,0,1291,262,0,100,0,19114,13374,3332,1708,545,425,30,19114,13374,3332,1141,440,25,5,83,714,17255,12568,3059,1156,281,108,0,0,0,0,0,0,17701,12088,3543,1340,430,184,0,1252,338,11,0,17448,11604,3530,1293,609,223,0,1228,583,8,0,9515,5819,3548,8828,5444,3384,9105,4614,4064,8778,5622,2916,7077,4018,2954,7194,3290,3494,7012,3409,3512,8234,4437,3571,10329,5673,4478
80,80,23430,21538,819,566,462,106,11,0,0,23438,20951,1342,639,461,91,17,0,0,23195,19927,1424,778,636,327,25,23222,19954,1424,778,636,327,25,23657,20967,1549,510,552,24,22,324,462,3,0,0,350,23120,19818,1119,1064,809,85,0,17921,16741,492,357,285,77,7,0,0,18139,16662,696,425,314,45,0,390,299,0,15,0,18480,16311,860,522,439,241,17,18480,16311,860,350,380,25,3,79,472,18332,16951,691,279,360,20,0,0,0,0,0,0,17273,15572,359,641,602,59,0,564,508,0,0,17842,15721,389,1314,317,44,33,1034,289,4,33,12186,5428,6572,12458,5189,7269,12924,4130,8322,12619,5966,6458,11150,4176,6869,11355,3066,7838,10766,3273,7397,12192,4326,7634,14532,5376,8937
81,81,22972,21342,745,383,461,89,10,0,0,22897,20439,1136,747,590,122,0,0,0,23515,20327,1369,632,830,294,19,23539,20351,1369,632,830,294,19,23074,20697,1065,606,661,151,0,457,547,1,0,0,310,23591,20113,1190,852,1019,140,0,17914,16890,451,219,317,63,7,0,0,18030,16544,733,341,358,59,0,291,323,0,0,0,19033,16894,898,419,563,203,9,19033,16894,898,259,485,9,2,41,445,18610,17155,661,244,429,95,0,0,0,0,0,0,19376,17552,818,487,444,69,0,374,389,0,0,20241,18205,842,576,562,76,0,386,455,0,0,11753,6478,5102,10220,5327,4893,12180,5229,6365,11924,6847,4840,10599,5185,5283,10740,4030,6148,10219,4234,5859,11588,5399,5900,14059,6893,6944
82,82,23462,15589,5180,2334,654,241,27,0,0,23757,15347,5092,2719,705,351,64,0,0,23686,13286,6815,2970,780,469,43,23735,13310,6830,2973,780,469,43,23980,15199,6162,1864,756,295,83,1439,599,140,0,8,435,24523,14499,7592,2111,582,338,93,18445,13294,3283,1525,452,162,19,0,0,18658,12873,3309,1944,387,125,0,1862,344,34,24,0,18931,11629,4640,2022,567,352,32,18931,11629,4640,1543,481,26,2,102,508,18820,12864,4128,1362,396,73,0,0,0,0,0,0,17247,11590,4374,924,275,62,0,797,226,0,0,15977,10167,3975,1140,534,110,5,991,474,0,5,10331,6855,3349,9360,6537,2823,9937,5468,4000,9588,6432,2944,8220,5033,3079,8381,4090,3869,8100,4219,3779,9193,5275,3684,11020,6448,4399
83,83,23645,18486,2782,1692,805,132,25,0,0,25256,19911,2759,1458,996,218,0,0,0,23337,17102,3460,1619,1019,319,9,23365,17123,3463,1619,1019,319,9,24768,18332,3478,1618,1258,152,0,1264,856,26,0,104,710,24486,17628,3458,1646,1697,163,0,18492,14937,1834,1212,560,91,16,0,0,19097,15843,1895,769,542,54,0,715,403,24,20,0,18874,14492,2378,1124,735,229,5,18874,14492,2378,825,642,3,0,60,474,18569,14776,2478,633,579,86,0,0,0,0,0,0,19168,13877,2987,1277,963,123,0,1196,800,30,0,19082,14455,2766,1106,600,79,4,1007,522,18,4,11386,6672,4557,8850,5014,3836,11729,5594,5645,11385,6763,4417,10156,5413,4640,10318,4257,5474,9978,4502,5357,11118,5569,5285,13246,6863,6184
84,84,23463,9978,10134,3624,433,410,53,0,0,21216,8125,10128,3270,172,288,51,0,0,23661,7217,12477,4239,460,722,90,23830,7254,12573,4257,460,722,90,21527,7346,10932,3589,221,281,46,2600,116,10,0,7,511,22283,6972,12223,3587,210,308,55,16935,8365,6333,2256,302,244,33,0,0,15416,6913,6345,1971,80,125,20,1873,63,9,0,0,17596,6239,8484,2856,317,546,67,17596,6239,8484,2020,231,27,12,67,516,15299,6142,6858,2073,107,105,10,0,0,0,0,0,15885,6493,7018,2069,124,199,4,1968,87,54,4,16236,6229,7507,2152,222,116,0,1943,182,54,0,6977,5140,1735,8826,6173,2653,6553,4295,1978,6099,4497,1405,5056,3524,1441,5189,3127,1858,4962,3134,1754,5870,3885,1831,7425,4772,2537
85,85,23470,19469,2540,508,916,139,10,0,0,23413,18877,2620,516,1273,59,106,0,0,23395,17753,3320,866,1114,368,50,23420,17773,3323,866,1114,368,50,23655,18287,3390,596,1256,56,72,333,1136,0,32,138,336,23185,17746,3497,613,939,119,7,18717,16024,1662,339,642,94,6,0,0,19122,16355,1218,450,934,48,48,446,879,0,56,0,19007,15064,2268,593,770,289,30,19007,15064,2268,415,650,22,5,56,527,18503,15846,1446,324,706,100,35,0,0,0,0,0,17453,14901,1459,375,531,200,0,322,510,4,0,16659,13922,1709,516,329,189,0,425,260,0,0,11130,6620,4338,10401,6137,4264,11027,5443,5072,10797,6915,3615,9128,5060,3934,9498,4237,4857,9006,4343,4532,10288,5459,4575,12388,6769,5431
86,86,24750,22728,978,438,520,122,14,0,0,24024,21738,1042,770,506,58,0,0,0,23361,20131,1591,617,683,218,16,23385,20154,1591,617,683,218,16,23538,21099,1305,529,734,46,0,249,466,0,0,37,386,23182,20253,1617,576,806,38,0,19166,17859,591,306,340,84,9,0,0,19146,17767,629,527,186,30,0,472,147,0,0,0,19131,16847,1062,440,500,167,10,19131,16847,1062,329,434,13,0,55,391,18829,17515,808,207,289,15,0,0,0,0,0,0,18007,16712,715,283,265,20,0,245,242,0,0,18236,16555,887,312,385,29,0,247,307,0,0,12702,6692,5833,11550,6076,5474,13036,5319,7267,12610,7225,5147,11001,5160,5733,11263,4036,6865,10877,4254,6509,12242,5448,6572,14769,6657,7910
87,87,24093,21056,929,848,1253,99,21,0,0,23722,19804,1200,1176,1502,69,0,0,0,24253,19631,1490,1204,1656,276,30,24263,19641,1490,1204,1656,276,30,23665,19602,1266,1419,1355,68,0,1256,1165,0,0,11,365,24179,19735,1713,960,1674,55,0,19089,16958,602,622,878,71,17,0,0,18960,16350,789,979,790,70,0,879,720,0,0,0,19771,16477,1007,869,1219,178,22,19771,16477,1007,697,1144,18,4,81,343,18765,16025,833,1068,769,64,0,0,0,0,0,0,18450,15820,789,697,1089,58,0,667,1015,0,0,18096,14879,872,887,1403,55,0,785,1319,0,0,13429,6982,6298,12186,6278,5908,13589,5837,7268,13264,8004,5049,11899,5960,5857,12183,4539,7280,11791,4862,6830,12999,6098,6691,15441,7389,7879
88,88,23704,18911,1268,1869,1752,95,17,0,0,23989,17190,1960,3266,1714,16,11,0,0,23325,16111,2023,3284,1795,318,29,23340,16123,2023,3286,1795,318,29,24513,16886,1639,3986,2141,22,28,3490,1767,7,0,10,715,25123,17182,2125,4366,1793,106,44,20195,16659,932,1397,1244,71,12,0,0,19531,14988,1411,2275,835,4,0,1968,758,4,20,0,20163,14579,1575,2538,1331,272,21,20163,14579,1575,2198,1194,107,6,66,438,19808,14501,1180,2812,1139,7,0,0,0,0,0,0,20070,14823,1595,2423,1063,16,0,2342,827,0,0,19920,14462,1361,2888,1047,70,5,2640,872,2,5,10821,6937,3758,10230,6807,3423,10201,6585,3237,9986,7254,2534,9120,6529,2500,9221,5729,3206,9016,5869,3036,9604,6550,2874,10193,7315,2763
89,89,23197,20420,1095,734,863,122,18,0,0,22447,18748,1061,1176,1416,200,114,0,0,23114,19248,1416,981,1043,297,18,23138,19270,1416,981,1043,297,18,22874,18484,930,1950,1216,335,74,945,965,0,0,61,1492,23448,17711,1181,2433,1536,156,15,17625,15810,695,478,559,78,14,0,0,17289,15002,738,658,668,124,115,562,649,0,10,0,18403,15721,946,661,753,222,17,18403,15721,946,492,658,16,2,73,495,17566,14763,726,1077,755,196,75,0,0,0,0,0,16575,13618,629,1191,1085,75,15,1024,1020,0,15,17267,14376,610,1275,920,76,4,1136,851,0,4,12864,6295,6392,12846,5842,7004,12997,5169,7264,12754,6559,5963,11451,5180,6172,11647,4098,7111,11383,4360,6914,12426,5317,6855,14548,6581,7747
90,90,23653,21333,1046,389,812,130,12,0,0,23380,20903,1171,254,1062,15,12,0,0,22959,19499,1482,557,1036,285,22,22966,19506,1482,557,1036,285,22,23047,19820,1623,251,1334,20,16,150,1280,4,16,2,155,23036,19581,1671,330,1349,33,0,18363,16852,670,259,531,93,9,0,0,19159,17533,806,152,638,7,12,142,609,0,7,0,18878,16439,977,376,776,215,17,18878,16439,977,246,703,28,4,63,418,18433,16685,831,123,771,8,15,0,0,0,0,0,18489,16645,806,133,877,31,0,91,834,0,0,19245,17448,863,294,576,44,13,231,535,0,13,12694,6981,5539,13454,7061,6393,12928,5692,6637,12655,7468,4959,11308,5695,5481,11495,4404,6638,11084,4668,6301,12365,5896,6199,14890,7496,7151
91,91,22445,13265,2467,5510,1411,181,22,0,0,22597,10756,3520,7353,1387,267,29,0,0,23387,10767,3680,7539,1624,395,26,23440,10783,3683,7560,1625,395,26,21848,10010,3408,7212,1358,314,72,6250,1264,40,0,115,762,21834,10968,4056,6083,1135,186,28,17829,11440,1613,3774,1057,131,16,0,0,16803,8855,2382,4896,567,123,30,4812,553,25,0,0,19009,9552,2576,5661,1260,296,23,19009,9552,2576,5019,1139,40,4,94,585,16202,8269,2368,4864,577,117,15,0,0,0,0,0,16293,9376,2626,3820,466,68,4,3685,438,0,4,16461,9418,1896,4571,518,61,0,4401,479,7,0,11014,7982,2920,11680,8818,2862,11248,7991,2882,10954,8558,2178,9591,7343,2149,9673,6645,2745,9467,6716,2642,10551,7791,2565,12472,9536,2803
92,92,23361,7265,4370,11575,683,372,42,0,0,23890,7566,4999,10824,962,391,21,0,0,23411,6608,5113,11002,1075,559,62,23608,6626,5151,11122,1075,559,62,23856,7176,5435,10680,1030,369,22,9544,913,241,0,74,473,24992,8505,5456,10168,1135,134,17,17564,6317,2857,8081,539,253,34,0,0,16306,6203,2179,7192,464,287,0,7085,441,220,4,0,18041,5742,3551,8177,730,410,49,18041,5742,3551,7362,608,50,7,112,609,16436,6310,2539,6864,528,319,0,0,0,0,0,0,17982,7600,2830,7179,430,46,0,6966,416,30,0,17245,6769,2950,6864,581,81,0,6642,559,40,0,9502,8476,959,9533,8625,908,8694,7660,766,8430,7595,648,7085,6446,565,7184,6270,796,6917,6091,759,7912,7036,740,9162,8119,931
