ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_17_SEN_SPEC_Total,E_17_SEN_SPEC_Dem,E_17_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_22_SC6_Total,E_22_SC6_Dem,E_22_SC6_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,50612,45483,1309,2024,248,1617,65,0,0,49323,43985,1429,2050,312,1543,79,0,0,50191,42976,1635,2160,338,3007,36,49247,43849,1478,2068,300,1558,44,1881,218,456,35,26,1306,49950,44143,1638,2185,362,1629,27,39260,35741,758,1363,173,1258,47,0,0,38524,35067,588,1401,144,1229,52,1396,121,446,28,0,39860,34746,1013,1482,234,2276,20,39860,34746,1013,1296,169,500,2,55,2079,38418,35048,495,1446,153,1242,41,0,0,0,0,0,39157,35509,592,1500,199,1332,8,1379,143,344,8,39460,35750,683,1536,147,1335,5,1330,109,186,5,19925,6125,13333,19161,5532,13629,19852,3510,15732,19208,4329,14858,10144,3162,6837,14887,3428,11420,14765,3538,11219,14716,3006,11703,17207,3493,13587,22341,3546,18557,22211,4369,17815,16703,2406,14117,12631,1447,10962,12645,1327,10973,12568,1521,11039,11607,0,10845,11726,0,10957,12531,1445,10767,12606,1465,10897,12481,1604,10863,11159,0,11061,17200,2320,14731,22361,3126,19045,19195,0,19028
24,24,48830,41210,5392,917,228,1235,113,0,0,49780,41191,5867,1138,283,1387,483,0,0,49099,39296,5812,1198,310,3428,36,50248,41826,5435,1253,168,1562,92,914,46,674,92,189,1066,49878,40926,5868,1180,172,1717,32,36559,31985,2998,587,159,897,68,0,0,35227,32378,896,711,61,1063,35,659,49,548,60,0,37549,31260,3350,799,218,2382,14,37549,31260,3350,639,154,392,4,50,1700,36041,32839,946,816,194,1160,25,0,0,0,0,0,35770,32309,1203,809,250,1205,0,686,228,271,0,36296,32239,1894,737,224,1232,0,630,212,184,0,17222,4043,12805,16215,3507,12708,18764,2667,15516,18243,3438,14788,10144,2706,7268,15854,3023,12759,15606,3033,12564,15586,2656,12920,16991,2958,13900,21228,3064,17932,21133,3722,17374,16124,1978,13963,12558,1299,11064,12555,1155,11071,12491,1363,11120,11655,0,10969,11768,0,11069,12459,1320,10833,12516,1367,10808,12416,1453,10952,11226,0,11161,16664,2006,14527,21535,2830,18493,18773,0,18537
25,25,42793,30516,1559,7879,2438,548,98,0,0,48273,32106,2075,10847,2580,584,111,0,0,50225,32617,2865,10158,3269,1318,170,47540,30745,2764,10124,2916,734,137,9542,1987,219,68,293,1922,50138,32837,3610,9638,3261,723,68,31929,23239,1020,5683,1687,384,56,0,0,36061,25647,1106,7684,1094,409,25,7493,810,158,120,0,39137,26330,1837,7539,2371,921,127,39137,26330,1837,7005,1949,155,69,201,1591,35005,24951,1505,6832,1004,467,70,0,0,0,0,0,36616,26255,1906,6459,1390,420,24,6300,1060,154,24,38924,26813,2106,7595,1840,407,15,7503,1452,95,15,20316,6861,13183,22184,7409,14775,23624,8310,13331,23287,8294,14950,17189,9382,7199,20944,9138,11768,20767,9108,11635,20810,8839,11955,22844,10101,12166,27348,11837,14720,27242,12852,14316,22176,9045,12388,18445,7202,10574,18429,6543,10849,18276,7605,10653,14854,0,10633,15101,0,10777,18263,7220,10099,18426,7184,10478,18165,7624,10519,12495,0,11813,23168,9906,12670,28967,13335,14835,19959,0,18390
26,26,45592,34459,9426,987,300,667,151,0,0,46780,33519,10847,1557,298,525,56,0,0,48406,31725,13103,1983,449,2059,163,46522,33511,10695,1689,393,372,51,1458,293,23,35,102,401,47783,33187,11601,2216,324,1239,50,33248,26573,5571,563,198,482,73,0,0,29000,25739,2211,572,119,314,45,542,55,80,8,0,34903,25133,7332,1161,319,1441,109,34903,25133,7332,956,217,153,76,66,970,28975,25707,2216,611,218,197,35,0,0,0,0,0,30088,25982,2568,980,207,350,45,866,157,34,45,30868,26012,3370,879,141,389,40,653,87,31,40,13602,2817,10554,13771,2696,11075,14758,1987,12307,14415,2458,11937,7549,1875,5485,10964,2045,8886,10979,1685,9278,10933,1674,9247,12677,2096,10450,16248,2463,13576,16196,3010,13152,12360,1561,10645,9372,901,8309,9384,794,8341,9364,925,8427,8852,0,8261,8976,0,8364,9318,885,8224,9375,873,8324,9283,1037,8243,8516,0,8464,12659,1590,10945,16090,2122,13827,14394,0,14234
27,27,47427,43601,1812,964,346,755,31,0,0,48863,43717,2510,1408,444,850,17,0,0,49206,42941,2555,1303,479,1833,45,49615,43857,2901,1537,361,1001,15,1219,322,289,1,6,1024,50140,44263,3150,1202,494,1107,45,36512,34068,1021,615,246,576,20,0,0,37595,35041,815,847,222,709,8,755,187,262,22,0,38627,34386,1509,867,349,1372,27,38627,34386,1509,714,236,176,6,60,1540,38155,35208,880,1026,199,810,4,0,0,0,0,0,38602,35458,1218,912,282,727,35,828,233,113,35,38509,34889,1670,963,376,713,28,868,305,126,28,19735,4221,15173,18320,3509,14811,20558,2930,16926,20070,3440,16595,11888,3270,8357,16330,3148,13145,16327,2643,13674,16290,2688,13585,18536,3229,15114,23407,3480,19615,23309,4326,18934,18457,2428,15741,14855,1560,12902,14856,1283,13004,14824,1626,13189,13946,0,12821,14189,0,12972,14758,1506,12828,14861,1528,12959,14660,1723,12931,13260,0,13148,19178,2536,16400,24298,3431,20607,21365,0,21096
28,28,51880,33109,2540,15331,538,524,180,0,0,49900,31163,3109,15097,634,664,22,0,0,49103,29019,3324,14986,718,1489,51,49943,31240,3150,15000,626,676,0,14010,575,81,0,25,865,49889,30494,3615,14879,686,879,11,40073,26923,1520,10913,383,412,100,0,0,37763,25479,886,10748,220,390,20,10604,208,124,38,0,38183,23838,1986,10974,522,1062,24,38183,23838,1986,10368,443,107,8,104,1329,37748,25308,898,10990,202,401,0,0,0,0,0,0,38395,25320,1228,11075,340,423,0,10872,280,38,0,36980,24219,1188,10937,252,437,18,10511,186,52,18,20691,9216,11159,20207,9133,11074,18644,7342,10694,18383,7792,10556,12159,6643,5269,14576,6597,7951,14482,6800,7669,14451,6248,8190,16336,7220,8954,19354,7753,11318,19161,8262,10856,14340,5467,8662,9918,3313,6407,9931,3184,6452,9881,3370,6497,7482,0,6451,7661,0,6519,9860,3303,6294,9919,3247,6444,9836,3461,6365,6886,0,6693,14221,5279,8791,17866,6437,11226,12429,0,12119
29,29,48708,45024,598,2300,226,588,80,0,0,47326,42773,726,2952,318,593,12,0,0,48672,43235,1010,2581,324,1341,63,47603,42695,845,2932,277,693,250,2620,163,283,250,17,725,48216,43386,828,3000,243,637,155,37337,34827,344,1582,162,445,48,0,0,37178,34341,331,1904,134,436,0,1844,95,133,16,0,38438,34550,618,1787,234,1101,41,38438,34550,618,1606,138,163,19,41,1303,37260,34109,475,1706,157,498,246,0,0,0,0,0,38193,35008,455,1885,122,532,141,1736,68,78,141,37654,34784,587,1538,153,365,106,1417,125,53,106,21415,4157,16839,21732,4314,17418,22175,2960,18586,21815,3805,17979,12216,3329,8626,17162,3308,13802,17041,3489,13546,16989,2895,14088,19525,3408,15956,24625,3414,20934,24655,4326,20287,18880,2417,16222,14440,1606,12525,14455,1442,12517,14411,1692,12712,13469,0,12528,13566,0,12595,14376,1554,12445,14440,1511,12540,14332,1714,12611,12889,0,12798,19353,2480,16687,24420,3152,21068,21456,0,21236
30,30,43272,40196,1021,1376,274,425,17,0,0,44497,40806,877,2169,211,488,3,0,0,45780,40369,1515,1962,423,1373,35,43774,39604,1043,2447,268,400,3,2154,119,184,3,47,605,42828,38220,1378,2235,264,382,37,33095,31070,572,920,180,362,13,0,0,34619,32054,349,1687,100,402,4,1575,57,263,0,0,35803,32005,870,1410,313,1073,26,35803,32005,870,1207,234,154,15,56,1262,33866,31479,394,1457,155,305,4,0,0,0,0,0,32771,30373,586,1250,250,333,14,1100,138,72,14,34212,31646,548,1223,375,402,10,1051,229,31,10,19768,3375,16048,18981,2982,15999,20629,2428,17638,20354,3233,17084,12470,3014,9201,16285,2984,13257,16174,2962,13207,16171,2456,13709,18636,3003,15479,23351,3053,20044,23344,3796,19507,17889,2069,15579,13662,1263,12049,13675,1129,12073,13630,1332,12291,12892,0,12072,12988,0,12149,13599,1226,12052,13666,1216,12135,13572,1375,12185,12398,0,12306,18371,2116,16090,23292,2674,20435,20720,0,20558
31,31,43393,32641,887,9289,271,365,56,0,0,43486,31861,741,10583,225,268,76,0,0,48162,34902,1255,10468,416,1034,63,43971,32298,721,10523,225,319,34,10148,102,104,0,7,599,46779,33944,850,11424,256,355,7,33873,25677,628,7134,191,298,39,0,0,34332,25668,313,7989,62,233,0,7945,26,115,73,0,38378,28235,782,8210,276,785,35,38378,28235,782,7968,171,96,8,80,1038,34153,25521,281,7958,51,273,0,0,0,0,0,0,36359,27053,351,8793,68,219,0,8596,10,60,0,37505,28258,483,8455,133,390,0,8207,14,39,0,18710,4433,14061,18653,4810,13843,19174,4093,14544,18763,4263,14458,11460,3518,7795,14969,3527,11430,14907,3947,10946,14904,3372,11528,17227,4178,12925,21706,4849,16636,21663,5385,16244,17044,3397,13423,13473,2130,10992,13500,1975,10973,13462,2219,11239,12147,0,11134,12265,0,11155,13437,2098,10971,13488,2142,11110,13399,2254,11136,11527,0,11429,17466,3413,13873,21501,4119,17171,21162,4092,17061
32,32,47897,22269,1533,23657,306,453,50,0,0,45537,20262,1121,23788,447,455,70,0,0,45477,18541,1397,24645,305,772,53,44633,18759,1184,24339,291,354,47,23227,197,49,0,46,1153,44000,18509,1427,23396,512,499,71,37084,18325,1079,17288,234,380,33,0,0,35719,16734,522,17957,192,279,10,17744,121,47,62,0,36171,15642,963,18855,218,611,33,36171,15642,963,18375,156,106,12,75,842,35130,14175,545,20048,145,294,0,0,0,0,0,0,35240,14310,623,19743,232,343,0,19349,108,62,0,33986,14301,622,18482,211,557,4,18048,177,42,4,19049,11530,7245,20366,11446,8920,16713,9620,6721,16501,9677,6806,10714,7433,3181,12960,7775,5166,12924,7900,5018,12917,7763,5150,14517,8747,5688,17283,9831,7305,17187,10096,7066,13390,7405,5849,10030,5040,4787,10030,4957,4797,9995,5118,4867,6331,0,4907,6472,0,4948,9954,5027,4694,10022,4853,4819,9978,5188,4778,5517,0,5293,13227,7107,6012,15226,7653,7413,8981,0,8615
33,33,47789,32245,883,14186,193,386,50,0,0,45020,30480,587,13407,79,380,7,0,0,45555,30238,911,13341,200,804,51,44821,30076,858,13159,87,472,93,12890,47,264,93,84,509,44747,29521,906,13444,270,459,18,36755,25528,602,10255,142,306,32,0,0,35147,24401,189,10275,25,248,4,10263,0,178,9,0,36403,24883,567,10081,142,657,40,36403,24883,567,9748,90,97,11,92,915,34883,24843,193,9425,50,360,0,0,0,0,0,0,35206,24592,348,9642,195,382,0,9571,65,64,0,34914,24553,394,8998,275,665,0,8904,156,98,0,20656,7882,12459,19692,7790,11902,20175,6700,13096,19990,6949,13022,12182,5511,6551,16045,5855,10172,15994,6021,9970,15967,5651,10308,17808,6532,11187,21518,7431,13918,21472,7846,13606,16924,5458,11315,13231,3799,9134,13260,3677,9173,13216,3857,9347,10456,0,9274,10597,0,9313,13186,3734,9125,13240,3596,9233,13164,3921,9238,9821,0,9657,17037,5389,11532,20226,6111,13978,16430,1592,14629
34,34,44403,39409,3532,839,176,505,31,0,0,44878,39259,3709,1027,183,552,30,0,0,45544,38414,4213,1120,284,1431,53,44605,38939,3875,925,211,485,56,679,179,41,28,179,680,45633,39297,4192,885,257,500,255,33507,30403,2091,561,112,373,20,0,0,33340,30900,1336,629,47,404,0,609,31,33,30,0,35044,30327,2627,724,173,1072,42,35044,30327,2627,595,88,107,7,60,1233,33201,30614,1505,550,33,302,30,0,0,0,0,0,33497,31138,1328,478,35,323,70,449,8,26,70,33579,30930,1447,585,88,351,81,530,44,32,81,19146,2612,16202,18622,2171,16451,20211,1676,18087,19955,2309,17609,11232,1901,9189,15545,1994,13518,15502,2016,13477,15491,1653,13832,17523,1965,15441,21623,2059,19362,21562,2556,18972,16876,1359,15291,13045,890,11708,13062,735,11708,13010,913,12086,12598,0,11848,12675,0,11894,12997,860,11785,12674,0,12006,12952,955,11988,12150,0,12088,17233,1437,15618,22076,2075,19815,20095,0,19962
35,35,47270,37214,1392,7967,294,467,46,0,0,45197,33765,2656,8064,488,332,59,0,0,47783,36222,2061,8045,458,1077,58,45383,34437,2247,7898,454,395,100,7164,338,21,20,22,1148,47775,35685,2402,8749,520,554,32,35888,29001,859,5517,213,352,23,0,0,34428,26953,1072,5922,206,239,4,5829,148,61,50,0,37365,29184,1224,5798,336,842,41,37365,29184,1224,5499,258,112,9,46,1033,34619,27819,984,5246,221,262,20,0,0,0,0,0,36600,29176,1031,5741,224,388,20,5523,130,10,20,36721,28929,631,5987,201,1051,23,5670,164,17,23,20965,5343,15250,15721,4558,11163,20273,4276,15497,20030,4702,15307,11074,3819,7105,15797,4307,11465,15710,4406,11297,15662,3951,11704,17538,4435,12991,21528,4768,16530,21512,5364,16113,16723,3412,13118,12830,2310,10209,12865,2178,10254,12797,2370,10410,11279,0,10261,11389,0,10333,12745,2299,10114,12841,2187,10201,12720,2464,10243,10718,0,10585,16861,3417,13291,20532,4184,16184,17161,0,16900
36,36,50094,40321,1268,7569,531,454,86,0,0,52197,40760,1239,8311,1320,765,44,0,0,50212,38551,1663,7912,784,1241,107,52201,41332,1297,7834,1317,544,106,7276,891,70,78,155,1113,51855,39305,1348,9552,1010,300,120,38700,31925,796,5270,380,347,49,0,0,40451,33108,527,5582,715,479,10,5418,600,126,42,0,39841,31479,1131,5647,560,937,69,39841,31479,1131,5329,430,140,35,46,1251,40527,33905,538,4925,781,275,79,0,0,0,0,0,40040,32268,649,6151,582,196,49,6060,379,47,49,40703,32174,587,6632,513,344,50,6541,402,133,50,22208,5672,16261,19009,4927,14082,21776,4990,16021,21488,5387,16058,13228,5197,7775,17136,5079,12022,17060,5089,11959,17055,4750,12295,19256,5485,13569,23456,6056,17062,23415,6771,16609,18689,4449,13914,14738,3066,11230,14748,2857,11295,14657,3176,11471,12866,0,11332,13021,0,11358,14635,3035,11154,14716,2883,11174,14581,3233,11335,11993,0,11821,18639,4537,13873,21352,5450,15674,17100,0,16686
37,37,44828,28722,1260,14307,324,317,31,0,0,46159,31771,1291,12543,564,146,0,0,0,45526,31762,1302,10983,640,868,40,47280,33066,1398,11788,663,254,4,11211,545,143,0,59,852,46725,32394,1385,11888,555,350,2,34329,22841,792,10272,232,243,22,0,0,36002,25746,526,9267,288,147,0,9079,258,95,0,0,36158,25815,786,8398,448,704,22,36158,25815,786,8161,372,104,3,64,853,37023,26924,565,8996,343,254,0,0,0,0,0,0,36963,26323,689,9302,324,270,0,9058,231,32,0,37979,27392,733,8509,266,1092,0,8254,203,50,0,20318,7956,12014,24716,9799,14917,20418,6039,13865,19991,6207,13756,11096,4888,6110,16135,5074,11035,16016,5251,10759,15973,5034,10931,18208,5924,12187,23114,7008,15880,23021,7557,15441,17943,4930,12817,14124,3202,10607,14161,3027,10652,14037,3310,10713,11740,0,10581,11925,0,10656,14005,3232,10427,14120,3066,10531,13957,3367,10578,11063,0,10948,18494,4969,13358,23071,6164,16673,17838,0,17542
38,38,45288,31081,862,12798,346,301,36,0,0,49199,33097,1856,13238,668,389,0,0,0,50130,32104,1997,14342,691,1022,57,48346,31763,1750,13952,579,372,9,13093,484,138,9,100,1010,49656,32392,2132,14768,185,445,24,34009,23853,535,9194,259,232,25,0,0,36877,25900,706,9724,305,240,0,9584,286,131,0,0,38591,25405,1269,10615,526,780,40,38591,25405,1269,10222,427,82,16,109,1061,36397,25566,577,10019,238,297,4,0,0,0,0,0,37163,25810,582,10501,74,335,4,10247,34,63,4,37491,26425,521,9864,122,600,0,9643,82,23,0,18443,6740,11512,17462,8573,8889,18633,5680,12476,18420,5824,12569,9386,4372,4915,15042,4857,10159,14910,5077,9824,14897,4907,9980,16871,5710,11050,21791,6812,14700,21767,7567,14176,16615,4866,11536,12658,3115,9291,12697,2994,9306,12601,3221,9374,10577,0,9316,10713,0,9373,12588,3135,9082,12655,2976,9285,12555,3266,9280,9989,0,9800,17216,4956,12065,21829,6102,15505,17043,0,16711
39,39,48268,40716,4618,1711,170,1130,103,0,0,47432,39926,4922,1638,106,839,107,0,0,47480,37796,6332,1616,196,1807,53,47217,39277,5527,1595,39,748,22,1425,32,228,0,0,734,46871,38528,5632,1732,48,1446,403,36607,32092,2459,1187,106,815,56,0,0,35003,32402,994,1140,79,379,10,1115,75,93,20,0,36540,30554,3496,1149,119,1332,27,36540,30554,3496,1000,79,223,6,23,1159,34499,31821,1051,1099,32,577,0,0,0,0,0,0,34740,31476,1455,1124,28,620,4,1013,24,173,4,34880,31122,1671,1262,43,679,5,1067,39,126,5,16744,3921,12450,16710,3610,13100,18247,2562,15216,17883,3304,14561,9404,2385,6846,14177,2616,11531,14025,2710,11309,13977,2303,11668,15976,2709,13179,20429,2841,17418,20364,3643,16688,15728,1852,13734,12411,1141,11083,12416,969,11127,12387,1161,11220,11642,0,11038,11783,0,11143,12317,1118,10953,12420,1044,11093,12292,1226,11058,11226,0,11162,16342,1844,14383,21131,2481,18498,18777,0,18651
40,40,46435,38204,1575,5834,519,427,71,0,0,46581,38996,1385,5523,437,289,111,0,0,47937,36024,1754,8090,868,1186,80,46042,38239,1511,5795,562,321,134,5111,296,27,17,21,829,48198,40047,1556,5867,524,444,102,36102,30048,1034,4377,370,336,54,0,0,36037,30989,466,4123,144,245,14,4039,94,27,85,0,38148,28782,1189,6513,696,905,67,38148,28782,1189,6246,526,105,28,62,1210,35989,30802,519,3958,250,299,15,0,0,0,0,0,37749,32082,724,4265,288,313,15,4206,223,51,15,38287,31304,883,5300,351,442,5,5053,294,60,5,19254,4857,14013,18081,4557,13524,19685,3713,15196,19334,4218,15091,10712,3616,6933,14654,3607,11007,14544,3570,10971,14509,3289,11209,16968,3984,12816,21466,4492,16694,21342,5122,16196,16773,3124,13412,13112,2083,10760,13124,1864,10818,13051,2107,10936,11946,0,10769,12040,0,10774,13015,2043,10650,13094,1960,10646,12983,2212,10765,11298,0,11145,17153,3188,13784,21408,3935,17256,18310,0,17951
41,41,42867,34655,1664,5979,304,314,36,0,0,47266,37050,1800,7691,392,230,0,0,0,49986,36451,2719,8960,537,1258,34,45973,35949,1516,7780,202,281,2,7331,101,106,0,159,807,49129,36735,2690,8804,333,346,40,32544,26814,1056,4248,200,258,22,0,0,34621,28490,543,5286,119,196,0,5207,62,46,1,0,38110,28721,1668,6307,344,952,30,38110,28721,1668,6017,220,100,4,104,1276,33957,27765,543,5343,64,269,0,0,0,0,0,0,36522,28978,820,6356,86,267,0,6177,38,43,0,38523,29766,1099,7157,131,332,4,6867,88,60,4,18531,4188,14055,17487,3943,13544,21015,4389,15895,20778,4917,15824,12736,4735,7794,17189,4918,12251,17132,4780,12343,17143,4507,12625,19477,5312,13980,24688,6384,17958,24621,6971,17617,18937,4528,14068,14827,3340,10952,14853,3143,10991,14769,3449,11307,12858,0,11216,12983,0,11263,14785,3267,11011,12965,0,11408,14724,3447,11267,11961,0,11704,19872,4961,14637,25952,6814,18847,25735,6830,18882
42,42,47719,39372,2725,5131,223,380,73,0,0,47785,39294,1926,5700,392,721,27,0,0,49617,39781,3014,5451,341,1075,35,47395,39582,1505,5767,259,559,46,5245,205,88,0,56,715,50855,41406,2346,6159,240,823,165,35554,29946,1723,3524,154,280,51,0,0,35992,30621,643,4215,137,428,0,4028,97,63,25,0,37892,31103,1896,3859,206,803,27,37892,31103,1896,3663,140,108,4,79,899,36207,31126,516,4324,89,278,0,0,0,0,0,0,38039,32449,888,4291,135,392,0,3880,135,36,0,38731,33273,947,3974,199,288,4,3718,190,27,4,20524,4049,16170,20898,3835,17063,21079,3284,17358,20617,3740,16840,11375,2712,8520,16004,2927,13062,15926,3203,12718,15910,2706,13199,18276,3258,14912,22977,3677,19092,22886,4185,18671,18142,2559,15381,14305,1672,12208,14377,1514,12341,14298,1702,12586,13247,0,12332,13369,0,12391,14260,1612,12258,13701,655,12460,14203,1744,12445,12706,0,12625,18568,2575,15839,23508,3263,20053,23031,3294,19714
43,43,44973,37325,1808,3764,1909,207,39,0,0,48553,39922,1696,4421,2246,286,69,0,0,48589,37877,1983,4819,2640,1063,59,50325,40395,2021,5022,2640,379,78,4445,2020,133,30,31,1252,49314,38814,1796,5573,2710,312,61,34370,28841,1255,2810,1324,156,29,0,0,37152,31677,798,3287,1193,173,8,3227,978,93,40,0,38500,30602,1354,3682,1943,778,37,38500,30602,1354,3457,1746,72,11,113,1145,39056,32389,1045,3968,1467,172,14,0,0,0,0,0,38922,32026,757,4283,1655,133,4,3957,1252,53,4,38617,31133,1105,4395,1721,233,0,4049,1291,47,0,23017,4857,17924,27209,5552,21657,25227,5625,17951,24955,5747,19141,17496,7448,9418,21567,7092,14433,21444,6525,14904,21409,5970,15420,23436,7365,15594,27495,8264,18645,27471,9187,18199,22211,5702,15840,17805,3820,13257,17793,3372,13424,17731,4064,13643,15936,0,13534,16185,0,13580,17709,3780,13198,16177,0,13868,17593,4011,13564,14573,0,14252,22570,6041,16047,27322,7558,19114,27104,7361,19697
44,44,43864,35444,816,6737,632,242,39,0,0,45968,34047,1028,9573,1118,235,15,0,0,49545,33377,1851,12314,972,1050,47,46754,33881,1543,10201,856,291,11,9769,282,18,2,86,1161,49193,33816,1277,12425,1355,366,12,32718,27453,477,4202,419,180,24,0,0,33840,26388,172,6731,428,88,8,6701,201,25,18,0,37580,26545,1159,8406,666,790,28,37580,26545,1159,8068,550,69,14,75,1100,34158,26484,346,6848,360,145,2,0,0,0,0,0,36475,26892,376,8373,579,244,10,8090,435,40,10,36099,25093,825,9003,759,359,34,8700,725,155,34,21852,4055,17545,20864,4264,16600,23239,5084,17246,23004,5478,17492,14583,5735,8549,19452,6265,13163,19373,6086,13278,19334,5677,13651,21278,6699,14321,25646,8225,17001,25600,8906,16644,20483,6011,14073,16360,4732,11139,16366,4501,11145,16295,4866,11410,13590,0,11346,13762,0,11397,16286,4719,11088,13715,0,11540,16206,4875,11323,12395,0,11998,20968,6739,13905,25436,9122,15951,25196,9035,16143
45,45,39583,32224,1669,4664,763,335,43,0,0,44160,35128,1344,6271,830,600,6,0,0,45786,35159,2228,6123,1122,1015,38,45301,37748,1370,5283,725,416,18,4801,366,124,7,28,861,47701,38816,2013,5982,623,378,94,29773,24781,1028,3234,530,255,28,0,0,32511,26958,502,4348,279,420,8,4193,187,193,19,0,35395,27775,1412,4530,750,788,24,35395,27775,1412,4281,610,76,7,96,1138,32756,28098,426,3693,313,224,4,0,0,0,0,0,35890,30048,772,4526,293,222,20,4382,159,39,20,35280,29419,1109,4312,346,218,25,4151,222,0,25,18560,4534,13790,19468,4326,15142,21193,4788,15445,20966,5098,15840,14135,5687,8095,18598,5735,12842,18525,5462,13052,18499,5070,13421,20455,6010,14162,25257,6880,17967,25261,7670,17548,19994,5021,14535,16294,3718,11974,16303,3408,12081,16244,3891,12339,14208,0,12162,14366,0,12233,16243,3693,11969,14426,168,12396,16149,3903,12231,13109,0,12798,20703,5402,14948,25114,6947,17771,24661,6498,18114
