ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
69,35A,41224,35206,1428,2568,1457,719,42,0,0,42619,35575,1163,4190,1300,649,31,0,0,42891,32645,1939,4465,2547,1224,59,42101,34379,1396,4005,2016,729,16,3080,1250,175,16,1766,42726,32985,1715,4843,2665,997,142,31423,27883,857,1378,884,481,25,0,0,31979,28394,483,1895,746,399,14,1642,641,138,14,73,0,33472,27050,1220,2604,1623,805,35,33472,27050,1220,2211,1422,209,13,1247,31745,27606,695,1985,1109,360,4,0,0,0,0,32524,27235,791,2513,1447,487,15,2047,1220,234,15,32200,26258,1147,2626,1537,496,16,2087,1258,228,16,22555,11328,10682,22036,11460,10576,13899,6923,6367,13487,6522,6530,13690,0,0,21757,9245,10342,18220,10337,7080,18179,8956,8071,18188,9115,8140,18058,8150,8506,17962,8301,7886,17882,8785,8205,20633,9935,9275,24075,12157,11211,23535,10578,10315,20350,9962,9218,17375,8929,7724,17264,8541,8707,17148,7802,7962,17212,9310,7884,17284,8974,8290,21489,10841,9727,23612,11923,11104,23146,12856,9347,22639,11774,10828
70,35B,41268,35299,1284,2610,1681,645,38,0,0,41365,33562,1680,4058,1823,333,69,0,0,42517,31369,1923,5166,2954,1031,57,41981,33508,1931,3795,2522,344,19,2705,2121,123,0,1584,42690,32475,2213,4635,2873,704,2,30667,27275,723,1363,1029,358,23,0,0,31088,27069,818,1854,1076,190,40,1592,979,113,40,28,0,32389,25529,1195,2965,1874,685,39,32389,25529,1195,2551,1654,161,7,1177,31536,26953,993,1651,1649,219,15,0,0,0,0,31802,26278,1166,1954,1951,519,0,1680,1838,149,0,32105,25407,1260,2246,2624,537,0,1943,2355,164,0,23030,11234,11371,22466,11314,11152,14071,6800,6733,13699,6381,6920,13835,0,0,22019,9269,10665,18405,10575,7122,18342,9020,8312,18384,9242,8277,18217,8280,8684,18141,8461,8139,18056,8900,8338,20765,10064,9383,24142,12308,11211,23648,10735,10357,20415,9957,9366,17244,8663,7950,17105,8170,8912,16967,7545,8171,17049,8969,8065,17143,8594,8534,21477,10740,9849,23596,11778,11166,23173,12784,9462,22708,11506,11162
71,36A,40695,37043,779,891,1671,386,36,0,0,43536,39495,806,949,1841,628,14,0,0,42948,36888,1234,1514,2196,720,61,43780,39412,771,1117,1799,578,0,723,1276,159,0,1245,42819,38043,972,1128,2035,454,0,30056,27739,448,644,974,267,18,0,0,33010,30710,396,542,907,426,0,473,862,205,0,29,0,33080,29119,745,965,1428,519,54,33080,29119,745,807,1192,185,3,930,33257,31072,361,586,836,405,0,0,0,0,0,32416,29911,442,680,1084,265,0,526,1009,134,0,32200,28858,665,803,1505,322,0,625,1375,129,0,24581,11365,12791,24653,10956,13697,17501,7614,9350,17145,7171,9568,17032,0,0,25052,10680,12079,22966,13083,9302,22850,10745,11180,22887,11002,11165,22473,9358,11814,22307,9741,11083,22281,10285,11137,24907,11861,11853,28306,14159,13451,27853,12827,13291,24968,12129,11873,22963,11563,10834,22754,10484,12255,22450,9908,11431,22668,11794,10857,22841,10956,11866,26408,13104,12583,28568,14232,13647,28117,15363,11993,27703,13122,14553
72,36B,40993,35828,1233,1499,2213,481,55,0,0,44256,37503,2079,1988,2721,202,16,0,0,42879,34141,2142,2614,3178,820,49,44672,37263,2674,2294,2508,210,32,1845,1636,11,0,1244,42675,34201,2987,2248,3159,308,83,32101,29092,718,745,1339,296,29,0,0,33642,30195,887,971,1486,110,0,902,1215,24,0,8,0,34224,28616,1280,1535,2116,547,36,34224,28616,1280,1224,1915,89,8,986,34045,30304,1251,1116,1294,96,0,0,0,0,0,32011,27730,1252,921,1955,169,0,650,1543,8,0,32098,27205,1227,1277,2045,217,8,803,1766,59,8,25698,13612,11589,25060,13492,11568,17558,9250,7706,17153,8691,7971,17129,0,0,25091,12438,10298,22194,14035,7465,22127,12035,8999,22149,12317,8983,21697,10772,9409,21575,11027,8828,21744,11814,8955,24090,13173,9585,27046,15531,10888,26515,13944,10470,23881,13276,9579,21523,12335,8572,21216,11468,9725,20962,10667,8961,21155,12647,8470,21342,12337,8983,24669,14016,9884,26215,14989,10649,25692,15868,9063,25085,14717,10345
73,37A,37249,33008,802,1056,2248,212,52,0,0,42428,36401,790,2072,2818,472,5,0,0,42851,34791,1313,2062,3785,562,36,43060,36852,522,2872,2671,365,29,2381,2154,41,0,1075,43647,35959,557,3159,3435,406,45,26306,23826,450,558,1369,125,19,0,0,28976,26513,228,652,1312,222,0,610,1209,108,0,28,0,31409,26335,780,1223,2435,386,20,31409,26335,780,1015,2214,52,3,915,28804,26596,147,708,1129,165,0,0,0,0,0,29586,26661,208,991,1542,132,0,943,1462,44,0,30482,27003,276,1179,1748,162,18,1131,1659,14,18,21905,8622,12970,22964,8775,14189,16057,5786,9873,15818,5466,10066,15649,0,0,23885,9336,12486,21866,11522,9874,21807,9318,11844,21797,9282,11940,21508,8194,12367,21273,8202,11899,21398,8812,11838,23995,10549,12442,27763,13277,13888,27311,11691,14135,24348,11076,12437,22796,10872,11425,22553,9758,12781,22206,9112,12285,22430,10911,11498,22710,10785,11914,26259,12415,13160,28854,13987,14108,28396,14945,12604,28031,12844,15161
74,37B,38559,33404,1043,2034,1830,320,53,0,0,43529,36759,1213,2737,2624,492,15,0,0,42986,33790,1680,3562,2992,752,55,44062,37096,1259,3285,2258,447,15,2426,1732,159,0,1330,43533,34809,1339,3881,3048,564,18,29504,26398,625,1084,1221,205,33,0,0,32782,29595,548,1147,1250,284,0,963,1164,130,0,50,0,33721,27798,1075,2013,2092,516,33,33721,27798,1075,1727,1848,111,9,995,33367,29965,611,1441,1173,238,0,0,0,0,0,32716,28682,631,1629,1522,253,0,1564,1399,80,0,33283,28643,808,2062,1610,146,14,1987,1420,25,14,24668,11894,12381,24725,11873,12852,16461,7695,8265,16141,7259,8504,16053,0,0,25148,11782,10993,22652,13775,8256,22622,11800,9982,22595,11874,9951,22285,10598,10450,22079,10654,9903,22195,11304,9983,24802,13035,10520,28391,15895,11777,27877,14284,11730,24745,13363,10362,22337,12726,9031,22112,11768,10327,21815,10992,9790,22013,12962,9036,22267,12636,9618,25939,14555,10602,27748,15898,11142,27263,16756,9627,26821,15016,11785
75,38A,38767,17967,3456,11991,5245,561,94,0,0,42061,16128,3526,15728,7582,457,133,0,0,42860,14883,4111,15970,7596,863,83,42919,15817,3038,15872,8548,289,94,14546,7774,50,13,1471,43317,14756,3647,16522,8036,646,66,27728,14853,1997,7337,3383,343,67,0,0,26386,13379,843,7498,4271,205,4,7189,4201,106,4,180,0,31316,12858,2551,10412,5088,604,42,31316,12858,2551,9681,4873,130,1,1086,27383,13365,618,8182,5016,125,10,0,0,0,0,28164,13111,984,8587,5215,232,0,7855,5161,79,0,27539,11930,1259,8098,5957,279,0,7381,5777,139,0,16566,10477,5818,17518,11592,5926,9887,6070,3466,9655,5829,3574,9643,0,0,17080,10734,5093,14217,9973,3545,14168,9091,4175,14127,9169,4205,14039,8710,4455,13891,8491,4122,13930,9055,4193,16023,10358,4664,18758,12687,5624,18149,10933,5103,15142,9875,4463,11435,7533,3456,11336,7400,3924,11190,6654,3747,11245,7699,3541,11375,7614,3752,15350,10084,4600,16578,10939,5254,15979,11041,4209,15572,10509,5032
76,38B,38387,17254,3357,11297,6319,609,64,0,0,39585,15082,4711,12232,7379,313,106,0,0,42883,13805,5321,14237,9063,1234,75,40060,14177,4350,14454,7101,361,80,13258,6646,107,80,1366,42403,13900,5439,15995,6753,691,24,27754,14931,1974,6774,3861,384,44,0,0,24208,12877,1267,5682,4222,147,0,5454,4141,65,0,69,0,31000,12330,3365,9109,5719,828,56,31000,12330,3365,8284,5432,209,10,1232,24315,11963,1274,6709,4102,189,0,0,0,0,0,25355,12448,1539,6966,3940,312,0,6485,3844,84,0,25362,10931,2012,7715,4316,353,0,6935,4280,94,0,16952,11184,5428,17036,12118,4918,9597,6332,2890,9308,6040,3003,9412,0,0,16229,10714,4246,13588,9920,2876,13524,9191,3342,13492,9284,3383,13464,8894,3645,13329,8626,3352,13307,9269,3387,15318,10425,3817,17934,12830,4658,17380,10885,4220,14406,9880,3652,10813,7542,2759,10736,7479,3235,10588,6680,2949,10663,7771,2869,10679,6988,3634,14683,10227,3730,15927,11256,4260,15355,11265,3284,14925,10367,4465
77,39A,38806,28210,3142,4661,2215,982,51,0,0,39875,25121,4766,6917,2579,1063,164,0,0,42355,24614,5158,8236,3246,1367,67,40137,24336,5165,7391,2544,1040,68,6278,2222,320,59,1718,42739,24553,6370,8098,3018,1009,31,29996,23629,1818,2566,1480,621,40,0,0,27861,21038,1419,3357,1411,590,20,2968,1261,345,20,77,0,32703,21192,3257,5125,2247,936,41,32703,21192,3257,4580,2020,260,15,1208,27934,20430,1585,3634,1533,664,40,0,0,0,0,29691,21052,1986,4451,1539,545,0,4104,1314,243,0,29857,20810,2066,4374,1839,509,6,4119,1660,223,6,20590,11976,8120,19936,12357,7579,12647,7531,4569,12268,7186,4669,12426,0,0,19466,10621,6965,16787,11178,4748,16710,10104,5531,16730,10302,5542,16593,9431,5937,16502,9325,5499,16465,10038,5583,18672,11168,6225,21554,13647,7309,21035,11880,6823,17958,10874,6057,14616,9154,4906,14518,8808,5695,14379,8067,5171,14468,9472,4980,14363,7717,6544,18448,11385,6224,19745,12105,6918,19269,12708,5683,18766,10737,7867
78,39B,37876,28172,2599,4310,2367,704,68,0,0,39869,26702,3182,6960,2442,931,34,0,0,42253,25836,3882,8331,3270,1130,57,39531,26196,2855,7052,2403,931,37,6348,2188,432,8,1083,41417,25199,3450,9140,3215,494,96,29833,23740,1555,2477,1716,443,42,0,0,28006,21941,1033,3410,1161,448,8,3209,1108,288,8,43,0,32694,21908,2495,5119,2423,765,43,32694,21908,2495,4634,2162,231,14,1134,28605,21801,1042,3739,1479,493,8,0,0,0,0,29757,21316,1515,4891,1774,172,4,4601,1610,59,4,30362,21206,1729,5239,1858,217,0,4725,1624,78,0,21630,12864,8263,23503,14591,8912,14670,8944,5185,14268,8547,5237,14311,0,0,21440,13158,6192,19467,14117,4600,19374,12847,5492,19402,13118,5526,19149,12047,5894,18984,11861,5569,19069,12678,5510,20948,13968,5770,23412,16584,6253,22877,14822,6191,20068,13639,5476,16694,11749,4423,16578,11411,5139,16313,10556,4691,16470,12025,4425,16460,10824,5541,20381,14144,5468,21584,14915,5941,21060,15340,4861,20433,13684,6633
79,40A,39732,33448,1319,1713,2969,399,36,0,0,42531,34275,1870,2561,3332,620,145,0,0,42860,32099,2610,2935,4318,787,85,43649,34606,1777,2623,4160,619,47,1516,3923,84,28,1607,43156,32591,2188,3856,3851,798,20,31607,27580,783,970,2030,266,24,0,0,31665,27703,663,1305,1696,255,35,966,1598,48,35,19,0,33184,26319,1568,1715,2909,515,54,33184,26319,1568,1419,2661,81,28,1013,32380,28378,515,1327,1851,257,15,0,0,0,0,31653,26848,678,1818,2021,275,0,1448,1860,87,0,30735,25542,1017,1604,2299,257,4,1469,2063,39,4,24988,12982,11537,24695,13200,11495,17469,9336,7570,17117,8897,7745,17085,0,0,24437,12744,9213,21717,14071,7048,21674,12303,8478,21691,12578,8435,21249,11125,8931,21127,11231,8501,21299,11971,8438,23348,13431,8697,25786,15856,9242,25268,14283,9325,22904,13572,8355,20222,12637,7088,19981,11749,8214,19721,11067,7631,19942,12858,7065,20091,12512,7559,23438,14384,8342,25064,15525,8803,24492,16197,7475,23836,14926,8873
80,40B,39259,31877,1564,2425,3146,455,47,0,0,41937,32494,1601,3118,4527,602,89,0,0,42183,31035,2004,3654,4736,788,40,41324,31479,1758,3574,4129,722,87,2587,3220,147,6,2072,41338,30423,1786,4086,4370,600,15,31541,26796,985,1453,2111,283,33,0,0,31798,27346,800,1439,1763,395,0,1226,1558,206,0,105,0,34062,26496,1335,2311,3284,550,28,34062,26496,1335,1959,3000,111,13,1044,31491,26646,909,1650,1890,286,4,0,0,0,0,31546,26128,936,2090,2003,391,15,1873,1809,163,15,31312,25039,1145,2147,2553,286,14,1893,2426,110,14,24551,14052,10044,23663,13936,9727,17543,10371,6671,17188,9951,6791,17081,0,0,24112,14127,7574,22536,15718,6219,22477,14138,7511,22471,14423,7432,21993,12897,7920,21887,12863,7631,22038,13736,7404,23931,15218,7539,26462,17830,8021,26040,16323,8136,23551,15381,7209,21152,14448,6172,20929,13763,7130,20593,12948,6534,20815,14724,6067,21016,14413,6569,24215,16273,7239,25598,17409,7524,25124,17867,6427,24602,16888,7663
81,41A,36359,32375,1070,805,1864,310,46,0,0,39367,34902,1439,1147,1827,125,16,0,0,42351,34863,2093,1491,2858,713,40,39871,36049,1374,695,1619,129,12,424,1408,14,1,570,43538,37279,1478,2304,1949,320,62,26434,24135,622,421,1104,189,28,0,0,28580,26430,453,561,1079,76,0,532,966,12,0,0,0,31630,26960,1220,856,1821,476,21,31630,26960,1220,646,1629,102,7,936,28994,27017,481,340,1039,85,0,0,0,0,0,31699,28263,721,1154,1290,158,32,941,1197,40,32,32920,29112,833,996,1623,194,17,654,1497,47,17,22201,10804,10960,22446,10592,11854,16556,7648,8394,16203,7133,8658,16110,0,0,23715,10359,11321,22191,12839,8748,22154,10626,10710,22168,10922,10565,21685,9415,11048,21591,9695,10540,21769,10307,10642,24291,11842,11345,28278,14428,13250,27839,13079,13160,24873,12346,11644,23719,12183,11001,23494,11158,12316,23298,10712,11625,23450,12375,11061,23602,12037,11331,27451,13955,12795,30918,15763,14467,30480,17090,12559,30130,15844,14020
82,41B,41508,36956,1527,1573,1147,471,52,0,0,41992,36431,1791,1882,1370,499,116,0,0,42393,34653,2207,2620,1871,953,63,43068,36834,1716,2672,1033,530,88,1761,794,176,69,1531,42553,35654,2046,2034,1598,803,88,30465,27909,821,824,671,292,35,0,0,31679,28517,987,1028,830,182,89,842,713,111,89,47,0,32207,27517,1313,1437,1159,587,38,32207,27517,1313,1185,958,141,15,996,32395,29000,981,1388,712,212,70,0,0,0,0,32151,28631,1040,1237,768,340,50,1124,668,119,50,32627,28072,1561,1429,1103,365,28,1349,1028,159,28,22972,11904,10534,22426,11498,10928,14288,7255,6438,13854,6779,6667,13900,0,0,22285,9480,10664,19331,11314,7260,19277,9404,8830,19260,9687,8674,18969,8478,9127,18845,8653,8546,18955,9125,8823,21691,10476,9896,25400,12453,12237,24991,11344,11406,21726,10547,10122,19304,9631,9054,19183,9055,10108,18938,8386,9405,18772,9767,8991,19292,9262,9239,23126,11328,10978,25145,12059,12553,24724,13319,10554,24645,12983,10982
83,42A,33785,28115,855,1697,2949,225,30,0,0,40700,30230,1730,2734,5797,400,12,0,0,42509,30897,1338,2535,7094,492,38,41202,30234,1416,2505,6807,333,9,1316,6320,141,0,1594,41779,30389,1754,2333,6853,171,42,24647,21177,498,1010,1843,148,16,0,0,27332,23000,652,1121,2373,166,0,1014,2307,90,0,20,0,30532,23401,795,1419,4468,330,26,30532,23401,795,1174,4209,45,1,817,27828,23135,670,1221,2637,142,0,0,0,0,0,28240,23012,963,1205,2961,52,4,851,2735,14,4,28198,23126,623,1250,2981,169,7,895,2676,71,7,19990,9986,9751,20779,9973,10806,14813,6960,7553,14611,6621,7764,14456,0,0,21883,11402,8598,20712,13231,7110,20656,11306,8803,20628,11296,8901,20339,10130,9355,20166,10093,9052,20289,10815,8841,22506,12683,8973,25911,15713,9658,25618,14265,10215,22574,13157,8717,20886,12796,7679,20682,11609,9051,20423,11013,8740,20617,12771,7835,20846,12616,8214,24071,14433,9037,25816,15627,9367,25561,16603,8215,25178,14721,10433
84,42B,39506,32202,1265,2703,3171,304,40,0,0,41740,32250,2030,3359,3853,472,52,0,0,42547,31666,1827,3862,4503,626,69,42096,31577,2489,3152,4206,614,116,2063,3303,111,41,2051,41774,30972,1989,3877,4166,482,171,30503,25795,770,1641,2149,194,22,0,0,30957,26351,818,1941,1501,251,24,1727,1304,79,24,89,0,33531,26119,1211,2518,3127,439,49,33531,26119,1211,2182,2869,75,17,971,31043,26502,837,1518,1682,366,44,0,0,0,0,31248,26282,890,1860,1829,288,40,1659,1528,104,40,30180,25065,1075,1714,1995,353,16,1413,1705,144,16,24021,12795,10849,24068,12619,11449,16265,8264,7580,15992,7816,7854,15825,0,0,24244,13038,8943,22197,14533,7143,22150,12626,8753,22102,12657,8791,21795,11439,9252,21625,11408,8928,21712,12253,8682,23932,13920,8894,26878,16807,9470,26491,15069,9778,23460,14072,8496,20623,12974,7244,20426,12050,8354,20207,11411,7992,20379,13109,7256,20595,12978,7607,24065,14913,8483,25192,15965,8568,24884,16611,7500,24511,15138,9341
85,43A,40263,29457,2659,5982,1904,660,75,0,0,40684,28053,2685,7878,1836,473,84,0,0,42830,27056,3521,8938,2440,998,41,40406,27489,2848,7975,1913,441,81,6972,1303,105,10,1559,42084,28113,2309,9113,2255,685,234,31486,24760,1561,3613,1328,398,50,0,0,29532,23342,981,3903,944,249,20,3648,874,91,20,85,0,33686,23246,2221,5776,1727,697,35,33686,23246,2221,5164,1519,164,10,1202,29432,23201,1181,3798,910,204,10,0,0,0,0,31194,23586,1121,4926,1215,224,10,4636,957,67,10,29956,21622,2032,4707,1220,319,0,4369,988,96,0,22868,13390,8989,22412,13811,8601,14633,8752,5286,14215,8261,5546,14241,0,0,21882,12715,7057,19482,13426,5200,19440,12052,6185,19451,12242,6223,19270,11274,6596,19088,11060,6165,19082,11924,6179,21167,13207,6601,23815,15742,7397,23241,13728,7240,20397,13060,6277,17092,11570,4955,16922,11107,5789,16630,10106,5350,16807,11732,5064,16768,9896,6772,20931,13798,6326,22632,15190,6814,22049,15516,5675,21310,12935,8205
86,43B,38950,31162,1388,4491,1739,472,39,0,0,41784,32089,2393,5051,2064,512,24,0,0,42476,31419,2202,5710,2225,927,65,41858,30605,2392,6532,2130,594,22,5237,1368,198,0,1981,41362,30670,2208,5651,2357,712,7,30818,25822,842,2798,1186,295,30,0,0,32608,26977,1008,3369,886,265,0,2892,692,114,0,119,0,34640,27033,1504,3777,1584,674,48,34640,27033,1504,3180,1263,117,3,1346,32895,25867,1081,4552,985,322,0,0,0,0,0,32243,26472,1156,3135,1002,386,0,2830,778,108,0,31462,25134,1452,3203,1304,263,5,2973,954,68,5,25331,16353,8497,24662,16237,8425,17419,11473,5424,16974,10964,5572,16996,0,0,24682,16209,6346,23534,17799,5012,23499,16316,6186,23454,16488,6155,23225,15226,6629,23061,14935,6379,23103,16076,6146,25065,17479,6343,27977,20499,6785,27537,18555,7032,24443,17505,5967,21712,16314,4849,21526,15673,5831,21295,14760,5430,21473,16525,4935,21227,14040,6976,25182,18500,5940,26458,19785,6044,26058,20162,5095,25183,16803,8097
87,44A,38693,27837,2288,3580,4852,490,71,0,0,41376,25914,3296,5432,6687,731,47,0,0,42823,24022,3570,5641,8938,1008,92,41732,25330,3006,5311,8112,605,26,3775,7278,122,0,2150,42237,24162,3494,4409,9297,868,26,30012,23329,1365,2092,3050,312,44,0,0,30772,22445,1380,3122,3507,360,0,2740,3363,113,0,35,0,33256,21007,2260,3441,5971,662,56,33256,21007,2260,2957,5704,118,7,1104,30658,21881,1184,2542,4714,214,0,0,0,0,0,30578,21297,1444,2172,5194,357,0,1838,4900,106,0,29693,19913,710,2583,6013,378,4,2342,5744,126,4,21446,12772,8243,21209,13034,8175,14085,8293,5239,13724,7849,5449,13732,0,0,21057,11904,7297,18123,12195,5131,18055,10837,6078,18055,11105,6124,17740,10007,6442,17589,10027,5958,17698,10852,6031,20057,12086,6741,23136,14532,8074,22492,12774,7455,19491,11841,6639,16224,10006,5589,15945,9562,6368,15733,8668,5795,15918,10333,5568,16134,9925,6185,20032,12275,6939,21568,13135,7870,20867,13674,6253,20420,12658,7728
88,44B,39383,30987,2008,2923,3289,467,65,0,0,41571,28523,2925,5038,4719,762,31,0,0,42217,26630,3645,5338,5856,906,81,41519,27259,3482,5705,4975,1090,20,4441,4537,86,0,1632,41739,26384,3348,5097,6457,934,76,30130,25223,1171,1553,2003,281,37,0,0,31241,24061,1433,2635,2725,314,0,2260,2613,94,0,70,0,32851,22999,2269,3166,3701,656,58,32851,22999,2269,2739,3519,142,11,1057,31095,23087,1907,2940,2809,279,0,0,0,0,0,30970,22541,1644,2648,3662,442,0,2204,3530,79,0,30850,22097,2102,2335,3842,502,14,2004,3719,214,14,22253,12612,9161,21982,12784,9198,13968,7770,5631,13574,7244,5885,13606,0,0,22034,11185,8835,18276,11819,5758,18218,10166,6983,18217,10501,6926,17923,9232,7347,17757,9420,6813,17888,10037,6926,20501,11396,7814,23670,13665,9381,23008,11986,8655,19949,11235,7683,16603,9706,6252,16434,9150,7271,16143,8344,6580,16267,9944,6313,16435,9693,6725,20645,11840,7989,22419,12828,9093,21746,13626,7271,21220,12414,8787
89,45A,39221,36908,823,561,759,210,35,0,0,42320,39712,825,378,1106,300,114,0,0,42943,38622,1341,800,1265,720,38,42975,39384,1140,583,1461,337,66,378,980,76,8,910,42479,38094,999,817,1365,645,57,29383,27988,478,308,470,134,21,0,0,32221,30776,310,190,620,194,19,149,534,16,19,110,0,33083,30356,835,452,786,475,25,33083,30356,835,260,594,58,0,872,32441,30744,485,218,741,175,10,0,0,0,0,31339,29602,416,266,657,357,10,175,501,69,10,31422,29501,573,300,717,296,5,173,572,63,5,24852,11198,13180,25111,10500,14611,18197,7454,10193,17784,6982,10424,17696,0,0,25819,10752,12708,23776,12994,10172,23708,10705,12161,23650,10671,12259,23375,9486,12666,23163,9434,12243,23264,10137,12262,25906,11950,12786,29800,14749,14380,29357,13080,14512,26167,12441,12773,24364,12058,11719,24129,10962,13145,23773,10262,12411,24066,12218,11841,24322,12256,12060,27754,13582,13455,29712,14756,14257,29325,15825,12730,29053,14207,14831
90,45B,39200,35152,901,1527,1468,252,18,0,0,43142,37696,567,2136,2592,111,8,0,0,42996,36156,1436,2019,2600,465,55,44368,39038,881,1604,2818,150,9,1267,2350,46,9,776,43478,37487,1373,1264,3383,225,0,30861,28249,570,906,1012,166,13,0,0,32119,29962,350,1285,475,34,4,1082,431,16,4,4,0,34400,29811,925,1304,1762,340,33,34400,29811,925,1050,1531,43,3,923,33751,31451,434,1036,761,67,10,0,0,0,0,32773,30413,612,691,933,72,0,632,758,24,0,31830,28964,790,782,1045,136,5,679,877,61,5,26615,14745,11501,26652,14106,12546,19614,10228,8997,19277,9859,9068,19204,0,0,27027,15067,9604,25695,17308,7892,25657,15122,9830,25603,15048,9950,25303,13494,10575,25145,13560,10254,25224,14572,9841,27209,16298,9821,30005,19317,10122,29678,17523,10685,26760,16547,9354,24215,15612,8156,24096,14414,9661,23809,13808,9187,24041,15825,8197,24224,15779,8424,27470,17421,9434,28606,18415,9504,28398,19283,8435,28156,17757,10370
