ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
91,91,89014,83900,2850,839,555,1059,79,0,0,90937,84848,3193,1568,488,743,171,0,0,91350,82902,3465,1239,785,2084,110,91291,84614,3700,1095,493,902,153,424,249,300,10,11,1983,92032,82696,4033,2238,734,1174,321,65973,63115,1542,375,321,688,47,0,0,68897,65653,1608,710,256,541,49,494,139,211,83,0,70036,64647,2113,615,448,1494,65,70036,64647,2113,310,265,241,23,150,2287,70061,66421,2199,528,262,585,8,0,0,0,0,0,71626,66271,2191,1547,462,899,25,1070,185,182,25,71899,65924,2469,2075,428,912,0,1315,126,166,0,40204,19304,19904,37117,16413,20704,40040,11813,25570,35144,13022,21119,35226,13520,20297,34263,10903,21105,40080,13302,25353,48551,15120,32552,47891,14987,31767
92,92,98601,85237,3939,4745,1621,3755,98,0,0,98079,82893,4907,5169,1971,4084,85,0,0,92520,75353,5400,5452,1765,4614,108,97561,81732,4879,5429,1908,4109,52,3779,1296,2018,7,367,3483,92579,77054,4972,5323,1892,3715,67,80328,70521,2474,3994,1302,2352,58,0,0,79229,68792,3121,3972,736,2394,25,3580,569,1620,213,0,73959,61324,3526,4417,1314,3193,73,73959,61324,3526,3780,1044,1552,22,182,2529,79267,68575,3209,4040,817,2515,4,0,0,0,0,0,75273,64685,3284,4081,919,2227,25,3447,586,1471,25,74289,63326,3643,4058,886,2223,21,3441,625,1327,21,39628,22633,16163,33657,17963,15694,35617,15303,18136,31380,15144,15412,31477,15817,14617,30685,13613,15410,34933,16091,17755,41221,18631,21841,40787,18472,21542
93,93,88805,80695,3401,3210,964,705,51,0,0,85834,76670,3735,3411,1356,1001,157,0,0,89410,77310,4694,4091,1388,1553,84,85701,76006,3851,3555,1391,1083,125,2891,984,248,33,71,1634,88857,77831,3987,4441,1489,963,117,68738,63125,2104,2450,638,470,31,0,0,67120,61229,2082,2398,699,610,33,2294,633,200,118,0,72182,63087,3250,3306,1023,1092,45,72182,63087,3250,3033,843,160,19,144,1646,67231,61336,1966,2459,783,648,24,0,0,0,0,0,69974,63168,2214,2932,853,662,8,2742,668,111,8,69397,62638,2363,2983,711,621,12,2816,483,117,12,46095,21299,23781,45154,19768,25386,44283,14296,27678,38692,15191,22771,38780,15635,22076,37746,12590,23311,43229,15593,26522,50548,17503,32266,49975,17887,31283
94,94,99305,49925,11550,37174,1404,1136,115,0,0,93933,45077,11745,35914,1534,1615,57,0,0,90438,41966,11982,34611,1542,2030,123,93297,44702,12038,35426,1562,1577,55,31993,1094,128,3,149,3186,90276,42867,12188,33819,1415,1421,92,73968,41052,7110,24846,983,715,68,0,0,70742,38059,7022,24237,687,680,4,23087,570,128,279,0,69020,35432,7811,23772,1136,1463,79,69020,35432,7811,22028,891,202,42,326,2288,70210,37377,7453,23961,655,595,4,0,0,0,0,0,67349,35590,7419,23008,660,521,0,22356,546,125,0,66833,35206,7865,22511,651,525,5,21685,476,98,5,49301,34647,13918,42062,30144,11918,40936,26477,12795,34122,22623,10778,34170,23281,10022,33425,21281,10530,38202,25346,11916,43837,29212,14053,43495,29100,13633
95,95,91802,85764,1828,1484,1883,886,88,0,0,91410,83964,2487,1677,2253,1026,189,0,0,91439,81252,2844,1819,2294,2173,148,91397,83543,2570,1744,2376,955,224,1209,1812,405,19,65,1774,91166,82470,2760,1750,2386,893,174,70262,66346,1128,892,1279,615,58,0,0,70301,66251,1495,1010,778,686,23,873,670,306,89,0,71873,65016,1782,1065,1586,1584,91,71873,65016,1782,727,1331,263,54,247,2453,70897,66444,1627,1025,1082,645,0,0,0,0,0,0,71322,66649,1754,1017,1245,659,0,882,960,282,0,71738,66588,1993,1119,1341,654,0,813,1072,139,0,47885,22819,24154,45195,19253,25942,46206,16833,26341,41750,17299,23682,41918,17554,23189,40908,15319,23097,46072,18357,26277,53568,21915,30686,53052,21439,30879
96,96,94415,85479,4773,2675,740,1249,35,0,0,90885,81259,5164,2903,797,1137,0,0,0,90544,78601,5563,3117,871,2154,51,90683,80833,5310,2871,753,1399,76,1491,464,203,76,13,2293,90984,80193,5638,3153,997,1539,61,73562,68201,2828,1354,498,866,21,0,0,72010,65975,3324,1523,438,677,0,1344,375,211,30,0,72724,64897,3521,1717,629,1579,24,72724,64897,3521,1123,420,239,0,157,2367,72050,65905,3372,1521,463,731,75,0,0,0,0,0,72695,66095,3585,1565,526,771,45,1050,347,112,45,72067,65472,3558,1566,547,747,55,846,371,64,55,50240,28871,20376,45901,24672,21229,46088,19416,24136,40508,20107,19465,40687,20694,18692,39765,17593,19399,45015,20859,22785,52474,23470,28157,51806,24220,26637
97,97,94839,87336,3108,2823,663,1077,71,0,0,93344,85501,3641,2547,725,1272,58,0,0,93159,82768,3751,2944,723,2110,49,93193,84876,3872,2860,624,1217,46,2107,449,275,6,37,1577,93989,84226,4105,3700,726,1249,63,73797,68631,1898,2158,455,723,54,0,0,74025,68530,2483,1800,328,885,0,1567,229,298,33,0,73355,66147,2424,2021,466,1559,28,73355,66147,2424,1708,362,247,3,153,2311,73853,68162,2626,2032,310,846,4,0,0,0,0,0,75014,68460,2885,2505,355,842,4,2061,231,224,4,75227,68495,2855,2739,302,811,19,2288,186,87,19,48804,23324,24481,46499,20655,25844,46344,14756,29204,40408,15857,23679,40505,16371,22973,39528,13325,23848,45014,16166,27556,52363,17986,33517,51795,18784,32173
98,98,96739,92288,2546,652,500,930,27,0,0,91679,86512,2970,881,606,882,37,0,0,92049,85257,3084,738,495,1840,69,91058,85503,3121,805,612,853,55,461,366,160,2,178,1256,91286,85256,3164,1020,598,832,50,74522,71789,1517,337,304,658,18,0,0,71729,68614,1706,517,308,523,4,435,228,199,55,0,72801,68267,2010,398,313,1307,40,72801,68267,2010,228,213,200,14,131,1738,71472,68263,1845,509,309,547,4,0,0,0,0,0,72046,68712,1857,566,305,630,4,413,198,111,4,71715,68133,2163,545,274,533,10,309,209,41,10,47449,22052,24057,42555,17644,24911,44383,11826,30574,37851,13027,23989,37879,12802,23847,36962,10552,24363,43145,12938,29100,51727,14182,36921,50901,15265,34806
99,99,92376,88701,1364,514,470,1381,63,0,0,89604,84826,1791,807,661,1604,19,0,0,89375,82996,1867,881,592,2341,75,89564,84467,1831,884,667,1591,49,440,500,714,2,44,1557,89837,83976,2014,990,724,1722,24,74097,71710,836,237,313,1006,43,0,0,72463,69497,1040,447,326,1149,8,351,266,639,16,0,72792,68283,1195,478,418,1795,34,72792,68283,1195,251,259,385,4,147,2268,72615,69519,1067,559,312,1237,8,0,0,0,0,0,73041,69525,1290,612,411,1274,0,387,315,438,0,73097,69412,1489,616,471,1081,9,372,339,138,9,48007,24129,22615,44885,21110,23775,45187,13877,29145,39478,15061,23513,39519,15209,22967,38450,12495,22802,44184,15170,27649,52080,16432,34910,51353,17959,32462
100,100,95442,89970,1499,2056,599,1549,70,0,0,95821,89221,2085,2376,794,1558,89,0,0,91751,83685,2010,2018,758,2552,79,95717,88746,2217,2402,825,1622,74,1789,493,599,0,60,1824,92301,84791,2375,2389,793,1790,17,75070,71502,875,1291,423,1086,49,0,0,76029,71641,1293,1612,296,1082,4,1431,197,474,85,0,72641,66897,1370,1273,586,1914,46,72641,66897,1370,833,360,413,8,179,2581,76295,71845,1354,1659,269,1167,0,0,0,0,0,0,73396,69035,1417,1379,303,1151,0,1114,189,348,0,74356,69743,1476,1558,397,1095,10,1247,249,270,10,43802,21114,21621,39465,17538,21927,40435,12548,25706,36274,13570,21710,36304,13566,21355,35531,11244,21903,40695,13634,25762,48883,15539,32542,48409,15561,32060
101,101,89834,82303,3583,2188,582,1420,51,0,0,89986,81643,3921,2739,669,1527,67,0,0,92604,81036,5072,2360,779,2625,122,90740,81871,3969,2665,714,1506,62,1642,354,465,18,130,2271,93074,82240,4363,3233,729,1519,87,68589,63951,1968,1425,346,987,34,0,0,69324,64388,1972,1644,318,960,18,1325,218,442,53,0,72534,64478,3491,1584,512,1888,72,72534,64478,3491,1091,323,372,15,195,2569,69998,65085,1999,1542,331,977,18,0,0,0,0,0,72274,66511,2293,1896,418,962,28,1585,216,337,28,73591,66998,3136,1784,445,1002,53,1336,287,286,53,42989,20628,21221,39636,17310,22326,41731,12410,27094,37665,13414,23221,37732,13628,22614,36923,11338,23082,41943,13639,26939,49886,15724,33345,49393,15398,32963
102,102,90853,81226,5597,1826,507,2071,57,0,0,91736,80315,6710,2132,758,2243,34,0,0,91886,78502,6712,1959,740,3341,91,92214,80816,6677,2065,829,2184,24,1320,452,793,1,26,2135,92820,80148,7189,2186,771,2474,30,70008,64211,3087,1140,295,1417,33,0,0,70298,64405,2837,1269,339,1357,10,1099,217,843,79,0,72924,64047,4142,1239,497,2400,49,72924,64047,4142,912,294,749,13,171,2596,71311,65301,2974,1267,395,1316,0,0,0,0,0,0,72527,65858,3382,1553,385,1405,7,1298,231,519,7,73526,66426,3714,1618,481,1327,9,1298,237,438,9,46556,25035,20427,42490,20929,21561,44214,16594,24938,40468,17572,21870,40524,17950,21257,39507,15276,21810,44408,18043,25002,52401,21000,30572,51888,20398,30509
103,103,85576,79987,2047,771,837,2239,88,0,0,89847,82795,2817,1507,921,2329,143,0,0,93426,83811,3141,1192,1254,3116,150,90080,82614,2892,1346,1005,2235,205,669,475,1085,85,82,2185,93056,84865,3219,1407,1040,2557,96,67835,64436,1199,366,494,1444,50,0,0,71973,67754,1444,763,364,1546,23,514,203,901,147,0,76458,69947,2057,679,817,2169,75,76458,69947,2057,352,560,875,22,216,2429,72577,68128,1565,722,484,1526,85,0,0,0,0,0,75789,71141,1822,719,553,1459,19,546,380,745,19,77165,72205,1947,707,668,1486,5,590,405,512,5,52618,25853,25922,51148,23427,27721,54758,24310,27398,52354,26096,25286,52411,26595,24402,51397,23770,25426,56026,27331,27242,63525,32789,29778,63193,31023,31452
104,104,86863,81839,1739,1199,447,1727,82,0,0,87837,82090,2336,973,843,1801,106,0,0,89466,81664,2307,865,806,2971,156,88287,82579,2348,925,738,1762,113,477,432,809,49,99,1493,89904,83171,2306,1113,848,1904,97,67608,64242,1044,881,266,1196,44,0,0,69482,66489,915,509,285,1139,18,444,199,700,76,0,71871,66611,1406,485,540,2117,93,71871,66611,1406,216,331,691,30,193,2393,69965,66626,1168,511,317,1185,50,0,0,0,0,0,71626,67628,1393,665,429,1428,44,383,326,606,44,72943,68789,1398,820,482,1466,23,319,321,435,23,47169,21948,24039,45057,18996,26061,47528,15582,29323,44812,17382,26316,44900,17639,25683,43804,15131,26229,48584,17730,29447,56447,20737,34805,56040,20181,35071
105,105,90626,87153,1234,579,413,1356,43,0,0,89791,84906,1778,1066,593,1608,54,0,0,89541,82982,1899,814,650,2507,110,89843,84540,1904,1098,590,1639,35,455,388,328,2,67,2158,89630,83332,2107,1206,769,1534,36,71863,69727,743,233,254,942,35,0,0,72204,69256,951,404,378,1153,0,289,269,321,45,0,72736,68268,1135,417,408,1829,66,72736,68268,1135,202,238,372,11,163,2347,72450,69441,944,388,370,1253,0,0,0,0,0,0,72467,69233,1149,526,443,1104,0,379,283,242,0,73242,69752,1264,640,319,1180,0,389,222,191,0,47930,21939,24623,43961,18619,25342,45764,13168,30288,41502,14631,25803,41561,14707,25406,40479,12068,26119,45807,14676,29810,53809,16649,36376,53363,16816,35822
106,106,93967,90110,872,486,454,2112,67,0,0,90307,85588,1278,876,559,2027,111,0,0,90875,84203,1218,840,647,3223,100,90474,85294,1355,874,505,2104,71,443,345,747,38,134,2117,91533,85409,1471,1010,561,2418,47,75923,73489,533,223,288,1409,43,0,0,74496,71412,715,513,352,1500,26,420,274,716,38,0,75466,70743,796,427,440,2381,77,75466,70743,796,166,238,772,9,172,2570,74733,71597,752,504,322,1587,22,0,0,0,0,0,75751,72332,914,527,334,1689,8,385,222,518,8,76544,72832,977,697,377,1588,10,486,155,498,10,50585,24248,24970,46667,20682,25985,48571,14998,31307,44172,16946,26262,44188,17124,25587,42885,14163,26471,48494,16956,30270,56341,18645,36916,55832,19363,35733
107,107,91579,79718,1198,770,720,9447,110,0,0,91325,78502,1594,1881,1015,8607,166,0,0,92701,77224,1644,1724,820,10671,167,91126,77454,1652,1904,1049,8645,211,1043,554,5464,132,395,4441,91788,77617,1850,1748,1228,8609,202,71764,64058,679,405,452,6253,56,0,0,73208,64607,934,1117,367,6067,66,703,274,4399,116,0,75875,64729,1081,1332,570,7537,138,75875,64729,1081,1055,364,4763,39,220,3624,73333,64382,1038,1165,445,6118,90,0,0,0,0,0,74389,65189,1186,852,605,6272,42,588,285,3900,42,74515,65263,1054,698,551,6592,32,325,388,3877,32,49413,23586,24739,46275,20123,26152,48856,17809,28239,45675,19357,25375,45659,19874,24447,44525,17046,25330,49325,20039,27951,56856,23604,32359,56475,22924,32814
108,108,93450,81729,942,3574,534,6904,65,0,0,90385,77445,1601,3362,867,7728,95,0,0,89366,76008,1510,2541,672,8400,124,90018,76370,1659,3620,835,7668,108,2448,506,4529,20,130,4349,90155,76248,1761,3875,798,7064,48,74606,66245,558,3291,333,4264,32,0,0,72883,63729,947,2728,373,4994,26,2387,297,3353,168,0,72443,63027,904,2123,459,5497,77,72443,63027,904,1896,260,3302,15,140,2899,72702,63507,956,2797,382,5079,30,0,0,0,0,0,73030,63913,1109,2972,444,4613,22,2387,206,2878,22,73697,64101,1166,3228,382,4806,9,2634,220,2902,9,44371,22462,20777,42066,19285,22781,42325,13911,26261,37241,15152,21331,37276,15194,21087,36151,13408,21051,41354,15172,25141,48830,16782,31323,48084,17093,30276
109,109,91990,83501,1016,2756,718,4211,74,0,0,90620,81252,1396,3042,989,4023,55,0,0,89410,78151,1648,2604,888,5497,114,90008,80805,1402,2896,1095,4007,49,2374,680,1826,26,44,2850,89951,80100,1481,3056,1128,4021,111,74638,68409,625,2391,483,2803,48,0,0,73937,67220,840,2638,444,2785,30,2511,356,1350,58,0,73187,64831,1191,2145,639,3869,55,73187,64831,1191,1888,388,1827,9,189,2864,73399,66725,833,2449,447,2879,26,0,0,0,0,0,73260,66640,816,2500,522,2654,24,2301,304,1330,24,74115,66884,1108,2351,588,3003,23,2056,313,1372,23,45055,25349,18534,42830,23209,19621,44112,19816,21484,40238,21334,18009,40221,21552,17520,39082,19481,17626,43693,22062,20382,50320,25166,24290,49924,25254,23964
110,110,93524,88295,1018,1234,1482,1598,92,0,0,89348,83000,1446,1546,1645,1889,97,0,0,90788,83201,1545,1000,1542,2699,130,88811,82399,1559,1510,1716,1824,140,1077,1357,994,64,85,1277,91019,83675,1769,1323,1746,1864,211,75480,71538,635,996,1232,1092,52,0,0,71642,67834,878,1203,540,1193,8,1017,438,669,66,0,74036,68640,1045,627,1222,1888,74,74036,68640,1045,338,922,637,22,182,2250,71215,67389,974,1170,469,1252,27,0,0,0,0,0,72864,68944,1134,831,625,1254,98,681,505,564,98,72881,69006,1117,596,724,1368,72,439,493,523,72,46158,22367,22412,42715,19334,23381,43616,15618,25533,39232,17074,21345,39185,17030,21036,38104,15404,21034,42792,17289,24430,49808,19450,29553,49312,19853,28754
