ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,110668,84594,19297,4467,1659,1454,156,0,0,112776,85524,20809,3983,2597,300,49,0,0,132589,94173,28227,4672,3216,2925,141,132674,94199,28255,4702,3202,2858,137,111701,85509,19591,3905,2888,406,42,2771,2321,82,10,199,1223,131203,94957,26876,5344,3122,1931,103,87731,68966,13830,3236,1155,1065,101,0,0,82493,71867,6871,2611,957,143,4,2484,842,82,28,0,108010,80348,19939,3528,2343,2125,104,108010,80348,19939,2616,1721,711,19,511,2145,83418,72511,6806,2536,1362,115,8,0,0,0,0,0,96175,81116,9537,3046,1752,452,14,2660,1567,291,14,97356,81713,9855,3081,1969,535,21,2572,1703,316,21,59924,33053,26017,54611,29107,25504,59651,29918,27208,57477,35784,20632,51449,30781,20655,51659,29367,21230,50611,28421,21275,56815,32565,23265,71718,41275,29445,54197,29950,24243,57729,31496,25751,54783,29693,24893,55225,28742,26448,54331,28559,25766,54617,29658,24953,62246,34220,27768,69848,38156,30905,68085,38642,29264,67598,37145,30453
2,2,129243,107936,11617,6580,3047,799,126,0,0,127745,101181,15347,8810,2424,869,0,0,0,132163,100178,19444,7611,3739,2070,132,132272,100222,19459,7626,3747,1865,124,126622,100633,14887,8294,2442,758,4,6469,1852,233,0,497,2045,130536,101016,16335,8762,3577,922,69,98949,84141,7988,4589,2072,565,89,0,0,95673,81644,6578,5647,1400,494,0,5359,1293,256,39,0,105709,83333,13115,5556,2668,1475,90,105709,83333,13115,4351,2174,135,19,343,2239,95157,81115,6677,5511,1405,539,0,0,0,0,0,0,99020,82488,7763,6205,2212,415,4,5826,2035,74,4,100640,82746,10161,5204,2254,383,4,4575,2087,70,4,61555,29298,31528,52250,23979,28271,63823,23468,37899,60913,33005,26931,50457,23906,26530,50873,22185,27577,49869,21851,27080,58018,25787,31215,72813,30394,41398,56396,23031,33360,59497,23408,35586,56851,21609,35037,57512,20535,36939,56301,20725,35572,56227,20981,35240,64712,25237,39192,73832,28619,44495,71262,29426,41632,70462,27537,42925
3,3,132780,93173,22714,13712,3966,1809,175,0,0,134283,89647,27743,13795,3881,1270,64,0,0,132085,79693,30875,16198,4672,3043,223,132373,79776,30935,16239,4618,2729,191,135196,91119,27389,13599,3698,1469,108,10626,3142,531,5,480,1904,132244,86629,28582,13354,4765,1950,193,99640,73723,14833,8427,2779,1149,118,0,0,97615,73832,13864,7706,1425,753,8,7289,1212,593,62,0,103712,67102,21177,11081,3522,2200,142,103712,67102,21177,8554,2835,477,23,536,3008,97428,74393,13769,7201,1360,687,4,0,0,0,0,0,95219,71786,14104,6551,1826,656,18,5965,1702,413,18,96238,68445,15999,8753,2210,656,6,7801,2057,276,6,51214,28103,22456,42733,24147,18586,52718,21612,28910,49431,28766,19647,39624,20859,18754,40054,19766,19242,39100,19261,19015,46608,22939,22760,59298,27424,30970,40751,17164,23579,45700,19727,25580,41089,16658,24245,41782,15686,26063,40752,16055,24688,40623,15564,25048,49618,21005,28390,58864,24812,33538,56382,25366,30832,54893,22635,32258
4,4,131518,97091,14426,10809,9766,929,115,0,0,128870,86926,18324,11475,12666,350,175,0,0,132839,83741,21022,15638,12296,1982,174,132978,83777,21048,15481,12271,1733,157,127389,85170,17834,11773,13085,335,406,9369,11497,35,143,472,2871,131495,84912,19692,14454,13233,1066,142,102330,77147,9921,7802,7632,626,79,0,0,95080,69946,10848,7046,6837,103,58,6632,6319,10,234,0,108556,70672,15175,12501,9909,1501,114,108556,70672,15175,10050,9041,127,16,588,2887,95412,69386,11115,7594,6902,116,44,0,0,0,0,0,99137,70325,11735,8752,7727,357,29,7549,7156,37,29,98925,68271,12170,9477,8038,673,23,8034,7476,83,23,58607,33141,24798,48656,26588,22068,60252,29559,28151,57420,36134,20077,47107,27776,19320,47404,26141,20002,46504,25990,19665,54172,30166,22936,66909,35464,30421,48034,24123,23904,53129,26968,25640,48447,23527,24693,48916,22678,26196,48011,22793,25211,47902,23018,24869,57264,28476,28454,67236,32881,33292,64609,33407,30916,63658,31743,31915
5,5,137266,110450,15298,4539,7128,674,112,0,0,135256,100479,19877,6496,8396,1150,324,0,0,134041,95987,20877,6849,9452,1537,144,134158,96047,20905,6787,9562,1408,137,136936,97056,22242,8744,9639,850,213,6124,8225,165,33,514,2575,139990,95999,24963,10274,8958,1599,140,104407,85967,10309,2934,5149,455,80,0,0,101455,81155,11174,3693,4597,402,77,3375,4240,184,324,0,107073,79579,14726,4693,7223,1124,110,107073,79579,14726,3458,6484,93,21,531,2181,101252,78450,11834,4596,5716,303,31,0,0,0,0,0,103380,78627,13468,5044,5504,449,4,4594,5174,225,4,100454,74676,14446,4633,5968,513,16,4125,5532,227,16,58968,28406,29938,53395,25897,27498,62035,22584,37100,58629,32864,24649,45740,21990,23743,46211,20547,24582,45161,20166,24145,54625,24559,29088,70336,29179,40190,50567,19502,31055,55076,21237,33386,50971,18476,32271,51741,17437,34264,50557,17727,32818,50285,17417,32859,60341,22739,37285,71063,26216,43838,67915,27343,40295,66580,24614,41966
6,6,128273,28312,73587,25712,4444,2209,287,0,0,131056,29493,75446,24321,4522,3302,341,0,0,133800,22358,85353,22893,4926,4963,152,134144,22396,85505,22184,4772,4081,117,132406,25960,79290,24250,6781,1994,406,18757,5815,43,110,856,1580,137119,25400,85248,23530,7045,2456,502,93877,23597,51354,18099,3264,1511,224,0,0,74265,23116,33485,15031,2087,266,100,14788,2053,66,256,0,100573,19152,61292,17581,3742,3559,106,100573,19152,61292,14205,3186,179,14,888,1657,76648,20977,38342,13808,3103,204,109,0,0,0,0,0,80213,21623,42027,13123,3040,170,89,12721,2854,58,89,43821,13647,19789,7626,2402,258,24,7234,2275,36,24,34511,25224,8942,32276,25032,7244,36114,25357,9600,34046,26805,6561,26401,20535,5856,27127,20659,6018,26283,19955,5908,31519,23475,7580,39516,27524,11524,20614,12561,8050,27364,18547,8633,20945,12909,7925,21298,12430,8858,20740,12512,8223,20595,12272,8321,29198,18153,10898,37712,21795,15463,35463,21856,13403,33965,19751,14214
7,7,129007,105520,14972,5822,3004,806,97,0,0,124882,96181,19312,7272,3202,728,41,0,0,129805,98126,19843,7138,3906,1599,125,129904,98161,19864,7112,3919,1494,117,124318,96487,18284,6170,3364,762,64,4515,2544,171,0,127,2193,125710,98208,15749,7088,4060,602,79,98800,82718,10165,3878,2131,548,68,0,0,93027,77774,9303,4033,1553,301,0,3933,1346,123,88,0,104323,81898,13770,5103,2806,1094,91,104323,81898,13770,3937,2232,108,11,359,2008,94937,78401,9655,4459,1927,345,0,0,0,0,0,0,97979,81187,8712,5052,2653,299,0,4133,2264,124,0,97003,78377,9757,5413,3000,557,8,4311,2603,82,8,62417,29944,31758,58624,28153,30471,64356,25061,36489,61435,35189,25097,50691,25305,25374,51077,23283,26443,50056,23005,26034,58352,27339,29854,73212,32283,39785,54981,22766,32207,58911,24274,34093,55382,21781,33391,56049,20643,35363,54837,20619,34213,55026,19456,35560,63705,25695,37726,72800,29099,43010,70496,29684,40615,69411,24576,44835
8,8,133996,118150,7701,2105,5948,396,67,0,0,132289,112880,9574,2877,6870,335,72,0,0,132400,107474,12115,3497,8046,965,106,132444,107506,12121,3510,8087,940,105,130876,110709,10543,2823,6677,580,54,1738,5950,18,0,254,1668,131536,105917,13651,3609,8164,1122,192,100348,89580,5102,1458,4072,250,47,0,0,101825,90370,6021,1801,3341,179,0,1668,3160,67,168,0,106013,88399,8369,2351,5843,680,78,106013,88399,8369,1608,5128,64,7,543,1895,101428,89243,6805,1731,3306,210,0,0,0,0,0,0,101317,86946,8102,1879,3895,295,0,1377,3557,12,0,100669,84687,8610,2542,4510,213,9,1886,4202,8,9,68588,29598,38297,60562,24341,36221,71259,25625,42969,68432,36180,31223,55205,25133,30052,55563,23458,30965,54588,22884,30718,64161,27636,35467,80677,32627,46933,62086,24003,38074,65600,24774,40300,62474,22558,39716,63168,21423,41700,62011,21390,40608,61883,21631,40243,71189,26274,44603,80842,29248,50618,78446,30210,48005,77332,27751,49581
9,9,129150,111188,10354,3666,3868,496,67,0,0,126773,104416,14586,3970,4327,568,125,0,0,128462,100702,16192,5907,5107,1295,118,128532,100741,16204,5927,5103,1202,115,126516,103948,14490,4812,3794,824,131,3084,2838,83,8,281,1785,128419,101684,16327,5919,3816,930,57,98872,86495,7040,2451,2777,338,52,0,0,97830,84809,8200,1982,2566,220,7,1886,2390,69,103,0,102675,82971,11309,4119,3727,928,79,102675,82971,11309,3008,3035,78,6,397,1871,98292,85157,8496,2073,2220,325,9,0,0,0,0,0,100686,85502,9733,2920,2196,371,17,2749,1838,37,17,100231,84569,10325,3231,1808,300,15,2917,1527,16,15,63237,27466,35095,54894,23706,31188,64741,23155,39072,61630,34138,26540,49609,22929,26671,49689,21244,27346,48963,20747,27342,57973,25312,31715,73706,29546,43154,54454,20093,34350,58632,21795,36397,54864,19178,35498,55445,17903,37494,54477,17990,36474,54205,17518,36658,63598,22943,40417,73108,26147,46291,70796,26901,43712,69214,22948,46266
10,10,126706,89585,18510,9833,9225,924,105,0,0,125784,86217,18991,8520,11143,432,120,0,0,130075,80744,25604,10018,13388,2254,141,130189,80778,25636,9955,13404,1905,125,126385,87299,19056,8239,11466,957,153,6122,9855,460,24,1016,2543,128584,87130,19511,9019,11575,1588,76,95638,69688,12701,6820,6592,599,72,0,0,89689,68897,8789,5059,6764,84,30,4636,6451,20,66,0,103188,67681,17675,7482,9974,1522,99,103188,67681,17675,6162,9154,87,19,475,1935,91971,70142,10166,4885,6253,354,25,0,0,0,0,0,94225,71181,10658,5213,6628,428,0,4780,6254,330,0,98268,70754,11625,6820,8153,523,46,6225,7567,314,46,59116,32856,25739,54431,28539,25892,60398,31847,26375,58455,37410,20022,47136,28775,18349,47263,27691,18622,46694,27150,18697,54897,32210,21755,69728,40318,28435,49786,26963,22815,54496,29844,24203,50169,26848,23169,50464,25664,24760,49847,25683,24155,49356,25647,23703,59237,31677,27155,69101,35385,32124,66672,36088,30209,65591,34800,30791
11,11,133264,68424,27882,34645,3865,1527,225,0,0,130602,57940,33929,35307,4028,2602,439,0,0,137316,58541,39756,34964,4958,3057,207,137627,58588,39813,34701,4880,2512,191,131176,56962,34207,36858,3799,2258,599,32719,2573,518,39,525,3637,137314,61232,35403,38428,4647,2059,830,101768,56146,19120,24593,2782,1064,161,0,0,91386,47902,16351,23404,2286,1111,19,22740,2179,473,618,0,108597,50495,27960,26710,3790,2198,172,108597,50495,27960,23403,3115,260,15,804,2545,93249,47481,16547,25426,2024,1144,44,0,0,0,0,0,97957,50524,17970,25806,2212,1003,114,24717,2052,335,114,88528,47296,18697,18820,2899,595,35,18000,2741,190,35,49724,31407,17804,44797,29371,15426,51053,28294,21096,48468,33971,13636,38812,25230,13577,39362,24588,13989,38470,24071,13770,45531,28258,16594,57932,33464,23734,36711,19115,17585,43049,23801,18958,37155,19056,17936,37557,18298,19225,36866,18520,18333,36860,18312,18527,46800,24794,21789,57137,29590,26910,54697,29755,24682,53090,26975,26115
12,12,127072,101472,13445,6583,5993,713,106,0,0,128221,96611,17288,7717,7110,1219,21,0,0,127974,90763,19310,8583,8622,1643,140,128050,90783,19329,8513,8634,1500,136,126434,94791,16969,7671,7077,669,35,5984,5803,70,6,832,1976,126256,93437,15552,8306,8270,594,93,95728,78073,9120,4501,4194,471,68,0,0,96301,78614,9705,3908,3686,321,3,3642,3475,142,148,0,102008,75369,13658,6082,6276,1137,104,102008,75369,13658,4739,5663,92,9,559,1919,96002,77413,10433,4219,3940,153,6,0,0,0,0,0,96739,77243,9919,4796,4591,139,3,4510,4134,23,3,95568,74297,10782,5406,4605,200,9,4799,4134,41,9,63212,31403,31119,57233,27454,29779,65460,29539,33176,63123,37212,24773,51152,27860,23272,51451,26498,23805,50582,25899,23675,59077,30702,27266,73197,37212,34902,53760,25455,28295,58581,27937,30110,54158,24972,28970,54567,23988,30541,53800,23964,29826,53563,24045,29509,63132,29618,33166,73014,33401,38369,70600,34025,36296,69640,31895,37745
13,13,125621,74199,24956,13278,13781,902,168,0,0,128101,69999,24376,14490,18536,965,164,0,0,130496,63426,30620,13211,22982,1612,94,130588,63439,30662,13148,22991,1513,89,128311,68422,27186,13629,18902,708,144,11503,17496,85,0,1109,2507,129603,67457,27313,12482,21439,996,207,97023,59659,17471,10051,10156,628,132,0,0,86948,56400,10653,9409,10007,207,0,9261,9563,99,294,0,103133,53549,21820,10454,16996,1143,75,103133,53549,21820,9110,16144,106,15,518,1871,86256,55699,11662,8579,9880,199,0,0,0,0,0,0,88708,55708,12486,8528,11238,292,80,8357,10931,85,80,88437,53244,15268,7879,11184,335,47,7525,10757,37,47,55369,32584,22255,46667,26886,19781,55582,31944,21747,53496,36853,15787,43489,28286,15188,43136,27022,15301,42942,26589,15605,50060,31371,17941,62447,37614,24093,42469,23824,18624,48178,27588,20254,42793,23486,19179,43098,22072,20985,42507,22226,20256,41952,22456,19472,51409,28085,23073,60177,31280,28036,58066,31818,25914,57548,33315,24233
14,14,133273,117688,8590,1899,5042,343,54,0,0,128361,108660,11358,2861,5629,557,18,0,0,133707,107943,13539,3263,7775,895,92,133747,107974,13543,3274,7797,872,92,129922,109252,11871,3327,5871,487,52,2020,4695,58,0,338,1685,131671,105883,14218,4653,6594,541,102,100836,90238,5734,1283,3475,217,36,0,0,98256,85870,7463,1619,2987,232,0,1529,2750,49,64,0,104911,87059,9188,2299,5493,622,71,104911,87059,9188,1612,4737,33,5,477,1800,98523,86046,7528,1781,2921,203,0,0,0,0,0,0,99949,84839,8706,2541,3506,208,35,2357,3321,85,35,101412,85042,9507,2581,3912,160,57,2279,3735,57,57,72318,33828,37807,61689,28577,33112,74008,30171,41064,71233,42167,28101,57904,29167,28720,57477,27327,28969,57232,26680,29574,66853,32190,33587,84046,37574,45239,63345,27122,36215,67744,28517,38672,63781,26010,37598,64310,24038,40205,63392,24194,39185,63163,24462,38690,72930,29586,43042,82609,32443,49352,80157,33270,46646,79828,31932,47896
15,15,130730,101740,10258,2590,16110,476,85,0,0,134008,96121,11282,3254,22837,939,104,0,0,134401,88405,13937,2929,28175,937,131,134447,88431,13948,2921,28212,926,125,133260,92169,12961,2964,24986,675,84,1904,23661,158,8,508,1897,134479,88276,15165,2707,27454,862,79,100398,79477,7269,1934,11687,311,62,0,0,98146,77238,5843,2030,12520,367,10,1860,11973,184,158,0,106379,73109,9851,2125,20469,710,104,106379,73109,9851,1425,19578,77,16,463,1860,97024,74336,6655,1675,13945,363,10,0,0,0,0,0,97796,72262,7933,1419,15681,389,24,1334,14966,180,24,96811,68706,9237,1499,16939,268,43,1407,16480,105,43,65680,32597,32453,58795,27984,30811,66769,31039,33272,64346,38623,24790,50697,27718,22964,50262,26189,23037,50086,25637,23565,59544,31294,27297,75646,38464,36167,53188,24908,28266,58760,27778,30517,53519,24311,29066,53847,22610,31196,53169,22655,30498,52425,23039,29370,63161,28694,34145,72871,31849,39902,70605,32356,37851,69690,33578,36112
16,16,132266,92177,10724,3237,26014,568,165,0,0,134330,85584,12653,3227,32081,888,249,0,0,138770,80662,13185,3420,40376,1060,171,138807,80670,13195,3433,40378,1038,165,134174,84485,12432,3578,32975,837,197,2729,31051,293,51,763,2364,136682,82914,13120,3750,35331,798,63,100738,71723,7881,2487,18537,392,118,0,0,93387,66023,6137,2236,18396,346,126,2119,17991,242,175,0,107328,64877,9671,2622,29286,741,121,107328,64877,9671,1900,27830,89,22,562,2377,93499,65360,6260,2529,18843,265,77,0,0,0,0,0,96598,64760,7289,2765,21370,271,4,2449,20788,138,4,97138,62654,7205,2590,24291,289,16,2239,23668,128,16,62767,35016,27199,51900,27551,24349,63719,35939,25472,61568,41041,19653,49647,31045,18568,48957,30124,18010,48980,28998,19202,57681,34905,21907,73823,42237,30623,52292,27956,24322,57360,31216,25693,52622,27387,25093,52918,25335,27535,52259,25391,26850,51905,26322,25564,62166,31742,30113,72098,34691,36242,70175,35491,34333,69365,36697,32668
17,17,129039,104138,12697,3161,9094,377,100,0,0,131030,99605,15928,4265,11358,848,50,0,0,129135,90879,18053,4387,15090,1167,131,129186,90909,18065,4341,15127,1137,124,130980,98774,15649,4025,11892,767,116,2876,10837,69,0,845,1931,129338,94959,16131,3745,13774,592,115,100319,82563,8784,2330,6558,240,54,0,0,100820,81647,9498,2366,6919,253,0,2227,6553,75,198,0,103631,76033,12748,3143,11027,837,97,103631,76033,12748,2218,10149,76,26,494,1887,101701,82034,9534,2211,7496,189,0,0,0,0,0,0,100500,80436,9441,2123,8181,163,10,1924,7763,4,10,98505,75105,11138,2632,9046,342,29,2310,8616,11,29,63668,28895,34162,58316,26816,31500,65954,25321,38281,63256,35853,26429,49733,23848,25867,49446,22315,26084,49180,21920,26391,58622,26902,30807,74843,32155,41731,53709,21386,32310,58597,23230,34981,53998,20258,33585,54462,18743,35680,53671,19024,34634,53092,18948,34134,63370,24277,38827,73212,27363,44966,70902,28220,42343,69801,26926,42875
18,18,125367,9939,49241,67113,2586,2237,283,0,0,127391,9085,55865,65503,3106,4319,74,0,0,134564,7679,62408,63274,3630,3329,253,135092,7693,62524,62538,3396,2720,213,127613,9082,55083,65846,3440,3897,110,57856,2677,125,0,276,2523,136610,8657,60099,68746,3507,3118,280,93511,8936,34724,50116,1944,1556,212,0,0,71011,7977,18040,42992,1612,336,0,42104,1594,76,301,0,102839,6703,44586,50401,2850,2604,194,102839,6703,44586,45466,2248,213,30,927,2666,74060,7913,20439,43431,1818,315,34,0,0,0,0,0,81833,7794,24855,46525,2197,326,94,45556,2113,40,94,83544,7436,26031,46743,2639,614,96,45658,2457,70,96,43988,40145,3620,40055,37622,2433,43286,38874,3451,41495,38134,2754,33114,30752,2351,33113,30399,2347,33147,30515,2405,38257,34880,3023,46092,40569,5135,24823,21377,3440,32970,29208,3603,25242,21829,3346,25465,21569,3881,25152,21648,3498,24776,21136,3633,34660,29382,5168,44171,35576,8321,42341,35120,7054,41952,34851,7101
19,19,128342,96598,13771,4002,13894,501,115,0,0,133397,89630,19369,5423,18635,387,161,0,0,135282,86138,18928,5798,23367,1160,160,135329,86161,18936,5799,23403,1131,157,132098,89737,17989,4700,18975,604,123,3301,17426,126,19,974,2532,135919,89161,17384,5372,21583,1077,143,99882,76650,9909,2961,10202,311,87,0,0,96534,71268,10950,3460,10483,221,28,3171,10121,192,116,0,107921,71500,13626,4340,17464,858,126,107921,71500,13626,3263,16471,122,32,805,2102,96856,71929,10553,2974,10961,339,8,0,0,0,0,0,99685,72946,10184,3137,12905,384,0,2743,12619,163,0,99904,70371,10714,2977,15331,356,14,2635,15061,32,14,62847,27004,35252,57604,24569,33035,64173,26961,34625,61803,34988,25938,49101,24125,24956,48621,22868,24830,48493,22043,25647,57405,27480,28990,73013,33880,37995,52135,22129,29992,57176,24215,32474,52549,21223,31173,52905,19381,33474,52202,19596,32587,51885,19856,32016,61760,25476,35975,71561,29056,41431,69399,29764,39317,68715,29374,39341
20,20,124464,97523,15839,6762,4490,504,132,0,0,123162,93302,18283,7335,4653,583,19,0,0,132107,96354,21541,7593,5407,1165,133,132181,96385,21556,7558,5438,1085,127,121933,90458,19025,7726,5112,680,28,5756,4404,232,10,341,1702,127584,94191,19702,8052,5598,455,30,96689,77134,11462,4822,3357,353,92,0,0,89709,72648,9244,4755,2839,197,4,4666,2710,125,115,0,103032,76513,15752,5653,4187,866,97,103032,76513,15752,4541,3603,62,24,762,1775,89749,71286,10164,5109,2948,215,10,0,0,0,0,0,93920,73845,11083,5550,3312,165,4,4903,3111,40,4,95318,74320,12339,4817,3473,134,17,3582,3254,16,17,60508,30225,29774,47969,23385,24584,59188,27378,29626,56922,36422,19778,44669,23999,20654,44189,23498,19801,44030,22480,20745,52785,27563,24393,68192,31656,35675,49730,21281,28441,53666,23775,29484,50197,21151,28910,50735,19058,31624,49814,19248,30555,49856,19248,30600,58668,24127,34317,67854,26152,41149,65618,27426,37992,65940,25457,40483
21,21,132342,83373,24339,19933,5976,924,161,0,0,133542,73741,30256,26325,6781,2159,90,0,0,139601,71764,32229,27664,8679,1876,239,139710,71789,32261,27442,8611,1757,221,134638,72870,29122,28538,7748,1860,150,22207,5910,25,64,508,3929,139690,71941,29573,32117,9354,1380,178,102094,67301,17331,13816,4322,616,116,0,0,97379,60453,16873,15261,4272,290,79,14582,3940,14,242,0,110251,59948,23456,20522,6551,1367,166,110251,59948,23456,17444,5521,152,18,1022,2690,99090,59818,17048,16926,4430,262,145,0,0,0,0,0,102914,58767,17676,19692,5712,389,49,18916,5210,14,49,101736,55143,18219,21443,5925,542,54,20731,5515,68,54,66324,36101,29597,60792,34097,26695,66706,36089,28079,64334,42501,20938,52852,32796,20036,52470,31158,20351,52281,30614,20832,60455,36186,23324,74608,43834,29700,52013,28395,23607,58411,32325,25618,52442,28003,24273,52847,26559,26246,52133,26672,25450,52056,26724,25318,62526,34118,28122,72954,39650,32537,70824,39964,30599,70838,39053,31785
22,22,122641,52747,21382,34490,14818,996,262,0,0,128796,43157,25297,42518,19090,642,280,0,0,130082,41054,26326,40731,22320,2094,230,130180,41066,26343,40659,22248,1994,221,128163,40517,24901,42353,20448,661,151,37788,18057,182,16,2640,4057,131664,39614,26461,40900,24638,960,93,94169,43872,15175,24589,10935,602,182,0,0,91451,36252,15285,27779,11144,319,95,27424,10760,233,625,0,103434,35042,19555,32012,16873,1604,167,103434,35042,19555,28098,15424,248,30,1848,3189,92118,34190,16252,29025,11964,286,18,0,0,0,0,0,95855,33574,17335,29330,14944,280,0,28795,14738,118,0,90901,30746,17362,26510,15389,468,4,25728,15214,20,4,53196,32514,20192,49484,32774,16710,57131,36370,18933,55070,39988,14258,43806,30899,12895,43669,29921,13017,43528,29717,13227,51178,34966,15514,64291,42832,20720,40050,23915,16122,47666,30060,17287,40484,24052,16291,40820,22980,17807,40260,23191,17057,39835,22878,16941,51472,31260,19921,63088,36857,24898,61087,37637,22860,60435,36982,23453
