ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
24,24,110320,17774,65606,4375,23496,1631,116,0,0,110230,21383,56420,4745,28489,2173,110,0,0,108608,18390,55835,5375,29606,5196,169,106758,21649,52506,4857,28483,1834,93,3403,27797,60,0,42,1303,109772,21496,55291,5794,27762,2951,182,81205,15970,43799,2995,18837,1100,81,0,0,65088,18089,28432,2626,15597,358,0,2443,15333,95,32,0,86820,16704,42107,4065,24077,4018,121,86820,16704,42107,3027,23383,108,23,272,1196,65463,17996,28098,2915,16132,319,0,0,0,0,0,0,68758,18318,30776,3571,15624,333,35,3280,15084,165,35,68236,17586,30066,4405,15628,322,79,3870,15043,113,79,26300,21101,4750,23494,19752,3742,30263,23928,4390,28744,22201,4456,23537,19189,3339,23359,18668,3990,28452,22421,4445,33055,25966,6304,32049,24573,4253,18053,14547,3069,24849,19457,4244,18068,14373,3343,18199,14191,3536,17970,13772,3641,18076,14150,3381,17855,13821,3457,16656,14242,1715,24479,18630,4876,28088,18924,8259,26481,19580,5521
25,25,104089,18725,20686,60500,5012,1140,93,0,0,107983,19945,22734,59996,6387,750,59,0,0,108487,17880,21428,62399,7363,2391,171,107679,20034,23479,58360,6750,736,39,55507,5264,143,0,447,2801,110991,20186,23875,60614,6961,1417,71,81161,16860,14229,46221,4200,829,71,0,0,77549,16519,12806,44867,2897,412,0,44081,2461,211,237,0,87839,16022,15939,49594,6439,1778,138,87839,16022,15939,47108,5699,115,25,327,2604,77827,17046,13497,43419,3359,371,0,0,0,0,0,0,78855,17009,13601,44436,3270,411,0,43485,2838,93,0,76772,16804,12646,43139,3556,545,8,41781,3062,51,8,48837,45963,2499,42613,40392,2221,44485,40575,2242,43736,38906,3133,36423,33024,2343,36694,33062,3045,41520,36977,2648,44259,40600,3073,43989,35676,2157,26815,24742,1582,35432,31851,2078,26916,24935,1702,26950,24702,1857,26811,24656,1778,26794,24465,1852,26540,24047,1881,26350,24400,1948,34181,30468,2362,36976,32239,3953,35295,31264,4018
26,26,94747,25835,4083,56859,8385,731,95,0,0,104429,31473,5139,56400,11501,563,72,0,0,108741,33241,6300,56987,12207,1199,158,103031,29444,5444,54956,13484,573,78,53233,12462,99,0,242,2111,106394,28186,5772,56621,15014,832,142,77975,24607,3254,42599,7676,574,70,0,0,76944,28192,3181,40785,4333,354,0,40443,4153,160,176,0,92486,31464,5099,44633,10973,967,120,92486,31464,5099,42615,10036,102,22,429,2719,76142,26339,3240,40549,5667,264,0,0,0,0,0,0,79399,25483,3799,42368,7349,491,25,41506,7111,109,25,80757,25704,4281,41986,8168,710,24,40785,7870,134,24,44210,39418,4493,43161,37492,5669,45867,39231,4592,45096,36131,7364,38062,31102,5949,38346,31478,6248,43373,35467,5975,46797,40314,5858,46482,34593,5985,29302,25032,3735,37794,31634,4552,29452,25435,3625,29473,25331,3569,29368,24984,3917,29356,24922,3838,29078,24365,4057,26964,25284,1640,36982,30784,4800,41106,34042,6241,39433,32811,6610
27,27,114110,41912,5884,64293,2313,620,96,0,0,111029,41920,6968,59425,2743,590,132,0,0,108605,38873,8247,58832,2575,1214,85,111160,41062,8073,59623,2800,475,90,57984,2337,81,0,136,1495,108997,38940,8682,58649,2683,819,179,87191,33999,3782,47796,1687,440,56,0,0,86073,33768,4219,46146,1600,202,0,45706,1466,59,254,0,86379,32551,5607,46081,1913,901,57,86379,32551,5607,44765,1572,87,9,202,1586,84627,32931,4565,45565,1310,104,0,0,0,0,0,0,82696,31263,4702,45055,1401,279,35,44592,1359,55,35,78440,29911,5107,41068,1897,708,44,40503,1810,64,44,63812,51397,11950,58886,46709,12177,56389,42024,12468,55527,41304,11963,44233,32789,9761,44501,32939,10795,52037,37742,11856,56727,41786,14285,56142,35631,12271,36142,26765,8843,46030,32986,11140,36154,26546,9189,36196,25861,9606,36076,26015,9503,36211,26172,9395,35860,25488,9567,35793,25766,10022,44789,31556,11392,49529,33386,14526,47245,33329,13897
28,28,118073,40806,16886,58782,1908,857,114,0,0,113015,38116,17307,55491,2202,1130,28,0,0,108557,35673,19140,51138,2294,1792,108,114130,37837,19192,55450,2267,788,40,53709,1669,48,0,188,1487,108973,36556,18939,51546,2175,1038,37,85930,32844,10621,41208,1338,566,67,0,0,81881,30196,9009,41202,1027,470,10,40756,980,70,122,0,84075,29592,13026,39307,1676,1286,90,84075,29592,13026,38169,1395,118,16,275,1484,81522,30121,9186,40610,1177,423,0,0,0,0,0,0,77651,29496,9357,37709,923,414,0,37091,872,22,0,76010,27607,9729,36874,1318,643,8,36023,1236,29,8,53202,42179,10522,48602,38348,10254,48174,35535,10698,47352,35068,10068,35899,26307,7946,35976,26293,8867,43492,31432,9973,47848,34941,12238,47251,30466,10315,28256,20732,7089,37704,26950,9243,28331,20560,7379,28366,19992,7771,28235,20152,7607,28301,20177,7597,28047,19750,7697,27982,19897,8085,36541,25674,9507,41607,27917,12714,39745,27960,11768
29,29,110265,40345,6036,63333,798,709,64,0,0,109769,35714,6605,66861,882,773,41,0,0,108520,33620,7738,65728,966,1481,119,108593,34684,6761,66453,755,608,60,64692,362,25,23,225,1832,106853,34653,6250,64820,873,1048,169,80998,32660,3780,44070,563,482,42,0,0,81329,29586,3203,47541,380,193,0,47112,288,31,427,0,83630,28099,5121,49215,652,1089,84,83630,28099,5121,47772,392,82,12,266,1886,81477,29190,3332,48206,356,166,24,0,0,0,0,0,80805,29299,3493,47084,429,235,59,46443,256,49,59,78226,27544,4133,45491,543,372,46,44989,374,153,46,54695,42044,12126,50988,39631,11357,52035,37757,12438,51386,37503,11745,40937,29694,9604,41101,29883,10511,48450,34568,11709,53380,38707,14014,52926,33925,12176,33981,24620,8837,43130,30431,11038,34023,24469,9108,34107,23905,9542,33957,23923,9442,34006,24018,9353,33768,23489,9484,33800,23974,9819,42534,29726,11341,48353,33450,14195,46839,33302,13517
30,30,117915,37481,15239,63580,2067,970,98,0,0,115008,31605,18351,62339,2862,917,28,0,0,108525,27503,20153,58458,2521,2043,111,114422,31235,19480,60936,2602,667,141,59157,1970,47,38,256,2226,109139,27756,19662,58232,2929,1131,133,85202,30693,9037,44064,1474,628,55,0,0,80544,25860,7351,45354,1460,390,29,44803,1295,81,189,0,83134,23704,13087,44272,1833,1437,77,83134,23704,13087,42540,1482,120,19,294,1888,80336,25579,9111,43980,1200,267,46,0,0,0,0,0,76878,23049,9375,42185,1438,438,26,41479,1308,53,26,76106,22841,11351,39766,1283,496,56,38904,1247,87,56,54255,44328,9369,49934,41070,8864,49395,39010,8399,48624,38061,8511,38203,30081,6677,38346,29960,7586,45011,35187,7879,48922,39205,9039,48464,34691,7435,29420,24019,4933,38752,30664,6675,29448,23982,5103,29477,23513,5384,29357,23568,5296,29415,23521,5361,29189,23132,5354,29132,23505,5627,37658,29669,6767,43051,32951,9376,41702,32941,8757
31,31,111977,38807,8415,63573,1464,683,77,0,0,108785,35940,12431,59068,1317,983,137,0,0,108638,35083,13924,57811,1922,1606,105,107112,35227,11785,57868,2203,566,124,56757,1622,107,15,184,1400,107001,35037,12672,56810,2564,838,102,83818,30944,5383,46479,1056,487,60,0,0,77438,25125,6765,44410,533,217,35,44052,456,59,445,0,84552,28285,9497,45236,1391,1196,84,84552,28285,9497,43897,948,88,5,236,1596,75591,24326,6347,43637,1065,244,15,0,0,0,0,0,76339,24735,6640,43245,1300,356,0,42683,1187,68,0,74351,23581,7225,41708,1474,441,32,41041,1236,29,32,51970,44333,7194,47547,40837,6710,46954,37324,8148,45892,36452,7455,35526,28521,5626,35782,28559,6538,42637,32915,7577,46582,36085,9964,45963,30713,7926,27368,21566,5368,36788,27933,7185,27387,21442,5594,27457,20899,5998,27361,21140,5753,27401,21050,5850,27175,20630,5849,27078,20996,6057,35449,26226,7595,39268,27102,10860,37215,27100,10030
32,32,113173,19553,26484,66338,1351,947,74,0,0,107968,15715,31402,59661,1845,1038,64,0,0,108536,15105,37375,54946,1536,3116,94,106415,14849,32836,57742,1777,941,61,55321,1127,92,1,125,2061,106819,14560,37357,53843,1761,2400,20,80216,15937,16444,47093,950,623,48,0,0,71567,12026,13729,44559,954,384,0,43950,733,36,163,0,81140,12424,25291,42373,1094,2238,58,81140,12424,25291,40943,751,94,7,248,1382,70569,11733,15097,42603,880,249,4,0,0,0,0,0,71343,11959,17767,40444,865,346,4,39721,555,66,4,68887,10918,19715,36797,906,337,8,36164,750,84,8,47117,42370,4397,42055,38504,3551,40402,34956,4258,39543,33663,4185,28858,24873,2921,29151,24865,3743,35303,29473,4060,37659,31603,5566,37322,26970,3954,19740,16758,2647,28791,23772,3667,19714,16615,2844,19765,16217,3165,19683,16292,2984,19719,16285,2998,19535,15985,3011,19219,16289,2747,27036,21609,4140,29963,22046,6999,28474,22465,5504
33,33,112288,21148,22601,68576,742,1217,110,0,0,109106,15459,23767,69767,582,706,74,0,0,108624,13063,25599,69814,781,2259,124,109135,14411,23192,70177,1335,956,73,68497,947,179,9,244,1665,109907,13537,23925,71213,1260,1533,181,83064,18266,14536,50044,511,838,77,0,0,78028,13418,12244,51795,250,394,40,51395,214,115,112,0,84696,11880,17639,54760,587,1661,99,84696,11880,17639,52805,296,121,15,271,1669,79670,13241,13144,51883,919,580,40,0,0,0,0,0,79935,12540,12942,53352,749,394,20,52716,648,20,20,76244,11572,13133,50214,809,385,49,49398,697,13,49,54077,46998,6586,49653,44111,5542,48583,41471,5644,47760,40392,5517,37865,32469,4078,38151,32527,4945,44155,37039,5024,47329,40731,6017,46941,34767,4367,27780,24452,2917,37366,31557,4211,27779,24367,3106,27844,23958,3416,27754,24069,3280,27782,24012,3254,27541,23633,3297,27360,23900,3455,36039,30257,4328,40817,33475,6684,39156,32745,6404
34,34,112996,27721,9144,76072,499,984,55,0,0,108592,24529,9079,75098,668,1031,62,0,0,108429,21205,10815,75653,714,1660,110,107896,23435,8498,76002,485,1086,200,73574,240,90,0,270,1781,107211,21492,11174,74738,567,1570,160,85349,23178,5825,56103,352,667,40,0,0,82580,20949,4123,56654,291,400,0,56223,227,68,308,0,85853,18332,7370,59377,478,1231,74,85853,18332,7370,57412,253,105,11,352,2018,82565,19715,4031,57982,181,438,0,0,0,0,0,0,81170,17598,5735,57147,237,605,24,56102,219,24,24,79516,17331,5813,55452,479,691,26,54313,368,18,26,58999,50213,8257,54470,46752,7718,52765,42932,8187,52064,42278,7915,41479,33498,6447,41725,33747,7335,48333,38250,7784,51946,41868,9452,51589,35238,7911,32381,26188,5706,41936,32906,7185,32376,26127,5846,32427,25501,6303,32389,25762,6088,32387,25642,6153,32113,25157,6153,32058,25738,6319,40611,31508,7429,45004,34414,9910,43535,34169,9328
35,35,109060,75731,7951,22954,2386,599,76,0,0,107677,70936,10690,23930,2332,370,112,0,0,108568,69754,11260,23960,2735,1443,109,106976,69285,11206,23732,3026,471,36,22397,2293,80,22,110,1584,107912,68668,11974,23665,3376,995,36,84535,60408,4926,17400,1702,406,54,0,0,81053,56122,5612,17914,1161,193,36,17685,1032,69,82,0,86037,56758,7458,19019,2017,1067,85,86037,56758,7458,18103,1615,61,17,287,1738,80986,54899,6100,18061,1610,239,21,0,0,0,0,0,81535,54778,6468,17759,1912,577,29,17162,1853,60,29,81213,52716,7613,18097,1980,658,4,17336,1929,34,4,58688,35270,22686,54679,32057,22622,57065,31464,22532,56079,31865,21183,47201,26720,17861,47263,26255,19925,54649,30361,21456,60771,34407,25435,60108,31648,21904,42622,25549,16417,50765,28120,20645,42675,24518,17570,42668,23419,18150,42549,23428,18417,42707,24097,17879,42295,23735,17807,42441,23584,18854,50671,27871,21058,56306,29798,24918,53963,30894,23054
36,36,107084,80626,11648,11943,2809,558,99,0,0,106797,72306,16207,14811,3871,318,47,0,0,108750,71484,17625,15545,3294,1732,94,106420,69995,16492,14985,4701,556,21,13323,3246,18,0,363,2989,109495,70615,17994,15413,4026,1350,18,83578,65061,7560,8771,2031,403,78,0,0,76864,54964,8700,10931,2056,126,5,10827,1870,20,116,0,85363,57962,12056,12053,2415,1275,80,85363,57962,12056,11235,1930,101,14,350,1715,77979,53848,9225,12022,2607,157,0,0,0,0,0,0,79328,54329,10313,12009,2241,450,0,11252,1874,14,0,76950,51472,10710,12331,1988,471,8,11488,1539,109,8,47992,27541,19786,44188,25424,18764,48502,26747,18902,47429,27211,17398,38876,22738,13882,38908,22219,15618,46317,26319,17659,52748,30219,21667,52030,28780,18485,34678,21091,13021,42700,24135,16973,34738,20360,13930,34732,19321,14512,34637,19433,14580,34750,19892,14247,34430,19538,14235,34490,19635,14852,42763,23957,17442,48756,25575,21661,46409,26749,19642
37,37,105858,94499,6162,1884,3031,415,69,0,0,108229,94181,7607,2668,3926,318,37,0,0,108575,92033,8248,3037,3738,1307,70,107506,94431,7747,2379,2907,390,17,1536,2116,55,0,77,1545,107881,92877,8085,3438,3018,552,64,77404,70307,3729,1117,2034,251,40,0,0,80623,72635,4400,1127,2216,147,0,1000,2052,10,85,0,83772,72710,5361,2012,2569,880,42,83772,72710,5361,1686,2143,56,5,148,1663,81328,73527,4641,1138,1688,267,0,0,0,0,0,0,81757,72162,5265,2057,1918,290,4,1726,1501,4,4,80791,70958,5356,2438,1784,315,5,2049,1421,11,5,51654,23244,27709,49748,19864,29884,54951,20989,30509,53907,21476,28925,44827,17408,24793,44765,17357,26303,53634,21326,29825,62231,25836,35462,61452,24913,33031,44607,19471,24460,52019,21146,29215,44828,18989,25202,44853,18192,25369,44666,18047,25790,44731,18464,25532,44300,17554,25939,44205,16791,27414,53001,21547,30034,60576,23391,35322,58023,22850,35173
38,38,107763,48751,5417,51268,2616,642,87,0,0,110021,46124,6785,53828,3479,473,31,0,0,108601,43629,7570,54137,2943,1306,65,108422,43459,6065,55381,3457,647,26,54092,2331,74,0,221,2181,107980,41802,7232,55025,3704,861,82,79261,38185,3302,35977,1825,441,56,0,0,82184,36017,3457,40568,1811,90,1,40357,1654,65,274,0,84257,35735,4904,41012,2134,925,48,84257,35735,4904,39631,1824,75,10,296,1782,80789,33913,3319,41156,1932,174,0,0,0,0,0,0,80729,33882,3868,40381,2067,291,25,40029,1709,27,25,81477,33665,4436,40917,2080,294,18,40605,1645,30,18,54320,40283,13547,52269,38427,13842,54493,38242,13936,53786,37820,13543,44777,31677,11226,44883,31740,12317,52531,36633,13579,59052,42207,16104,58590,38059,14415,38817,28132,10136,47971,33544,12710,38974,28046,10462,38954,27388,10751,38816,27447,10798,38864,27597,10661,38624,27032,10879,38600,27067,11533,48073,33520,13043,54798,37981,15857,53284,37830,15447
39,39,110564,36427,66236,5561,3943,1531,224,0,0,109202,38583,61256,5265,5312,1181,191,0,0,108434,37695,59977,5943,5637,4464,227,108098,38468,59173,6104,5664,1417,176,3341,4067,21,16,592,2427,105083,37622,54921,6963,6518,2295,171,84870,32728,45928,3779,3164,1106,166,0,0,69796,31610,31835,2444,3321,412,45,2154,2795,103,207,0,87107,33643,44956,4284,4471,3374,176,87107,33643,44956,2788,3533,100,22,291,1774,70712,31581,32042,2888,3678,366,14,0,0,0,0,0,71207,31024,31567,3670,4360,282,14,3216,3734,0,14,70934,30861,31378,4054,4135,235,0,3536,3432,28,0,33370,27923,4838,31457,26834,4623,40425,33695,4342,39066,30725,5827,33410,27788,4397,33407,27579,4925,39003,32039,5144,44274,37053,6342,43632,35388,5162,25900,22268,3122,34285,28712,4339,25910,22293,3236,26028,22137,3375,25853,21729,3531,25922,21995,3374,25707,21544,3562,25721,22232,3431,33962,28184,4790,38499,30365,7182,37637,31301,6321
40,40,112848,38416,58880,6035,10620,1780,248,0,0,113231,43032,52456,6799,11783,1048,235,0,0,108660,40977,49580,6454,11609,3987,205,112373,43782,51718,7036,10621,1156,372,4547,9030,47,25,228,2996,110483,43799,48208,7155,11655,1895,371,85549,33151,40199,4077,8534,1251,177,0,0,68953,33990,23815,3756,6838,450,54,3336,6330,37,164,0,86810,35117,37121,4879,9325,3064,152,86810,35117,37121,3471,8283,165,23,404,2226,69814,34316,25003,3667,6114,391,21,0,0,0,0,0,70762,34730,24393,3998,6998,361,114,3191,6502,86,114,71232,35879,23645,3921,7037,482,93,3066,6421,148,93,32401,26308,5603,29751,24343,5408,38449,31342,4520,37402,28485,6531,32595,26473,4836,32715,26440,5337,38153,30792,5531,44223,36869,6362,43668,35041,5671,27258,23288,3385,34695,28875,4513,27359,23536,3382,27449,23406,3460,27294,22964,3732,27358,23071,3659,27105,22653,3827,27152,23386,3651,34914,28979,4890,40051,32086,6798,39275,32705,6560
41,41,107963,79585,7877,6162,14206,596,94,0,0,109085,74820,8628,6953,18477,593,103,0,0,108579,69790,9956,6825,20607,1308,167,110329,73425,10436,7798,18537,741,142,6098,16556,164,19,116,3514,111523,73604,10425,7569,19454,937,211,77475,59101,4886,3960,9380,365,63,0,0,74649,56698,4230,4463,8825,260,14,4183,8269,81,154,0,82672,55679,6654,4838,14365,887,114,82672,55679,6654,4245,13551,49,28,301,2165,75163,56201,4988,4905,8579,286,19,0,0,0,0,0,76004,56242,5430,4524,9424,301,12,3794,8856,76,12,75759,54285,5736,4901,10398,210,32,4157,9827,58,32,52058,28219,23186,50687,25207,25480,53998,29898,19706,53578,26139,24681,46677,22904,21659,46802,24224,21663,53748,29275,22200,60803,37698,21887,60679,34693,23524,42992,25811,16452,50800,30059,18989,43394,26368,16355,43195,26175,15729,43173,25549,16826,43128,25470,16879,42805,24514,17442,43045,26689,16356,51282,30736,19170,56735,33904,20761,55973,34105,21720
42,42,105113,82501,7582,5134,9817,507,88,0,0,105686,79659,7763,5590,12588,579,191,0,0,108677,78209,9509,6129,13228,1462,127,106307,79431,7662,5562,13292,651,193,4562,11350,43,1,93,3152,107765,79065,8714,5766,13408,790,204,80444,64938,4941,3426,6987,343,65,0,0,76035,62204,4419,3515,5531,229,0,3192,5022,36,80,0,84807,63219,6403,4532,9391,1025,71,84807,63219,6403,3978,8692,55,6,260,2194,76519,61713,4394,3824,6127,247,0,0,0,0,0,0,78060,61952,4800,3966,6942,254,0,3660,6266,34,0,78028,59815,6158,4292,7304,308,33,3902,6736,34,33,53836,29665,23337,49994,25619,24375,54026,29677,19568,53786,26884,23809,47865,23873,21376,47952,25050,21720,54006,29456,21924,60309,36785,22093,60284,34536,22974,44406,26410,17156,51375,30089,19267,44845,27039,17010,44607,26541,16559,44574,26099,17517,44530,25955,17678,44160,25018,18220,44557,26992,17565,52100,30795,19641,58185,33779,21610,57311,33634,23501
43,43,109434,38099,54583,9079,8514,2133,136,0,0,107995,34665,57408,8568,7500,1105,79,0,0,108591,29677,61226,8700,8924,5143,217,108050,33550,58518,7871,8539,1544,78,6171,6926,103,0,598,2182,106560,30886,58535,8401,9536,2796,252,75889,31630,33333,5161,6006,1287,87,0,0,59933,29545,20930,4830,4437,174,15,4592,4367,27,34,0,79871,25942,40883,5687,6919,3517,154,79871,25942,40883,4821,6349,123,26,235,1492,59374,28645,21460,4137,4711,221,0,0,0,0,0,0,59951,26534,23066,4286,5535,347,0,3801,5220,165,0,59594,23406,25347,4752,5258,455,7,4228,4810,241,7,28926,19170,9288,25965,16806,9159,30389,19559,9056,29790,18795,9103,22625,13731,7433,22595,14053,7902,28602,18202,9051,33584,22044,10854,33006,21106,10005,17806,11343,6128,24994,16023,8099,17827,11315,6222,17871,11062,6260,17770,11052,6328,17822,11011,6406,17695,10750,6532,17773,11364,6409,24891,15706,8505,29673,17606,11401,28885,18427,10457
44,44,108192,53777,29687,6600,18501,1213,161,0,0,109423,46572,34143,6952,21963,1101,0,0,0,108540,45981,32814,7238,22149,3015,172,108009,44956,32921,7956,22308,1036,122,6021,21258,122,0,125,2608,108974,44424,34066,8602,21930,1391,214,80741,44509,18564,4078,13662,729,118,0,0,65208,36977,12773,4072,10979,284,0,3724,10652,78,159,0,83676,38825,22534,4884,16853,2235,140,83676,38825,22534,4111,15986,113,8,266,1833,63546,35808,12003,4299,11197,256,0,0,0,0,0,0,64306,34969,12888,4420,11753,248,0,4015,11472,39,0,61335,32172,13376,3721,11781,270,6,3371,11222,20,6,34768,23047,11244,32667,20867,11800,37305,23102,11725,36422,22125,12063,28173,16640,9911,28147,17238,10117,35525,21909,11948,42004,26622,14620,41130,25660,13284,22613,14342,7842,31363,19608,10642,22681,14392,7933,22704,13919,8128,22578,13927,8163,22666,13969,8228,22473,13644,8307,22586,14471,8115,31419,19303,11271,37715,21314,15498,36252,22942,13310
45,45,105852,83156,9209,3404,9980,459,95,0,0,110291,82253,11652,3632,12754,712,173,0,0,108585,77495,12103,3946,13724,1373,109,109855,81956,10756,3669,13485,643,185,2699,11313,43,12,108,2962,108588,77897,11939,3202,14643,823,233,79011,63354,5941,2274,7318,289,77,0,0,77508,62125,5856,2387,6800,171,13,2205,6544,22,170,0,82945,61113,8172,2796,9786,998,91,82945,61113,8172,2397,9168,77,28,216,1774,77309,62714,5353,2358,6506,135,11,0,0,0,0,0,77169,60606,6290,2113,7801,145,3,1882,7380,4,3,76484,58482,6673,2267,8449,182,25,2029,8079,4,25,52205,26831,24597,49592,22956,26636,53060,27472,21242,52702,23941,26050,47074,21241,23533,47124,22402,23629,53413,26909,24152,60369,34587,24485,60352,31741,25994,43833,23915,19072,50910,27649,21430,44256,24632,18914,43980,24102,18353,44024,23564,19642,44053,23864,19378,43620,22504,20249,43944,24021,19700,51715,28329,21911,57778,31418,24046,56694,30341,25781
46,46,108146,59863,25565,7039,15756,985,157,0,0,107651,54034,25905,9116,18197,936,298,0,0,108562,51830,29281,7806,18817,2658,198,107841,52337,25921,10699,18221,852,293,9316,17158,160,39,521,2386,108507,51531,28338,9966,18099,1887,181,81460,49190,16126,4521,11543,637,111,0,0,70781,44000,10633,5362,10287,339,40,4847,9997,87,145,0,84453,43895,20138,5430,14154,1911,141,84453,43895,20138,4788,13426,115,13,302,1776,72118,42952,11193,6575,11047,301,35,0,0,0,0,0,74288,42903,13643,6103,11342,239,35,5482,11021,31,35,73823,41368,15145,5394,11711,195,10,4919,11229,25,10,38481,23443,14408,35852,21084,14768,40736,23605,14397,40199,23104,14663,31449,17424,12040,31437,18032,12496,39226,22715,14586,45939,27340,17630,45575,26679,16325,28380,16537,11195,36172,21096,13718,28507,16775,11184,28476,16165,11364,28426,16110,11618,28442,16250,11525,28260,15505,12013,28250,16310,11940,36562,20923,14382,42915,22427,18270,41901,23722,18060
47,47,106132,84315,7767,4528,9321,612,102,0,0,106095,82485,8131,5227,10117,668,159,0,0,108621,80035,9837,5135,12147,1407,113,105474,81120,8144,4854,10722,495,142,3800,9490,17,22,331,2556,107193,80848,9821,4590,10519,812,106,80007,65278,4959,2983,6575,401,63,0,0,78306,65232,3729,3247,5649,229,10,3076,5375,31,140,0,84860,64697,6609,3536,8824,1009,88,84860,64697,6609,2974,8038,55,7,245,2235,78092,64998,3997,3150,5760,276,10,0,0,0,0,0,79689,65233,5140,3235,5572,398,15,2912,5188,14,15,79817,63509,6039,3434,6426,352,29,3037,5857,59,29,55067,27228,27050,52520,23329,29191,55775,27091,23485,55945,23604,29298,50301,21425,25941,50401,22719,26546,56304,26846,26761,62770,34466,26747,62923,31763,28587,45973,24078,21056,53265,27619,23629,46435,24543,21083,46208,24195,20518,46199,23785,21515,46227,23617,21733,45718,22567,22227,45666,23510,22156,54106,28468,24062,60554,32193,25878,59398,30751,28504
