ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-24_COMP_Total,E_16-24_COMP_Dem,E_16-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
89,89,45934,44440,393,677,111,338,11,0,0,44841,43045,316,763,253,457,9,0,0,46337,43709,566,860,227,854,60,46154,43839,576,904,194,491,86,639,80,157,0,75,801,46137,43825,731,659,339,361,55,35126,34083,245,483,78,253,5,0,0,34486,33435,139,505,40,363,0,367,35,114,10,0,35790,33857,349,673,157,636,32,35790,33857,349,553,111,69,14,46,791,35727,34310,262,651,27,479,0,0,0,0,0,0,35205,34121,196,536,68,282,0,455,54,50,0,35706,34309,94,699,137,402,4,629,77,65,4,18182,4878,12917,17099,3829,13270,18981,3221,15180,18461,5713,12748,14668,4909,9459,14562,4049,10513,18206,4423,13528,21578,4059,17236,21546,4731,16091,18677,4522,13956,22009,3845,17819,19565,1786,17779
90,90,47885,45617,654,1191,177,290,15,0,0,45428,42956,841,1313,248,398,8,0,0,47011,43952,719,1292,222,767,35,44991,42067,583,1618,273,287,9,1088,50,36,9,30,1130,45922,43042,580,1464,318,284,10,37071,35296,487,978,111,235,9,0,0,35524,33757,385,975,117,293,10,832,70,44,100,0,36710,34284,537,1045,167,619,26,36710,34284,537,883,131,49,12,31,783,35184,33269,399,1065,150,179,10,0,0,0,0,0,35960,34189,354,995,189,121,10,965,75,4,10,36130,34014,502,899,225,368,10,880,74,26,10,17495,3448,13696,17679,2488,15191,17557,2075,15041,16848,3796,13052,12366,3332,8785,12224,2431,9793,16329,2809,13287,19696,2506,16953,19715,2905,15945,16626,2834,13611,19451,2247,16954,16567,0,16567
91,91,44407,41171,749,1936,217,377,18,0,0,46852,43852,523,1543,454,395,170,0,0,46852,42036,1085,2258,416,953,45,45481,41821,758,1804,489,524,41,1417,459,180,34,22,781,45947,42053,886,1915,384,401,51,34217,32022,485,1292,152,288,12,0,0,36049,34324,150,1103,86,302,83,916,71,122,19,0,36816,33381,715,1571,321,743,31,36816,33381,715,1292,236,70,12,45,1065,35403,33268,178,1364,43,442,62,0,0,0,0,0,35997,33799,258,1339,146,376,62,1081,141,63,62,36175,33914,300,1386,252,254,4,1124,232,17,4,16506,6410,9804,15521,5482,10039,17383,4926,11625,17199,7584,9615,13554,6542,6689,13481,5549,7932,16941,6205,10379,20252,6176,13669,20206,6575,12721,17338,6324,10750,19650,5570,13733,19234,5194,14040
92,92,52083,51064,351,304,121,276,21,0,0,48515,47452,348,209,162,250,84,0,0,45945,44400,348,335,170,604,30,47536,46305,354,283,251,292,23,138,215,65,0,22,438,45672,44357,367,238,233,258,7,40317,39652,201,175,85,208,10,0,0,38340,37730,141,142,53,220,15,98,38,57,50,0,36306,35177,212,221,134,474,20,36306,35177,212,128,96,34,5,22,632,37567,36915,106,215,92,205,0,0,0,0,0,0,36448,35805,219,174,107,182,0,151,107,62,0,35455,34596,222,222,128,234,0,178,128,34,0,18205,7735,9997,18216,4579,13637,19463,3810,15118,18646,7642,11004,13393,6238,6818,13244,5776,7468,17655,5481,11931,20652,4234,16201,20715,5104,14865,17697,5419,12102,19709,3388,16075,15418,0,15418
93,93,41900,32272,1740,6562,1195,338,51,0,0,43065,31275,2964,7417,1435,223,35,0,0,44624,30396,3235,8569,1660,952,64,43880,31057,3102,8178,1348,229,23,7045,1046,31,0,174,1421,42820,29110,3232,9069,1376,335,13,32027,25928,1075,4013,873,224,24,0,0,31455,25697,884,4122,636,80,10,3864,485,20,51,0,34579,25276,2070,5319,1246,731,46,34579,25276,2070,4688,973,71,12,93,1396,31370,25478,801,4317,611,137,0,0,0,0,0,0,30888,24243,961,4659,703,185,0,4238,562,6,0,30544,23058,1128,5157,694,247,0,4664,555,18,0,18992,9563,9160,18031,8735,9296,19599,9537,8590,19657,11521,8136,15561,9806,5487,15428,8642,6786,18884,10683,7727,21477,12287,8690,21557,12291,8615,18913,10907,7697,19882,10914,8442,19776,9616,10160
94,94,53415,52376,285,344,192,214,8,0,0,48415,47069,401,448,297,226,15,0,0,46649,44762,332,494,188,747,29,47233,45744,455,521,258,222,13,315,194,33,13,48,429,46249,44694,373,477,161,253,22,41681,41010,191,175,133,168,8,0,0,37904,37089,179,287,129,203,9,199,117,48,0,0,36794,35463,183,297,135,599,17,36794,35463,183,206,99,54,0,53,736,36968,36033,215,386,121,170,10,0,0,0,0,0,36069,35231,208,353,85,176,9,250,66,8,9,34052,33322,151,262,66,253,0,151,46,19,0,18453,6591,11325,18867,3966,14901,19756,3210,16054,18673,6872,11801,12792,5358,7116,12615,5068,7547,17203,4807,12182,20019,3680,16156,19591,4670,14269,16982,4759,12080,18528,2913,15411,15003,0,15003
95,95,49616,48239,330,582,288,177,16,0,0,46248,44435,560,869,205,237,18,0,0,46639,44194,598,648,391,719,32,45997,44284,513,823,210,229,0,619,172,27,0,0,382,46725,44629,283,924,258,253,0,38665,37676,189,425,211,161,12,0,0,36148,34923,335,556,110,224,0,533,100,38,10,0,36600,34877,379,432,277,549,15,36600,34877,379,333,240,40,4,39,688,36022,34834,279,568,112,182,0,0,0,0,0,0,36408,35345,104,600,101,236,0,502,61,8,0,36346,35061,420,468,152,198,16,407,91,21,16,19491,8995,9953,18235,5678,12557,20565,4902,15005,19652,9110,10542,14085,7165,6557,14020,7213,6807,18236,6541,11427,20605,4903,15441,20678,5910,13964,18092,6403,11483,19761,4023,15416,15596,0,15596
96,96,48307,47129,447,336,117,290,10,0,0,46947,45667,372,437,88,376,3,0,0,46190,44157,412,512,175,810,24,46463,45030,318,531,53,377,3,190,19,131,3,21,751,45659,43757,330,312,309,491,100,36893,36154,259,185,71,232,6,0,0,36639,35917,133,271,0,323,4,263,0,155,0,0,35681,34274,225,328,112,642,19,35681,34274,225,248,67,63,6,31,767,35586,34936,74,221,0,358,4,0,0,0,0,0,35069,34116,279,221,55,299,30,147,55,30,30,34718,33890,109,340,39,223,37,175,32,14,37,17561,6949,10123,15423,5494,9929,18483,3755,14056,17953,7097,10856,12807,5578,6850,12648,4895,7753,17075,5113,11645,20509,4287,15933,20484,5213,14184,17354,5122,11991,20150,3694,16220,16715,0,16715
97,97,48245,46203,572,1053,170,270,13,0,0,44384,42668,390,837,404,188,21,0,0,44318,41848,575,1050,186,588,22,44138,42341,539,725,348,331,18,642,320,111,18,0,167,44099,41348,507,1084,313,388,32,37476,35689,483,975,124,226,9,0,0,34559,33346,298,696,73,129,16,690,73,45,0,0,34958,32916,466,940,122,474,12,34958,32916,466,830,98,78,5,21,544,34449,33186,389,592,58,245,15,0,0,0,0,0,34392,32748,382,848,131,270,6,758,131,109,6,33938,32127,298,1041,130,287,46,881,121,89,46,16463,4943,11093,16773,3221,13552,18158,2286,15385,17303,5567,11736,11626,4057,7243,11600,3678,7922,15965,3605,12144,18737,2751,15780,18694,3426,14629,15861,3597,12116,17739,2282,15265,15373,0,15373
98,98,48370,46804,362,594,261,356,22,0,0,46750,44615,746,714,287,482,55,0,0,46965,44098,433,768,382,1022,42,47343,45060,747,898,326,462,27,404,186,31,0,21,895,48225,45659,662,988,377,345,0,37524,36514,218,338,174,296,10,0,0,36309,34872,476,359,184,355,4,311,134,17,43,0,36541,34618,259,412,281,780,31,36541,34618,259,296,226,75,10,65,992,36649,35106,472,496,194,344,0,0,0,0,0,0,37410,35787,468,651,233,281,0,334,198,20,0,36841,35519,231,591,234,265,0,275,197,25,0,20446,8670,11269,19043,7874,11169,20827,5519,14533,20573,9345,11228,14236,6718,7175,14089,6034,8055,19196,6935,11928,23035,6488,16228,22957,7554,14381,19385,6944,12206,21992,5567,16137,17424,0,17389
99,99,45108,42787,464,1364,290,240,28,0,0,45310,42663,636,1365,360,315,49,0,0,45742,42158,1049,1448,295,727,40,45265,42480,730,1507,321,168,50,1254,266,58,50,71,356,45769,42896,735,1521,407,230,72,36106,34184,341,1206,201,200,17,0,0,36450,34490,317,1089,178,301,45,967,154,128,44,0,36611,33667,816,1257,227,563,26,36611,33667,816,1047,152,61,9,121,738,36325,34430,453,1053,169,155,50,0,0,0,0,0,36780,34850,316,1095,247,190,70,1037,204,23,70,36774,34299,608,1153,241,422,0,1098,175,15,0,15145,7488,7205,14133,5968,8165,16467,5041,10802,15994,8112,7882,12606,6919,5420,12431,6060,6371,15723,6366,9078,18595,5767,12541,18533,6421,11279,15998,6372,9419,18157,4955,12912,13567,0,13567
100,100,47225,44444,665,1539,301,314,30,0,0,45787,43035,689,1576,361,273,22,0,0,47068,43499,671,1606,363,771,26,44839,41828,715,1394,480,362,22,874,299,50,15,120,937,46173,42965,905,1313,383,457,37,37074,35014,463,1158,215,268,18,0,0,35422,33576,346,1054,194,212,14,874,119,41,27,0,37003,34530,409,1125,248,572,8,37003,34530,409,952,180,50,0,69,813,35095,33393,230,898,280,295,14,0,0,0,0,0,36121,34387,284,879,199,324,18,735,120,27,18,36120,33970,385,1016,434,225,14,847,242,34,14,19041,7750,10855,17793,6606,11187,19031,4999,13314,18755,8302,10453,12604,5990,6345,12508,5389,7119,17334,6170,10870,20796,5884,14592,20777,6585,13280,17458,6202,11057,19900,5226,14409,15510,0,15510
